micros,flip,phase,spf_roll,roll_rlv,roll,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
86,0,0,0.00,0.00,0.67,0.00,1.50,0.17,1.50,1014.00,1014.00,1014.00,1014.00
162,0,0,0.00,0.00,0.65,0.00,-0.81,0.18,-0.56,1014.00,1014.00,1014.00,1014.00
262,0,0,0.00,0.00,0.33,0.00,-1.69,-0.11,-1.56,1014.00,1014.00,1014.00,1014.00
302,0,0,0.00,0.00,0.23,0.00,-0.81,-0.25,-1.06,1014.00,1014.00,1014.00,1014.00
382,0,0,0.00,0.00,0.22,0.00,1.37,-0.35,1.06,1014.00,1014.00,1014.00,1014.00
544,0,0,0.00,0.00,0.55,0.00,1.00,-0.02,0.94,1014.00,1014.00,1014.00,1014.00
648,0,0,0.00,0.00,0.40,0.00,-1.56,-0.06,-1.50,1014.00,1014.00,.00,1014.00
683,0,0,0.00,0.00,0.35,0.00,-1.62,-0.11,-1.31,1014.00,1014.00,1014.00,1014.00
775,0,0,0.00,0.00,0.18,0.00,0.00,-0.37,-0.31,1014.00,1014.00,1014.00,1014.00
802,0,0,0.00,0.00,0.16,0.00,-0.13,-0.39,0.37,1014.00,1014.00,1014.00,1014.00
897,0,0,0.00,0.00,0.32,0.00,1.87,-0.21,1.81,1014.00,1014.00,1014.00,1014.00
991,0,0,0.00,0.00,0.50,0.00,1.25,-0.02,1.25,1014.00,1014.00,1014.00,1014.00
1082,0,0,0.00,0.00,0.54,0.00,-0.25,0.05,-0.13,1014.00,1014.00,1014.00,1014.00
1184,0,0,0.00,0.00,0.42,0.00,-0.69,-0.14,-0.81,1014.00,1014.00,1014.00,1014.00
1314,0,0,0.00,0.00,0.40,0.00,0.88,-0.10,0.75,1014.00,1014.00,1014.00,1014.00
1385,0,0,0.00,0.00,0.49,0.00,1.12,-0.02,1.251.12,1014.00,1014.00,1014.00,1014.00
1528,0,0,0.00,0.00,0.60,0.00,0.56,0.11,0.56,1019.00,1019.00,1019.00,1019.00
1822,0,0,0.00,0.00,0.33,0.00,1.12,-0.17,0.81,1022.00,1022.00,1022.00,1022.00
1940,0,0,0.00,0.00,0.44,0.00,0.75,-0.06,0.69,1022.00,1022.00,1022.00,1022.00
2013,0,0,0.00,0.00,0.36,0.00,-0.13,3,-0.13,1022.00,1022.00,1022.00,1022.00
2056,0,0,0.00,0.00,0.35,0.00,-0.44,-0.14,-0.13,1022.00,1022.00,1022.00,1022.00
2188,0,0,0.00,0.00,0.35,0.00,0.44,-0.21,0.44,1022.00,1022.00,1022.00,1022.00
2259,0,0,0.00,0.00,0.44,0.00,0.81,-0.06,0.88,1022.00,1022.00,1022.00,1022.00
2371,0,0,0.00,0.00,0.49,0.00,0.19,-0.00,0.37,1022.00,1022.00,1022.00,1022.00
2430,0,0,0.00,0.00,0.490.49,0.00,0.31,-0.00,0.00,1022.00,1022.00,1022.00,1022.00
2601,0,0,0.00,0.00,0.49,0.00,0.19,-0.00,0.06,1022.00,1022.00,1022.00,1022.00
2797,0,0,0.00,0.00,0.49,0.00,0.44,0.00,0.37,1022.00,1022.00,1022.00,1022.00
2903,0,0,0.00,0.00,0.49,0.00,-0.13,0.00,-0.31,1022.00,1022.00,1022.00,1022.00
2947,0,0,0.00,0.00,0.49,0.00,-0.44,0.00,-0.31,1022.00,1022.00,1022.00,1022.00
3028,0,0,0.00,0.00,0.49,0.00,-0.50,0.00,-0.37,1022.00,1022.00,1022.00,1022.00
3131,0,0,0.00,0.00,0.49,0.00,-0.06,0.00,-0.06,1022.00,1022.00,1022.00,1022.00
3219,0,0,0.00,0.00,0.49,0.00,0.00,0.00,0.19,1022.00,1022.00,1022.00,1022.00
3326,0,0,0.00,0.00,0.49,0.00,-0.13,0.00,-0.19,1022.00,1022.00,1022.00,1022.00
3395,0,0,0.00,0.00,0.49,0.00,0.00,0.00,0.19,1019.00,1019.019.00,1019.00,1019.00
3413,0,0,0.00,0.00,0.49,0.00,-0.19,0.00,-0.31,1019.00,1019.00,1019.00,1019.00
3519,0,0,0.00,0.00,0.48,0.00,0.06,-0.01,0.00,1017.00,1017.00,1017.00,1017.00
3688,0,0,0.00,0.00,0.32,0.00,-0.19,-0.17,-0.25,1017.00,1017.00,1017.00,1017.00
3834,0,0,0.00,0.00,0.27,0.00,0.13,-0.29,0.13,1017.00,1017.00,1017.00,1017.00
3997,0,0,0.00,0.00,0.21,0.00,-0.25,-0.34,0.06,1017.00,1017.00,1017.00,1017.00
4227,0,0,0.00,0.00,0.07,0.00,1.25,-0.52,1.50,1111.00,1111.00,1111.00,1111.00
4347,0,0,0.00,0.00,0.26,0.00,2.69,-0.26,1.75,1178.00,1178.00,1178.00,1178.00
4621,0,0,0.00,0.00,0.50,0.00,-1.56,-0.07,1.69,1260.00,1260.00,1260.00,1260.00
4783,0,0,0.00,0.00,0.40,0.00,-0.37,-0.09,-0.69,1287.00,10,1298.00,1298.00
