millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,u2
7996,0,-0.18,2.68,1.22,0.31,0.00,0.13,-0.04,2.05,1.29,0.00
8025,0,-0.20,2.68,1.22,0.37,0.06,-0.06,-0.26,2.05,1.29,0.00
8057,0,-0.20,2.68,1.22,-0.06,0.06,-0.06,-0.27,2.05,1.29,0.00
8139,0,-0.23,2.68,1.22,-0.06,0.06,0.00,-0.29,2.05,1.29,0.00
8180,0,-0.24,2.68,1.22,-0.37,0.00,0.00,-0.31,2.05,1.29,0.00
8225,0,-0.24,2.68,1.21,-0.69,0.06,0.06,-0.11,2.05,1.29,-0.00
8256,0,-0.25,2.68,1.21,-0.56,0.19,-0.06,-0.10,2.05,1.28,-0.00
8294,0,-0.26,2.68,1.21,-0.44,-0.06,0.00,-0.11,2.05,1.28,-0.00
8341,0,-0.26,2.68,1.21,-0.50,-0.06,0.00,-0.33,2.05,1.28,-0.00
8375,0,-0.26,2.68,1.21,-0.37,-0.13,-0.06,-0.12,2.05,1.28,-0.00
8414,0,-0.27,2.68,1.21,-0.25,0.13,-0.13,-0.34,2.05,1.28,0.00
8663,0,-0.27,2.68,1.21,0.25,0.06,0.00,-0.13,2.05,1.28,0.00
8738,0,-0.27,2.68,1.21,0.13,0.13,0.19,-0.34,2.05,1.28,0.00
8764,0,-0.27,2.68,1.21,0.00,0.00,0.00,-0.13,2.05,1.28,0.00
8814,0,-0.27,2.68,.21,0.00,0.13,0.06,-0.34,2.05,1.28,0.00
8834,0,-0.27,2.68,1.21,0.19,-0.06,0.00,-0.13,2.05,1.28,0.00
8874,0,-0.27,2.68,1.21,-0.06,0.06,0.06,-0.13,2.05,1.28,0.00
8951,0,-0.27,2.68,1.21,-0.44,0.00,0.06,-0.34,2.05,1.28,-0.00
8993,0,-0.27,2.68,1.21,-0.37,-0.13,-0.06,-0.34,2.05,1.28,0.00
9183,0,-0.27,2.68,1.21,-0.31,0.13,-0.19,-0.34,2.05,1.28,0.00
9267,0,-0.27,2.68,1.21,-0.13,0.06,0.13,-0.34,2.05,1.28,0
9284,0,-0.27,2.68,1.21,-0.25,0.06,0.00,-0.13,2.05,1.28,0.00
9748,0,-0.28,2.68,1.21,-0.13,0.00,0.00,-0.35,2.05,1.28,0.00
9868,0,-0.28,2.68,1.21,-0.06,-0.06,0.13,-0.35,2.05,1.28,0.00
10102,0,-0.32,2.68,1.21,0.69,0.00,-0.06,-0.38,2.05,1.28,0.00
10132,0,-0.33,2.68,1.21,0.50,0.06,0.00,-0.40,2.05,1.28,0.00
10196,0,-0.33,2.68,21,0.50,0.00,0.13,-0.19,2.05,1.28,0.00
10228,0,-0.33,2.68,1.21,0.50,-0.06,0.06,-0.40,2.05,1.28,0.00
10255,0,-0.33,2.68,1.21,0.31,0.06,0.19,-0.19,2.05,1.28,0.00
10299,0,-0.33,2.68,1.21,0.31,-0.06,0.13,-0.19,2.05,1.28,0.00
10328,0,-0.33,2.68,1.21,0.13,-0.06,-0.19,-0.40,2.05,1.28,0.00
10373,0,-0.33,2.68,1.21,-0.13,0.00,-0.25,-0.19,2.05,1.28,-0.00
10443,0,-0.33,2.68,1.21,-0.13,0.13,-0.06,-0.19,2.05,1.28,-0.00
10486,0,-0.33,2.68,1.21,-0.44,0.13,0.00,-0.19,2.05,1.28,0.00
10561,0,-0.33,2.68,1.21,-0.37,0.00,0.13,-0.40,2.05,1.63,0.00
10593,0,-0.33,2.68,1.21,-0.25,0.00,0.00,-0.19,2.05,1.49,0.00
10649,0,-0.33,2.68,1.21,-0.31,0.00,0.00,-0.40,2.05,1.35,0.00
10800,0,-0.33,2.68,1.21,0.19,0.00,0.00,-0.19,2.05,1.28,0.00
10834,0,-0.33,2.68,1.21,0.13,-0.06,0.13,-0.40,2.05,1.28,0.00
10903,0,-0.33,2.68,1.21,0.31,-0.06,0.00,-0.19,2.05,1.91,0.00
10944,0,-0.33,2.68,1.21,0.13,0.00,0.00,-0.40,2.05,1.91,0.00
10988,0,-0.33,2.68,1.21,0.25,0.06,-0.06,-0.19,2.05,1.84,0.00
11017,0,-0.33,2.68,1.21,0.00,0.00,0.00,-0.40,2.05,1.28,0.00
11049,0,-0.33,2.68,1.21,0.06,0.00,-0.06,-0.19,2.05,1.28,0.00
11136,0,-0.33,2.68,1.21,-0.19,0.06,-0.06,-0.40,2.05,1.28,0.00
11179,0,-0.33,2.68,1.21,-0.44,-0.06,0.06,-0.40,2.05,1.28,0.00
11223,0,-0.33,2.68,1.21,-0.44,0.00,-0.06,-0.40,2.05,1.28,0.00
11252,0,-0.33,2.68,1.21,-0.31,0.00,0.06,-0.19,2.05,1.28,-0.00
11288,0,-0.33,2.68,1.21,-0.50,0.06,0.06,-0.40,2.05,1.28,0.00
11343,0,-0.33,2.68,1.21,0,0.00,0.00,-0.19,2.05,1.28,0.00
11363,0,-0.33,2.68,1.21,0.37,-0.06,-0.06,-0.19,2.05,1.28,0.00
11403,0,-0.33,2.68,1.21,0.06,-0.06,0.00,-0.40,2.05,1.28,0.00
11447,0,-0.33,2.68,1.21,0.25,0.00,-0.13,-0.19,2.05,1.28,0.00
11477,0,-0.33,2.68,1.21,0.19,0.06,0.06,-0.19,2.05,1.28,0.00
11509,0,-0.33,2.68,1.21,0.44,-0.06,-0.06,-0.19,2.05,1.28,0.00
11595,0,-0.36,2.68,1.22,0.19,0.13,0.13,-0.43,2.05,1.29,0.00
11636,0,-0.38,2.68,1.22,0.69,0.13,-0.06,-0.23,2.05,1.29,0.00
11680,0,-0.38,2.68,1.22,0.50,0.00,0.06,-0.24,2.05,1.85,0.00
11721,0,-0.38,2.68,1.22,0.37,0.06,0.00,-0.24,2.05,1.78,0.00
11797,0,-0.38,2.68,1.22,0.31,-0.06,0.06,-0.45,2.05,1.29,0
11810,0,-0.38,2.68,1.22,-0.19,0.06,0.06,-0.24,2.05,1.29,0.00
11927,0,-0.38,2.68,1.22,-0.25,0.06,0.00,-0.24,2.05,1.29,0.00
12057,0,-0.38,2.68,1.22,-0.31,0.06,0.06,-0.45,2.05,1.29,0.00
12139,0,-0.38,2.68,1.22,-0.13,-0.31,0.00,-0.24,2.05,1.29,0.00
12168,0,-0.38,2.68,1.22,0.19,-0.13,0.06,-0.45,2.05,1.29,0.00
12285,0,-0.38,2.68,1.22,0.13,0.00,-0.06,-0.45,2.05,1.29,0.00
12741,0,-0.38,2.68,1.22,-0.50,-0.13,-0.06,-0.45,2.05,1.29,0.00
12811,1,-0.38,2.68,1.22,-0.25,0.00,0.13,-0.45,2.05,1.29,0.00
12856,1,-0.38,2.68,1.22,0.13,0.00,-0.06,-0.24,2.05,1.29,0.00
12970,1,-0.38,2.68,1.22,0.37,-0.06,-0.25,-0.24,2.05,1.29,0.00
13089,1,-0.39,2.68,1.22,0.56,-0.13,0.37,-0.46,2.05,1.29,0.00
13892,1,-0.48,2.68,1.23,-1.19,-0.13,-0.31,-0.57,2.05,1.30,0.00
14004,1,-0.46,2.68,1.23,-0.88,0.00,-0.25,-0.33,2.05,1.30,0.00
14122,1,-0.46,2.70,1.23,-0.56,0.31,-0.06,-0.31,2.07,1.30,0.00
14211,1,-0.47,2.70,1.23,-0.44,0.37,-0.62,-0.33,2.07,1.30,-0.00
14240,1,-0.47,2.70,1.23,0.69,-0.06,0.69,-0.54,2.07,1.30,0.00
14277,1,-0.47,2.70,1.23,-0.19,0.06,0.25,-0.54,2.07,1.30,0.00
14330,1,-0.50,2.70,1.23,-0.06,0.06,-0.56,-0.56,2.,1.30,0.00
14344,1,-0.50,2.70,1.23,0.25,0.00,0.13,-0.36,2.07,1.30,0.00
14418,1,-0.50,2.71,1.23,0.37,0.25,0.00,-0.57,2.08,1.30,0.00
14462,1,-0.51,2.71,1.23,-0.44,0.25,-0.37,-0.58,2.08,1.30,0.00
14577,1,-0.51,2.71,1.23,-0.19,-0.06,-0.06,-0.58,2.08,1.30,0.00
14623,1,-0.51,2.71,1.23,-0.50,0.00,-0.19,-0.58,2.08,1.30,0.00
14667,1,-0.49,2.71,1.23,-0.75,0.06,-0.19,-0.36,2.08,1.30,-0.00
14694,1,-0.47,2.71,1.22,-0.25,0.00,0.19,-0.33,2.08,1.29,-0.00
14719,1,-0.46,2.71,1.22,0.19,-0.81,-0.25,-0.53,2.08,1.29,-0.00
14812,1,-0.46,2.71,1.22,0.50,-0.69,0.00,-0.32,2.09,1.29,0.00
14838,1,-0.50,2.71,1.23,0.25,0.19,-0.13,-0.57,2.08,1.30,0.00
14897,1,-0.57,2.73,1.22,2.62,-0.44,0.25,-0.62,2.10,1.30,0.00
14928,1,-0.57,2.70,1.22,-1.19,-0.13,-0.44,-0.64,2.07,1.29,-0.00
14965,1,-0.57,2.73,1.22,0.25,0.75,-0.13,-0.64,2.09,1.29,0.00
15043,1,-0.57,2.76,1.22,1.56,-0.44,0.06,-0.41,2.13,1.30,0.00
15085,1,-0.59,2.74,1.22,-0.50,-0.62,-0.06,-0.45,2.11,1.29,0.00
15130,1,-0.59,2.77,1.22,1.00,2.12,-0.06,-0.66,2.12,1.29,-0.00
15159,1,-0.64,2.77,1.22,0.62,1.31,0.13,-0.47,2.13,1.29,0.00
15190,1,-0.66,2.76,1.22,0.75,0.25,0.00,-0.72,2.13,1.29,0.00
15282,1,-0.68,2.73,1.22,-0.25,-0.44,0.06,-0.54,2.10,1.29,0.00
15321,1,-0.68,2.74,1.22,-0.69,-0.06,0.06,-0.76,2.11,1.29,0.00
15364,1,-0.67,2.77,1.22,0.88,-0.56,-0.06,-0.73,2.14,1.29,0.00
15394,1,-0.64,2.76,1.22,-2.69,-0.62,0.00,-0.74,2.14,1.29,0.00
15431,1,-0.60,2.77,1.22,-1.62,0.13,-0.06,-0.68,2.14,1.29,0.00
15507,1,-0.59,2.81,1.22,0.31,-0.19,-0.06,-0.66,2.18,1.29,0.00
15549,1,-0.61,2.83,1.22,-0.69,-0.56,-0.19,-0.68,2.18,1.29,0.00
15593,1,-0.59,2.80,1.22,-0.37,-0.25,0.00,-0.66,2.17,1.29,-0.00
15622,1,-0.61,2.82,1.22,-0.06,0.44,0.00,-0.46,2.17,1.29,0.00
15655,1,-0.64,2.81,1.22,1.44,-0.69,-0.25,-0.49,2.19,1.29,0.00
15742,1,-0.66,2.77,1.22,-1.12,-1.00,-0.13,-0.74,2.15,1.29,0.00
15784,1,-0.66,2.78,1.22,0.88,0.44,0.00,-0.71,2.14,1.29,-0.00
15827,1,-0.69,2.78,1.22,0.44,-0.37,0.06,-0.76,2.15,1.29,0.00
15857,1,-0.69,2.78,1.22,0.06,-0.13,0.13,-0.55,2.15,1.29,0.00
15893,1,-0.69,2.76,1.22,-0.75,0.00,0.13,-0.56,2.13,1.29,0.00
15969,1,-0.68,2.76,1.22,-0.94,0.44,0.00,-0.56,2.13,1.29,0.00
16008,1,-0.71,2.77,1.22,0.25,-0.19,0.19,-0.57,2.14,1.29,0.00
16054,1,-0.75,2.78,1.22,-0.06,0.25,-0.13,-0.61,2.15,1.29,0.00
16082,1,-0.77,2.75,1.22,-1.19,-1.25,-0.13,-0.64,2.13,1.29,0.00
16450,1,-0.75,2.76,1.22,-0.75,1.12,-0.25,-0.82,2.12,1.29,0.00
16469,1,-0.76,2.79,1.22,-0.56,-0.06,-0.13,-0.83,2.16,1.29,0.00
16498,1,-0.82,2.79,1.23,0.75,0.25,0.00,-0.66,2.16,1.30,0.00
16541,1,-0.82,2.79,1.23,0.06,-1.25,0.00,-0.68,2.17,1.30,0.00
16571,1,-0.80,2.79,1.23,0.37,1.06,0.19,-0.66,2.16,1.30,-0.00
16598,1,-0.80,2.81,1.22,0.50,1.00,-0.13,-0.66,2.18,1.30,0.00
16625,1,-0.81,2.79,1.23,-0.06,-0.94,-0.13,-0.67,2.17,1.30,0.00
16672,1,-0.87,2.79,1.22,0.75,-0.94,-0.06,-0.73,2.18,1.29,0.00
16697,1,-0.91,2.79,1.22,0.69,-0.44,0.13,-0.77,2.16,1.29,0.00
16738,1,-0.89,2.80,1.22,0.56,0.94,-0.19,-0.96,2.16,1.29,0.00
16769,1,-0.90,2.81,1.22,1.06,1.25,0.06,-0.75,2.17,1.29,0.00
16795,1,-0.92,2.84,1.22,1.31,-0.13,-0.06,-0.77,2.20,1.29,0.00
16850,1,-0.94,2.84,1.22,0.69,-0.13,-0.19,-1.01,2.21,1.29,0.00
16877,1,-0.94,2.84,1.22,0.56,-0.13,0.06,-0.80,2.21,1.29,0.00
16905,1,-0.94,2.84,1.22,-0.06,0.25,-0.13,-0.80,2.21,1.29,0.00
16935,1,-0.93,2.84,1.22,-0.81,0.56,-0.19,-0.80,2.21,1.29,0.00
16962,1,-0.94,2.84,1.22,0.50,0.13,0.00,-1.01,2.21,1.29,0.00
17028,1,-0.97,2.84,1.22,0.31,0.50,-0.19,-0.83,2.21,1.29,0.00
17056,1,-0.97,2.83,1.22,-0.19,0.13,-0.19,-0.83,2.20,1.29,0.00
17084,1,-0.96,2.83,1.22,-0.44,0.13,-0.13,-1.03,2.20,1.29,0.00
17116,1,-0.97,2.83,1.22,0.75,0.44,-0.06,-0.82,2.20,1.29,0.00
17143,1,-0.98,2.83,1.22,0.13,0.37,-0.25,-1.05,2.20,1.29,0.00
17212,1,-1.02,2.82,1.22,0.31,0.13,0.00,-1.71,2.19,1.29,0.00
17251,1,-1.03,2.82,1.22,0.44,0.44,0.00,-8.17,2.19,1.29,0.00
17279,1,-1.03,2.82,1.22,-1.00,-0.31,0.19,-17.08,2.19,1.29,0.00
17304,1,-1.03,2.83,1.22,0.06,-0.31,0.25,-28.68,2.20,1.29,0.00
17334,1,-1.00,2.83,1.22,-0.94,0.13,0.06,-36.03,2.20,1.29,0.00
17366,1,-0.80,2.83,1.22,-7.19,-0.13,-0.31,-35.80,2.20,1.29,0.00
17451,1,0.76,2.79,1.22,-12.81,0.13,0.19,-18.60,2.16,1.29,0.00
17569,1,1.28,2.79,1.23,3.12,0.06,-0.06,1.24,2.16,1.30,-0.00
17935,1,-3.13,2.86,1.22,-1.06,0.06,0.06,-3.22,2.23,1.29,0.00
18039,1,-1.98,2.86,1.22,-14.44,-0.44,-0.19,-2.20,2.23,1.30,-0.00
18120,1,-0.93,2.84,1.23,-12.19,-0.31,0.00,-1.12,2.21,1.30,-0.00
18152,1,-0.52,2.85,1.23,-9.50,-0.06,-0.13,-0.78,2.22,1.30,-0.00
18185,1,-0.31,2.84,1.23,-5.94,-0.37,-0.19,-0.44,2.21,1.30,-0.00
18241,1,-0.13,2.83,1.23,-2.06,0.06,-0.19,-0.22,2.20,1.30,-0.00
18315,1,-0.27,2.83,1.23,5.87,0.50,0.13,0.63,2.20,1.30,0.00
18359,1,-0.56,2.83,1.23,8.50,0.56,0.06,6.30,2.19,1.30,-0.00
18387,1,-0.96,2.82,1.23,12.31,0.56,0.00,15.53,2.20,1.30,-0.00
18424,1,-1.31,2.84,1.23,13.13,0.75,-0.13,26.81,2.20,1.30,-0.00
18482,1,-2.0,2.84,1.23,14.69,0.50,-0.19,32.91,2.21,1.30,-0.00
18731,1,-4.34,2.87,1.24,-0.37,1.44,-0.06,30.64,2.22,1.31,-0.00
18817,1,-3.84,2.92,1.23,-9.25,0.81,-0.13,22.74,2.27,1.30,-0.00
18861,1,-3.52,2.93,1.23,-11.06,0.25,-0.06,15.48,2.29,1.30,-0.00
18891,1,-3.04,2.90,1.23,-11.81,-0.50,0.00,5.03,2.27,1.30,-0.00
18944,1,-2.35,2..91,1.23,-11.00,-0.13,-0.44,-2.42,2.28,1.30,-0.00
19075,1,-0.86,2.88,1.23,-10.50,-0.37,-0.13,-1.03,2.26,1.31,-0.00
19106,1,-0.51,2.87,1.23,-8.63,-0.56,0.00,-0.73,2.25,1.31,-0.00
19187,1,-0.33,2.84,1.24,1.94,0.50,-0.06,-0.38,2.21,1.30,0.00
19228,1,-0.42,2.84,1.23,4.06,0.13,-0.06,-0.46,2.21,1.31,0.00
19271,1,-0.70,2.84,1.23,6.81,0.13,0.06,-0.71,2.21,1.31,0.00
19298,1,-0.92,2.85,1.24,8.06,0.13,0.13,-0.91,2.22,1.30,0.00
19328,1,-1.23,2.85,1.24,8.69,1.12,0.00,-1.14,2.21,1.30,0.00
19408,1,-1.81,2.86,1.24,7.06,-0.37,0.13,-1.75,2.23,1.31,0.00
19525,1,-2.05,2.88,1.24,-1.19,-0.13,-0.06,-1.93,2.25,1.31,0.00
19555,1,-1.98,2.88,1.24,-1.94,0.81,0.06,-2.08,2.25,1.31,0.00
19646,1,-1.63,2.88,1.24,-5.44,-0.13,-0.06,-1.76,2.25,1.31,-0.00
19688,1,-1.43,2.87,1.24,-5.50,-0.50,-0.19,-1.56,2.24,1.31,-0.00
19768,1,-0.98,2.86,1.24,-4.62,-0.37,0.06,-1.14,2.24,1.31,-0.00
20014,1,-1.17,2.85,1.24,3.81,0.13,0.13,-1.00,2.22,1.32,0.00
20042,1,-1.30,2.84,1.24,3.06,-0.06,-0.06,-1.13,2.22,1.31,0.00
20093,1,-1.49,2,1.24,3.44,0.06,-0.19,-1.35,2.21,1.31,0.00
20111,1,-1.55,2.84,1.24,3.00,0.19,0.19,-1.38,2.21,1.31,0.00
20151,1,-1.61,2.84,1.24,1.56,-0.62,-0.37,-1.67,2.21,1.31,0.00
20226,1,-1.65,2.83,1.25,-0.50,0.00,0.13,-1.72,2.20,1.32,0.00
20258,1,-1.58,2.83,1.24,-2.81,-0.50,-0.13,-1.47,2.20,1.32,0.00
20452,1,-1.04,2.81,1.25,-2.44,-0.31,0.00,-1.17,2.18,1.32,-0.00
20490,1,-0.98,2.81,1.25,-1.44,-0.19,0.00,-1.07,2.18,1.32,-0.00
20545,1,-0.96,2.81,1.24,0.31,-0.06,0.13,-0.,2.18,1.31,0.00
20561,1,-0.98,2.81,1.25,1.06,-0.13,-0.25,-0.83,2.18,1.32,0.00
20606,1,-1.05,2.81,1.25,1.56,0.25,0.13,-0.89,2.18,1.32,0.00
20649,1,-1.13,2.81,1.25,2.44,0.19,-0.13,-1.18,2.18,1.32,0.00
20677,1,-1.22,2.81,1.24,2.25,0.37,0.19,-1.27,2.18,1.31,0.00
20799,1,-1.40,2.81,1.25,1.81,-0.13,-0.19,-1.45,2.18,1.32,0.00
20912,1,-1.47,2.80,1.24,-0.50,0.06,-0.13,-1.54,2.17,1.31,0.00
21018,1,-1.36,2.80,1.25,-0.62,-0.44,0.06,-1.44,2.17,1.32,0.00
21110,1,-1.33,2.81,1.25,-0.25,0.44,-0.06,-1.40,2.18,1.32,0.00
21134,1,-1.33,2.81,1.25,-0.44,-0.31,-0.13,-1.19,2.18,1.32,0.00
21165,1,-1.33,2.81,1.25,-0.37,0.00,-0.19,-1.40,2.18,1.32,0.00
21258,1,-1.36,2.80,1.25,1.00,0.13,0.13,-1.42,2.18,1.32,0.00
21376,1,-1.52,2.81,1.24,1.37,-0.25,-0.19,-1.58,2.18,1.31,0.00
21486,1,-1.53,2.81,1.25,-0.25,-0.19,-0.06,-1.61,2.18,1.32,0.00
21551,1,-1.54,2.79,1.25,0.69,-0.25,-0.19,-1.60,2.17,1.32,0.00
21599,1,-1.52,2.79,1.25,0.00,-0.50,0.13,-1.59,2.16,1.32,0.00
21625,1,-1.47,2.79,1.25,-1.31,0.25,0.00,-1.35,2.16,1.32,0.00
21711,1,-1.40,2.78,1.25,0.25,-0.31,-0.19,-1.48,2.15,1.32,0.00
21738,1,-1.40,2.78,1.25,0.00,0.37,0.13,-1.26,2.15,1.32,0.00
21800,1,-1.40,2.78,1.25,0.69,-0.06,-0.13,-1.46,2.15,1.32,0.00
21838,1,-1.40,2.78,1.25,0.62,-0.25,-0.06,-1.26,2.15,1.32,0.00
21862,1,-1.40,2.78,1.25,0.37,-0.56,0.00,-1.26,2.15,1.32,0.00
21938,1,-1.37,2.76,1.25,0.13,0.06,-0.19,-1.24,2.13,1.32,0.00
21968,1,-1.38,2.76,1.25,0.62,0.06,-0.37,-1.45,2.13,1.32,0.00
22031,1,-1.42,2.76,1.25,1.25,-0.19,-0.19,-1.47,2.13,1.32,0.00
22060,1,-1.43,2.76,1.25,0.69,-0.31,-0.13,-1.50,2.13,1.32,0.00
22087,1,-1.42,2.77,1.25,-1.06,-0.37,0.00,-1.29,2.14,1.32,0.00
22179,1,-1.25,2.71,1.26,-2.75,2.75,-0.31,-1.14,2.06,1.33,0.00
22219,1,-1.26,2.73,1.26,-0.50,0.69,-0.37,-1.33,2.09,1.33,0.00
22263,1,-1.30,2.74,1.26,1.56,1.50,-0.06,-1.15,2.09,1.33,0.00
22294,1,-1.29,2.74,1.26,3.37,0.62,0.06,-1.33,2.08,1.33,0.00
22326,1,-1.30,2.71,1.26,3.00,1.25,0.37,-1.34,2.08,1.33,0.00
22414,1,-1.22,2.70,1.26,-1.56,-2.19,0.19,-1.10,2.08,1.33,-0.00
22455,1,-1.24,2.72,1.26,-0.13,1.44,-0.37,-1.12,2.10,1.33,0.00
22528,1,-1.28,2.75,1.26,0.94,2.44,0.37,-1.35,2.10,1.33,0.00
22566,1,-1.31,2.76,1.26,3.25,1.87,-0.25,-1.35,2.11,1.33,0.00
22621,1,-1.24,2.82,1.,-3.50,0.75,0.00,-1.31,2.19,1.33,-0.00
22641,1,-1.18,2.84,1.27,-2.19,1.19,-0.25,-1.27,2.20,1.33,-0.00
22682,1,-1.16,2.92,1.26,-0.06,2.69,-0.37,-1.26,2.26,1.33,0.00
22755,1,-1.25,3.01,1.26,0.37,2.94,-0.50,-1.33,2.34,1.33,0.00
22794,1,-1.20,3.04,1.26,-1.50,1.50,-0.56,-1.28,2.39,1.33,-0.00
22844,1,-1.15,3.11,1.26,-0.81,1.25,-0.25,-1.23,2.45,1.33,0.00
22885,1,-1.17,3.19,1.25,1.94,2.81,0.00,-1.01,2.53,1.33,0.00
22915,1,-1.27,3.19,1.26,4.00,-0.13,0.00,-1.29,2.56,1.32,0.00
22959,1,-1.41,3.29,1.25,2.62,1.87,0.06,-1.45,2.65,1.32,0.00
22988,1,-1.50,3.35,1.25,2.75,2.87,0.00,-1.34,2.70,1.32,0.00
23024,1,-1.62,3.45,1.25,3.50,2.12,-0.50,-1.64,2.57,1.32,0.00
23098,1,-1.61,3.38,1.25,-3.25,-3.12,0.19,-15.54,2.59,1.32,0.00
23139,1,-1.59,3.40,1.25,1.75,0.37,0.00,-26.92,2.56,1.32,0.00
23186,1,-1.47,3.35,1.25,-2.44,0.13,-0.19,-34.12,2.51,1.32,0.00
23215,1,-1.36,3.35,1.25,-4.69,0.44,0.56,-35.00,2.72,1.32,0.00
23255,1,-0.99,3.34,1.25,-11.38,-0.13,-0.06,-34.70,2.71,1.33,0.00
23418,1,1.16,3.28,1.26,-12.81,0.06,-0.13,-33.40,2.65,1.32,0.00
23449,1,1.58,3.31,1.26,-8.31,0.13,-0.13,-27.97,2.68,1.33,0.00
23482,1,1.77,3.30,1.25,-6.25,-0.94,-0.06,-19.70,2.67,1.33,0.00
23547,1,1.63,3.27,1.26,8.56,-0.50,-0.06,-1.22,2.64,1.33,0.00
23782,1,-2.76,3.28,1.26,17.62,-0.56,0.06,-2.66,2.67,1.33,0.00
23900,1,-3.33,3.29,1.27,-3.12,-1.12,0.06,-3.46,2.68,1.34,0.00
23999,1,-2.43,3.39,1.26,-14.44,2.75,-0.19,-2.64,2.76,1.33,-0.00
24017,1,-2.06,3.38,1.27,-19.94,-1.19,-0.25,-2.33,2.76,1.34,-0.00
24063,1,-1.38,3.30,1.28,-14.81,-2.00,0.25,-1.61,2.69,1.34,-0.00
24107,1,-0.73,3.28,1.28,-15.88,-1.62,0.00,-1.07,2.70,1.35,-0.00
24137,1,-0.44,3.26,1.28,-8.69,-2.69,0.00,-0.59,2.66,1.35,-0.00
24176,1,-0.28,3.26,1.28,-3.31,-0.81,-0.13,-0.45,2.64,1.35,-0.00
24400,1,-2.10,3.45,1.29,10.94,1.50,-0.19,-2.07,2.82,1.35,0.00
24689,1,-1.43,3.18,1.30,-9.31,-0.81,-0.13,-2.73,2.58,1.37,-0.00
24721,1,-1.36,3.16,1.31,-2.19,-0.25,-0.37,-8.24,2.54,1.38,0.00
24744,1,-1.29,3.18,1.31,-1.00,1.87,-0.13,-13.49,2.53,1.38,0.00
24795,1,-0.95,3.17,1.32,-7.06,-0.44,-0.44,-19.36,2.54,1.39,0.00
24824,1,-0.75,3.18,1.32,-3.00,-0.37,0.31,-30.19,2.56,1.38,0.00
24857,1,-0.59,3.16,1.31,-5.19,-1.25,0.00,-35.64,2.55,1.38,0.00
24914,1,-0.22,3.15,1.32,-10.69,-0.81,0.00,-35.31,2.53,1.38,0.00
24958,1,0.02,3.15,1.32,-7.44,-0.37,-0.13,-35.05,2.31,1.38,0.00
24989,1,0.40,3.12,1.32,-7.87,0.88,-0.50,-34.13,2.49,1.39,0.00
25322,1,-0.63,3.15,1.31,22.94,0.31,0.13,-0.47,2.31,1.38,0.00
25624,1,-1.97,2.98,1.31,-15.38,-0.37,-0.37,-2.19,2.35,1.39,-0.00
25650,1,-1.46,2.94,1.32,-10.44,0.62,0.13,-1.62,2.31,1.39,-0.00
25715,1,-0.82,2.93,1.32,-13.25,0.00,-0.19,-1.02,2.30,1.39,-0.00
25747,1,-0.53,2.92,1.32,-11.06,-0.62,-0.31,-0.71,2.30,1.39,-0.00
25780,1,-0.31,2.89,1.32,-5.44,-2.25,-0.19,-0.43,2.28,1.39,-0.00
25836,1,-0.18,2.91,1.32,-4.00,-0.44,-0.25,-0.32,2.30,1.39,-0.00
25867,1,-0.28,2.88,1.32,5.44,0.13,0.00,-0.30,2.25,1.39,0.00
25908,1,-0.52,2.98,1.32,5.87,2.75,-0.06,-0.46,2.31,1.39,0.00
25981,1,-0.91,2.97,1.32,7.81,0.19,-0.37,-0.90,2.34,1.38,0.00
26019,1,-1.16,2.98,1.32,6.87,0.62,-0.19,-1.16,2.35,1.39,0.00
26092,1,-1.65,2.99,1.31,5.75,1.12,0.25,-1.67,2.35,1.39,0.00
26132,1,-1.76,3.00,1.32,3.69,0.13,0.25,-1.79,2.37,1.39,0.00
26177,1,-1.81,3.00,1.32,-0.56,-0.06,0.31,-1.88,2.37,1.39,0.00
26207,1,-1.74,3.01,1.33,-3.87,-0.37,-0.06,-1.85,2.38,1.39,0.00
26259,1,-1.59,3.01,1.32,-3.94,-0.31,0.13,-1.70,2.38,1.39,-0.00
26293,1,-1.34,3.01,1.32,-4.19,0.25,-0.25,-1.50,2.38,1.39,-0.00
26428,1,-0.93,3.01,1.33,-3.19,0.13,0.13,-1.06,2.38,1.40,0.00
26561,1,-0.84,2.99,1.33,1.12,-0.13,-0.44,-35.83,2.36,1.40,0.00
26591,1,-0.71,2.98,1.32,-3.56,0.50,-0.13,-35.75,2.34,1.39,0.00
26637,1,-0.42,2.97,1.33,-10.00,0.31,-0.31,-35.52,2.34,1.39,0.00
26668,1,0.06,2.97,1.32,-13.44,0.62,-0.19,-35.08,2.33,1.40,0.00
26707,1,0.68,2.94,1.33,-17.00,-1.12,-0.13,-33.08,2.32,1.40,0.00
26993,1,1.03,2.92,1.33,22.00,0.56,-0.13,1.18,2.29,1.40,0.00
27039,1,-0.03,2.95,1.33,29.19,0.88,-0.13,0.18,2.31,1.39,0.00
27064,1,-0.88,2.97,1.33,29.81,1.25,0.56,-0.66,2.32,1.40,0.00
27132,1,-2.65,3.00,1.32,17.37,1.19,0.00,-2.55,2.36,1.39,0.00
27168,1,-3.09,3.01,1.33,9.81,0.13,0.44,-2.98,2.38,1.39,0.00
27221,1,-3.24,3.01,1.2,-3.75,-0.81,-0.25,-3.31,2.38,1.39,0.00
27243,1,-3.11,3.01,1.33,-2.87,0.88,-0.62,-3.28,2.37,1.39,0.00
