micros,flip,phase,spf_roll,roll_abs,roll,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
5713,0,0,0.00,0.00,-0.78,0.00,0.94,-1.34,-1.19,1063.00,1065.00,1065.00,1063.00
5778,0,0,0.00,0.00,-0.38,0.00,7.56,-1.09,6.69,1066.00,1062.00,1062.00,1066.00
5910,0,0,0.00,0.00,0.82,0.00,12.13,0.15,12.31,1068.00,1060.00,1060.00,1068.00
6015,0,0,0.00,0.00,1.66,0.00,7.37,1.04.10,7.37,1067.00,1061.00,1061.00,1067.00
6174,0,0,0.00,0.00,1.27,0.00,-9.25,0.90,-7.75,1062.00,1066.00,1066.00,1062.00
6248,0,0,0.00,0.00,0.52,0.00,-11.69,0.08,-11.50,1060.00,1068.00,1068.00,1060.00
6345,0,0,0.00,0.00,-0.48,0.00,-8,-1.04,-8.69,1060.00,1068.00,1068.00,1060.00
6371,0,0,0.00,0.00,-0.66,0.00,-5.69,-1.11,-7.31,1061.00,1067.00,1,1062.00
6397,0,0,0.00,0.00,-0.78,0.00,-2.94,-1.27,-4.44,1062.00,1066.00,1066.00,1062.00
6475,0,0,0.00,0.00,-0.70,0.00,4.06,-1.30,3.06,1064.00,1064.00,1064.00,1064.00
6601,0,0,0.00,0.00,0.35,0.00,11.81,-0.32,11.75,1068.00,1060.00,1060.00,1068.00
6747,0,0,0.00,0.00,1.81,0.00,6.06,1.20,8.00,1067.00,1061.00,1061.00,1067.00
6859,0,0,0.00,0.00,1.71,0.00,-4.62,1.27,-3.62,1064.00,1064.00,1064.00,1064.00
6936,0,0,0.00,0.00,1.13,0.00,-9.88,0.66,-8.94,1061.00,1067.00,1067.00,1061.00
7051,0,0,0.00,0.00,0.15,0.00,-10.69,-0.31,-119,1060.00,1068.00,1068.00,1060.00
7096,0,0,0.00,0.00,-0.39,0.00,-7.44,-0.87,-8.06,1061.00,1067.00,1067.00,1061.00
7281,0,0,0.00,0.00,-0.09,0.00,9.56,-0.83,8.31,1066.00,1062.00,1062.00,1066.00
7438,0,0,0.00,0.00,1.45,0.00,10.38,0.69,10.19,1068.00,1060.00,1060.00,1068.00
7546,0,0,0.00,0.00,1.76,0.00,-6.56,1.27,-3.31,1064.00,1064.00,1064.00,1064.00
7625,0,0,0.00,0.00,0.47,0.00,-17.62,0.34,-19.37,1057.00,1071.00,1071.00,1057.00
7727,0,0,0.00,0.00,-0.41,0.00,-4,-0.90,-4.62,1062.00,1066.00,1066.00,1062.00
7784,0,0,0.00,0.00,-0.42,0.00,2.69,-1.01,1.62,1064.00,1064.00,1064.00,1064.00
7946,0,0,0.00,0.00,0.99,0.00,9.75,0.24,9.25,1067.00,1061.00,1061.00,1
7974,0,0,0.00,0.00,1.15,0.00,8.25,0.51,9.06,1067.00,1061.00,1061.00,1067.00
8089,0,0,0.00,0.00,1.52,0.00,-0.62,0.98,1.44,1065.00,1063.00,1063.00,1065.00
8437,0,0,0.00,0.00,-0.64,0.00,-1.69,-1.10,-2.56,1063.00,1065.00,1065.00,1063.00
8596,0,0,0.00,0.00,-0.00,0.00,8.56,-0.65,8.06,1066.00,1062.00,1062.00,1066.00
8890,0,0,0.00,0.00,1.25,0.00,-4.50,0.74,-4.00,1063.00,1065.00,1065.00,1063.00
9236,0,0,0.00,0.00,-0.33,0.00,5.25,-0.97,3.37,1064.00,1064.00,1064.00,1064.00
9460,0,0,0.00,0.00,1.15,0.00,7.06.69,0.59,7.06,1067.00,1061.00,1061.00,1067.00
9514,0,0,0.00,0.00,1.36,0.00,2.50,0.78,3.50,1065.00,1063.00,1063.00,1065.00
9693,0,0,0.00,0.00,0.59,0.00,-6.56,0.10,-6.81,1062.00,1066.00,1066.00,1062.00
10039,0,0,0.00,0.00,0.29,0.00,7.12,-0.41,6.62,1118.00,1114.00,1114.00,1118.00
10160,0,0,0.00,0.00,1.01,0.00,5.56,0.47,6.12,1172.00,1168.00,1168.00,1172.00
10279,0,0,0.00,0.00,1.34,0.00,2.31,0.74,0.00,1206.00,1206.00,1206.00,1206.00
10431,0,0,0.00,0.00,0.78,0.00,-5.81,0.36,-5.44,1222.00,1224.00,1224.00,1222.00
10471,0,0,0.00,0.00,0.56,0.00,-4.94,0.05,-5.31,1222.00,1226.00,1226.00,1222.00
10620,0,0,0.00,0.00,0.25,0.00,1.87,-0.33,0.94,1227.00,1227.00,1227.00,1227.00
10737,0,0,0.00,0.00,0.59,0.00,3.00,-0.02,5.75,1099.00,1095.00,1095.00,1099.00
11000,0,0,0.00,0.00,0.64,0.00,-1.50,0.10,-1.81,1015.00,1015.00,1015.00,1015.00
11178,0,0,0.00,0.00,0.29,0.00,-1.44,-0.24,-1.37,101,1015.00,1015.00,1015.00
11199,0,0,0.00,0.00,0.26,0.00,-0.37,-0.21,-1.06,1015.00,1015.00,1015.00,1015.00
11351,0,0,0.00,0.00,0.36,0.00,1.69,-0.22,2.31,1015.00,1015.00,1015.00,1015.00
11536,0,0,0.00,0.00,0.74,0.00,2.06,0.13,2.94,1045.00,1043.00,1043.00,1045.00
11654,0,0,0.00,0.00,0.79,0.00,0.44,0.23,0.75,1066.00,1066.00,1066.00,1066.00
11782,0,0,0.00,0.00,0.61,0.00,-1.37,0.07,-1.44,1131.00,1131.00,1131.00,1131.00
11923,0,0,0.00,0.00,0.41,0.00,-0.50,-0.15,0.31,1175.00,1175.00,1175.00,1175.00
12113,0,0,0.00,0.00,0.48,0.00,-1.19,-0.06,3.81,1200.00,1198.00,1198.00,1200.00
12230,0,0,0.00,0.00,0.71,0.00,-0.13,0.15,3.87,1202.00,1200.00,1200.00,1202.00
12504,0,0,0.00,0.00,0.85,0.00,-2.00,0.31,-2.06,1220.00,1220.00,1220.00,1220.00
12547,0,0,0.00,0.00,0.78,0.00,-0.56,0.23,-0.94,1222.00,1222.00,1222.00,1222.00
12688,0,0,0.00,0.00,0.75,0.00,2.19,0.24,0.13,1232.00,1232.00,1232.00,1232.00
12807,0,0,0.00,0.00,0.87,0.00,3.06,0.29,0.75,1237.00,1237.00,1237.00,1237.00
12920,0,0,0.00,0.00,0.93,0.00,0.81,0.36,-1.81,1239.00,1239.00,1239.00,1239.00
13199,0,0,0.00,0.00,0.46,0.00,-3.75,-0.07,-5.31,1240.00,1244.00,1244.00,1240.00
13378,0,0,0.00,0.00,0.47,0.00,0.06,-0.09,2.19,1246.00,1246.00,1246.00,1246.00
13658,0,0,0.00,0.00,0.67,0.00,-0.44,0.11,0.44,1268.00,1268.00,1268.00,1268.00
13700,0,0,0.00,0.00,0.69,0.00,2.00,0.12,-2.00,1271.00,1271.00,1271.00,1271.00
13844,0,0,0.00,0.00,0.80,0.00,-0.06,0.24,2.87,1279.00,1277.00,1277.00,1279.00
13957,0,0,0.00,0.00,0.82,0.00,2.69,0.23,-2.12,1279.00,1279.00,1279.00,1279.00
14063,0,0,0.00,0.00,0.82,0.00,-0.81,0.28,1.94,1282.002.00,1282.00,1282.00,1282.00
14085,0,0,0.00,0.00,0.84,0.00,3.37,0.33,1.31,1283.00,1283.00,1283.00,1283.00
14225,0,0,0.00,0.00,1.05,0.00,0.25,0.49,2.37,1288.00,1286.00,1286.00,1288.00
14340,0,0,0.00,0.00,1.22,0.00,0.69,0.64,0.75,1292.00,1292.00,1292.00,1292.00
14384,0,0,0.00,0.00,1.22,0.00,-0.75,0.75,1.56,1294.00,1292.00,1292.00,1294.00
14522,0,0,0.00,0.00,1.10,0.00,-0.75,0.56,-1.19,1296.00,1296.00,1296.00,1296.00
14643,0,0,0.00,0.00,1.09,0.00,0.06,0.53,-0.50,1300.00,1300.00,1300.00,1300.00
14764,0,0,0.00,0.00,1.25,0.00,1.31,0.68,0.44,1303.00,1303.00,1303.00,1303.00
14879,0,0,0.00,0.00,1.56,0.00,-0.13,1.00,0.75,1305.00,1305.00,1305.00,1305.00
15028,0,0,0.00,0.00,1.66,0.00,-1.25,1.12,-0.69,1305.00,1305.00,1305.00,1305.00
15223,0,0,0.00,0.00,1.43,0.00,-0.62,0.96,-0.81,1305.00,1305.00,1305.00,1305.00
15341,0,0,0.00,0.00,1.37,0.00,-1.69,0.83,-1.94,1305.00,1305.00,1305.00,1305.00
15455,1,0,0.00,0.00,1.32,0.00,-0.69,0.77,0.62,1305.00,1305.00,1305.00,13000
15496,1,1,11.16,-0.01,1.32,700.00,0.81,-11.17,-700.25,1020.00,1590.00,1590.00,1020.00
15542,1,1,44.89,0.05,1.77,700.00,29.75,-44.84,-697.56,1000.00,1614.00,161412.00,1000.00
15567,1,1,67.46,1.18,4.22,700.00,113.25,-66.28,-616.81,1011.00,1599.00,1599.00,1011.00
15595,1,2,90.27,3.95,10.85,700.00,180.19,-86.32,-535.94,1028.00,1582.00,1582.00,1028.00
15704,1,2,149.00,16.25,32.27,700.00,322.00,-132.75,-392.87,1049.00,1561.00,1561.00,1049.048.00
15946,1,3,315.47,59.30,101.88,700.00,211.9406.37,-266.18,-488.06,1000.00,1701.00,1701.00,1000.00
16037,1,0,350.00,63.48,122.80,00.00,113.12,122.24,149.94,1432.00,1178.00,1178.00,1432.00
16262,1,0,350.00,63.48,87.37,0.00,-466.25,95.56,-407.94,1198.00,1412.00,1412.00,1198.00
16291,1,0,350.00,63.488,72.48,0.00,-538.81,82.08,-490.19,1158.00,1452.00,1452.00,1158.00
16376,1,0,350.00,63.48,24.54,0.00,-644.75,30.22,-647.69,1067.00,1543.00,1543.00,1067.00
16401,1,0,350.00,663.48,1.08,0.00,-596.62,11.87,-617.81,1068.00,1542.00,1542.00,1068.00
16484,1,0,350.00,63.48,-32.94,0.00,-304.56,-27.17,-388.06,1137.00,1473.00,1473.00,1137.00
16519,1,0,350350.00,63.48,-39.42,0.00,-179.56,-38.23,-263.62,1180.00,1430.00,1430.00,1180.00
16619,1,0,350.00,63.48,-37.15,0.00,195.00,-39.60,149.94,1341.00,1269.00,1269.00,1341.00
16649,1,0,350.00,63.48,-27.20,0.00,277.62,-33.06,250.12,1385.00,1225.00,1225.00,1385.00
16694,1,0,350.00,63.48,-12.10,0.00,320.87,-18.83,319.75,1420.00,1190.00,1190.00,1420424.00
16720,1,0,350.00,63.48,-3.21,0.00,302.06,-9.66,307.56,1421.00,1189.00,1189.00,1421.00
16742,1,0,30.00,63.48,5.42,0.00,292.19,-0.86,301.37,1423.00,1187.00,1187.00,1423.00
16849,1,0,350.00,63.48,222,0.00,14.94,21.61,42.44,1333.00,1277.00,1277.00,1333.00
16937,1,0,350.00,63.63.48,16.82,0.00,-123.00,17.52,-111.19,1271.00,1339.00,1339.00,1271.00
16959,1,0,350.00,63.48,14.13,0.00,-144.531,13.57,-144.50,1256.00,1354.00,1354.00,1256.00
16996,1,0,350.00,63.48,9.21,0.00,-182.12,10.39,-158193.25,1232.00,1378.00,1378.00,1232.00
17073,1,0,350.00,63.48,-4.31,0.00,-142.62,-3..87,-142.62,1246.00,1364.00,1364.00,1246.00
17216,1,0,350.00,63.48,-9.09,0.00,58.44,-10.54,29.62,1310.00,1300.00,1282.00,1328.00
17340,1,0,350.00,63.48,0.47,0.00,87.25,-1.80,92.19,1340.00,1270.00,1270.00,1340.00
17390,1,0,350.00,63.48,4.45,0.00,82.69,2.33,83.12,1339.00,1271.00,1271.00,13390
17412,1,0,350.00,63.48,6.27,0.00,62.38,4.58,71.56,1335.00,1275.00,1275.00,1335.00
17528,1,0,350.00,63.48,5.54,0.00,-32.19,5.58,-25.62,1290,1314.00,1314.00,1296.00
17619,1,0,350.00,63.48,1.59,0.00,-62.00,2.24,-60.63,1283.00,1328.00,1328.00,1282.00
17649,1,0,350.00,63.48,-0.02,0.00,-51.31,0.46,-58.94,1282.00,1328.00,1328.00,1282.0
17676,1,0,350.00,63.48,-1.22,0.00,-35.94,-1.36,-47.37,1286.00,1324.00,1324.00,1286.00
17758,1,0,350.00,63.48,-2.66,0.00,-3.06,-3.02,-17.00,1297.00,1313.00,1313.00,1297.00
17864,1,0,350.00,63.48,-0.21,0.00,25.69,-1.02,30.19,1316.00,1294.00,1294.00,1316.00
17886,1,0,350.00,63.48,0.29,0.00,1,-0.27,26.62,1315.00,1295.00,1295.00,1315.00
18026,1,0,350.00,63.48,3.24,0.00,3.69,2.62,8.19,1309.00,1301.00,1301.00,1309.00
18178,1,0,350.00,63.48,2.19,0.00,-24.00,2.07,-1.12,1296.00,1314.00,1314.00,1296.00
18240,1,0,350.00,63.48,0.55,0.00,-12.13,0.32,-18.75,1.00,1309.00,1309.00,1301.00
18319,1,0,350.00,63.48,-0.56,0.00,-13.56,-0.84,-113.56,1298.00,1308.00,1308.00,1298.00
18371,1,0,350.00,63.48,-0.66,0.00,7.00,-1.29,0.81,1279.00,1279.00,1279.00,1279.00
18446,1,0,350.00,63.48,-0.14,0.00,5.81,-0.79,4.37,1268.00,1266.00,1266.00,1268.00
18541,1,0,350.00,63.48,0.99,00,12.56,0.43,11.13,1247.00,1239.00,1239.00,1247.00
18596,1,0,350.00,63.48,1.24,0.00,1.31,0.67,2.25,1202.00,1200.00,1200.00,1202.00
18671,1,0,350.00,63.48,1.49,0.00,-5.50,1.00,1.69,1065.00,1063.00,1063.00,1065.00
18776,1,0,350.00,63.48,0.58,0,-7.25,0.09,-7.94,1012.00,1018.00,1018.00,1012.00
18798,1,0,350.00,63.48,0.37,0.00,-7.94,-0.11,-7.25,1012.00,100,1017.00,1011.00
18906,1,0,350.00,63.48,-0.77,0.00,-3.06,-1.24,-7.12,1011.00,1017.00,1017.00,1011.0
18942,1,0,350.00,63.48,-0.80,0.00,-1.44,-1.34,-0.75,1013.00,1015.00,1015.00,1013.00
18989,1,0,350.00,63.48,-0.98,0.00,-2.37,-1.41,-4.69,1012.00,1016.00,1016.00,1012.00
19014,1,0,350.00,63.48,-0.94,0.00,3.75,-1.53,-0.69,1013.00,1015.00,1015.00,1013.00
19065,1,0,350.00,63.48,-0.46,0.00,10.88,-,9.94,1017.00,1011.00,1011.00,1017.00
19220,1,0,350.00,63.48,1.11,0.00,9.38,0.46,14.69,1020.00,1008.00,10,1018.00
19244,1,0,350.00,63.48,1.31,0.00,5.37,0.69,6.62,1017.00,1011.00,1011.00,1017.00
19368,1,0,350.00,63.48,1.65,0.00,-4.62,1.21,-3.00,1014.00,1014.00,10,1013.00
19404,1,0,350.00,63.48,1.44,0.00,-8.06,0.96,-7.50,1012.00,1016.00,1016.00,1012.00
19449,1,0,350.00,63.48,1.13,0.00,-6.31,0.68,-5.44,1013.00,1015.00,1015.00,10130
19474,1,0,350.00,63.48,0.86,0.00,-10.31,0.48,-7.87,1012.00,1016.00,1016.00,1012.00
19495,1,0,350.00,63,0.51,0.00,-13.69,0.27,-11.44,1010.00,1018.00,1018.00,1010.00
19556,1,0,350.00,63.48,0.26,0.00,-12.625,-0.40,-10.94,1010.00,1018.00,1018.00,1010.00
19604,1,0,350.00,63.48,-0.28,0.00,-5.94,-4,-5.94,1012.00,1016.00,1016.00,1012.00
19688,1,0,350.00,63.48,-0.55,0.00,0.69,-1.,0.69,1014.00,1014.00,1014.00,1014.00
19739,1,0,350.00,63.48,-0.27,0.00,6.19,-0.89,6.50,1016.00,1012.00,1012.00,1016.00
19822,0,0,350.00,63.48,0.28,0.00,11.00,-0.39,9.75,1017.00,1011.00,1011.00,1017.00
19979,0,0,350.00,63.48,1.62,0.00,7.44,0.94,7.00,1017.00,1011.00,1011.00,1017.00
20201,0,0,350.00,63.48,0.60,0.00,-10.00,0.22,-10.69,1011.00,1019.00,1019.00,1011.00
20286,0,0,350.00,63.48,0.11,0.00,-7.37,-0.38,-6.50,1013.00,1017.00,1017.00,1013.00
20390,0,0,350.0,63.48,-0.26,0.00,2.37,-0.84,1.75,1015.00,1015.00,1015.00,1015.00
20513,0,0,350.00,63.48,0.38,0.00,10.56,-0.38,9.81,1018.00,1012.00,1012.00,1018.00
20550,0,0,350.00,63.48,0.65,0.00,9.31,-0.01,10.06,1018.00,1012.00,1012.00,1018.00
20744,0,0,350.00,63.48,1.68,0.00,0.75,1.12,0.75,1015.00,1015.00,1015.00,1015.00
20901,0,0,350.00,63.48,0.97,0.00,-7.12,0.48,-7.44,1013.00,1017.00,1017.00,1013.00
20971,0,0,350.00,63.48,0.33,0.00,-9.50,-0.14,-9.00,1012.00,1018.00,1018.00,1012.00
20994,0,0,35,63.48,0.08,0.00,-7.63,-0.41,-8.94,1012.00,1018.00,1018.00,1012.00
21075,0,0,350.00,63.48,-0.21,0.00,-2.25,-0.76,-2.69,1014.00,1016.00,1016.00,1014.00
21100,0,0,350.00,63.48,-0.24,0.00,-1.31,-0,-1.31,1015.00,1015.00,1015.00,1015.00
21132,0,0,350.00,63.48,-0.26,0.00,1.19,-0.83,-1.31,1015.00,10,1014.00,1016.00
21286,0,0,350.00,63.48,0.71,0.00,9.75,0.07,8.75,1018.00,1012.00,1012.00,1018.00
21434,0,0,350.00,63.48,1.65,0.00,4.12,1.05,4.69,1017.00,1013.00,1013.00,1017.00
21560,0,0,350.00,63.48,1.37,0.00,-4.37,0.86,-4.56,100,1040.00,1040.00,1038.00
21590,0,0,350.00,63.48,1.20,0.00,-6.12,0.71,-5.56,1050.00,1052.00,1052.00,00
21663,0,0,350.00,63.48,0.55,0.00,-7.81,0.16,-9.63,1081.00,1087.00,1087.00,1081.00
21791,0,0,350.00,63.48,-0.06,0.00,-2.,-0.62,-2.31,1151.00,1153.00,1153.00,1151.00
21902,0,0,350.00,63.48,0.21,0.00,5.75,-0.41,4.25,1210.00,1208.00,1208.00,1
21938,0,0,350.00,63.48,0.35,0.00,3.94,-0.25,7.12,1236.00,1232.00,1232.00,1236.00
21982,0,0,350.00,63.48,0.87,0.00,9.69,0.08,11.75,1271.00,1263.00,1263.00,1271.00
22006,0,0,350.00,63.48,1.22,0.00,13.50,0.53,12.06,1283.00,1273.00,1273.00,1283.00
22397,0,0,350.00,63.48,1.19,0.00,-5.37,0.68,-4.94,1342.00,1344.00,1344.00,1342.00
22443,0,0,350.00,63.48,1.03,0.00,-2.81,0.52,-2.81,1354.00,1354.00,1354.00,1354.00
22467,0,0,350.00,63.48,0.98,0.00,-0.13,0.45,-1.37,1364.00,1364.00,1364.00,1364.00
22585,0,0,350.00,63.48,1.49,0.00,5.37,0.87,4.81,1381.00,1377.00,1377.00,1381.00
22683,0,0,350.00,8,2.16,0.00,5.81,1.50,6.12,1384.00,1378.00,1378.00,1384.00
22815,0,0,350.00,63.48,2.31,0.00,-1.81,1.78,-0.94,1407.00,1407.00,1407.00,1407.00
22940,0,0,350.00,63.48,1.84,0.00,-4.12,1.36,-5.00,1420.00,00,1422.00,1422.00
23043,0,0,350.00,63.48,1.43,0.00,-2.81,0.93,-3.25,1426.00,1426.00,1426.00,1426.00
23146,0,0,350.00,63,1.31,0.00,0.37,0.75,0.37,1426.00,1426.00,1426.00,1426.00
23275,0,0,350.00,63.48,1.55,0.00,3.75,0.96,2.81,1429.00,1427.00,1427.00,1429.00
23596,0,0,350.00,63.48,1.90,0.00,-0.31,1.34,0.94,14.00,1432.00,1432.00,1432.00
23722,0,0,350.00350.00,63.48,1.98,0.00,1.75,1.38,2.37,1438.00,1436.00,1436.00,1438.00
23852,0,0,350.00,63.48,2.06,0.00,3.25,1.48,2.87,1443.00,1441.00,1441.00,1443.00
24079,0,0,350.00,63.48,1.88,0.00,-1.81,1.36,-1.87,1457.00,1457.00,1457.00,1457.00
24203,0,0,350.00,63.48,1.78,0.00,-1.50,1.25,-1.44,.00,1458.00,1458.00,1458.00
24283,0,0,350.00,63.48,1.97,0.00,0.75,1.39,3.12,1461.00,1457.00,10,1460.00
24307,0,0,350.00,63.48,2.00,0.00,0.94,1.43,0.81,1460.00,1458.00,1458.00,1460.00
24434,0,0,350.00,63.48,2.30,0.00,-0.06,1.73,1.75,1460.00,1458.00,14,1459.00
24470,0,0,350.00,63.48,2.26,0.00,-1.44,1.73,-1.25,1462.00,1462.00,1462.00,1462.00
24695,0,0,350.00,63.48,2.17,0.00,-0.25,1.61,0.62,1463.00,1461.00,1461.00,1463.00
24740,0,0,350.00,63.48,2.21,0.00,2.94,1.61,0.25,1460.00,1458.00,1458.00,1460.00
24890,0,0,350.00,63.48,2.52,0.00,-2.00,1.97,-1.56,1457.00,1457.00,1457.00,1457.00
25118,0,0,350.00,63.48,2.18,0.00,-1.19,1.63,-1.06,1455.00,1455.00,1455.00,1455.00
25152,0,0,350.00,63.48,2.21,0.00,2.62,1.62,0.81,1456.00,1454.00,1454.00,1456.00
25217,0,0,350.00,8,2.55,0.00,2.94,1.91,4.75,1457.00,1453.00,1453.00,1457.00
25346,0,0,350.00,63.48,2.83,0.00,2.06,2.21,4.31,1457.00,1453.00,1453.00,1457.00
25448,0,0,350.00,63.48,2.77,0.00,-0,2.21,-0.19,1456.00,1454.00,1454.00,1456.00
25502,0,0,350.00,63.48,2.71,0.00,-2.25,2.19,-1.31,1455.00,1455.00,1455.00,1455.00
25573,0,0,350.00,63.48,2.60,0.00,1.81,2.01,-0.37,1454.00,1454.00,1454.00,1454.00
25672,0,0,350.00,63.48,2.58,0.00,-1.56,02,-1.56,1454.00,1454.00,1454.00,1454.00
25726,0,0,350.00,63.48,2.57,0.00,0.00,2.01,0.19,1453.00,1451.00,1451.00,1453.00
