micros,flip,phase,spf_roll,roll_rlv,roll,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
70,0,0,0.00,0.00,-0.77,0.00,-3.25,-0.74,-3.87,1000.00,1001.00,1001.00,0
93,0,0,0.00,0.00,-0.83,0.00,-1.19,-0.82,-2.06,1000.00,1001.00,1001.00,1000.00
223,0,0,0.00,0.00,0.15,0.00,8.25,-0.01,8.31,1003.00,1000.00,1000.00,1003.00
291,0,0,0.00,0.00,0.87,0.00,4.50,0.83,5.00,1002.00,1000.00,1000.00,1002.00
492,0,0,0.00,0.00,-0.08,0.00,-6.50,0.05,-7.00,1000.00,1002.00,1002.00,1000.00
523,0,0,0.00,0.00,-0.36,0.00,-5.50,-0.27,-5.94,1000.00,1002.00,1002.00,100
556,0,0,0.00,0.00,-0.49,0.00,-4.31,-0.41,-4.50,1000.00,1002.00,1002.00,1000.00
733,0,0,0.00,0.00,0.48,0.00,7.44,0.41,7.50,1003.00,1000.00,1000.00,1003.00
783,0,0,0.00.00,0.00,0.92,0.00,4.75,0.85,5.44,1002.00,1000.00,1000.00,1002.00
926,0,0,0.00,0.00,0.26,0.00,-6.25,0.32,-6.50,1000.00,1002.00,1002.00,1000.00
987,0,0,0.00,0.00,-0.26,0,-3.19,-0.26,-4.37,1000.00,1001.00,1001.00,1000.00
1033,0,0,0.00,0.00,-0.43,0.00,-1.00,-0.41,-1.87,1000.00,1000.00,1000.00,1000.00
1076,0,0,0.00,0.00,-0.35,0.00,3.06,-0.40,2.19,1000.00,1000.00,1000.00,1000.00
1155,0,0,0.00,0.00,0.27,0.00,6.75,0.15,6.75,1002.00,1000.00,1000.00,1002.00
1207,0,0,0.00,0.00,0.71,0.00,5.00,0.66,5.37,1002.002.00,1000.00,1000.00,1002.00
1228,0,0,0.00,0.00,0.81,0.00,3.75,0.78,4.06,1002.00,1000.00,1000.00,1002.00
1346,0,0,0.00,0.00,0.63,0.00,-4.06,0.71,-3.50,1000.00,1000.00,1000.00,1000.00
1442,0,0,0.00,0.00,-0.23,0.00,-4.37,-0.18,-4.44,1000.00,1001.00,1.00,1000.00
1459,0,0,0.00,0.00,-0.34,0.00,-3.12,-0.30,-3.62,1000.00,1001.00,1001.00,1000.00
1553,0,0,0.00,0.00,-0.26,0.00,4.19,-0.30,3.87,1001.00,1000.00,1000.00,1001.00
1588,0,0,0.00,0.00,-0.03,0.00,5.56,-0.13,5.06,1001.00,1000.00,1000.00,1001.00
1734,0,0,0.00,0.00,0.68,0.00,-1.81,0.70,-1.19,1000.00,1000.00,1000.00,1000.00
1789,0,0,0.00,0.00,0.32,0.00,-4.75,0.42,-4.56,1000.00000.00,1001.00,1001.00,1000.00
1879,0,0,0.00,0,-0.28,0.00,-3.06,-0.25,-3.37,1000.00,1001.00,1001.00,1000.00
1895,0,0,0.00,0.00,-0.34,0.00,-2.62,-0.28,-3.06,0,1001.00,1001.00,1000.00
1953,0,0,0.00,0.00,-0.32,0.00,1.56,-0.36,1.44,1000.00,1000.00,1000.00,1000.00
2087,0,0,0.00,0.00,0.59,0.00,4.06,0.56.59,4.06,1001.00,1000.00,1000.00,1001.00
2120,0,0,0.00,0.00,0.75,0.00,1.56,0.73,2.06,1001.00,1000.00,1000.00,1001.00
2202,0,0,0.00,0.00,0.59,0.00,-3.06,0.65,-2.62,1000.00,1000.00,1000.00,1000.00
2318,0,0,0.00,0.00,-0.02,0.00,-3.06,0.05,-3.50,1000.00,1000,1001.00,1000.00
2342,0,0,0.00,0.00,-0.09,0.00,-2.06,-0.07,-2.75,1000.00,1001.00,1001.00,1000.00
2442,0,0,0.00,0.00,0.04,0.00,3.31,0.00,2.87,1001.00,1000.00,1000.00,1001.00
2463,0,0,0.00,0.00,0.19,0.00,4.31,0.15,4.06,1001.00,1000.00,1000.00,1001.00
2549,0,0,0.00,0.00,0.74,0.00,2.87,0.72,3.56,1001.00,1000.00,1000.00,1001.00
2619,0,0,0.00,0.00,0.77,0.00,-0.62,0.79,0.06,1000.00,1000.00,1000.00,10
2642,0,0,0.00,0.00,0.71,0.00,-1.37,0.75,-1.06,1000.00,1000.00,1000.00,1000.00
2727,0,0,0.00,0.00,0.29,0.00,-3.56,0.37,-3.75,1000.00,1001.00,1001.00,1000.00
2830,0,0,0.00,0.00,-0.12,0.00,-0.81,-0.10,-1.06,1000.00,1000.00,1000.00,1000.00
2867,0,0,0.00,0.00,-0.09,0.00,2.00,-0.12,1.37,1000.00,1000.00,1000.00,1000.00
2934,0,0,0.00,0.00,0.26,0.00,3.81,0.19,3.94,1001.00,1000.00,1000.00,1001.00
3002,0,0,0.00,0.00,0.57,0.00,2.37,0.55,2.69,1001.00,1000.00,1000.00,1001.00
3214,0,0,0.00,0.00,-0.05,0.00,-2.25,-0.03,-2.37,1000.00,1000.00,1000.00,1000
3234,0,0,0.00,0.00,-0.11,0.00,-1.25,-0.10,-1.69,1000.00,1000.00,1000.00,1000.00
3400,0,0,0.00,0.00,0.39,0.00,3.19,0.35,3.44,1001.00,1000.00,1000.00,1001.00
