millis,armed,flip,roll,pitch,yaw,mfr,fp,gx,gy,gz,spr,err_roll,err_pitch,err_yaw,u2,m1,m2,m3,m4
31430,0,0,-0.18,5.53,-0.82,0.00,0,-1.12,-0.13,-0.06,0.07,-0.25,4.90,-0.75,-0.0.00000009,1012.00,1012.00,1012.00,1012.00
32350,0,0,-0.20,5.53,-0.83,0.00,0,1.56,0.13,0.13,0.07,-0.27,4.90,-0.76,0.0.00000042,1012.00,1012.00,1012.00,1012.00
33230,0,0,-0.49,5.52,-0.86,0.00,0,1.37,0.06,0.06,0.07,-0.56,4.89,-0.79,0.00000041,1012.00,1012.00,1012.00,1012.00
34659,0,0,-0.31,5.53,-0.88,0.00,0,1.50,0.13,0.06,0.07,-0.38,4.90,-0.81,0.00000038,012.00,1012.00,1012.00,1012.00
35140,0,0,-0.04,5.52,90,0.00,0,-0.94,0.00,0.06,0.07,-0.11,4.89,-0.83,-0.00000014,1012.00,1012.00,1012.00,1012.00
38102,0,0,-0.19,5.52,-0.99,0.00,0,-0.81,0.13,-0.06,0.07,-0.26,4.89,-0.92,000001,1012.00,1012.00,1012.00,1012.00
38805,0,0,-0.12,5.52,-1.00,0.00,0,-1.12,-0.06,0.00,0.07,-0.19,4.89,-0.93,-0.00008,1012.00,1012.00,1012.00,1012.00
40405,1,0,-0.25,5.51,-1.03,0.00,0,1.00,0.00,-2.06,0.07,-0.32,4.88,-0.33,0.00000027,101083.00,1083.00,1083.00,1083.00
40897,1,0,-0.43,5.51,--1.04,0.00,0,-0.13,0.25,0.37,0.07,-0.51,4.89,-0.97,0.00000012,1127.00,1127.00,1127.00,1127.00
41349,1,0,-0.42,5.52,-1.05,0.00,0,-0.25,0.13,-0.19,0.07,-0.49,4.84.89,-0.99,0.00000006,1127.00,1127.00,1127.00,1127.00
41943,1,0,-0.5,-0.65,4.90,-1.00,0.00000013,1127.00,1127.00,1127.00,1127.00>0.07,-0.65,4.90,-1.00,0.00000010,1127.00,1127.00,1127.00,1127.00
42239,1,0,-0.57,5.52,-1.08,0.00,0,0.50,-0.37,-0.13,0.07,-0.64,4.89,-1.01,0.0000000034,1127.00,1127.00,1127.00,1127.00
43623,1,0,2.50,5.44,-1.25,22.12,1,-3.37,0.94,0.37,30.00,-27.45,5.49,-1.25,0.00000742,1285.00,1315.00,1315.00,1285.00
46159,1,0,1.40,5.28,-1.26,22.12,1,1.00,-0.62,-0.19,30.00,-28.60,5.28,-1.26,0.00000811,15.00,1315.00,1315.00,1285.00
46608,0,0,-1.45,5.36,-1.15,25.69,1,25.69,-1.00,0.56,30.00,-31.45,5.36,-1.15,0.00001344,1273.00,126.00,1326.00,1274.00
47071,0,0,0.53,5.31,-1.12,25.69,1,-16.25,-1.81,0.06,30.00,-29.47,5.31,-1.12,0.000005170.00000550,1289.00,1311.00,1311.00,1289.00
48018,1,0,0.31,5.29,-1.09,25.69,1,16.31,0.13,0.50,30.00,-29.69,50,-1.08,0.00001191,1276.00,1324.00,1324.00,1276.00
51678,0,0,-2.64,5.25,-1.08,46.38,0,25.81,1.06,0.56,0.00,-2-3.33,5.28,-1.08,0.00000513,1002.00,1022.00,1022.00,1002.00
52007,0,0,-1.22,5.24,-1.04,46.38,0,-24.81,-0.75,-0.50,0.00,-1.22,5.24,-1.04,-0.00000423,10220.00,1004.00,1004.00,1020.00
52817,0,0,0.28,5.24,-1.00,46.38,0,-19.94,-0.62,-0.50,0.00,0.28,5.24,-1.00,-0.00000375,1019.00,1005.00,1001007.00,1017.00
53315,0,0,-4.35,5.33,-0.0.99,46.38,0,-6.75,0.00,-0.25,0.00,-4.21,5.33,-0.99,-0.00000007,1012.00,1012.00,1012.00,1012.00
55132,0,0,1.16,5.27,-0.91,46.38,0,2.12,0.13,0.00,0.00,1.16,5.27,-0.91,0.,1011.00,1013.00,1013.00,1011.00
57420,0,0,-0.09,5.18,-0.85,46.38,0,17.25,0.44,0.25,0.00,-0.09,5.18,-0.85,0.00000320,1005.00,0,1018.00,1004.00
59962,0,0,-3.39,5.23,-0.80,46.38,0,-12.13,-0.56,-0.37,0.00,-3.39,5.23,-0.80,-0.000-0.00000189,1014.00,1008.00,1008.00,1014.00
63176,0,0,0.43,5.34,-0.73,46.38,0,0.62,-0.06,0.00,0.00,0.43,5.34,-0.73,-0.0000000062,1010.00,1012.00,1012.00,1010.00
64556,0,0,-0.07,5.31,-0.73,46.38,0,-11.38,-0.31,-0.31,0.00,-0.07,5.31,-0.73,-0.00000-0.00000144,1013.00,1009.00,1009.00,1013.00
66887,0,0,0.14,5.34,-0.71,46.38,0,3.62,-0.06,0.19,0.00,0.02,5.34,-0.71,0.00000114,1009.00,1013.00,1013.00,1009.00
67120,0,0,-2.86,5.34,-0-0.71,46.38,0,10.69,0.37,0.13,0.00,-3.19,5.34,-0.71,0.00000285,1006.00,1016.00,1016.00,1006.00
67245,-5.00,-0.19,-0.25,0.00,-3.42,5.34,-0.71,0.00000003,1011.00,1011.00,1011.00,10125,5.34,-0.70,-0.00000075,1012.00,1010.00,1010.00,1012.00
68730,0,0,-3.44,5.36,-0.69,46.38,0,-4.,-0.25,-0.13,0.00,-3.23,5.36,-0.68,-0.00000054,1012.00,1010.00,1010.00,1012.00
76091,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,-105.00,105.00,-105.00,-105.00,-0.00002909,1000.00,1000.00,1000.00,1000.00
76135,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76164,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76214,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76245,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76286,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76333,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76379,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76428,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76473,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76515,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76548,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76578,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1014.00,1014.00,1014.00,1014.00
76617,0,0,0.00,0.00,0.00,0.00,0,-1.12,0.06,-0.06,0.07,-0.07,-0.63,0.07,-0.00000019,1014.00,1014.00,1014.00,1014.00
76675,0,0,0.00,0.00,0.00,0.00,0,-3.37,0.00,-0.13,-0.14,0.14,-0.63,0.07,-0.00000066,1015.00,1013.00,1013.00,1015.00
76719,0,0,0.00,0.00,0.00,0.00,0,-3.19,-0.13,-0.25,0.07,-0.07,-0.63,0.07,-0.00000057,1015.00,1013.00,1013.00,1015.00
76769,0,0,-0.55,5.46,-0.03,0.00,0,-2.00,-0.19,-0.13,0.07,-0.62,4.83,0.04,-0.00000019,1014.00,1014.00,1014.00,1014.00
76801,0,0,-0.52,5.46,-0.04,0.00,0,-1.62,-0.13,-0.06,0.07,-0.59,4.83,0.03,-0.00000014,1014.00,1014.00,1014.00,1014.00
76842,0,0,-0.49,5.46,-0.04,0.00,0,-1.44,0.06,-0.06,0.07,-0.56,4.83,0.03,-0.00000011,1014.00,1014.00,1014.00,1014.00
76898,0,0,-0.46,5.46,-0.04,0.00,0,-1.75,0.13,0.00,0.07,-0.53,4.83,0.03,-0.00000017,1014.00,1014.00,1014.00,1014.00
76929,0,0,-0.41,5.46,-0.03,0.00,0,-1.19,-0.13,-0.25,0.07,-0.48,4.83,0.04,-0.00000008,1014.00,1014.00,1014.00,1014.00
76976,0,0,-0.40,5.46,-0.03,0.00,0,-0.69,0.00,-0.06,0.07,-0.47,4.83,0.04,0.00000000,1014.00,1014.00,1014.00,1014.00
77021,0,0,-0.41,5.46,-0.03,0.00,0,0.69,0.25,0.06,-0.14,-0.27,4.83,0.04,0.00000020,1014.00,1014.00,1014.00,1014.00
77051,0,0,-0.43,5.46,-0.03,0.00,0,0.94,-0.06,-0.06,-0.14,-0.29,4.83,0.04,0.00000025,1014.00,1014.00,1014.00,1014.00
77135,0,0,-0.45,5.46,-0.04,0.00,0,0.62,-0.19,-0.13,-0.14,-0.31,4.83,0.03,0.00000020,1014.00,1014.00,1014.00,1014.00
77168,0,0,-0.47,5.46,-0.04,0.00,0,0.81,0.00,0.19,0.07,-0.54,4.83,0.03,0.00000030,1014.00,1014.00,1014.00,1014.00
77197,0,0,-0.50,5.46,-0.04,0.00,0,1.87,0.25,-0.13,-0.14,-0.36,4.83,0.03,0.00000044,1014.00,1014.00,1014.00,1014.00
77243,0,0,-0.55,5.46,-0.04,0.00,0,2.62,0.13,-0.19,0.07,-0.62,4.83,0.03,0.00000065,1013.00,1015.00,1015.00,1013.00
77287,0,0,-0.62,5.46,-0.04,0.00,0,2.50,0.00,0.00,0.07,-0.69,4.83,0.03,0.00000065,1013.00,1015.00,1015.00,1013.00
77319,0,0,-0.67,5.47,-0.04,0.00,0,1.62,0.19,0.00,0.07,-0.74,4.84,0.03,0.00000050,1013.00,1015.00,1015.00,1013.00
77370,0,0,-0.70,5.47,-0.04,0.00,0,1.62,0.13,-0.25,0.07,-0.77,4.84,0.03,0.00000051,1013.00,1015.00,1015.00,1013.00
77399,0,0,-0.73,5.47,-0.03,0.00,0,1.94,0.06,0.06,0.07,-0.80,4.84,0.04,0.00000058,1013.00,1015.00,1015.00,1013.00
78842,0,0,-0.29,5.46,-0.04,0.00,0,1.37,0.06,-0.06,0.07,-0.36,4.83,0.03,0.00000039,1014.00,1014.00,1014.00,1014.00
85291,0,0,-0.16,5.45,-0.19,0.00,0,1.06,0.13,0.00.06,0.07,-0.25,4.82,-0.12,0.00000021,1014.00,1014.00,1014.00,1014.00
86185,0,0,-0.01,5.45,-0.19,0.00,0,-0.94,-0.06,-0.13,0.07,-0.08,4.82,-0.12,-0000020,1014.00,1014.00,1014.00,1014.00
87555,0,0,-0.17,5.44,-0.25,0.00,0,-0.37,0.00,-0.06,0.07,-0.24,4.81,-0.18,-0.00000000,1014.00,.00,1014.00,1014.00
91014,0,0,-0.14,5.44,-0.34,0.00,0,0.25,0.00,0.06,0.07,-0.21,4.81,-0.27,0.00000009,1014.00,1014.00,1014.00,1014.00
91469,0,0,0.12,5.44,-0.34,0.00,0,-0.06,0.00,-0.06,0.07,0.05,4.81,-0.27,-0.00000003,1014.00,1014.00,101414.00,1014.00
92620,0,0,-0.07,5.44,-0.38,0.00,0,-1.00,-0.13,-0.06,0.07,-0.14,4.81,-0.31,-0.000004,1014.00,1014.00,1014.00,1014.00
92877,0,0,0.00,5.44,-0.39,0.00,0,-,0.00,-0.19,0.07,-0.08,4.81,-0.32,0.00000002,1014.00,1014.00,1014.00,1014.00
93315,0,0,0.04,5.44,-0.39,0.00,0,-0.94,0.00,0.06,-0-0.14,0.20,4.81,-0.32,-0.00000025,1014.00,1014.00,1014.00,1014.00
93580,0,0,0.10,5.44,-0.40,0.00,0,-0.06,-0.19,0.00,0.07,0.02,4.81,-0.33,-0.00000002,1014.00,1014.00,1014.00,1014.00
94682,0,0,-0.10,5.44,-0.44,0.00,0,-0.81,0.00,-0.06,0.07,-0.17,4.81,-0.37,-0.00000010,1014.00,1014.00,1014,1014.00
94920,0,0,0.08,5.44,-0.44,0.00,0,-0.50,-0.06,0.06,0.07,0.01,4.81,-0.37,-0.000000006,1014.00,1014.00,1014.00,1014.00
95153,0,0,0.07,5.44,-0.44,0.00,0,0.50,0.06,0.00,0.07,0.00,4.1,-0.38,0.00000008,1014.00,1014.00,1014.00,1014.00
96787,0,0,-0.02,5.43,-0.48,0.00,0,-0.75,0.25,0.6,0.07,-0.07,4.80,-0.41,-0.00000011,1014.00,1014.00,1014.00,1014.00
97708,0,0,-0.05,5.43,-0.52,0.00,0,-0.62,-0.25,-06,0.07,-0.12,4.80,-0.45,-0.00000006,1014.00,1014.00,1014.00,1014.00
98141,0,0,-0.11,5.43,-0.53,0.00,0,-0.50,0.13,0.00,0.07,-0.18,4.80,-0.46,-0.00000004,1014.00,1014.00,101014.00,1014.00
98398,0,0,0.03,5.43,-0.52,0.00,0,-0.69,0.00,.00,0.07,-0.03,4.80,-0.46,-0.00000011,1014.00,1014.00,1014.00,1014.00
100461,0,0,-0.03,5.43,-0.57,0.00,0,-0.62,-0.13,0.06,0.07,-0.08,4.80,-0.50,-0.00000010,1014.00,1014.00,1014.00,1014.00
101135,0,0,-0.11,5.43,-0.57,0.00,0,-0.19,0.06,0.06,0.07,-0.18,4.80,-0.50,0.00000002,1014.00,10100,1014.00,1014.00
101391,0,0,-0.11,5.43,-0.57,0.00,0,0.25.56,0.00,0.00,0.07,-0.18,4.80,-0.50,0.00000015,1014.00,1014.00,1014.00,1014.00
103002,1,0,-0.32,5.43,-0.57,0.00,0,0.6.25,0.13,-0.50,0.07,-0.39,4.80,-0.50,0.00000015,1014.00,1014.00,1014.00,1014.00
103674,1,0,-0.38,5.41,-0.56,0.00,0,-1.06,0.31,0.37,0.07,-0.45,4.78,-0.42,00001,1146.00,1146.00,1146.00,1146.00
103922,1,0,-0.39,5.41,-0.55,0.000,0,-0.06,1.44,0.00,0.07,-0.46,4.80,-0.48,0.00000012,1182.00,1182.00,1182.00,1182.00
105074,1,0,-0.77,5.2,-0.54,0.00,0,4.50,2.37,0.37,0.07,-0.89,4.89,-0.47,0.00000107,1250.00,1254.00,1254.00,1250.00
105735,1,0,-1.11,5.54,-0.53,0.00,0,-1.69,0.31,-0.13,0.07,-1.18,4.91,-0.46,0.00000002,1266.00,1266.00,1268.00,1266.00
105991,1,0,-0.99,5.55,-0.52,0.00,0,1.02,1.12,0.06,0.07,-1.08,4.91,-0.45,0.00000060,1285.00,1287.00,1287.00,1285.00
107113,1,0,-1.34,5.88,-0.46,0.00,0,-0.19,-0.06,0.00,0.07,-1.41,5.25,-0.39,0.0000000031,1309.00,1309.00,1309.00,1309.00
107296,1,0,-1.23,5.85,-0.45,0.00,0,0.37,0.56,0.75,0.07,-1.30,5.22,-0.38,0.00000043,1309.00,1309.00,1309.00,1309.00
107830,1,0,-1.29,5.83,-0.44,0.00,0,-0.37,-0.69,-0.50,0.07,-1.36,5.20,-0.37,0.00000034,1309.00,1309.00,1309.00,1309.00
112203,1,0,-1.55,5.48,-0.28,0.00,0,5.12,-0.06,-0.13,0.07,-1.72,4.85,-0.21,0.00000109,1166.00,1170.00,1170.00,1166.00
113799,1,0,-1.58,5.37,-0.22,0.00,0,-2.25,-0.69,-0.13,0.07,-1.65,4.73,-0.15,-0.00000027,1224.00,1224.00,1224.00,1224.00
114045,1,0,-1.54,5.76,-0.22,0.00,0,-1.31,2.56,-0.1.13,0.07,-1.61,5.06,-0.15,0.00000066,1233.00,1235.00,1235.00,1233.00
115402,1,0,-1.29,5.77,-0.18,0.00,0,2.44,2.75,-0.50,0.07,-1.36,5.14,-0.11,0029,1235.00,1235.00,1235.00,1235.00
116779,1,0,-0.58,5.98,-0.00,0.00,0,0.13,2.81,0.00,0.07,-0.65,5.35,6,0.00000043,1287.00,1287.00,1287.00,1287.00
117041,1,0,-0.76,5.96,-0.030.01,0.00,0,0.62,-1.50,-0.31,0.07,-0.86,5.32,0.06,0.00000035,1291.00,1291.00,1291.00,1291.00
118879,1,0,1.41,6.18,0.12,19.3119.31,1,-1.75,1.12,-0.44,30.00,-28.56,6.19,0.11,0.00000759,1285.00,1315.00,1315.00,1285.00
119012,2.06,-0.81,30.00,-28.51,6.22,0.13,0.00000774,1285.00,1315.00,1315.00,1285.0000,-28.53,6.22,0.13,0.00000801,1284.00,1316.00,1316.00,1284.00
120460,1,0,1.30,5.89,0.19,19.31,1,0.69,-1.94,0.37,30.00,-28.70,5.89,0.19,0.00000808,13.00,1317.00,1317.00,1283.00
120947,1,0,0.91,5.90,0.21,119.31,1,-0.62,1.50,0.06,30.00,-29.04,5.94,0.21,0.00000793,1284.00,1316.00,1316.00,1284.00
121081,-1.00,0.56,30.00,-29.06,5.90,0.21,0.00000836,1283.00,1317.00,1317.00,1283.00>,-29.04,5.90,0.22,0.00000762,1285.00,1315.00,1315.00,1285.00
121833,1,1,0.73,5.83,0.24,19.31,1,0.44,0.06,0.25,30.00,-29.27,5.83,0.24,0.00000819,1284.00,1316.00,13161316.00,1284.00
122523,1,1,0.73,5.77,0.25,19.31,1,-1.25,2.31,0.62,30.00,-29.27,5.77,0.25,0.00000788,1284.00,1316.00,10,1284.00
123222,1,1,0.84,5.73,0.34,19.31,1,-0.44,1.00,-0.62,30.00,-29.16,5.73,0.34,0.00000810,1284.00,1316.00,1316.00,1284.00
124361,1,1,0.78,5.69,0.42,19.31,1,3.37,0.88,-0.56,30.00,-29.22,5.69,0.42,0.00000871,1283.00,1317.00,1316.00,1284.00
125745,1,1,-3.13,5.71,0.48,19.31,0,-4.69,0.37,0.13,0.00,-3.13,5.71,0.48,0.00000001,1118.00,1118.00,1118.,1119.00
125981,1,1,-0.60,5.65,0.51,19.31,0,-4.81,-0.13,0.19,0.00,-0.60,5.65,0.51,-0.00-0.00000034,1014.00,1014.00,1014.00,1014.00
126676,1,1,-0.55,5.61,0.57,19.31,0,-5.75,-0.19,0.75,0.00,-0.55,5.61,0.57,-0,1012.00,1012.00,1012.00,1012.00
126904,1,1,-1.89,5.59,0.56,19.31,0,13.56,0.25,-0.25,0,-2.26,5.60,0.56,0.00000309,1006.00,1018.00,1018.00,1006.00
128513,1,1,-2.49,5.53,0.64,19.31,0,-5.37,-0.06,-0.62,0.00,-2.49,5.53,0.64,-0.00000067,1013.00,1011.00,1011.00,1013.00
129903,1,1,-2.47,5.52,0.70,19.31,0,-4.62,-0.25,0.06,0.00,-2.47,5.5.52,0.70,-0.00000046,1012.00,1012.00,1012.00,1012.00
130845,1,1,-0.74,5.50,0.73,19.319.31,0,-3.75,-0.13,0.31,0.00,-0.61,5.50,0.74,-0.00000052,1013.00,1011.00,1011.00,1013.00
131274,1,1,-2.37,5.49,0.74,19.31,0,-2.75,0.06,0.13,0.00,-2.37,5.49,0.74,0.000000150025,1012.00,1012.00,1012.00,1012.00
132658,1,1,-2.26,5.48,0.80,19.31,0,-2.06,-0.19,0.31,0.00,-2.26,5.48,00,0.00000009,1012.00,1012.00,1012.00,1012.00
133583,1,1,-1.13,5.48,0.81,19.31,0,-4.50,-0.06,-0.13,0.00,-1.13,5.4.48,0.81,-0.00000041,1012.00,1012.00,1012.00,1012.00
133833,1,1,-1.38,5.47,0.82,19.31,0,6.62,0.06,-0.25,0.00,-1.55,5.47,0.82,0.00000165,1009.00,1015.00,1015.00,1009.00
134494,1,1,-1.38,5.48,0.83,19.31,0,5.56,0.31,0.06,0.00,-1.38,5.48,0.83,0.00000141,1010.00,1014.015.00,1015.00,1009.00
135639,1,1,-1.49,5.47,0.87,19.31,0,-4.25,-0.19,-0.19,0.00,-1.49,5.47,0.87,-0.00000037,1012.00,1012.000,1012.00,1012.00
135905,1,1,-1.11,5.47,0.87,19.3131,0,4.12,0.31,-0.13,0.00,-1.19,5.47,0.87,0.00000109,1010.00,1014.00,1014.00,1010.00
137191,0,0.00,-1.19,5.47,0.88,-0.00000016,1012.00,1012.00,1012.00,1012.-0.19,0.00,-1.14,5.47,0.88,-0.00000003,1012.00,1012.00,1012.00,1012.00
137482,0,1,-2.07,5.47,0.89,19.31,0,5.06,0.19,0.19,0.00,-2.07,5.47,0.89,0.00000151,1009.00,1015.00,1015.00,1009.00
141398,0,1,-1.79,5.47,0.99,19.31,0,-4.69,-0.19,-0.19,0.00,-1.79,5.47,0.99,-0.00000037,101012.00,1012.00,1012.00,1012.00
141651,0,1,-1.35,5.46,1.00,19.31,0,2.62,0.06,0.13,0.00,-1.41,5.46,1.00,0.00000099,1010.00,1014.00,1014.00,1010.00
141878,0,1,-2.22,5.46,1.01,19.31,0,3.50,0.06,0.00,0.00,-2.26,5.46,1.01,0.00000105,1010.00,1014.00,1014.00,1010.00
145305,0,1,-1.78,5.45,1.08,19.31,0,3.31,0.13,-0.06,0.00,-1.78,5.45,1.08,0.000001102,1010.00,1014.00,1014.00,1010.00
146698,0,1,-1.49,5.45,1.13,19.31,0,1.75,0.06,-0.06,0.00,-1.49,5.45,1.13,0.0000000087,1011.00,1013.00,1013.00,1011.00
147171,0,1,-1.96,5.46,1.14,19.31,0,-3.12,-0.06,0.00,0.00,-1.96.86,5.46,1.14,-0.00000008,1012.00,1012.00,1012.00,1012.00
148586,0,1,-1.51,5.45,1.19,19.31,0,-1.87,0.19,0.19,0.00,-1.51,5.45,1.19,0.00000007,1012.00,1012.00,1012.00,1012.00
150166,0,1,-16.17,5.85,0.81,19.31,0,159.35.94,-0.50,2.06,0.00,-18.93,5.86,0.75,0.00003026,1000.00,1073.00,1073.00,1000.00
150369,0,1,-16.16,5.81,0.72,19.31,0,-138.06,-3.25,-3.62,0.00,-16.16,5.81,0.72,-00002425,1061.00,1000.00,1000.00,1061.00
151777,0,1,55.58,2.72,2.24,19.31,0,-45.50,-2.50,2,0.00,56.17,2.68,2.25,-0.00002032,1053.00,1000.00,1000.00,1053.00
152200,0,1,24.96,4.53,1.79,19.31,0,84.06,2.37,0.88,0.00,24.96,4.53,1.79,0.00000855,1000.00,1029.00,1029.00,1000.00
154039,0,1,10.25,4.90,2.57,19.31,0,-74.87,-4.19,-2.94,0.00,10.25,4.90,2.57,-0.00001662,1045.00,1000.00,00,1050.00
156604,0,1,-2.66,5.30,1.66,19.31,0,-9.31,-0..31,-0.44,0.00,-2.49,5.32,1.64,-0.00000125,1014.00,1010.00,1010.00,1014.00
159569,0,1,-0.91,5.42,1.52,19.31,0,0.00,0.06,-0.06,0.00,-0.91,5.42,1.52,0.00000025,1012.00,1.00,1012.00,1012.00
160486,0,1,-1.06,5.42,1.52,19.31,0,0.44,0.06,-0.06,0.00,-1.06,5.42,1.52,0.00000037,1012.00,1012.00,101012.00,1012.00
161639,1,1,-1.14,5.42,1.52,19.31,0,0.19,0.00,0.00,0.00,-1.14,5.42,1.52,000035,1012.00,1012.00,1012.00,1012.00
163931,1,1,-0.57,5.39,1.51,19.31,0,2.00,-1.06,0.37,0.00,-0.57,5.39,1.51,0.00000053,1171.00,1173.00,100,1171.00
164171,1,1,-0.89,5.41,1.51,19.31,0,0.75,1.94,-0.13,0.00,-0.89,5.41,1.51,0.00000038,1172.00,1172.00,1172.00,1172.00
