micros,flip,phase,spf_roll,roll_rlv,roll,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
5206,0,0,0.00,0.00,2.35,0.00,9.75,2.26,11.81,1005.00,1000.00,1000.00,1005.00
5324,0,0,0.00,0.00,2.48,0.00,-6.56,2.59,-2.56,1000.00,1000.00,1000.00,1000.00
5449,0,0,0.00,0.00,1.02,0.00,-15.19,1.32,-14.75,1000.00,0,1005.00,1000.00
5529,0,0,0.00,0.00,0.02,0.00,-13.25,0.15,-14.13,1000.00,1005.00,1005.00,00.00
5553,0,0,0.00,0.00,-0.33,0.00,-11.13,-0.22,-11.88,1000.00,1004.00,1004.00,1000.00
5714,0,0,0.00,0.00,-0.53,0.00,6.87,-0.68,5.69,1001.00,1000.00,1000.00,1001.00
5760,0,0,0.00,0.00,-0.12,0.00,12.06,-0.24,10.06,1003.00,1000.00,1000.00,1003.00
5783,0,0,0.00,0.00,0.28,0.00,14.38,0.14,13.00,1005.00,1000.00,1000.00,1005.00
5915,0,0,0.00,0.00,2.00,0.00,13.06,1.88,14.38,1006.00,1000.00,1000.00,1006.00
6017,0,0,0.00,0.00,2.68,0.00,-0.37,2.68,2.31,1002.00,1000.00,1000.00,1002.00
6138,0,0,0.00,0.00,1.72,0.00,-12.13,1.98,-11.50,1000.00,1,1003.00,1000.00
6230,0,0,0.00,0.00,0.72,0.00,-15.00,0.87,-15.00,1000.00,1005.00,1005.00,100
6265,0,0,0.00,0.00,0.30,0.00,-14.19,0.44,-14.50,1000.00,1005.00,1005.00,1000.00
6408,0,0,0.00,0.00,-0.77,0.00,0.94,-0.78,-0.37,1000.00,1000.00,1000.00,1000.00
6576,0,0,0.00,0.00,0.88,0.00,15.25,0.60,14.94,1006.00,1000.0000.00,1000.00,1006.00
6602,0,0,0.00,0.00,1.32,0.00,15.31,1.03,15.25,1006.00,1000.00,1000.00,1006.00
6748,0,0,0.00,0.00,2.62,0.00,1.94,2.58,4.12,1003.00,1000.00,1000.00,1003.00
6911,0,0,0.00,0.00,1.39,0.00,-14.06,1.53,-12.75,1000.00,1004.00,1004.00,0.00
6937,0,0,0.00,0.00,0.97,0.00,-14.62,1.11,-14.06,1000.00,1004.00,1004.00,1000.00
7016,0,0,0.00,0.00,0.28,0.00,-13.56,0.54,-,1000.00,1004.00,1004.00,1000.00
7102,0,0,0.00,0.00,-0.57,0.00,-3.87,-0.53,-5.00,1000.00,1002.00,1002.00,1000.00
7167,0,0,0.00,0.00,-0.45,0.00,6.12,-0.55,3.75,1001.00,1000.00,1000.00,1001.00
7281,0,0,0.00,0.00,0.87,0.00,15.00,0.59,14.13,1005.00,1000.00,1000.00,1005.00
7431,0,0,0.00,0.00,2.54,0.00,7.75,2.42,8.81,1004.00,1000.00,1000.00,1004.00
7603,0,0,0.00,0.00,1.94,0.00,-11.06,2.16,-9.56,1000.00,1002.00,1002.00,1.00
7629,0,0,0.00,0.00,1.57,0.00,-12.81,1.83,-11.69,1000.00,1003.00,1003.00,1000.00
7789,0,0,0.00,0.00,-0.30,0.00,-8.94,-0.12,-10.75,1000.00,1004.00,1004.00,1000.00
7831,0,0,0.00,0.00,-0.60,0.00,-4.75,-0.51,-5.87,1000.00,1002.00,1002.00,1000
7854,0,0,0.00,0.00,-0.64,0.00,-1.37,-0.62,-2.62,1000.00,1001.00,1001.00,1000.00
8118,0,0,0.00,0.00,1.98,0.00,11.94,1.87,12.44,1005.00,1000.00,1000.00,1005.00
8316,0,0,0.00,0.00,2.16,0.00,-8.50,2.25,-7.63,1000.00,1001.00,1001.00,1000.00
8482,0,0,0.00,0.00,0.17,0.00,-12.31,0.43,-13.38,1000.00,1005.00,1005.00,1000.00
8520,0,0,0.00,0.00,-0.23,0.00,-8.81,-0.15,-9.56,1000.00,1003.00,1003.00,1000.00
8550,0,0,0.00,0.00,-0.46,0.00,-5.50,-0.40,-7.87,1000.00,1003.00,1003.00,1000.00
8670,0,0,0.00,0.00,-0.26,0.00,7.94,-0.34,7.06,1002.00,1000.00,1000.00,1002.00
8828,0,0,0.00,0.00,1.52,0.00,13.69,1.39,13.88,1006.00,1000.00,1000.00,1006.00
9002,0,0,0.00,0.00,2.41,0.00,-4.37,2.45,-3.50,1000.00,1000.00,1000.00,1000.00
9239,0,0,0,0.00,-0.14,0.00,-9.88,0.05,-11.38,1000.00,1004.00,1004.00,1000.00
9354,0,0,0.00,0.00,-0.58,0.00,2.56,-0.62,0.44,1000.00,1000.00,1000.00,1000.00
9504,0,0,0.00,0.00,0.82,0.00,13.75,0.56,13.31,1005.00,1000.00,1000.00,1005.00
9813,0,0,0.00,0.00,1.73,0.00,-10.69,1.94,-9.13,1000.00,1002.00,1002.00,1000.00
10052,0,0,0.00,0.00,-0.58,0.00,-4.06,-0.51,-5.06,1000.00,1002.00,1002.00,1000.00
10189,0,0,0.00,0.00,0.28,0.00,11.56,0.05,11.06,1004.00,1000.00,1000.00,1004.00
10364,0,0,0.00,0.00,2.15,0.00,8.31,1.98,10.06,1005.00,1000.00,1000.00,1
10385,0,0,0.00,0.00,2.33,0.00,5.69,2.22,7.63,1004.00,1000.00,1000.00,1004.00
10501,0,0,0.00,0.00,2.17,0.00,-6.25,2.24,-5.19,1000.00,1000.00,1000.00,1000.00
10599,0,0,0.00,0.00,1.13,0.00,-63,1.13,-12.50,1000.00,1004.00,1004.00,1000.00
10650,0,0,0.00,0.00,0.40,0.00,-12.13,0.63,-12.63,1000.00,1004.00,1004.00,1000.00
10733,0,0,0.00,0.00,-0.28,0.00,-7.56,-0.21,-9.31,1000.00,1003.00,1003.00,1000.00
11046,0,0,0.00,0.00,1.68,0.00,12.13,1.46,12.63,1005.00,1000.00,1000.00,100
11073,0,0,0.00,0.00,1.89,0.00,10.63,1.79,11.13,1005.00,1000.00,1000.00,1005.00
11172,0,0,0.00,0.00,2.38,0.00,2.25,2.35,3.12,1002.00,1000.00,1000.00.00,1002.00
11193,0,0,0.00,0.00,2.35,0.00,-1.19,2.38,0.00,1001.00,1000.00,1000.00,1001.00
11527,0,0,0.00,0.00,-0.48,0.00,-3.75,-0.40,-5.62,100,1001.00,1001.00,1000.00
11554,0,0,0.00,0.00,-0.52,0.00,-0.37,-0.51,-2.50,1000.00,1001.00,1001.00,1000.00
11579,0,0,0.00,0.00,-0.47,0.00,2.81,-0.52,0.75,1000.00,1000.00,1000.00,1000.00
11702,0,0,0.00,0.00,0.51,0.00,12.00,0.28,11.63,1004.00,1000.00,1000.00,1004.00
11749,0,0,0.00,0.00,1.00,0.00,12.88,0.87,12.94,1005.00,1000.00,1000.00,1005.00
11883,0,0,0.00,0.00,2.21,0.00,3.00,2.14,4.94,1003.00,1000.00,1000.00,1003.00
12001,0,0,0.00,0.00,1.75,0.00,-8.69,1.91,-7.12,1000.00,1001.00,1001.00,1000.00
12205,0,0,0.00,0.00,-0.25,0.00,-7.87,-0.18,-8.50,1000.00,1003,1003.00,1000.00
12228,0,0,0.00,0.00,-0.43,0.00,-5.31,-0.38,-6.19,1000.00,1002.00,1002.00,1000.00
12383,0,0,0.00,0.00,-0.03,0.00,9.31,-0.12,8.44,1003.00,1000.00,1000.00,1003.00
12430,0,0,0.00,0.00,0.49,0.00,11.94,0.27,10.81,1004.00,1000.00,1000.00,1004.00
12460,0,0,0.00,0.00,0.85,0.00,12.50,0.61,12.06,1005.00,1000.00,1000.00,1005.00
12578,0,0,0.00,0.00,2.10,0.00,8.50,1.95,9.25,1004.00,1000.00,1000.00,1004.00
12703,0,0,0.00,0.00,2.23,0.00,-3.50,2.28,-2.37,1000.00,1000.00,1000.00,1000.00
12869,0,0,0.00,0.00,0.86,0.00,-11.81,0.97,-11.88,1000.00,1004.00,1004.00,1000.00
12900,0,0,0.00,0.00,0.30,0.00,-10.75,0.51,-11.31,1000.00,1004.00,1004.00,1000.
12922,0,0,0.00,0.00,0.02,0.00,-8.88,0.20,-10.19,1000.00,1003.00,1003.00,1000.00
13076,0,0,0.00,0.00,-0.30,0.00,4.87,-0.34,3.00,1000.00,1000.00,1000.00,1000.00
13275,0,0,0.00,0.00,1.57,0.00,10.88,1.46,11.31,1005.00,1000.00,1000.00,1005.00
13384,0,0,0.00,0.00,2.19,0.00,0.31,2.20,2.69,1002.00,1000.00,1000.00,1002.00
13581,0,0,0.00,0.00,0.76,0.00,-11.63,0.88,-11.56,1000.00,1004.00,1004.00,1000.00
13731,0,0,0.00,0.00,-0.43,0.00,-3.00,-0.40,-3.62,1000.00,1001.00,1001.00,1000.00
13889,0,0,0.00,0.00,0.24,0.00,10.13,0.14,9.63,1003.00,1000.00,1000.00,1003.00
14064,0,0,0.00,0.00,2.19,0.00,6.19,2.09,6.81,1003.00,1000.00,1000.00,1003.00
14186,0,0,0.00,0.00,2.09,0.00,-4.87,2.14,-4.12,1000.00,1000.00,1000.00,1000.00
14280,0,0,0.00,0.00,1.30,0.00,-9,1.30,-10.88,1000.00,1003.00,1003.00,1000.00
14304,0,0,0.00,0.00,0.96,0.00,-11.13,1.07,-11.19,1000.00,1003.00,00,1000.00
14335,0,0,0.00,0.00,0.63,0.00,-10.81,0.74,-11.19,1000.00,1004.00,1004.00,1000.00
14689,0,0,0.00,0.00,1.05,0.00,11.56,0.83,11.44,1004.00,1000.00,1000.00,1004.00
14734,0,0,0.00,0.00,1.47,0.00,10.81,1.37,11.25,1005.00,1000.00,1000.00,1005.00
14758,0,0,0.00,0.00,1.74,0.00,9.25,1.57,10.56,1005.00,1000.00,1000.00,1005.00
14895,0,0,0.00,0.00,2.19,0.00,-0.56,2.20,1.00,1001.00,1000.00,1000.00,1001.00
15027,0,0,0.00,0.00,1.46,0.00,-9.81,1.56,-9.25,1000.00,1002.00,1002.00,1000.00
15196,0,0,0.00,0.00,-0.25,0.00,-3.37,-0.22,-5.12,1000.00,1002.00,1002.00,1.00
15221,0,0,0.00,0.00,-0.29,0.00,-0.31,-0.29,-1.31,1000.00,1000.00,1000.00,1000.00
15318,0,0,0.00,0.00,0.05,0.00,7.50,-0.03,5.62,1002.02.00,1000.00,1000.00,1002.00
15341,0,0,0.00,0.00,0.29,0.00,9.13,0.21,8.06,1003.00,1000.00,1000.00,1003.00
15490,0,0,0.00,0.00,1.83,0.00,9.13,1.65,10.00,1004.00,1000.00,1000.00,1004.00
15607,0,0,0.00,0.00,2.25,0.00,0.19,2.26,1.06,1001.00,1000.00,1000.00,1001.00
15648,0,0,0.00,0.00,2.10,0.00,-4.31,2.19,-2.62,1000.00,1000.00,1000.00,1000.00
15922,0,0,0.00,0.00,-0.16,0.00,-3.94,-0.08,-5.62,1000.00,10,1001.00,1000.00
16020,0,0,0.00,0.00,-0.09,0.00,4.87,-0.14,4.12,1001.00,1000.00,1000.00,1001.00
16123,0,0,0.00,0.00,0.61,0.00,10.25,0.52,10.25,1004.00,10,1000.00,1004.00
16149,0,0,0.00,0.00,0.91,0.00,10.63,0.81,10.56,1004.00,1000.00,1000.00,1004.00
16410,0,0,0.00,0.00,1.90,0.00,-4.81,2.01,-4.25,1000.00,1000.00,1000.00,1000.00
16584,0,0,0.00,0.00,0.42,0.00,-8.88,0.50,-9.75,1000.00,10,1003.00,1000.00
16610,0,0,0.00,0.00,0.18,0.00,-7.25,0.33,-8.44,1000.00,1003.00,1003.00,1000.00
16758,0,0,0.00,0.00,0.03,0.00,4.75,-0.06,3.31,1001.00,1000.00,1000.00,1001.00
16800,0,0,0.00,0.00,0.29,0.00,7.94,0.21,7.12,1002.00,1000.00,1000.00,1002.00
16956,0,0,0.00,0.00,1.73,0.00,9.38,1.64,10.25,1004.00,1000.00,1000.00,1004.00
17074,0,0,0.00,0.00,2.26,0.00,1.75,2.24,2.62,1002.00,1000.00,1000.00,1002.00
17162,0,0,0.00,0.00,1.97,0.00,-5.69,2.03,-5.12,1000.0000.00,1001.00,1001.00,1000.00
17322,0,0,0.00,0.00,0.33,0.00,-8.25,0.42,-8.81,1000.00,1003.00,1003.00,1000.00
17413,0,0,0.00,0.00,-0.09,0.00,-2.75,-0.03,-4.31,1000.00,1001.00,1001.00,1000.00
17531,0,0,0.00,0.00,0.21,0.00,7.12,0.10,5.87,1002.00,1000.00,1000.00,1002.00
17780,0,0,0.00,0.00,2.14,0.00,2.31,2.12,3.87,1002.00,1000.00,1000.00,1002.00
17957,0,0,0.00,0.00,1.38,0.00,-9.00,1.47,-8.69,1000.00,1002.00,1002.00,100
17980,0,0,0.00,0.00,1.10,0.00,-9.69,1.19,-9.56,1000.00,1003.00,1003.00,1000.00
18094,0,0,0.00,0.00,0.09,0.00,-5.44,0.15,-7.25,1000.00,1002.00,1002.00,1000.00
18264,0,0,0.00,0.00,0.19,0.00,6.12,0.14,5.25,1002.00,1000.00,1000.00,1002.00
18332,0,0,0.000.00,0.00,0.75,0.00,9.75,0.66,9.38,1004.00,1000.00,1000.00,1004.00
18550,0,0,0.00,0.00,2.08,0.00,-0.31,2.11,0.31,1001.00,1000.00,1000.00,1001.00
18648,0,0,0.00,0.00,1.68,0.00,-7.06,1.75,-6.44,10,1001.00,1001.00,1000.00
18670,0,0,0.00,0.00,1.44,0.00,-8.44,1.52,-7.94,1000.00,1002.00,1002.00,1000.00
18831,0,0,0.00,0.00,0.16,0.00,-6.19,0.22,-7.12,1000.00,1002.00,1002.00,1000.00
18874,0,0,0.00,0.00,-0.07,0.00,-2.69,-0.00,-4.56,1000.00,1001.00,1001.00,1000.00
18896,0,0,0.00,0.00,-0.11,0.00,-0.37,-0.09,-2.00,1000.00,1000.00,1000.00,1000.00
19012,0,0,0.00,0.00,0.37,0.00,7.50,0.23,7.06,1002.00,1000.00,1000.00,1002.00
19140,0,0,0.00,0.00,1.35,0.00,9.38,1.26,9.69,1004.00,1000.00,1000.00,1004.00
19397,0,0,0.00,0.00,1.52,0.00,-7.56,1.60,-6.81,1000.00,1001.00,1001.00,1000.00
19581,0,0,0.00,0.00,0.11,0.00,-6.06,0.23,-7.19,1000.00,1002.00,0,1000.00
19609,0,0,0.00,0.00,-0.04,0.00,-4.31,0.05,-5.62,1000.00,1002.00,1002.00,1000.00
19747,0,0,0.00,0.00,0.30,0.00,7.44,0.16,6.25,1002.00,1000.00,1000.00,1002.00
19863,0,0,0.00,0.00,1.28,0.00,9.56,1.18,9.25,1004.00,1000.00,1000.00,1004.00
19988,0,0,0.00,0.00,2.04,0.00,3.12,1.98,4.75,1002.00,1000.00,1000.00,1002.00
20027,0,0,0.00,0.00,2.09,0.00,-0.06,2.09,0.81,1001.00,1000.00,1000.00,1001.00
20164,0,0,0.00,0.00,1.29,0.00,-8.75,1.37,-8.19,1000.00,1002.00,1002.00,1000.00
20444,0,0,0.00,0.00,0.20,0.00,4.31,0.12,3.00,1001.00,1000.00,1000.00,1001.00
20486,0,0,0.00,0.00,0.44,0.00,6.87,0.37,5.69,1002.00,1000.00,1000.00,1002.00
20740,0,0,0.00,0.00,2.13,0.00,1.31,2.12,2.44,1002.00,1000.00,1000.00,1002.00
20848,0,0,0.00,0.00,1.86,0.00,-5.25,1.97,-3.94,1000.00,1000.0001.00,1001.00,1000.00
20870,0,0,0.00,0.00,1.67,0.00,-6.62,1.74,-5.62,1000.00,1001.00,1001.00,1000.00
21011,0,0,0.00,0.00,0.43,0.00,-7.00,0.57,-7.94,1000.00,1002.00,1002.00,1000.00
21211,0,0,0.00,0.00,0.29,0.00,5.87,0.23,4.50,1001.00,1000.00,1000.00,1001.00
21300,0,0,0.00,0.00,0.95,0.00,9.19,0.78,8.81,1003.00,1000.00,1000.00,10031004.00
21322,0,0,0.00,0.00,1.20,0.00,9.13,1.04,9.19,1004.00,1000.00,1000.00,1004.00
21431,0,0,0.00,0.00,1.88,0.00,4.19,1.84,4.87,1002.00,1000.00,1000.00,1002.00
21701,0,0,0.00,0.00,0.61,0.00,-8.06,0.77,-8.56,1000.00,1002.00,1002.00,1000.00
21767,0,0,0.00,0.00,0.15,0.00,-5.25,0.20,-5.50,1000.00,1002.00,1002.00,1000.00
21892,0,0,0.00,0.00,0.06,0.00,3.06,0.03,2.50,1001.00,1000.00,1000.00,1001.00
21998,0,0,0.00,0.00,0.60,0.00,8.25,0.45,7.31,1003.03.00,1000.00,1000.00,1003.00
22023,0,0,0.00,0.00,0.85,0.00,8.63,0.69,8.56,1003.00,1000.00,1000.00,1003.00
22281,0,0,0.00,0.00,1.90,0.00,-3.19,1.97,-2.25,1000.00,1000.00,1000.00,1000.00
22323,0,0,0.00,0.00,1.69,0.00,-5.69,1.75,-5.25,1000.00,1001.00,1001.00,1000.00
22480,0,0,0.00,0.00,0.52,0.00,-7.19,0.11,-7.56,1015.00,1019.00,1019.00,1015.00
22740,0,0,0.00,0.00,0.73,0.00,8.37,0.09,7.37,1019.00,1015.00,1015.00,1019.00
22783,0,0,0.00,0.00,1.05,0.00,8.81,0.48,8.69,1020.00,1014.00,1014.00,1020.00
23045,0,0,0.00,0.00,1.56,0.00,-5.50,1.20,-4.56,1016.00,1018.00,1018.00,1016.00
23397,0,0,0.00,0.00,0.22,0.00,4.69,-0.35,3.44,1018.00,1016.00,1016.00,1018.00
23500,0,0,0.00,0.00,1.08,0.00,8.50,0.43,8.50,1020.00,1014.00,1014.00,1020.00
23640,0,0,0.00,0.00,1.83,0.00,4.87,1.29,5.37,1019.00,1015.00,1015.00,1019.00
24087,0,0,0.00,0.00,0.14,0.00,1.50,-0.36,0.25,1017.00,1017.00,1017.00,1017.00
24237,0,0,0.00,0.00,0.95,0.00,8.31,0.31,7.81,1020.00,1014.00,1014.00,1020.00
24349,0,0,0.00,0.00,1.70,0.00,5.81,1.15,6.37,1020.00,1014.00,1014.00,1020.00
24457,0,0,0.00,0.00,1.85,0.00,-1.75,1.38,-0.44,1017.00,1017.00,1017.00,1017.00
24534,0,0,0.00,0.00,1.52,0.00,-5.56,1.10,-5.56,1016.00,1018.00,1018.00,1016.00
24637,0,0,0.00,0.00,0.87,0.00,-7.44,0.45,-7.50,1015.00,10,1019.00,1015.00
24663,0,0,0.00,0.00,0.65,0.00,-6.62,0.23,-7.06,1013.00,1017.00,1017.00,1013.00
24812,0,0,0.00,0.00,0.19,0.00,1.06,-0.31,0.31,1015.00,1015.00,1015.00,1015.00
24851,0,0,0.00,0.00,0.33,0.00,3.44,-0.23,3.06,1018.00,1016.00,1016.00,1018.00
24999,0,0,0.00,0.00,1.29,0.00,7.75,0.72,8.00,1018.00,1012.00,1012.00,1018.00
25091,0,0,0.00,0.00,1.80,0.00,4.75,1.22,5.62,1019.00,1015.00,1015.00,1
25114,0,0,0.00,0.00,1.89,0.00,3.25,1.34,4.37,1019.00,1015.00,1015.00,1019.00
25230,0,0,0.00,0.00,1.75,0.00,-3.81,1.31,-3.37,1015.00,1015.00,1015.00,1015.00
25398,0,0,0.00,0.00,0.76,0.00,-7.06,0.34,-7.25,1013.00,1017.00,1017.00,1013.00
25588,0,0,0.00,0.00,0.24,0.00,3.19,-0.30,1.81,1015.00,1015.00,1015.00,1015.00
25711,0,0,0.00,0.00,0.86,0.00,7.63,0.30,7.69,1018.00,1012.00,1012.00,1018.00
25812,0,0,0.00,0.00,1.63,0.00,5.44,1.09,6.25,1018.00,1012.00,1012.00,1018.00
25960,0,0,0.00,0.00,1.68,0.00,-3.31,1.26,-2.19,1015.00,1015.00,1015.00,1015.00
26144,0,0,0.00,0.00,0.48,0.00,-5.50,0.11,-6.31,1013.00,1017.00,1017.00,1013.00
26243,0,0,0.00,0.00,0.20,0.00,-0.88,-0.27,-,1015.00,1015.00,1015.00,1015.00
26418,0,0,0.00,0.00,0.94,0.00,7.37,0.30,7.00,1017.00,1013.00,1013.00,1017.00
26532,0,0,0.00,0.00,1.66,0.00,5.75,1.12,5.87,1017.00,1013.00,1013.00,1017.00
26604,0,0,0.00.00,0.00,1.87,0.00,1.81,1.36,2.37,1016.00,1014.00,1014.00,1016.00
26710,0,0,0.00,0.00,1.72,0.00,-3.31,1.27,-2.87,1015.00,1015.00,1015.00,10
26748,0,0,0.00,0.00,1.58,0.00,-4.87,1.14,-4.44,1014.00,1016.00,1016.00,1014.00
26847,0,0,0.00,0.00,0.78,0.00,-6.50,0.36,-6.87,1013.00,1017.00,1017.00,1013.00
26995,0,0,0.00,0.00,0.21,0.00,-0.13,-0.28,-1.31,1015.00,1015.00,1015.00,1015.00
27067,0,0,0.00,0.00,0.39,0.00,4.19,-0.17,3.50,1016.00,1014.00,1014.00,1016.00
27186,0,0,0.00,0.00,1.06,0.00,7.12,0.51,7.50,1018.00,1012.00,1012.00,1018.00
27295,0,0,0.00,0.00,1.71,0.00,3.75,1.15,4.87,1017.00,1013.00,1013.00,1017.00
27391,0,0,0.00,0.00,1.73,0.00,-0.88,1.28,-0.62,10,1015.00,1015.00,1015.00
27415,0,0,0.00,0.00,1.68,0.00,-2.56,1.21,-2.12,1015.00,1015.00,1015.00,1015.00
27576,0,0,0.00,0.00,0.81,0.00,-6.50,0.39,-6.56,1013.00,1017.00,1017.00,1013.00
27622,0,0,0.00,0.00,0.51,0.00,-5.50,0.13,-5.94,1013.00,1017.00,1017.00,1013.00
27779,0,0,0.00,0.00,0.27,0.00,2.75,-0.27,1.69,1015.00,1015.00,1015.00,1015.00
27907,0,0,0.00,0.00,0.86,0.00,7.56,0.29,7.50,1018.00,1012.00,1012.00,1018.00
