millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,m1,m2,m3,m4
260319,0,-0.33,-1.98,-0.48,-0.13,0.13,0.06,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
260699,0,-0.33,-1.98,-0.48,-0.31,-0.13,0.13,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
260779,0,-0.33,-1.98,-0.48,0.00,0.00,0.00,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
261159,0,-0.33,-1.98,-0.48,-0.13,-0.06,-0.13,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
261239,0,-0.33,-1.98,-0.48,0.06,-0.06,-0.06,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
261319,0,-0.33,-1.98,-0.48,-0.25,0.13,-0.06,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
261619,0,-0.33,-1.98,-0.48,0.06,-0.06,0.00,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
261699,0,-0.33,-1.98,-0.48,-0.13,0.00,0.00,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
262079,0,-0.33,-1.98,-0.48,0.19,-0.06,0.00,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
262159,0,-0.33,-1.98,-0.48,0.13,-0.06,0.00,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
262539,0,-0.33,-1.98,-0.48,0.25,-0.06,-0.13,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
262619,0,-0.33,-1.98,-0.48,-0.06,0.06,0.00,-0.33,-1.98,-0.48,1001.00,1001.00,1000.00,1000.00
262699,0,-0.34,-1.96,-0.48,0.81,1.06,-1.31,-0.34,-1.96,-0.48,1000.00,1001.00,1000.00,1000.00
265032,0,-0.40,-1.37,-0.91,0.06,-0.88,0.00,-0.40,-1.37,-0.91,1001.00,1001.00,1000.00,1000.00
268251,0,-0.48,-1.12,-0.91,-0.19,0.13,0.13,-0.48,-1.12,-0.91,1000.00,1001.00,1000.00,1000.00
268711,0,-0.48,-1.00,-0.91,-0.31,-0.13,-0.06,-0.48,-1.00,-0.91,1000.00,1000.00,1000.00,1000.00
269171,0,-0.48,-1.02,-0.91,-0.13,0.44,0.06,-0.48,-1.02,-0.91,1000.00,1000.00,1000.00,1000.00
269631,0,-0.48,-1.02,-0.91,-0.06,-0.44,-0.06,-0.48,-1.02,-0.91,1000.00,1001.00,1000.00,1000.00
270091,0,-0.48,-0.92,-0.91,-0.06,0.69,0.06,-0.48,-0.92,-0.91,1000.00,1000.00,1000.00,1000.00
270551,0,-0.48,-0.90,-0.91,-0.19,-0.13,0.13,-0.48,-0.90,-0.91,1000.00,1000.00,1000.00,1000.00
271011,0,-0.48,-0.81,-0.91,0.13,0.19,0.06,-0.48,-0.81,-0.91,1000.00,1000.00,1000.00,1000.00
271471,0,-0.48,-0.81,-0.91,0.00,0.37,0.06,-0.48,-0.81,-0.91,1000.00,1000.00,1000.00,1000.00
272427,0,-0.07,23.81,-1.99,-4.31,176.94,3.06,-0.07,23.81,-1.99,1000.00,1000.00,1067.00,1069.00
272507,0,0.08,37.25,-1.82,-3.25,157.94,15.44,0.08,37.25,-1.82,1000.00,1000.00,1071.00,1073.00
272887,0,-0.57,-1.53,-1.14,14.69,-306.94,3.06,-0.57,-1.53,-1.14,1085.00,1094.00,1000.00,1000.00
273313,0,-0.33,-18.91,0.45,21.37,239.31,-2.81,-0.33,-18.91,0.45,1000.00,1000.00,1061.00,1048.00
273773,0,-0.09,9.90,-1.07,12.31,-192.06,-2.44,-0.09,9.90,-1.07,1044.00,1051.00,1000.00,1000.00
274728,0,-0.29,-3.55,-0.32,2.62,-127.31,-14.06,-0.29,-3.55,-0.32,1038.00,1040.00,1000.00,1000.00
275189,0,-0.23,-6.93,0.04,3.00,90.00,1.19,-0.23,-6.93,0.04,1000.00,1000.00,1021.00,1019.00
275265,0,-0.62,-0.95,0.15,-1.50,65.25,-0.56,-0.62,-0.95,0.15,1000.00,1000.00,1018.00,1018.00
275380,0,-0.53,3.35,0.10,2.87,12.69,0.94,-0.53,3.35,0.10,1000.00,1000.00,1007.00,1004.00
275418,0,-0.51,3.32,0.10,-1.56,-6.87,3.00,-0.51,3.32,0.10,1000.00,1000.00,1000.00,1000.00
275533,0,-0.45,-1.05,0.15,-2.94,-54.50,1.37,-0.45,-1.05,0.15,1017.00,1015.00,1000.00,1000.00
273,0,-0.35,-3.44,0.16,-1.81,-62.25,0.69,-0.35,-3.44,0.16,1020.00,1020.00,1000.00,1000.00
275613,0,-0.33,-5.76,0.17,-0.44,-59.25,-1.56,-0.33,-5.76,0.17,1021.00,1021.00,1000.00,1000.00
275993,0,-0.47,-7.62,-1.07,-0.81,37.12,8.25,-0.47,-7.62,-1.07,1000.00,1000.00,1005.00,1005.00
276073,0,-0.55,-4.44,-0.75,1.25,38.81,4.75,-0.55,-4.44,-0.75,1000.00,1000.00,1008.00,1007.00
276647,0,-0.80,34.68,0.05,2.44,153.50,0.37,-0.80,34.68,0.05,1000.00,1000.00,1070.00,1068.00
276764,0,-1.49,45.52,0.42,-2.62,37.19,2.62,-1.49,45.52,0.42,1000.00,1000.00,1044.00,1044.00
277565,0,-0.39,5.33,0.32,20.94,239.87,-5.19,-0.39,5.33,0.32,1000.00,1000.00,1079.00,1066.00
278025,0,-0.53,-12.25,-0.87,-0.25,-201.62,6.75,-0.53,-12.25,-0.87,1066.00,1067.00,1000.00,1000.00
278407,0,-0.49,-12.29,0.20,9.69,163.37,4.06,-0.49,-12.29,0.20,1000.00,1000.00,1041.00,1035.00
278487,0,-0.58,0.47,0.24,-3.94,155.31,-8.69,-0.58,0.47,0.24,1000.00,1000.00,1044.00,1045.00
278945,0,-0.40,-10.69,-0.61,-1.25,-120.06,-0.19,-0.40,-10.69,-0.61,1042.00,1042.00,1000.00,1000.00
279327,0,-0.62,-7.40,0.10,-5.50,92.25,-9.94,-0.62,-7.40,0.10,1000.00,1000.00,1019.00,1022.00
279406,0,-0.41,-0.66,0.01,7.25,79.50,4.87,-0.41,-0.66,0.01,1000.00,1000.00,1024.00,1020.00
279520,0,-0.54,4.79,0.15,-3.87,21.94,-4.25,-0.54,4.79,0.15,1000.00,1000.00,1009.00,1010.00
279558,0,-0.58,5.17,0.13,4.00,1.12,-0.69,-0.58,5.17,0.13,1000.00,1000.00,1005.00,1002.00
279634,0,-0.58,3.25,0.11,-3.56,-42.31,0.19,-0.58,3.25,0.11,1010.00,1009.00,1000.00,1000.00
279673,0,-0.50,1.29,0.10,-0.75,-56.44,1.06,-0.50,1.29,0.10,1015.00,1015.00,1000.00,1000.00
279751,0,-0.46,-3.10,0.10,-2.81,-68.62,1.19,-0.46,-3.10,0.10,1022.00,1021.00,1000.00,1000.00
280133,0,-0.64,-8.44,-1.22,-0.56,40.94,7.00,-0.64,-8.44,-1.22,1000.00,1000.00,1005.00,1005.00
280213,0,-0.61,-5.54,-1.03,1.87,37.94,-0.25,-0.61,-5.54,-1.03,1000.00,1000.00,1007.00,1006.00
280592,0,0.01,22.61,-1.52,0.75,5.69,4.12,0.01,22.61,-1.52,1000.00,1000.00,1018.00,1018.00
280671,0,-0.16,18.18,-1.30,-4.37,-109.31,-1.06,-0.16,18.18,-1.30,1019.00,1017.00,1000.00,1000.00
281593,0,-0.29,14.43,-0.74,5.00,-117.81,10.31,-0.29,14.43,-0.74,1021.00,1024.00,1000.00,1000.00
281937,0,-0.97,-26.35,-1.24,-1.06,-16.37,7.69,-0.97,-26.35,-1.24,1023.00,1024.00,1000.00,1000.00
282432,0,-0.66,8.03,-0.14,-3.56,-37.19,-4.12,-0.66,8.03,-0.14,1005.00,1004.00,1000.00,1000.00
282512,0,-0.42,3.09,-0.38,0.88,-75.94,-0.88,-0.42,3.09,-0.38,1019.00,1020.00,1000.00,1000.00
283431,0,-0.40,-24.61,0.30,9.25,-208.37,12.63,-0.40,-24.61,0.30,1075.00,1081.00,1000.00,1000.00
283891,0,-0.14,0.30,-0.13,9.44,79.87,-5.25,-0.14,0.30,-0.13,1000.00,1000.00,1026.00,1020.00
284351,0,0.98,-30.12,0.46,43.94,-202.56,12.50,0.98,-30.12,0.46,1068.00,1092.00,1000.00,1000.00
284733,0,-0.01,-5.00,0.24,15.31,202.00,3.31,-0.01,-5.00,0.24,1000.00,1000.00,1058.00,1050.00
284812,0,-0.83,9.46,0.27,-6.00,149.50,-2.87,-0.83,9.46,0.27,1000.00,1000.00,1048.00,1051.00
286191,0,-0.72,-49.41,1.12,-23.12,-97.37,-12.13,-0.72,-49.41,1.12,1070.00,1058.00,1000.00,1000.00
286651,0,-0.01,22.62,-0.18,0.31,117.12,-17.31,-0.01,22.62,-0.18,1000.00,1000.00,1050.00,1050.00
287032,0,-0.69,-19.77,-1.03,3.25,-182.56,1.19,-0.69,-19.77,-1.03,1065.00,1068.00,1000.00,1000.00
287112,0,-1.06,-30.22,-1.09,2.37,-94.37,7.56,-1.06,-30.22,-1.09,1048.00,1050.00,1000.00,1000.00
287494,0,-0.83,0.11,0.39,-1.94,130.94,-5.69,-0.83,0.11,0.39,1000.00,1000.00,1037.00,1037.00
87534,0,-0.34,4.61,0.38,-13.44,107.00,-15.31,-0.34,4.61,0.38,1000.00,1000.00,1030.00,1037.00
287573,0,-0.13,7.99,0.19,3.81,72.37,-9.94,-0.13,7.99,0.19,1000.00,1000.00,1027.00,1025.00
288031,0,-0.84,-19.52,-1.27,0.69,-33.00,3.37,-0.84,-19.52,-1.27,1023.00,1024.00,1000.00,1000.00
288988,0,-0.67,-10.97,-0.92,-0.50,12.88,0.13,-0.67,-10.97,-0.92,1004.00,1004.00,1000.00,1000.00
289068,0,-0.57,-8.70,-1.01,-0.88,30.75,3.69,-0.57,-8.70,-1.01,1000.00,1000.00,1002.00,1002.00
289148,0,-0.61,-5.83,-0.84,1.69,36.56,7.56,-0.61,-5.83,-0.84,1000.00,1000.00,1007.00,1005.00
290103,0,-0.96,28.58,1.58,6.19,16.00,-6.12,-0.96,28.58,1.58,1000.00,1000.00,1027.00,1023.00
291712,0,-0.50,-4.13,0.70,-13.50,218.62,-7.44,-0.50,-4.13,0.70,1000.00,1000.00,1056.00,1063.00
292669,0,-0.54,-2.87,0.53,16.75,123.06,6.44,-0.54,-2.87,0.53,1000.00,1000.00,1038.00,1028.00
292747,0,-0.38,5.07,0.65,-9.75,81.25,-9.19,-0.38,5.07,0.65,1000.00,1000.00,1024.00,1029.00
292861,0,-0.52,9.52,0.28,-3.12,-0.50,-5.25,-0.52,9.52,0.28,1000.00,1000.00,1006.00,1007.00
292900,0,-0.28,8.86,0.11,-4.81,-26.25,-2.56,-0.28,8.86,0.11,1002.00,1000.00,1000.00,1000.00
293321,0,-0.49,-15.01,-0.29,-0.75,8.63,4.50,-0.49,-15.01,-0.29,1008.00,1008.00,1000.00,1000.00
293934,0,-0.51,-4.67,0.55,0.37,-32.50,-6.69,-0.51,-4.67,0.55,1012.00,1013.00,1000.00,1000.00
3974,0,-0.50,-6.02,0.43,-0.88,-26.56,-8.31,-0.50,-5.79,0.43,1011.00,1011.00,1000.00,1000.00
294014,0,-0.58,-6.72,0.18,0.62,-21.75,-7.87,-0.58,-6.72,0.18,1010.00,1011.00,1000.00,1000.00
294394,0,-0.58,-3.62,-0.35,2.25,16.19,4.69,-0.58,-3.62,-0.35,1000.00,1000.00,1002.00,1001.00
234,0,-0.64,-3.02,-0.23,0.81,13.44,3.00,-0.64,-3.02,-0.23,1000.00,1000.00,1002.00,1001.00
294474,0,-0.60,-2.68,-0.14,-1.31,6.37,0.37,-0.60,-2.68,-0.14,1000.00,1000.00,1000.00,1000.00
294854,0,-0.68,-4.73,-0.04,-0.69,-1.62,0.13,-0.68,-4.73,-0.04,1003.00,1004.00,1000.00,1000.00
294934,0,-0.68,-4.50,-0.08,0.25,4.69,-0.19,-0.68,-4.50,-0.08,1001.00,1002.00,1000.00,1000.00
295314,0,-0.69,-3.36,-0.10,0.44,-7.37,-0.06,-0.69,-3.36,-0.10,1004.00,1005.00,1000.00,1000.00
254,0,-0.69,-3.60,-0.11,0.31,-6.19,-0.06,-0.69,-3.60,-0.11,1003.00,1004.00,1000.00,1000.00
295394,0,-0.69,-3.76,-0.11,0.19,-5.06,0.31,-0.69,-3.76,-0.11,1003.00,1004.00,1000.00,1000.00
295774,0,-0.70,-2.66,-0.11,0.25,0.94,-0.06,-0.70,-2.66,-0.11,1001.00,1002.00,1000.00,1000.00
2954,0,-0.70,-2.64,-0.10,0.06,-1.31,0.19,-0.70,-2.64,-0.10,1001.00,1002.00,1000.00,1000.00
