millis,armed,flip,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,u2,m1,m2,m3,m4
78076,1,0,0.66,5.94,-1.36,0.00,0.25,1.19,0.59,5.31,-1.29,-0.00000016,1491.00,1491.00,1491.00,1491.00
78116,1,0,0.66,5.94,-1.36,-0.31,-0.19,-1.75,0.59,5.31,-1.29,-0.00000022,1491.00,1491.00,1491.00,1491.00
78339,1,0,0.64,6.12,-1.35,-3.94,-0.37,-1.19,0.57,5.49,-1.28,-0.00000088,1492.00,1490.00,1490.00,1492.00
78574,1,0,1.44,6.12,-1.33,-2.50,-0.19,0.44,1.37,5.49,-1.26,-0.00000084,1492.00,1490.00,1490.00,1492.00
78945,1,0,1.48,6.11,-1.32,-1.81,0.06,-1.44,1.41,5.48,-1.25,-0.00000073,1492.00,1490.00,1490.00,1492.00
78988,1,0,1.68,6.12,-1.31,-1.62,0.06,-0.94,1.61,5.49,-1.24,-0.00000075,1492.00,1490.00,1490.00,1492.00
79150,1,0,1.27,6.12,-1.33,3.75,0.31,0.62,1.20,5.49,-1.26,0.00000036,1491.00,1491.00,1491.00,1491.00
79340,1,1,1.54,6.11,-1.27,-3.00,0.62,-1.44,1.47,5.48,-1.20,-0.00000096,1492.00,1490.00,1490.00,1492.00
79380,1,1,1.54,6.11,-1.28,0.6,0.31,0.56,1.47,5.48,-1.21,-0.00000029,1491.00,1491.00,1491.00,1491.00
79494,1,1,1.42,6.11,-1.26,3.19,0.31,0.13,1.35,5.48,-1.19,0.00000021,1491.00,1491.00,1491.00,1491.00
79552,1,1,1.40,6.11,-1.28,-0.94,0.13,1.69,1.33,5.48,-1.21,-0.00000054,1492.00,1490.00,1490.00,1492.00
79729,1,1,1.21,6.10,-1.29,1.19,0.13,1.00,0.72,5.26,-1.22,0.00000002,1491.00,1491.00,1491.00,1491.00
79791,1,1,1.31,6.10,-1.26,-3.75,0.19,-1.37,-10.59,5.26,-1.19,0.00000224,1487.00,1495.00,1495.00,1487.00
79818,1,1,1.48,6.10,-1.24,-4.69,-0.06,0.50,-29.88,5.26,-1.17,0.00000741,1476.00,1506.00,1506.00,1476.00
79957,1,1,2.93,6.09,-1.24,-21.37,0.37,1.94,-32.07,5.25,-1.17,0.00000495,1481.00,1501.00,1501.00,1481.00
80181,1,1,7.05,6.06,-1.11,1.62,0.44,1.19,3.48,5.22,-1.04,-0.00000067,1492.00,1490.00,1490.00,1492.00
80531,1,1,0.87,6.10,-0.91,-8.69,0.25,4.50,0.80,5.26,-0.84,-0.00000182,1494.00,1488.00,1488.00,1494.00
80590,1,1,1.38,6.10,-1.26,-10.63,-0.31,2.44,1.31,5.26,-1.19,-0.00000232,1495.00,1487.00,1487.00,1495.00
80762,1,1,2.51,6.11,-1.12,2.00,0.31,0.13,37.51,5.27,-1.05,-0.00001002,1511.00,1471.00,1471.00,1511.00
80996,1,1,-2.41,6.14,-1.29,18.75,0.44,0.44,32.59,5.51,-1.22,-0.00000558,1502.00,1480.00,1480.00,1502.00
81184,1,1,-2.97,6.16,-1.26,-12.13,-0.31,-1.44,-3.04,5.53,-1.19,-0.00000139,1493.00,1489.00,1489.00,1493.00
81422,1,1,2.22,6.11,-0.58,-13.19,-0.37,-2.94,2.15,5.48,-0.51,-0.00000302,1497.00,1485.00,1485.00,1497.00
81569,1,1,2.37,6.11,-0.54,4.19,0.37,0.19,2.30,5.48,-0.47,0.00000013,1491.00,1491.00,1491.00,1491.00
81630,1,1,2.04,6.13,-0.54,7.19,0.69,-0.37,1.97,4.80,-0.47,0.00000078,1490.00,1492.00,1492.00,1490.00
81657,1,1,1.85,6.12,-0.57,5.94,-0.06,1.06,-9.98,5.49,-0.50,0.00000386,100,1498.00,1498.00,1484.00
81787,1,1,2.35,6.12,-0.64,-16.31,0.13,-0.62,-32.65,5.28,-0.57,0.00000604,1479.00,1503.00,1503.00,1479.00
81857,1,1,3.56,6.11,-0.55,-21.94,-0.56,0.44,-31.44,5.27,-0.48,0.00000467,1482.00,1500.00,1500.00,1482.00
82100,1,1,5.46,6.08,-0.62,22.37,0.25,1.19,5.39,5.24,-0.55,0.00000262,1486.00,1496.00,1496.00,1486.00
82141,1,1,4.70,6.08,-0.66,26.25,0.31,1.69,4.63,5.24,-0.59,0.00000355,1484.00,1498.00,1498.00,1484.00
82227,1,1,2.30,6.11,-0.77,26.69,0.62,0.56,2.23,5.27,-0.70,0.00000429,1483.00,1499.00,1499.00,1483.00
82373,1,1,0.84,6.12,-0.68,-0.31,0.56,0.44,0.77,5.49,-0.61,-0.00000027,1491.00,1491.00,1491.00,1491.00
82554,1,1,2.11,6.14,-1.07,-10.81,0.62,0.69,2.04,5.30,-1.00,-0.00000255,1496.00,1486.00,1486.00,1496.00
82596,1,1,2.34,6.12,-1.05,-6.19,-0.62,-0.25,2.27,5.28,-0.98,-0.00000177,1494.00,1488.00,1488.00,1494.00
82721,1,1,2.42,6.13,-1.05,1.31,0.19,0.31,2.35,5.29,-0.98,-0.00000041,1491.00,1491.00,1491.00,1491.00
82782,1,1,2.42,6.13,-1.07,0.06,0.00,0.62,2.35,5.29,-1.00,-0.00000064,1492.00,1490.00,1490.00,1492.00
82934,1,1,1.93,6.13,-1.09,1.75,0.44,0.06,1.86,5.50,-1.02,-0.00000019,1491.00,1491.00,1491.00,1491.00
83288,1,1,1.94,6.13,-1.09,0.13,0.19,0.37,1.87,5.50,-1.02,-0.00000050,1492.00,1490.00,1490.00,1492.00
83352,1,1,2.09,6.13,-1.09,-4.94,0.00,-0.88,2.02,0,-1.02,-0.00000147,1493.00,1489.00,1489.00,1493.00
83521,1,1,2.18,6.12,-1.07,0.88,-0.19,-0.37,2.11,5.49,-1.00,-0.00000042,1491.00,1491.00,1491.00,1491.00
83749,1,0,2.28,6.13,-1.05,-0.88,-0.06,-0.88,2.21,5.29,-0.98,-0.00000077,1492.00,1490.00,1490.00,1492.00
84097,1,0,1.98,6.14,-1.06,0.31,0.37,0.69,1.91,5.51,-0.99,-0.00000047,1491.00,1491.00,1491.00,1491.00
84151,1,0,1.97,6.18,-1.08,-4.87,0.81,1.00,1.90,5.55,-1.01,-0.00000142,1493.00,1489.00,1489.00,1493.00
84314,1,0,2.88,6.16,-1.01,-4.44,0.06,0.25,2.81,5.53,-0.94,-0.00000160,1494.00,1488.00,1488.00,1494.00
84627,1,0,1.62,6.17,-1.05,2.19,-0.31,0.19,1.55,5.54,-0.98,-0.00000003,1105.00,1105.00,1105.00,1105.00
84668,1,0,1.73,6.15,-1.03,-5.12,-0.31,-0.62,1.66,5.52,-0.96,-0.00000140,1071.00,1067.00,1067.00,1071.00
84899,1,0,2.78,6.14,-0.94,-2.44,0.13,-0.06,2.71,5.51,-0.87,-0.00000120,1014.00,1010.00,1010.00,1014.00
85097,1,0,1.89,5.93,-1.04,-0.44,0.00,-0.50,1.82,5.30,-0.97,-0.00000058,1013.00,1011.00,1011.00,1013.00
85239,0,0,1.18,5.83,-1.10,-0.06,0.25,-0.37,1.11,5.20,-1.03,-0.00000032,1012.00,1012.00,1012.00,1012.00
85301,0,0,0.99,5.80,-1.13,-2.50,0.50,-0.13,0.92,5.17,-1.06,-0.00000071,1015.00,1013.00,1013.00,1015.00
85595,0,0,0.41,5.70,-1.20,0.25,0.06,0.19,0.34,5.07,-1.13,-0.00000005,1012.00,1012.00,1012.00,1012.00
85775,0,0,0.12,5.67,-1.23,-0.69,-0.25,0.13,0.05,5.04,-1.16,-0.00000014,1012.00,1012.00,1012.00,1012.00
85926,0,0,0.01,5.65,-1.25,0.56,-0.06,0.06,-0.06,5.02,-1.18,0.00000012,1012.00,1012.00,1012.00,1012.00
86000,0,0,-0.08,5.64,-1.25,-0.56,0.06,-0.13,-,5.01,-1.18,-0.00000006,1014.00,1014.00,1014.00,1014.00
86165,0,0,-0.17,5.62,-1.27,0.13,-0.06,-0.06,-0.24,4.99,-1.20,0.00000009,1012.00,1012.00,1012.00,1012.00
86517,0,0,-0.38,5.58,-1.29,0.00,-0.13,0.19,-0.45,4.95,-1.22,0.00000012,1012.00,1012.00,1012.00,1012.00
86692,0,0,-0.46,5.57,-1.30,-0.56,0.00,-0.13,-0.53,4.94,-1.23,0.00000004,1012.00,1012.00,1012.00,1012.00
86734,0,0,-0.47,5.57,.30,-0.56,0.19,0.00,-0.54,4.94,-1.23,0.00000005,1012.00,1012.00,1012.00,1012.00
86847,0,0,-0.51,5.56,-1.31,-0.19,-0.06,-0.06,-0.58,4.93,-1.24,0.00000013,1012.00,1012.00,1012.00,1012.00
87085,0,0,-0.60,5.55,-1.32,-0.25,0.31,0.00,-0.67,4.92,-1.25,0.00000014,1012.00,1012.00,1012.00,1012.00
87428,0,0,-0.72,5.54,-1.34,0.31,0.19,0.13,-0.79,4.91,-1.27,0.00000028,1014.00,1014.00,1014.00,1014.00
87657,0,0,-0.79,5.53,-1.34,-0.13,0.00,-0.06,-0.86,4.90,-1.27,0.00000022,1014.00,1014.00,1014.00,1014.00
87999,0,0,-0.86,5.52,-1.35,0.25,0.06,0.13,-0.93,4.89,-1.28,0.00000030,1015.00,1015.00,1015.00,1015.00
88089,0,0,-0.86,5.52,-1.35,0.00,0.06,0.13,-0.93,4.89,-18,0.00000026,1017.00,1017.00,1017.00,1017.00
88238,0,0,-0.86,5.52,-1.35,0.06,-0.06,-0.06,-0.93,4.89,-1.28,0.00000027,1017.00,1017.00,1017.00,1017.00
88456,0,0,-0.86,5.52,-1.35,0.00,-0.13,-0.06,-0.93,4.89,-1.28,0.00000026,1017.00,1017.00,1017.00,1017.00
88523,0,0,-0.86,5.52,-1.35,-0.06,0.06,-0.19,-0.93,4.89,-1.28,00000025,1017.00,1017.00,1017.00,1017.00
88696,0,0,-0.86,5.52,-1.35,0.06,-0.13,-0.06,-0.93,4.89,-1.28,0.00000027,1017.00,1017.00,1017.00,1017.00
89038,0,0,-0.86,5.52,-1.35,0.19,0.06,0.06,-0.93,4.89,-1.28,0.00000029,1017.00,1017.00,1017.00,1017.00
89108,0,0,-0.86,5.52,-1.35,0.00,0.00,-0.06,-0.93,4.89,-1.28,0.00000026,1017.00,1017.00,1017.00,1017.00
89265,0,0,-0.86,5.52,-1.35,-0.19,0.00,0.00,-0.93,4.89,-1.28,0.00000022,1017.00,1017.00,1017.00,1017.00
89498,0,0,-0.86,5.52,-1.35,0.13,0.06,0.06,-0.93,4.89,-1.28,0.00000028,1014.00,1014.00,1014.00,1014.00
89726,0,0,-0.86,5.52,-1.35,-0.19,0.00,-0.06,-0.93,4.89,-1.28,0.00000022,1015.00,1015.00,1015.00,1015.00
89958,0,0,-0.86,5.52,-1.35,0.00,0.19,0.00,-0.93,4.89,-1.28,0.00000026,1014.00,1014.00,1014.00,1014.00
90273,0,0,-0.86,5.52,-1.35,-0.13,0.00,0.00,-0.93,4.89,-1.28,0.00000024,1015.00,1015.00,1015.00,1015.00
90301,0,0,-0.86,5.52,-1.35,0.06,0.00,-0.06,-0.93,4.89,-1.28,0.00000027,1015.00,1015.00,1015.00,1015.00
90369,0,0,-0.86,5.52,-1.35,-0.06,-0.06,-0.13,-0.93,4.89,-1.28,0.00000025,1015.00,1015.00,1015.00,1015.00
90520,0,0,-0.86,5.52,-1.35,0.13,-0.06,0.00,-0.93,4.89,-1.28,0.00000028,1014.00,1014.00,1014.00,1014.00
90758,0,0,-0.86,5.52,-1.35,0.25,0.06,0.00,-0.93,4.89,-1.28,0.00000030,1014.00,1014.00,1014.00,1014.00
90816,0,0,-0.86,5.52,-1.35,-0.13,0.13,-0.06,-0.93,4.89,-1.28,0.00000024,1014.00,1014.00,1014.00,1014.00
90843,0,0,-0.86,5.52,-1.35,-0.19,0.00,0.00,-0.93,4.89,-1.28,0.0,1014.00,1014.00,1014.00,1014.00
90980,0,0,-0.86,5.52,-1.35,-0.19,0.25,0.00,-0.93,4.89,-1.28,0.00000022,1014.00,1014.00,1014.00,1014.00
91046,0,0,-0.86,5.52,-1.35,-0.19,0.00,-0.06,-0.93,4.89,-1.28,0.00000022,1014.00,1014.00,1014.00,1014.00
91219,0,0,-0.86,5.52,-1.35,0.00,-0.06,0.06,-0.93,4.89,-1.28,0.00000026,1014.00,1014.00,1014.00,1014.00
91441,0,0,-0.86,5.52,-1.35,0.00,0.06,-0.13,-0.93,4.89,-1.28,0.00000026,1014.00,1014.00,1014.00,1014.00
91501,0,0,-0.86,5.52,-1.35,-0.06,0.06,0.00,-0.93,4.89,-1.28,0.00000025,1014.0,1014.00,1014.00,1014.00
91571,0,0,-0.86,5.52,-1.35,0.13,0.00,0.06,-0.93,4.89,-1.28,0.00000028,1014.00,1014.00,1014.00,1014.00
91678,0,0,-0.86,5.52,-1.35,0.25,-0.06,0.06,-0.93,4.89,-1.28,0.00000030,1014.00,1014.00,1014.00,1014.00
91730,0,0<105133,0,0,-0.86,5.52,-1.35,-0.19,-0.06,0.06,-0.93,4.89,-1.28,1014.00,1014.00,1014.00
91984,0,0,-0.86,5.52,-1.35,0.13,-0.06,0.00,-0.93,4.89,-1.28,0.00000028,1014.00,1014.00,1014.00,1014.00
92025,0,0,-0.86,5.52,-1.35,-0.06,0.00,0.06,-0.93,4.89,-1.28,0.00000025,1014.00,1014.00,1014.00,1014.00
92257,0,0,-0.86,5.52,-1.35,0.19,0.06,0.00,-0.86,5.52,-1.35,0.00000027,1000.00,1000.00,1000.00,1000.00
92484,0,0,-0.86,5.52,-1.35,0.00,0.00,0.00,-0.86,5.52,-1.35,0.00000024,1000.00,1000.00,1000.00,1000.00
92723,0,0,-0.86,5.52,-1.35,0.31,0.06,-0.06,-0.86,5.52,-1.35,0.00000030,1000.00,1000.00,1000.00,1000.00
92902,0,0,-0.86,5.52,-1.35,0.25,0.13,0.13,-0.86,5.52,-1.35,0.00000029,1000.00,1000.00,1000.00,1000.00
93145,0,0,-0.86,5.52,-1.35,0.00,-0.06,0.00,-0.86,5.52,-1.35,0.00000024,1000.00,1000.00,1000.00,1000.00
93303,0,0,-0.86,5.52,-1.35,-0.19,0.19,0.19,-0.86,5.52,-1.35,0.00000020,1000.00,1000.00,1000.00,1000.00
93349,0,0,-0.86,5.52,-1.35,-0.13,0.13,-0.06,-0.86,5.52,-1.35,0.00000022,1000.00,1000.00,1000.00,1000.00
93509,0,0,-0.86,5.52,-1.35,0.19,0.06,-0.06,-0.86,5.52,-1.35,0.00000027,1000.00,1000.00,1000.00,1000.00
93572,0,0,-0.86,5.52,-1.35,-0.06,-0.06,0.06,-0.86,5.52,-1.35,0.00000023,1000.00,1000.00,1000.00,1000.00
93602,0,0,-0.86,5.52,-1.35,0.19,0.06,0.00,-0.86,5.52,-1.35,0.00000027,1000.00,1000.00,1000.00,1000.00
93751,0,0,-0.86,5.52,-1.35,0.00,-0.13,0.13,-0.86,5.52,-1.35,0.00000024,1000.00,1000.00,1000.00,1000.00
93833,0,0,-0.90,5.64,-1.26,3.06,3.00,-5.75,-0.90,5.64,-1.26,0.00000081,1000.00,1001.00,1001.00,1000.00
93976,0,0,-1.69,5.47,-0.74,1.44,-4.81,-0.31,-1.69,5.47,-0.74,0.00000073,1000.00,1001.00,1001.00,1000.00
94036,0,0,-1.56,5.57,-0.73,-3.00,-1.87,-0.56,-1.56,5.57,-0.73,-0.00000012,1000.00,1000.00,1000.00,1000.00
94200,0,0,-0.85,5.54,-0.73,-8.94,3.50,0.25,-0.85,5.54,-0.73,-0.00000141,1002.00,1000.00,1000.00,1002.00
94432,0,0,2.58,5.39,-1.36,7.50,-1.50,0.00,2.58,5.39,-1.36,0.00000066,1000.00,1001.00,1001.00,1000.00
94794,0,0,0.65,5.43,-1.52,1.75,-0.56,-0.94,0.65,5.43,-1.52,0.00000014,1000.00,1000.00,1000.00,1000.00
95010,0,0,2.10,5.44,-1.51,0.50,0.94,0.19,2.10,5.44,-1.51,-0.00000049,1000.00,1000.00,1000.00,1000.00
95205,0,0,3.02,5.37,-1.53,7.87,0.62,-0.81,3.02,5.37,-1.53,0.00000061,1000.00,1001.00,1001.00,1000.00
95357,0,0,2.55,5.45,-1.47,-3.56,-0.94,1.00,2.55,5.45,-1.47,-0.00000136,1002.00,1000.00,1000.00,1002.00
95420,0,0,2.48,5.45,-1.50,-4.19,1.56,-0.25,2.48,5.45,-1.50,-0.00000146,1002.00,1000.00,1000.00,1002.00
95441,0,0,2.65,5.46,-1.50,-3.44,0.37,-0.19,2.65,5.46,-50,-0.00000137,1002.00,1000.00,1000.00,1002.00
95583,0,0,2.69,5.44,-1.52,3.31,0.37,0.75,2.69,5.44,-1.52,-0.00000014,1000.00,1000.00,1000.00,1000.00
95820,0,0,3.41,5.28,-1.60,-0.94,-1.44,1.00,3.41,5.28,-1.60,-0.00000112,1002.00,1000.00,1000.00,1002.00
95870,0,0,3.55,5.27,-1.61,-7.19,0.62,-0.75,3.55,5.27,-1.61,-0.00000231,1004.00,1000.00,1000.00,1004.00
96038,0,0,5.66,5.42,-1.46,-2.06,-1.69,-1.25,5.66,5.42,-1.46,-0.00000195,1003.00,1000.00,1000.00,1003.00
