millis,armed,flip,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,u2,m1,m2,m3,m4
49346,1,1,1.07,5.13,-0.25,-2.69,-0.13,-0.94,1.00,4.50,-0.18,-0.00000077,1398.00,1396.00,1396.00,1398.00
49387,1,1,1.14,5.13,-0.26,-2.06,0.19,0.19,1.07,4.50,-0.19,-0.00000068,1398.00,1396.00,1396.00,1398.00
49445,1,1,1.23,5.14,-0.25,-0.31,0.37,0.13,1.16,4.51,-0.18,-0.00000038,1397.00,1397.00,1397.00,1397.00
49601,1,1,0.63,5.15,-0.26,5.81,0.69,0.94,0.56,4.52,-0.19,0.00000092,1396.00,1398.00,1398.00,1396.00
49841,1,1,0.58,54,-0.25,-3.62,0.50,-0.75,0.51,4.61,-0.18,-0.00000081,1398.00,1396.00,1396.00,1398.00
49893,1,1,0.73,5.24<63293,1,1,0.86,5.24,-0.25,-3.69,0.25,-0.13,0.79,4.61,-0.18,-01398.00
49920,1,1,0.98,5.24,-0.24,-3.69,-0.06,-0.69,0.91,4.61,-0.17,-0.00000093,1398.00,1396.00,1396.00,1398.00
49958,1,1,1.07,5.24,-0.24,-3.81,0.13,0.94,1.00,4.61,-0.17,-0.00000098,1398.00,1396.00,1396.00,1398.00
50189,1,1,0.51,5.28,-0.25,2.94,1.06,0.44,0.44,4.65,-0.18,0.00000042,1397.00,1397.00,1397.00,1397.00
50384,1,1,0.23,5.31,-0.26,-3.00,0.06,0.13,0.16,4.68,-0.19,-0.00000060,1398.00,1396.00,1396.00,1398.00
50411,1,1,0.37,5.31,-0.24,-3.62,0.69,-0.69,0.30,4.68,-0.17,-0.00000075,1398.00,1396.00,1396.00,1398.00
50526,1,1,1.11,5.29,-0.22,-3.56,0.06,0.13,1.04,4.66,-0.15,-0.00000094,1398.00,1396.00,1396.00,1398.00
50589,1,1,1.15,5.29,-0.22,2.06,-0.13,0.00,1.08,4.66,-0.15,0.00000008,1397.00,1397.00,1397.00,1397.00
50616,1,1,1.01,5.30,-0.23,3.06,-0.13,-0.62,0.94,4.67,-0.16,0.,1397.00,1397.00,1397.00,1397.00
50751,1,1,0.96,5.31,-0.21,-3.12,0.13,-0.69,0.89,4.68,-0.14,-0.00000082,1398.00,1396.00,1396.00,1398.00
50920,1,1,0.93,5.35,-0.23,2.00,0.06,-0.50,0.86,4.72,-0.16,0.00000013,1397.00,1397.00,1397.00,1397.00
51104,1,1,0.75,5.36,-0.23,-1.31,-0.06,-0.81,0.68,4.73,-0.16,-0.00000043,1397.00,1397.00,1397.00,1397.00
51340,1,1,1.01,5.35,-0.22,-3.94,-0.25,-0.75,0.94,4.72,-0.15,-0.00000098,1399.00,1395.00,1395.00,1399.00
51415,1,1,1.64,5.35,-0.21,-5.94,0.19,-0.69,1.57,4.72,-0.14,-0.00000153,1400.00,1394.00,1394.00,1400.00
51452,1,1,1.77,5.34,-0.20,-3.62,-0.50,0.25,1.70,4.71,-0.13,-0.00000114,1399.00,1395.00,1395.00,1399.00
51516,1,1,1.80,5.35,-0.20,1.81,-0.25,-0.06,1.73,4.72,-0.13,-0.00000014,1397.00,1397.00,1397.00,1397.00
51671,1,1,1.26,5.35,-0.19,5.94,0.56,-0.13,1.19,4.72,-0.12,0.00000076,1396.00,1398.00,1398.00,1396.00
51736,1,1,0.88,5.35,-0.20,5.44,0.31,-0.44,0.81,4.72,-0.13,0.00000078,1396,1398.00,1398.00,1396.00
52024,1,1,0.72,5.39,-0.18,-3.62,0.75,-0.25,0.65,4.76,-0.11,-0.00000085,1398.00,1396.00,1396.00,1398.00
52079,1,1,0.82,5.33,-0.20,-5.31,-0.75,0.25,0.75,4.70,-0.13,-0.00000118,1399.00,1395.00,1395.00,1399.00
52261,1,1,1.47,5.29,-0.20,-3.06,0.69,-0.31,1.40,4.66,-0.13,-0.00000095,1398.00,1396.00,1396.00,1398.00
52318,1,1,1.48,5.29,-0.20,-0.69,0.50,0.06,1.41,4.66,-0.13,-0.00000052,1398.00,1396.00,1396.00,1398.00
52486,1,1,1.41,5.29,-0.19,2.19,-0.81,-0.06,1.34,4.66,-0.12,0.00000003,1397.00,1397.00,1397.00,1397.00
52789,1,1,0.49,5.38,-0.22,-4.31,-0.37,0.00,0.42,4.75,-0.15,-0.00000091,1398.00,1396.00,1396.00,1398.00
52822,1,1,0.63,5.37,-0.22,-5.06,-0.25,-0.31,0.56,4.74,-0.15,-0.00000109,1399.00,1395.00,1395.00,1399.00
52893,1,1,0.82,5.37,-0.21,-2.62,0.94,0.06,0.75,4.74,-0.14,-0.00000069,1398.00,1396.00,1396.00,1398.00
52920,1,1,0.91,5.37,-0.22,-2.56,-0.37,-0.25,0.84,4.74,-0.15,-0.00000070,1398.00,1396.00,1396.00,1398.00
53054,1,1,1.16,5.38,-0.19,1.94,0.31,0.13,1.09,4.75,-0.12,0.00000005,1397.00,1397.00,1397.00,1397.00
53409,1,0,0.91,5.35,-0.16,-5.00,0.13,-0.69,0.84,4.72,-0.09,-0.00000115,1399.00,1395.00,1395.00,1399.00
53633,1,0,1.14,5.35,-0.16,1.62,0.13,0.19,1.07,4.72,-0.09,0.00000000,1397.00,1397.00,1397.00,1397.00
53686,1,0,0.97,5.35,-0.16,2.87,1.12,0.50,0.90,4.72,-0.09,0.00000028,1397.00,100,1397.00,1397.00
53982,1,0,0.26,5.39,-0.18,-2.19,0.19,-0.50,0.19,4.76,-0.11,-0.00000045,1397.00,1397.00,1397.00,1397.00
54038,1,0,0.41,5.40,-0.16,-2.94,-0.13,-0.88,0.34,4.77,-0.09,-0.00000063,1398.00,1396.00,1396.00,1398.00
54203,1,0,0.55,5.40,-0.14,0.13,-0.75,-0.19,0.48,4.77,-0.07,-0.00000011,1397.00,1397.00,1397.00,1397.00
54410,1,0,0.54,5.42,-0.16,-0.31,-0.88,-0.13,0.47,4.79,-0.09,-0.00000019,1397.00,1397.00,1397.00,1397.00
54554,1,0,0.09,5.43,-0.18,3.00,0.56,-0.50,0.02,4.80,-0.11,0.00000055,1396.00,1398.00,1398.00,1396.00
54789,1,0,0.26,5.43,-0.20,-3.31,0.44,-0.56,0.19,4.80,-0.13,-0.00000066,1398.00,1396.00,1396.00,1398.00
55013,1,0,0.57,5.41,-0.22,-2.94,0.25,-0.25,0.50,4.78,-0.15,-0.00000068,1398.00,1396.00,1396.00,1398.00
55090,1,0,0.66,5.40,-0.22,-1.37,0.31,-0.19,0.59,4.77,-0.15,-0.00000042,1397.00,1397.00,1397.00,1397.00
55127,1,0,0.66,5.39,-0.22,-1.75,-0.62,-0.06,0.59,4.76,-0.15,-0.00000049,1397.00,1397.00,1397.00,1397.00
55196,1,0,0.75,5.37,-0.22,-1.44,-0.69,0.37,0.68,4.74,-0.15,-0.00000045,1397.00,1397.00,1397.00,1397.00
55350,1,0,0.75,5.30,-0.22,-1.44,0.37,-0.13,0.68,4.67,-0.15,-0.00000045,1397.00,1397.00,1397.00,1397.00
55430,1,0,0.84,5.29,-0.21,-2.56,0.50,0.94,0.77,4.66,-0.14,-0.00000069,1398.00,1396.00,1396.00,1398.00
55457,1,0,0.87,5.29,-0.20,-0.69,-0.19,-1.12,0.80,4.66,.13,-0.00000035,1397.00,1397.00,1397.00,1397.00
55584,1,0,0.40,5.33,-0.21,4.56,0.31,0.62,0.33,4.70,-0.14,0.00000075,1396.00,1398.00,1398.00,1396.00
55940,1,0,0.12,5.28,-0.20,-2.06,-0.13,0.75,0.05,4.65,-0.13,-0.00000039,1397.00,1397.00,1397.00,1397.00
56007,1,0,0.33,5.28,-0.19,-5.62,0.13,0.13,0.26,4.65,-0.12,-0.00000111,1399.00,1395.00,1395.00,1399.00
56161,1,0,0.96,5.24,-0.18,-5.25,-0.19,0.31,0.89,4.61,-0.11,-0.00000121,1399.00,1395.00,1395.00,1399.00
56412,1,0,0.83,5.23,-0.20,6.25,0.75,0.13,0.76,4.60,-0.13,0.00000094,1396.00,1398.00,1398.00,1396.00
56510,1,0,-0.29,5.28,-0.22,8.81,0.37,-0.31,-0.36,4.65,-0.15,0.00000172,1394.00,1400.00,1400.00,1394.00
56568,0,0,-0.67,5.30,-0.25,2.87,0.25,0.62,-0.74,4.67,-0.18,0.00000073,1396.00,1398.00,1398.00,1396.00
56730,0,0,-1.23,5.25,-0.25,-6.25,-2.94,0.13,-1.30,4.62,-0.18,-0.00000079,1398.00,1396.00,1396.00,1398.00
56969,0,0,1.57,5.19,-0.17,-10.19,-1.25,-0.31,1.50,4.56,-0.10,-0.00000229,1401.00,1393.00,1393.00,1401.00
57315,0,0,-0.54,5.24,-0.23,9.75,0.25,0.19,-0.61,4.61,-0.16,0.00000196,1394.00,1400.00,1400.00,1394.00
57592,0,0,0.89,5.22,-0.21,-14.94,-0.19,-0.75,0.82,4.59,-0.14,-0.00000297,1403.00,1390,1391.00,1403.00
57761,0,0,2.15,5.18,-0.21,0.00,0.19,-0.06,2.08,4.55,-0.14,-0.00000058,1398.00,1396.00,1396.00,1398.00
57877,0,0,1.39,5.22,-0.21,12.44,0.06,0.44,1.32,4.59,-0.14,0.00000192,1367.00,1373.00,1373.00,1367.00
57942,0,0,0.70,5.21,-0.21,10.19,0.44,-0.13,0.63,4.58,-0.14,0.00000170,1331.00,1337.00,1337.00,1331.00
58240,0,0,0.13,5.25,-0.22,-8.69,0.19,-0.13,0.06,4.62,-0.15,-0.00000162,1015.00,1009.00,1009.00,1015.00
58469,0,0,1.93,5.22,-0.25,-2.69,-0.50,-0.13,1.86,4.59,-0.18,-0.00000101,1011.00,1007.00,1007.00,1011.00
58523,0,0,1.73,5.24,-0.26,2.25,-0.13,-0.13,1.66,4.61,-0.19,-0.00000005,1012.00,1012.00,1012.00,1012.00
58800,1,0,-1.01,5.34,-0.29,4.25,-0.06,0.06,-1.08,4.71,-0.22,0.00000108,1010.00,1014.00,1014.00,1010.00
58874,1,0,-1.15,5.34,-0.29,-2.00,0.31,-0.19,-1.22,4.71,-0.22,-0.00000003,1014.00,1014.00,1014.00,1014.00
58900,1,0,-0.98,5.32,-0.30,-6.81,-0.62,-0.06,-1.05,4.69,-0.23,-0.00000096,1015.00,1013.00,1013.00,1015.00
59042,1,0,0.11,5.30,-0.30,-13.56,0.06,0.31,0.04,4.67,-0.23,-0.00000251,1019.00,1009.00,1009.00,1019.00
59386,1,0,0.03,5.33,-0.30,10.94,0.69,0.13,-0.04,4.70,-0.23,0.00000202,1010.00,1018.00,1018.00,1010.00
59611,1,0,-1.53,5.37,-0.33,-4.19,-0.06,1.00,-1.60,4.74,-0.26,-0.00000033,1063.00,1063.00,1063.00,1063.00
59955,1,0,0.93,5.38,-0.31,5.75,0.13,0.31,0.86,4.75,-0.24,0.00000082,1230.00,1232.00,1232.00,1230.00
60016,1,0,0.30,5.41,-0.31,15.31,-0.31,0.19,0.23,4.78,-0.24,0.00000275,1229.00,1239.00,1239.00,1229.00
60045,1,0,-0.04,5.45,-0.32,8.44,2.37,-0.13,-0.11,4.82,-05,0.00000158,1243.00,1249.00,1249.00,1243.00
60182,1,0,-1.07,5.45,-0.33,0.88,-0.50,1.12,-1.14,4.82,-0.26,0.00000048,1295.00,1295.00,1295.00,1295.00
60267,1,0,-1.13,5.45,-0.33,-1.81,-1.69,0.56,-1.20,4.82,-0.26,-0.00000000,1307.00,1307.00,1307.00,1307.00
60409,1,0,-0.43,5.44,-0.31,-7.44,0.56,0.06,-0.50,4.81,-0.24,-0.00000123,1314.00,1310.00,1310.00,1314.00
60769,1,0,-0.19,5.39,-0.30,1.75,1.00,0.37,-0.26,4.76,-0.23,0.00000039,1385.00,1385.00,1385.00,1385.00
61005,1,0,-0.63,5.37,-0.30,-1.87,-0.56,0.50,-0.70,4.74,-0.23,-0.00000015,1413.00,1413.00,1413.00,1413.00
61177,1,0,-0.04,5.39,-0.29,-0.81,0.13,0.37,-0.11,4.76,-0.22,-0.00000012,1431.00,1431.00,1431.00,1431.00
61219,1,0,-0.03,5.39,-0.28,-0.06,-0.13,-0.19,-0.10,4.76,-0.21,0.00000002,1432.00,1432.00,1432.00,1432.00
61302,1,0,-0.05,5.38,-0.28,1.69,-0.19,0.06,-0.12,4.75,-0.21,0.00000034,1446.00,1446.00,1446.,1446.00
61567,1,0,-0.35,5.37,-0.29,-0.25,-0.88,0.44,-0.42,4.74,-0.22,0.00000007,1468.00,1468.00,1468.00,1468.00
61625,1,0,-0.22,5.37,-0.28,-3.12,-0.37,-0.19,-0.29,4.74,-0.21,-0.00000049,1473.00,1471.00,1471.00,1473.00
61655,1,0,-0.09,5.38,-0.28,-5.94,0.00,0.50,-0.16,4.75,-0.21,-0.00000105,1485.00,1481.00,1481.00,1485.00
61790,1,0,0.50,5.38,-0.26,-0.50,0.62,0.25,0.43,4.75,-0.19,-0.00000021,1487.00,1487.00,1487.00,1487.00
62028,1,0,-0,5.42,-0.26,7.81,-0.50,0.50,-0.29,4.79,-0.19,0.00000152,1488.00,1494.00,1494.00,1488.00
62141,1,0,-0.74,5.31,-0.32,0.19,-0.37,0.06,-0.81,4.68,-0.25,0.00000026,1491.00,1491.00,1491.00,1491.00
62371,1,0,-0.97,5.40,-0.66,-4.12,0.44,2.31,-1.04,4.77,-0.59,-0.00000047,1491.00,1491.00,1491.00,1491.00
62610,1,0,0.01,5.39,-1.21,-3.62,-0.06,1.12,-0.06,4.76,-1.14,-0.00000065,1492.00,1490.00,1490.00,1492.00
62785,1,0,0.02,5.44,-1.70,2.75,0.37,2.94,-0.05,4.81,-1.63,0.00000052,1490.00,1492.00,1492.00,1490.00
62809,1,0,-0.16,5.48,2,5.62,-0.31,4.56,-0.23,4.85,-1.75,0.00000110,1489.00,1493.00,1493.00,1489.00
62942,1,0,-0.77,5.49,-1.99,-0.50,0.25,0.75,-0.84,4.86,-1.92,0.00000014,1491.00,1491.00,1491.00,1491.00
63175,1,1,-0.71,5.47,-1.99,4.75,0.06,-0.56,-0.78,4.84,-1.92,0.00000109,1489.00,1493.00,1493.00,1489.00
63233,1,1,-1.10,5.46,-1.98,5.62,0.56,0.44,-1.17,4.83,-1.91,0.00000136,1489.00,1493.00,1493.00,1489.00
63262,1,1,-1.27,5.33,-1.99,4.19,-0.37,-0.56,-1.34,4.70,-1.92,000000114,1489.00,1493.00,1493.00,1489.00
63398,1,1,-1.28,5.33,-1.98,-0.37,-0.25,-0.94,-1.35,4.70,-1.91,0.00000031,1491.00,1491.00,1491.00,1491.00
63464,1,1,-1.06,5.34,-1.95,-5.37,-0.62,0.06,-1.13,4.71,-1.88,-0.00000068,1492.00,1490.00,1490.00,1492.00
63986,1,1,-1.23,5.17,-1.94,-1.56,-0.06,-0.81,-1.30,4.54,-1.87,0.00000007,1491.00,1491.00,1491.00,1491.00
64166,1,1,-1.25,5.21,-1.93,-2.69,-0.37,0.13,-1.32,4.58,-1.86,-0.00000013,1491.00,1491.00,1491.00,1491.00
64623,1,1,-1.16,5.22,-1.92,-0.44,0.69,-0.13,-1.23,4.59,-1.85,0.00000026,1491.00,1491.00,1491.00,1491.00
64780,1,1,-0.96,5.23,-1.91,-5.81,-0.25,-0.19,-1.03,4.60,-1.84,-0.00000079,1492.00,1490.00,1490.00,1492.00
64842,1,1,-0.62,5.24,-1.86,-4.44,-0.62,-0.62,-09,4.61,-1.79,-0.00000063,1492.00,1490.00,1490.00,1492.00
65005,1,1,-0.68,5.15,-1.89,0.81,0.13,1.31,-0.75,4.52,-1.82,0.00000036,1491.00,1491.00,1491.00,1491.00
65363,1,1,-0.09,5.22,-1.89,1.06,0.69,0.62,-0.16,4.59,-1.82,0.00000024,1491.00,1491.00,1491.00,1491.00
65425,1,1,-0.03,5.22,-1.90,-2.12,-0.13,-1.00,-0.10,4.59,-1.83,-0.00000036,1491.00,1491.00,1491.00,1491.00
65595,1,1,-0.21,5.23,-1.89,-1.81,-0.56,-1.37,-0.28,4.60,-1.82,-0.00000026,1491.00,1491.00,1491.00,1491.00
65817,1,1,0.15,5.22,-1.90,-0.69,0.56,0.00,0.08,4.59,-1.83,-0.00000015,1491.00,1491.00,1491.00,1491.00
66129,1,1,-0.12,5.23,-1.88,-3.19,0.25,0.25,-0.19,4.60,-1.81,-0.00000053,1492.00,1490.00,1490.00,1492.00
66234,1,1,0.15,5.22,-1.88,-1.12,-0.37,1.75,0.08,4.59,-1.81,-0.00000023,1491.00,1491.00,1491.00,1491.00
66273,1,1,0.15,5.22,-1.86,0.13,-0.19,0.44,0.08,4.59,-1.79,0.00000000,1491.00,1491.00,1491.00,1491.00
66390,1,1,-0.13,5.18,-1.86,-0.75,-1.00,-0.13,-0.20,4.55,-1.79,-0.00000008,1491.00,1491.00,1491.00,1491.00
66613,1,1,0.12,5.17,-1.86,0.81,-0.50,-0.75,0.05,4.54,-1.79,0.00000014,1491.00,1491.00,1491.00,1491.00
66689,1,1,0.07,5.19,-1.87,-1.12,-0.25,-0.19,-0.00,4.56,-1.80,-0.00000021,1491.00,1491.00,1491.00,1491.00
66717,1,1,0.16,5.22,-1.86,-3.62,0.19,-1.19,0.09,4.59,-1.79,-0.0069,1492.00,1490.00,1490.00,1492.00
66847,1,1,0.27,5.23,-1.86,-1.69,-0.31,0.62,0.20,4.60,-1.79,-0.00000036,1491.00,1491.00,1491.00,1491.00
66905,1,1,0.17,5.23,-1.85,1.56,-0.19,-0.31,0.10,4.60,-1.78,0.0026,1491.00,1491.00,1491.00,1491.00
67074,1,1,-0.01,5.23,-1.86,-0.50,-0.56,-0.06,-0.08,4.60,-1.79,-0.00000007,1491.00,1491.00,1491.00,1491.00
67316,1,1,0,5.25,-1.85,-2.87,0.19,-0.62,0.24,4.62,-1.78,-0.00000060,1492.00,1490.00,1490.00,1492.00
67427,1,1,0.27,5.25,-1.85,-1.25,0.19,1.50,0.20,4.62,-1.78,-0.00000029,1491.00,1491.00,1491.00,1491.00
67471,1,1,0.30,5.25,-1.83,-0.56,0.13,-0.62,0.23,4.62,-1.76,-0.00000017,1491.00,1491.00,1491.00,1491.00
67661,1,1,0.39,5.25,-1.81,-3.25,-0.62,-1.25,0.32,4.62,-1.74,-0.00000069,1492.00,1490.00,1490.00,1492.00
67887,1,1,0.33,5.27,-1.81,-1.44,-0.31,-1.56,0.26,4.64,-1.74,-0.00000034,1491.00,1491.00,1491.00,1491.00
67942,1,1,0.30,5.26,-1.82,1.12,-0.62,0.37,0.23,4.63,-1.75,0.00000014,1400,1491.00,1491.00,1491.00
68123,1,1,0.33,5.35,-1.80,-1.81,0.31,-0.69,0.26,4.72,-1.73,-0.00000041,1491.00,1491.00,1491.00,1491.00
68172,1,1,0.45,5.35,-1.81,-1.00,-0.25,0.81,0.38,4.72,-1.74,-0.00000029,1491.00,1491.00,1491.00,1491.00
68200,1,1,0.48,5.35,-1.78,-1.62,0.13,0.13,0.41,4.72,-1.71,-0.00000041,1491.00,1491.00,1491.00,1
68305,1,1,0.57,5.34,-1.79,-1.56,0.31,1.37,0.50,4.71,-1.72,-0.00000043,1491.00,1491.00,1491.00,1491.00
68346,1,1,0.64,5.34,-1.77,-2.75,0.06,-1.19,0.57,4.71,-1.70,-0.00000066,1492.00,1490.00,1490.00,1492.00
68422,1,1,0.64,5.15,-1.77,-0.13,0.13,-0.13,0.57,4.52,-1.70,-0.00000018,1491.00,1491.00,1491.00,1491.00
68453,1,1,0.71,5.15,-1.77,-2.94,0.00,-1.00,0.64,4.52,-1.70,-0.00000072,1492.00,1490.00,1490.00,1492.00
68526,1,1,0.80,5.15,-1.76,1.62,0.06,-,0.73,4.52,-1.69,0.00000010,1491.00,1491.00,1491.00,1491.00
68694,1,1,0.45,5.16,-1.76,0.06,-0.06,0.19,0.38,4.53,-1.69,-0.00000009,1491.00,1491.00,1491.00,1491.00
69035,1,1,0.31,5.27,-1.76,0.94,-0.25,0.75,0.24,4.64,-1.69,0.00000011,1491.00,1491.00,1491.00,1491.00
69226,1,1,-0.16,5.28,-1.75,5.06,0.19,1.06,-0.23,4.65,-1.68,0.00000100,1489.00,1493.00,1493.00,1489.00
69378,1,1,-0.43,5.28,-1.76,-2.06,0.06,0.62,-0.50,4.65,-1.69,-0.00000024,1491.00,1491.00,1491.00,1491.00
69602,1,1,0.36,5.29,-1.71,2.12,0.13,0.56,0.29,4.66,-1.64,0.00000031,1491.00,1491.00,1491.00,1491.00
69957,1,1,0.02,5.31,-1.68,0.25,0.44,-0.37,-0.05,4.68,-1.61,0.00000006,1491.00,1491.00,1491.00,1491.00
70188,1,0,0.23,5.31,-1.63,-3.31,0.13,-1.06,0.16,4.68,-1.56,-0.00000065,1492.00,1490.00,1490.00,1492.00
70416,1,0,-0.32,5.19,-1.64,-2.50,0.56,0.62,-0.39,4.56,-1.57,-0.00000035,1491.00,1491.00,1491.00,1491.00
70653,1,0,0.33,5.20,-1.58,-4.56,0.56,-1.00,0.26,4.57,-1.51,-0.00000091,1492.00,1490.00,1490.00,1492.00
70710,1,0,0.44,5.20,-1.63,-0.19,0.75,-0.06,0.37,4.57,-1.56,-0.00000014,14.00,1491.00,1491.00,1491.00
70987,1,1,0.87,5.20,-1.61,-2.81,-0.06,0.44,0.80,4.57,-1.54,-0.00000074,1492.00,1490.00,1490.00,1492.00
71055,1,1,0.87,5.20,-1.59,4.06,0.50,-0.69,0.80,4.57,-1.52,0.00000053,1490.00,1492.00,1492.00,1490.00
71212,1,1,0.71,5.19,-1.59,-2.56,0.19,0.25,0.64,4.56,-1.52,-0.00000065,1492.00,1490.00,1490.00,1492.00
71565,1,1,0.56,5.27,-1.58,-1.62,0.19,-0.69,0.49,4.64,-1.51,-0.00000043,1491.00,1491.00,1491.00,1491.00
71800,1,1,0.50,5.28,-1.56,2.12,0.06,-0.37,0.43,4.65,-1.49,0.00000027,1491.00,1491.00,1491.00,1491.00
71983,1,1,0.39,5.29,-1.55,0.19,-0.50,-0.81,0.32,4.66,-1.48,-0.00000005,1491.00,1491.00,1491.00,1491.00
72022,1,1,0.39,5.29,-1.56,0.62,0.25,-0.06,0.32,4.66,-1.49,0.00000003,1491.00,1491.00,1491.00,1491.00
72132,1,1,-0.02,5.83,-1.59,-0.81,0.13,0.50,-0.09,5.20,-1.52,-0.00000012,1491.00,1491.00,1491.00,1491.00
72213,1,1,-0.04,5.8,-1.60,-1.12,0.25,-0.25,-0.11,5.25,-1.53,-0.00000018,1491.00,1491.00,1491.00,1491.00
72372,1,1,0.19,5.88,-1.57,-3.44,-0.75,-0.37,0.12,5.25,-1.50,-0.00000066,1492.00,1490.00,1490.00,1492.00
72433,1,1,0.30,5.87,-1.58,-1.31,0.25,0.25,0.23,5.24,-1.51,-0.00000031,1491.00,1491.00,1491.00,1491.00
72461,1,1,0.34,5.87,-1.56,-0.81,0.25,0.13,0.27,5.24,-1.49,-0.00000022,1491.00,1491.00,1491.00,1491.00
72589,1,1,0.38,5.88,-1.55,-0.81,-0.56,-0.56,0.31,5.25,-1.48,-0.00000023,1491.00,1491.00,1491.00,1491.00
72664,1,1,0.49,5.87,-1.54,-2.50,-0.50,0.00,0.42,.24,-1.47,-0.00000058,1492.00,1490.00,1490.00,1492.00
72829,1,1,0.71,5.87,-1.55,-2.19,0.00,-0.13,0.64,5.24,-1.48,-0.00000058,1492.00,1490.00,1490.00,1492.00
73157,1,1,0.99,5.86,-1.51,-3.50,-0.06,-0.75,0.92,5.23,-1.44,-0.00000090,1492.00,1490.00,1490.00,1492.00
73185,1,1,1.08,5.86,-1.51,-1.19,-0.31,-0.44,1.01,5.23,-1.44,-0.00000050,1492.00,1490.00,1490.00,1492.00
73374,1,1,0.91,5.88,-1.52,-0.62,-0.50,-1.31,0.84,5.25,-1.45,-0.00000035,1491.00,1491.00,1491.00,1491.00
73406,1,1,0.97,5.88,-1.52,-2.31,0.37,0.62,0.90,5.25,-1.45,-0.00000068,1492.00,1490.00,1490.00,1492.00
73634,1,1,1.27,5.74,-1.51,-2.31,-0.25,0.75,1.20,5.11,-1.44,-0.00000076,1492.00,1490.00,1490.00,1492.00
73821,1,1,1.04,5.83,-1.52,1.37,0.13,1.06,0.97,5.20,-1.45,-0.00000001,1491.00,1491.00,1491.00,1491.00
73937,1,1,1.11,5.83,-1.50,-0.06,0.37,-1.12,1.04,5.20,-1.43,-0.00000030,1491.00,1491.00,1491.00,1491.00
73975,1,1,1.11,5.83,-1.51,0.25,-0.31,0.00,1.04,5.20,-1.44,-0.00000024,1491.00,1491.00,1491.00,1491.00
74200,1,1,1.37,5.83,-1.49,1.69,0.06,-0.56,1.30,5.20,-1.42,-0.00000005,1491.00,1491.00,1491.00,1491.00
74267,1,1,1.28,5.88,-1.50,0.06,0.37,-0.25,1.21,5.25,-1.43,-0.00000032,1491.00,1491.00,1491.00,1491.00
74442,1,1,1.29,5.90,-1.48,-0.06,0.25,-0.06,1.22,5.27,-1.41,-0.00000035,1491.00,1491.00,1491.00,1491.00
74512,1,1,1.20,5.89,-1.45,2.50,0.25,-0.69,1.13,5.26,-1.38,0.00000015,1491.00,1491.00,1491.00,1491.00
74553,1,1,1.18,5.90,-1.46,0.37,-0.13,0.31,1.11,5.27,-1.39,-0.00000024,1491.00,1491.00,1491.00,1491.00
74785,1,1,1.19,5.78,-1.47,-1.75,0.25,0.37,1.12,5.15,-1.40,-0.00000063,1492.00,1490.00,1490.00,1492.00
74901,1,1,1.35,5.78,-1.44,-1.37,0.31,0.50,1.28,5.15,-1.37,-0.00000061,1492.00,1490.00,1490.00,1492.00
74970,1,1,1.36,5.78,-1.45,1.19,-0.31,0.75,1.29,5.15,-1.38,-0.00000014,1491.00,1491.00,1491.00,1491.00
74992,1,1,1.24,5.78,-1.45,3.44,0.37,0.37,1.17,5.15,-1.38,0.00000031,1491.00,1491.00,1491.00,1491.00
75118,1,1,0.79,5.79,-1.44,3.69,0.00,-0.19,0.72,5.16,-1.37,0.00000048,1491.00,1491.00,1491.00,1491.00
75360,1,1,0.70,5.80,-1.43,-1.44,0.75,0.81,0.63,5.17,-1.36,-0.00000044,1491.00,1491.00,1491.00,1491.00
75585,1,1,0.80,5.88,-1.42,0.00,0.44,0.37,0.73,5.25,-1.35,-0.00000020,1491.00,1491.00,1491.00,1491.00
75711,1,1,0.70,5.88,-1.42,0.81,-0.06,-0.37,0.63,5.25,-1.35,-0.00000002,1491.00,1491.00,1491.00,1491.00
75893,1,0,0.82,5.87,-1.41,1.50,0.31,0.25,0.75,5.24,-1.34,0.00000007,1491.00,1491.00,1491.00,1491.00
75939,1,0,0.81,5.87,-1.42,0.37,-0.06,-0.37,0.74,5.24,-1.35,-0.00000014,1491.00,1491.00,1491.00,1491.00
76163,1,0,0.93,5.88,-1.40,0.56,-0.31,-0.19,0.86,5.25,-1.33,-0.00000013,1491.00,1491.00,1491.00,1491.00
76400,1,0,1.01,5.88,-1.39,-0.37,0.31,-0.50,0.94,5.25,-1.32,-0.00000033,1491.00,1491.00,1491.00,1491.00
76622,1,0,0.55,6.10,-1.43,0.31,0.31,0.81,0.48,5.47,-1.36,-0.00000008,1491.00,1491.00,1491.00,1491.00
76969,1,0,0.46,6.13,-1.40,-1.00,-0.25,-0.25,0.39,5.50,-1.33,-0.00000029,1491.00,1491.00,1491.00,1491.00
77189,1,0,0.84,5.90,-1.36,-0.81,0.56,0.44,0.77,5.27,-1.29,-0.00000036,1491.00,1491.00,1491.00,1491.00
77544,1,0,1.81,5.93,-1.26,3.00,-0.13,0.25,1.74,5.30,-1.19,0.00000007,1491.00,1491.00,1491.00,1491.00
77780,1,0,0.84,5.95,-1.37,-0.37,-0.31,2.06,0.77,5.32,-1.30,-0.00000028,1491.00,1491.00,1491.00,1491.00
78001,1,0,0.88,5.94,-1.35,2.69,-0.19,0.88,0.81,5.31,-1.28,0.00000027,1491.00,1491.00,1491.00,1491.00
