millis,armed,fp,roll,pitch,yaw,mfr,gx,spr,err_roll,u2
1457,0,0,0.84,5.76,-0.21,0.00,2.25,-0.18,1.02,0.000000
1511,0,0,0.39,5.77,-0.21,0.00,8.13,-0.18,0.57,0.000001
1541,0,0,0.03,5.77,-0.21,0.00,9.69,-0.18,0.21,0.000002
1558,0,0,-0.16,5.77,-0.21,0.00,10.19,-0.18,0.02,0.000002
1618,0,0,-0.97,5.76,-0.21,0.00,7.81,-0.18,-0.79,0.000002
1653,0,0,-1.17,5.76,-0.21,0.00,6.00,-0.18,-0.99,0.000001
1693,0,0,-1.34,5.76,-0.21,0.00,2.12,0.09,-1.43,0.000001
1739,0,0,-1.35,5.76,-0.21,0.00,-0.50,-0.18,-1.17,0.000000
1774,0,0,-1.24,5.76,-0.21,0.00,-4.25,-0.18,-1.06,-0.000000
1811,0,0,-0.68,5.76,-0.21,0.00,-9.25,0.09,-0.77,-0.000001
1830,0,0,-0.40,5.76,-0.21,0.00,-10.19,0.09,-0.49,-0.000002
1884,0,0,0.40,5.77,-0.21,0.00,-9.38,-0.18,0.58,-0.000002
1897,0,0,0.63,5.76,-0.21,0.00,-8.06,-0.18,0.81,-0.000002
1954,0,0,0.97,5.76,-0.22,0.00,-1.06,-0.18,1.15,-0.000001
2031,0,0,0.67,5.76,-0.23,0.00,6.12,-0.18,0.85,0.000001
2063,0,0,0.45,5.76,-0.22,0.00,8.00,-0.18,0.63,0.000001
2129,0,0,-0.58,5.76,-0.23,0.00,9.31,-0.18,-0.40,0.000002
2163,0,0,-0.91,5.76,-0.23,0.00,7.50,-0.18,-0.73,0.000002
2184,0,0,-1.15,5.76,-0.23,0.00,4.94,-0.18,-0.97,0.000001
2244,0,0,-1.27,5.76,-0.23,0.00,-1.69,-0.18,-1.09,-0.000000
2315,0,0,-0.89,5.76,-0.23,0.00,-7.37,-0.18,-0.71,-0.000001
2330,0,0,-0.65,5.76,-0.24,0.00,-8.94,-0.18,-0.47,-0.000002
2383,0,0,0.08,5.75,-0.24,0.00,-9.94,-0.18,0.26,-0.000002
2467,0,0,0.88,5.75,-0.25,0.00,-1.25,0.09,0.79,-0.000000
2510,0,0,0.62,5.75,-0.25,0.00,5.31,-0.18,0.80,0.000001
2541,0,0,0.34,5.75,-0.26,0.00,7.69,-0.18,0.52,002
2558,0,0,-0.01,5.74,-0.25,0.00,9.00,-0.18,0.17,0.000002
2581,0,0,-0.30,5.74,-0.25,0.00,9.38,-0.18,-0.12,0.000002
2647,0,0,-0.98,5.74,-0.26,0.00,7.25,-0.18,-0.80,0.000002
2681,0,0,-1.21,5.74,-0.26,0.00,4.62,-0.18,-1.03,0.00000100001
2695,0,0,-1.30,5.74,-0.26,0.00,2.31,-0.18,-1.12,0.000001
2748,0,0,-1.22,5.74,-0.26,0.00,-4.12,-0.18,-1.04,-0.000000
2830,0,0,-0.33,5.74,-0.26,0.00,-9.88,-0.18,-0.15,-0.000002
2917,0,0,0.62,5.74,-0.27,0.00,-7.12,-0.18,0.80,-0.000002
2931,0,0,0.71,5.74,-0.27,0.00,-4.81,0.09,0.62,-0.000001
2967,0,0,0.80,5.74,-0.28,0.00,0.13,-0.1,0.96,-0.000000
2983,0,0,0.76,5.74,-0.28,0.00,1.81,-0.18,0.94,0.000000
3011,0,0,0.60,5.74,-0.28,0.00,4.81,-0.18,0.78,0.000001
3086,0,0,0.01,5.74,-0.28,0.00,8.75,-0.18,0.19,0.000002
3101,0,0,-0.27,5.74,-0.28,0.00,9.13,-0.18,-0.09,0.000002
3161,0,0,-1.01,5.74,-0.28,0.00,6.69,-0.18,-0.83,0.000001
3245,0,0,-1.26,5.73,-0.28,0.00,-1.81,-0.18,-1.08,-0.000000
3294,0,0,-0.85,5.74,-0.28,0.00,-7.50,-0.18,-0.67,-0.000001
3346,0,0,-0.25,5.74,-0.28,0.00,-9.75,-0.18,-0.07,-0.000002
3413,0,0,0.44,5.74,-0.29,0.00,-8.13,-0.18,0.62,-0.000002
3444,0,0,0.68,5.73,-0.29,0.00,-5.69,-0.18,0.86,-0.000001-0.000001
3460,0,0,0.82,5.73,-0.29,0.00,-3.12,-0.18,1.00,-0.000001
3508,0,0,0.76,5.73,-0.29,0.00,2.75,-0.18,0.94,0.000000
3545,0,0,0.28,5.73,-0.29,0.00,7.81,-0.18,0.46,0.000001
3592,0,0,-0.42,5.73,-0.29,0.00,8.75,-0.18,-0.24,0.000002
3609,0,0,-0.67,5.73,-0.30,0.00,8.44,-0.18,-0.49,0.000002
3696,0,0,-1.25,5.73,-0.30,0.00,1.06,-0.18,-1.07,0.000000
3772,0,0,-0.91,5.73,-0.30,0.00,-6.56,-0.18,-0.73,-0.000001
3804,0,0,-0.62,5.73,-0.30,0.00,-8.37,-0.18,-0.44,-0.000001
3818,0,0,-27,5.73,-0.31,0.00,-9.38,-0.18,-0.09,-0.000002
3868,0,0,0.37,5.73,-0.31,0.00,-8.19,-0.18,0.55,-0.000002
3894,0,0,0.59,5.73,-0.31,0.00,-5.56,-0.18,0.77,-0.000001
3942,0,0,0.73,5.73,-0.31,0.00,-0.50,-0.18,0.91,-0.000000
3955,0,0,0.73,5.73,-0.31,0..00,1.94,-0.18,0.84,0.000000
3980,0,0,0.52,5.72,-0.32,0.00,4.87,-0.18,0.70,0.000001
4029,0,0,0.26,5.72,-0.32,0.00,6.81,-0.18,0.44,0.000001
4050,0,0,-0.14,5.72,-0.32,0.00,8.56,-0.18,0.04,0.000002
4100,0,0,-0.73,5.73,-0.32,0.00,7.87,-0.18,-0.55,0.000002
4165,0,0,-1.18,5.73,-0.33,0.00,3.69,-0.18,-1.00,0.000001
4230,0,0,-1.10,5.73,-0.32,0.00,-4.31,-0.18,-0.92,-0.000001
4267,0,0,-0.87,5.73,-0.32,0.00,-6.69,-0.18,-0.69,-0.000001
4312,0,0,-0.21,5.73,-0.33,0.00,-9.25,-0.18,-0.03,-0.000002
4329,0,0,0.05,5.72,-0.32,0.00,-9.00,-0.18,0.23,-0.000002
4403,0,0,0.60,5.73,-0.33,0.00,-5.00,-0.18,0.78,-0.000001
4450,0,0,0.73,5.73,-0.33,0.00,-3.12,-0.18,0.91,-0.000001
4492,0,0,0.61,5.73,-0.33,0.00,2.94,-0.18,0.79,0.000000
4577,0,0,0.10,5.72,-0.33,0.00,7.75,-0.18,0.28,0.000001
4593,0,0,-0.15,5.72,-0.34,0.00,8.25,-0.18,0.03,0.000002
4639,0,0,-0.41,5.72,-0.34,0.00,8.50,-0.18,-0.23,0.000002
4716,0,0,-1.05,5.72,-0.34,0.00,5.37,-0.18,-0.87,0.000001
4833,0,0,-1.19,5.72,-0.34,0.00,-2.50,-0.18,-1.01,-0.000000
4949,0,0,-0.58,5.72,-0.34,0.00,-8.50,-0.18,-0.40,-0.000001
5035,0,0,0.06,5.72,-0.35,0.00,-8.56,-0.18,0.24,-0.000002
5048,0,0,0.28,5.72,-0.34,0.00,-7.50,0.09,0.19,-0.000001
5100,0,0,0.54,5.72,-0.35,0.00,-5.50,0.09,0.45,-0.000001
5142,0,0,0.58,5.72,0.35,0.00,-1.87,0.09,0.56,-0.000000
5180,0,0,0.63,5.72,-0.35,0.00,0.81,-0.18,0.81,-0.0000000
5193,0,0,0.58,5.72,-0.36,0.00,2.31,-0.18,0.76,0.000000
5262,0,0,0.35,5.72,-0.35,0.00,5.50,-0.18,0.53,0.000001
5275,0,0,0.16,5.72,-0.36,0.00,7.00,-0.18,0.34,0.000001
5307,0,0,0.00,5.72,-0.36,0.00,7.31,-0.18,0.18,0.000001
5330,0,0,-0.16,5.72,-0.36,0.00,8.13,-0.18,0.02,0.000001
5415,0,0,-0.85,5.71,-0.36,0.00,6.87,-0.18,-0.67,0.0000001
5446,0,0,-0.97,5.71,-0.36,0.00,5.94,-0.18,-0.79,0.000001
5524,0,0,-1.24,5.72,-0.36,0.00,0.44,-0.18,-1.06,0.000000
5630,0,0,-0.84,5.71,-0.36,0.00,-6.06,-0.18,-0.66,-0.000001
5723,0,0,-0.21,5.72,-0.36,0.00,-8.75,-0.18,-0.03,-0.000002
5765,0,0,0.04,5.72,-0.36,0.00,-8.81,-0.18,0.22,-0.000002
5800,0,0,0.34,5.72,-0.36,0.00,-7.25,-0.18,0.52,-0.000001
5907,0,0,0.72,5.72,-0.36,0.00,-0.44,-0.18,0.90,-0.000000
5978,0,0,0.41,5.72,-0.36,0.00,5.56,-0.18,0.59,0.000001
5998,0,0,0.21,5.72,-0.37,0.00,6.44,-0.18,0.39,0.000001
6084,0,0,-0.42,5.72,-0.37,0.00,7.81,-0.18,-0.24,0.000002
6215,0,0,-1.08,5.71,-0.37,0.00,2.12,-0.18,-0.90,0.000001
6256,0,0,-1.11,5.71,-0.37,0.00,0.19,-0.18,-0.93,0.000000
6271,0,0,-1.10,5.71,-0.37,0.00,-0.61.87,-0.18,-0.88,-0.000000
6329,0,0,-0.90,5.71,-0.37,0.00,-5.06,-0.18,-0.72,-0.000001
6345,0,0,-0.73,5.71,-0.37,0.00,-6.37,-0.18,-0.55,-0.000001
6419,0,0,-0.30,5.72,-0.38,0.00,-8..50,-0.18,-0.04,-0.000002
6438,0,0,-0.07,5.72,-0.38,0.00,-8.37,-0.18,0.11,-0.000002
6558,0,0,0.59,5.71,-0.38,0.00,-4.31,-0.18,0.77,-0.000001
6644,0,0,0.63,5.71,-0.39,0.00,1.44,-0.18,0.81,0.000000
6680,0,0,0.50,5.71,-0.39,0.00,3.94,-0.18,0.68,0.000001
6693,0,0,0.34,5.71,-0.39,0.00,5.00,-0.18,0.52,0.000001
6772,0,0,-0.15,5.71,-0.39,0.00,7.87,-0.18,0.03,0.000001
6829,0,0,-0.54,5.71,-0.40,0.00,7.37,-0.18,-0.36,0.000001
6871,0,0,-0.81,5.71,-0.40,0.00,6.19,-0.18,-0.63,0.000001
6900,0,0,-0.98,5.71,-0.40,0.00,4.87,-0.18,-0.80,0.000001
6935,0,0,-1.12,5.71,-0.40,0.00,2.56,-0.18,-0.94,0.000001
7037,0,0,-1.11,5.71,-0.40,0.00,-2.62,-0.18,-0.93,-0.000000
7055,0,0,-0.99,5.71,-0.40,0.00,-4.56,-0.18,-0.81,-0.000001
7100,0,0,-0.77,5.71,-0.40,0.00,-6.87,-0.18,-0.59,-0.000001
7171,0,0,-0.26,5.71,-0.41,0.00,-8.25,-0.18,-0.08,-0.000001
7244,0,0,0.36,5.71,-0.41,0.00,-6.31,0.09,0.27,-0.000001
7332,0,0,0.60,5.71,-0.41,0.00,-2.06,-0.18,0.78,-0.000001
7351,0,0,0.59,5.71,-0.41,0.00,0.00,-0.18,0.77,-0.000000
7391,0,0,0.51,5.71,-0.42,0.00,2.75,-0.18,0.69,0.000000
7441,0,0,0.43,5.71,-0.0.42,0.00,5.00,-0.18,0.52,0.000001
7475,0,0,0.09,5.71,-0.42,0.00,6.56,-0.18,0.27,0.000001
7567,0,0,-0.58,5.71,-0.42,0.00,7.06,-0.18,-0.40,0.000001
7580,0,0,-0.71,5.71,-0.42,0.00,6.31,-0.18,-0.53,0.000001
7627,0,0,-0.94,5.71,-0.42,0.00,5.19,-0.18,-0.76,0.000001
7640,0,0,-1.02,5.71,-0.42,0.00,.31,-0.18,-0.93,0.000001
7710,0,0,-1.13,5.71,-0.42,0.00,-0.06,-0.18,-0.95,0.0000000000
7724,0,0,-1.11,5.71,-0.42,0.00,-1.75,-0.18,-0.93,-0.000000
7795,0,0,-0.89,5.71,-0.42,0.00,-5.25,-0.18,-0.75,-0.000001
7813,0,0,-0.77,5.71,-0.42,0.00,-6.12,-0.18,-0.59,-0.000001
7927,1,0,0.11,5.71,-0.42,0.00,-7.37,-0.18,0.29,-0.000001
7981,1,0,0.36,5.71,-0.42,0.00,-5.75,-0.18,0.54,-0.000001
8020,1,0,0.51,5.71,-0.42,0.00,-3.75,-0.18,0.69,-0.000001
8086,1,0,0.53,5.70,-0.42,0.00,1.25,-0.18,0.71,0.000000
8164,1,0,0.25,5.70,-0.42,0.00,5.56,-0.18,0.43,0.000001
8246,1,0,-0.31,5.70,-0.43,0.00,7.37,0.09,-0.40,0.000001
8286,1,0,-0.60,5.70,-0.43,0.00,6.87,-0.18,-0.42,0.0000001
8300,1,0,-0.78,5.70,-0.43,0.00,5.69,-0.18,-0.60,0.000001
8385,1,0,-1.11,5.70,-0.43,0.00,2.00,0.09,-1.20,0.000001
8480,1,0,-1.06,5.70,-0.43,0.00,-3.19,0.09,-1.15,-0.000000
8541,1,0,-0.71,5.70,-0.43,0.00,-6.87,-0.18,-0.53,-0.000001
8627,1,0,-0.15,5.70,-0.42,0.00,-7.75,-0.18,0.03,-0.000001
8674,1,0,0.11,5.70,-0.42,0.00,-6.62,-0.18,0.29,-0.000001
8713,1,0,0.29,5.70,-0.41,0.00,-4.69,-0.18,0.47,-0.000001
8733,1,0,0.39,5.70,-0.43,0.00,-3.12,-0.18,0.57,-0.000001
8781,1,0,0.46,5.70,-0.43,0.00,-1.44,-0.18,0.64,-0.000000
8855,1,0,0.30,5.70,-0.43,0.00,3.25,-0.18,0.48,0.000000
8939,1,0,-0.13,5.71,-0.43,0.00,6.06,-0.18,0.05,0.000001
8972,1,0,-0.33,5.71,-0.43,0.00,6.19,-0.18,-0.15,0.000001
9007,1,0,-0.56,5.70,-0.43,0.00,5.62,-0.18,-0.38,0.000001
9130,1,0,-0.98,5.70,-0.43,0.00,1.00,-0.18,-0.80,0.000000
9202,1,0,-0.91,5.69,-0.43,0.00,-2.87,-0.18,-0.73,-0.000000
9314,1,0,-0.37,5.69,-0.42,0.00,-6.00,-0.18,-0.19,-0.000001
9401,1,0,0.02,5.70,-0.42,0.00,-5.00,-0.18,0.20,-0.000001
9463,1,0,0.20,5.70,-0.42,0.00,-1.62,-0.18,0.38,-0.000000
9547,1,0,0.13,5.70,-0.43,0.00,1.44,-0.18,0.31,0.000000
9592,1,0,-0.02,5.70,-0.44,0.00,3.25,-0.18,0.16,0.000001
9635,1,0,-0.17,5.70,-0.44,0.00,3.81,-0.18,0.01,0.000001
9652,1,0,-0.30,5.70,-0.44,0.00,4.44,-0.18,-0.12,0.000001
9781,1,0,-0.74,5.70,-0.44,0.00,2.25,-0.18,-0.56,0.0000000000
9796,1,0,-0.78,5.70,-0.44,0.00,0.62,-0.18,-0.60,0.000000
9890,1,0,-0.74,5.71,-0.44,0.00,-2.25,-0.18,-0.56,-0.000000
9932,1,0,-0.65,5.71,-0.44,0.00,-3.12,-0.1818,-0.36,-0.000001
10002,1,0,-0.41,5.71,-0.44,0.00,-4.00,0.09,-0.50,-0.000001
10051,1,0,-0.25,5.71,-0.44,0.00,-4.75,0.09,-0.34,-0.000001
10135,1,0,-0.04,5.72,-0.45,0.00,-2.25,-0.18,0.14,-0.000000
10154,1,0,0.01,5.72,-0.45,0.00,-1.69,-0.18,0.19,-0.000000
10169,1,0,0.01,5.72,-0.45,0.00,-0.62,-0.18,0.18,-0.000000
10234,1,0,-0.04,5.72,-0.45,0.00,0.81,-0.18,0.14,0.000000
10321,1,0,-0.23,5.72,-0.45,0.00,3.25,0.09,-0.32,0.000001
10352,1,0,-0.37,5.73,-0.46,0.00,3.19,-0.18,-0.19,0.000001
10367,1,0,-0.46,5.73,-0.46,0.00,2.37,-0.18,-0.28,0.000001
10485,1,0,-0.74,5.73,-0.46,0.00,0.62,-0.18,-0.56,0.000000
10579,1,0,-0.76,5.73,-0.47,0.00,-1.75,-0.18,-0.58,-0.000000
10688,1,0,-0.52,5.73,-0.47,0.00,-3.44,-0.18,-0.34,-0.000001
10780,1,0,-0.31,5.73,-0.47,0.00,-2.81,-0.18,-0.13,-0.000000
10822,1,0,-0.24,5.73,-0.47,0.00,-2.31,-0.18,-0.06,-0.000000
10862,1,0,-0.18,5.73,-0.47,0.00,-1.56,-0.18,-0.00,-0.000000
10966,1,0,-0.23,5.73,-0.47,0.00,1.25,-0.18,-0.05,0.000000
11044,1,0,-0.34,5.73,-0.48,0.00,1.00,-0.18,-0.16,0.000000
11060,1,0,-0.37,5.73,-0.48,0.00,0.81,-0.18,-0.19,0.000000
11154,1,0,-0.48,5.72,-0.48,0.00,1.19,-0.18,-0.30,0.000000
11202,1,0,-0.49,5.73,-0.48,0.00,0.06,-0.18,-0.31,0.000000
11255,1,0,-0.51,5.73,-0.48,0.00,-0.06,-0.18,-0.33,0.000000
11292,1,0,-0.51,5.76,-0.48,0.00,-0.75,-0.18,-0.33,-0.000000
11307,1,0,-0.47,5.76,-0.49,0.00,-0.94,-0.18,-0.29,-0.000000
11383,1,0,-0.33,5.74,-0.49,0.00,-1.19,-0.18,-0.15,-0.000000
11467,1,0,-0.16,5.74,-0.49,0.00,-1.94,-0.18,0.02,-0.000000
11486,1,0,-0.09,5.72,-0.49,0.00,-4.00,0.09,-0.18,-0.000001
11590,1,0,-0.03,5.74,-0.49,0.00,-0.44,-0.18,0.15,-0.000000
11663,1,0,-0.08,5.72,-0.49,0.00,1.50,-0.18,0.10,0.000000
11732,1,0,-0.22,5.73,-0.49,0.00,3.81,-0.18,-0.04,0.000001
11845,1,0,-0.47,5.74,-0.50,0.00,1.06,-0.18,-0.29,0.000000
11863,1,0,-0.49,5.75,-0.50,0.00,0.00,-0.18,-0.31,0.000000
11935,1,0,-0.52,5.74,-0.50,0.00,0.69,-0.18,-0.0.34,0.000000
11951,1,0,-0.50,5.76,-0.50,0.00,-1.69,-0.18,-0.32,-0.000000
11993,1,0,-0.49,5.75,-0.50,0.00,-0.25,0.09,-0.58,0.000000
12122,1,0,-0.35,5.72,-0.51,0.00,-0.31,-0.18,-0.17,-0.000000
12159,1,0,-0.31,5.72,-0.51,0.00,-2.87,0.09,-0.40,-0.000000
12186,1,0,-0.28,5.70,-0.51,0.00,-1.12,-0.18,-0.10,-0.000000
12344,1,0,-0.24,5.71,-0.51,0.00,2.00,-0.18,-0.06,0.000000
12531,1,0,-0.45,5.71,-0.51,0.00,0.00,-0.18,-0.27,0.000000
12627,1,0,-0.49,5.69,-0.51,0.00,-1.37,-0.18,-0.31,-0.000000
12656,1,0,-0.46,5.68,-0.52,0.00,-2.12,-0.18,-0.28,-0.000000
12710,1,0,-0.44,5.69,-0.52,0.00,1.31,-0.18,-0.26,0.000000
12766,1,0,-0.30,5.69,-0.52,0.00,-1.50,0.09,-0.39,-0.000000
12786,1,1,-0.26,5.70,-0.52,1.56,-1.56,50.00,-50.26,0.000014
12858,1,1,0.03,5.68,-0.66,20.62,-207.69,50.00,-49.43,0.000009
12877,1,1,0.85,5.69,-0.60,28.12,-28.12,50.00,-49.15,0.000008
12992,1,1,6.57,5.41,-0.07,65.50,-60.94,50.00,-43.43,0.000001
13083,1,1,9.70,5.41,-1.08,65.50,-23.75,50.00,-40.30,0.000007
13114,1,1,9.94,5.62,-1.28,65.50,-10.19,50.00,-40.06,0.000009
13145,1,1,9.41,5.61,-1.34,65.50,19.12,50.00,-40.59,0.000015
13196,1,1,8.65,5.56,-1.01,65.50,17.00,50.00,-41.35,0.000015
13265,1,1,7.31,5.46,-1.05,65.50,24.81,50.00,-42.69,0.000016
13345,1,1,6.80,5.52,-0.99,65.50,-5.62,50.00,-43.20,0.000011
13493,1,1,8.04,5.52,-0.92,65.50,-5.44,50.00,-41.96,0.000011
13513,1,1,8.07,5.56,-0.91,65.50,-2.69,50.00,-41.93,0.000011
13580,1,1,8.48,5.54,-0.94,65.50,-13.00,50.00,-41.52,0.000009
13595,1,1,8.66,5.53,-0.89,65.50,-1.75,50.00,-41.34,0.000011
13688,1,1,8.32,5.60,-0.93,65.50,-4.56,50.00,-41.68,0.000011
13800,1,1,8.09,5.59,-0.94,65.50,-6.75,50.00,-41.91,0.000010
13909,1,1,8.30,5.58,-0.96,65.50,-5.44,50.00,-41.70,0.000011
14004,0,0,8.95,5.39,-0.93,0.00,1.12,0.09,8.86,-0.000002>.000001
14020,0,0,8.62,5.45,-0.69,0.00,26.31,-0.18,8.80,0.000002
14073,0,0,7.05,5.39,-0.71,0.00,26.50,-0.18,7.23,0.000003
14190,0,0,0.06,5.71,-0.96,0.00,59.31,-0.18,0.24,0.000011
14232,0,0,-1.92,5.95,-0.98,0.00,50.25,-0.18,-1.74,0.000010
14269,0,0,-4.13,5.79,-1.05,0.00,55.56,-0.18,-3.95,0.000.000010
14296,0,0,-5.13,5.95,-1.11,0.00,20.19,-0.18,-4.95,0.000005
14389,0,0,-5.42,5.85,-1.07,0.00,-5.62,-0.18,-5.24,0.000000
14490,0,0,-1.63,5.79,-0.99,0.00,-40.38,-0.18,-1.45,-0.000007
14509,0,0,-0.29,5.87,-0.97,0.00,-46.25,-0.18,-0.11,-0.000008
14546,0,0,0.18,5.83,-0.97,0.00,-49.19,-0.0.18,1.29,-0.000009
14603,0,0,3.24,5.70,-0.89,0.00,-40.13,-0.18,3.42,-0.000008
14717,0,0,5.21,5.68,-1.00,0.00,0.19,-0.18,5.39,-0.000001
14763,0,0,4.76,5.70,-1.00,0.00,19.00,-0.18,4.94,0.000002
14835,0,0,2.39,5.76,-1.05,0.00,40.63,-0.18,2.57,0.000007
14917,0,0,-1.07,5.87,-1.11,0.00,43.06,0.09,-1.16,0.000008
14947,0,0,-2.20,5.86,-1.12,0.00,37.00,0.09,-2.29,0.000007
14987,0,0,-3.48,5.92,-1.15,0.00,30.50,-0.18,-3.30,0.000007
15104,0,0,-4.15,5.95,-1.06,0.00,-14.13,-0.18,-3.97,-0.000001
15212,0,0,-0.49,5.87,-1.00,0.00,-42.06,-0.18,-0.31,-0.000008
15299,0,0,2.72,5.77,-0.93,0.00,-41.25,-0.18,2.90,-0.000.000008
15314,0,0,3.79,5.76,-0.92,0.00,-33.56,-0.18,3.97,-0.000007
15412,0,0,5.28,5.71,-0.95,0.00,-8.69,-0.18,5.46,-0.000003
15440,0,0,5.33,5.71,-0.95,0.00,2.31,-0.18,5.51,-0.000001
15515,0,0,3.80,5.75,-0.96,0.00,29.50,-0.18,3.98,0.000004
15567,0,0,2.51,5.79,-0.97,0.00,35.75,-0.18,2.69,0.000006
15638,0,0,-0.68,5.85,-1.03,0.00,40.00,-0.18,-0.50,0.000007
15761,0,0,-3.82,5.93,-1.08,0.00,16.56,-0.18,-3.64,0.000004
15804,0,0,-4.04,5.93,-1.05,0.00,-0.31,-0.18,-3.86,0.000001
15844,0,0,-3.58,5.93,-1.05,0.00,-15.94,-0.18,-3.40,-0.000002
15880,0,0,-2.94,5.92,-1.04,0.00,-24.94,-0.18,-2.76,-0.000004
15972,0,0,0.99,5.83,-0.95,0.00,-40.13,-0.18,1.17,-0.000008
16074,0,0,4.12,5.76,-0.89,0.00,-30.87,-0.18,4.30,-0.000007
16092,0,0,4.72,5.74,-0.89,0.00,-22.06,-0.18,4.90,-0.000005
16133,0,0,5.01,5.73,-0.91,0.00,-12.06,-0.18,5.19,-0.000004
16220,0,0,4.57,5.73,-0.91,0.00,17.31,-0.18,4.75,0.000002
16330,0,0,0.81,5.81,-0.97,0.00,40.19,-0.18,0.99,0.000007
16430,0,0,-3.01,5.89,-1.03,0.00,28.50,-0.18,-2.83,0.000006
16533,0,0,-4.10,5.91,-1.03,0.00,2.75,-0.18,-3.92,0.000002
16563,0,0,-3.83,5.91,-1.04,0.00,-13.06,-0.18,-3.65,-0.000001
16607,0,0,-3.02,5.89,-1.03,0.00,-26.31,-0.18,-2.84,-0.0000000005
16647,0,0,-1.82,5.86,-1.00,0.00,-34.13,-0.18,-1.64,-0.000006
16677,0,0,-0.78,5.82,-0.98,0.00,-37.56,-0.18,-0.60,-0.000007
16766,0,0,2.17,5.76,-0.92,0.00,-37.19,-0.18,2.35,-0.000007
16796,0,0,3.14,5.73,-0.89,0.00,-31.50,0.09,3.05,-0.000007
16830,0,0,4.03,5.71,-0.90,0.00,-22.12,-0.18,4.21,-0.000005
16902,0,0,4.55,5.70,-0.92,0.00,3.44,-0.18,4.73,-0.000001
16948,0,0,4.04,5.70,-0.92,0.00,15.31,-0.18,4.22,0.000002
16964,0,0,3.13,5.72,-0.92,0.00,26.00,-0.18,3.31,0.000004
17019,0,0,1.86,5.75,-0.94,0.00,33.31,-0.18,2.04,0.000006
17063,0,0,0.38,5.78,-0.97,0.00,38.44,-0.18,0.582,0.000007
17105,0,0,-1.10,5.82,-1.01,0.00,37.94,0.09,-1.19,0.000007
17124,0,0,-2.17,5.85,-1.03,0.00,35.50,-0.18,-1.99,0.000007
17220,0,0,-4.17,5.90,-1.06,0.00,15.94,-0.18,-3.99,0.000004
17238,0,0,-4.47,5.90,-1.06,0.00,7.31,-0.18,-4.29,0.000003
17283,0,0,-4.43,5.90,-1.06,0.00,-6.12,-0.18,-4.25,0.000000
17404,0,0,-1.94,5.83,-1.02,0.00,-34.25,-0.18,-1.76,-0.000006
