micros,flip,phase,spf_roll,roll_rlv,roll,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
73,0,0,0.00,0.00,-1.15,0.00,9.19,-1.80,8.31,100,1024.00,1024.00,1028.00
98,0,0,0.00,0.00,-0.85,0.00,10.81,-1.52,10.31,1029.00,1023.00,1023.00,1029.00
363,0,0,0.00,0.00,0.87,0.00,-9.00,0.39,-8.00,1024.00,1028.00,1028.00,1024.00
442,0,0,0.00,0.00,-.44,0.00,-12.00,-0.95,-12.88,1021.00,1031.00,1031.00,1021.00
536,0,0,0.00,0.00,-1.48,0.00,-5.37,-1.99,-6.25,1023.00,1029.00,1029.00,1023.00
654,0,0,0.00,0.00,-0.95,0.00,9.81,-1.60,9.50,1028.00,1024.00,1024.00,1028.00
799,0,0,0.00,0.00,1.16,0.00,6.25,0.48,8.44,1029.00,1023.00,1023.00,1029.00
961,0,0,0.00,00,0.15,0.00,-12.63,-0.35,-11.88,1022.00,1030.00,1030.00,1022.00
985,0,0,0.00,0.00,-0.09,0.00,-12.50,-0.48,-1,1021.00,1031.00,1031.00,1021.00
1216,0,0,0.00,0.00,-0.58,0.00,10.88,-1.25,10.06,1029.00,1023.00,1023.00,1029.00
1294,0,0,0.00,0.00,0.47,0.00,4,-0.16,12.56,1030.00,1022.00,1022.00,1030.00
1336,0,0,0.00,0.00,1.05,0.00,8.00,0.41,9.88,1030.00,1022.00,1022.00,1030.00
1422,0,0,0.00,0.00,1.20,0.00,-3.00,0.63,-1.25,1026.00,1026.00,1026.00,1026.00
1602,0,0,0.00,0.00,-0.98,0.00,-8.75,-1.38,-9.44,1022.00,1030.00,1030.00,1022.00
1633,0,0,0.00,0.00,-1.24,0.00,-5.31,-1.74,-6.81,1023.00,1029.00,1029.00,1023.00
1746,0,0,0.00,0.00,-0.81,0.00,8.94,-1.45,7.56,1028.00,1024.00,1024.00,1028.00
1871,0,0,0.00,0.00,0.78,0.00,10.50,0.12,11.94,1030.00,1022.00,1022.00,1030.00
1987,0,0,0.00,0.00,1.22,0.00,-3.19,0.63,-2.25,1026.00,1026.00,1026.00,0
2013,0,0,0.00,0.00,1.06,0.00,-6.19,0.50,-4.37,1025.00,1027.00,1027.00,1025.00
2134,0,0,0.00,0.00,-0.48,0.00,-10.19,-0.94,-10.44,1022.00,1030.00,1030.00,1022.00
2428,0,0,0.00,0.00,0.94,0.00,8.56,0.24,9.44,1029.00,1023.00,1023.00,1029.00
2522,0,0,0.00,0.00,1.23,0.00,-1.56,0.69,-0.75,1026.00,1026.00,1026.00,1026.00
2634,0,0,0.00,0.00,0.02,0.00,-10.69,-0.44,-10.81,1022.00,1030.00,1030.00,1022.00
2803,0,0,0.00,0.00,-1.20,0.00,3.94,-1.80,2.12,1026.00,1026.00,1026.00,1026.00
2942,0,0,0.00,0.00,0.46,0.00,10.75,-0.27,11.31,1030.00,1022.00,1022.00,1030.00
3034,0,0,0.00,0.00,1.11,0.00,1.56,0.47,3.44,1027.00,1025.00,1025.00,1027.00
3150,0,0,0.00,0.00,0.30,0.00,-10.06,-0.06,-9.31,1023.00,1029.00,1029.00,1023.00
3182,0,0,0.00,0.00,-0.11,0.00,-10.44,-0.56,-10.50,1022.00,1030.00,1030.00,1022.00
3208,0,0,0.00,0.00,-0.50,0.00,-9.88,-0.87,-10.19,1022.00,1030.00,1030.00,1022.00
3308,0,0,0.00,0.00,-1.30,0.00,-2.62,-1.80,-4.69,1024.00,1028.00,1028.00,10
3334,0,0,0.00,0.00,-1.33,0.00,0.13,-1.96,-1.81,1025.00,1027.00,1027.00,1025.00
3487,0,0,0.00,0.00,0.03,0.00,11.38,-0.64,11.13,1030.00,1022.00,1022.00,1030.00
3594,0,0,0.00,0.00,1.07,0.00,5.25,0.46,6.81,1028.00,1024.00,1024.00,1028.00
3714,0,0,0.00,0.00,0.84,0.00,-7.37,0.43,-5.75,1024.00,1028.00,1028.00,1024.00
3746,0,0,0.00,0.00,0.49,0.00,-9.63,0.02,-9.31,1023.00,1029.00,1029.00,1023.00
3875,0,0,0.00,0.00,-0.88,0.00,-7.25,-1.37,-7.81,1023.00,1029.00,1029.00,1023.00
3900,0,0,0.00,0.00,-1.10,0.00,-5.25,-1.56,-5.69,1023.00,1029.00,1029.00,1023.00
4065,0,0,0.00,0.00,-0.38,0.00,9.69,-1.19,8.94,1028.00,1024.00,1024.00,1028.00
4172,0,0,0.00,0.00,0.77,0.00,8.69,0.06,9.75,1029.00,1023.00,1023.00,1029.00
4445,0,0,0.00,0.00,-0.49,0.00,-8.69,-0.94,-9.00,1022.00,1030.00,1030.00,1022.00
4571,0,0,0.00,0.00,-1.01,0.00,2.62,-1.59,1.75,1026.00,1026.00,1026.00,1026.00
4733,0,0,0.00,0.00,0.49,0.00,10.31,-0.26,10.38,1029.00,1023.00,1023.00,1029.00
4800,0,0,0.00,0.00,1.05,0.00,5.56,0.44,5.94,1028.00.00,1024.00,1024.00,1028.00
4828,0,0,0.00,0.00,1.15,0.00,3.50,0.56,4.06,1027.00,1025.00,1025.00,1027.00
4940,0,0,0.00,0.00,0.63,0.00,-8.19,0.17,-7.19,1024.00,1028.00,1028.00,1024.00
5098,0,0,0.00,0.00,-0.96,0.00,-5.06,-1.50,-5.81,1023.00,1029.00,1029.00,1023.00
5375,0,0,0.00,0.00,0.90,0.00,6.19,0.21,7.63,1029.00,1023.00,1023.00,1029.00
5489,0,0,0.00,0.00,1.04,0.00,-1.69,0.53,-1.00,1026.00,1026.00,1026.00,1026.00
5511,0,0,0.00,0.00,0.90,0.00,-4.31,0.37,-3.56,1025.00,1027.00,1027.00,1025.00
5612,0,0,0.00,0.00,0.30,0.00,-8.75,-0.18,-8.56,1023.00,1,1029.00,1023.00
5643,0,0,0.00,0.00,0.02,0.00,-8.81,-0.45,-8.94,1023.00,1029.00,1029.00,1023.00
5686,0,0,0.00,0.00,-0.40,0.00,-8.56,-0.87,-8.50,1023.00,1029.00,1029.00,1020
5741,0,0,0.00,0.00,-0.64,0.00,-7.63,-1.05,-8.19,1023.00,1029.00,1029.00,1023.00
5882,0,0,0.00,0.00,-0.99,0.00,3.19,-1.59,1.50,1026.00,1026.00,1026.00,1026.00
5911,0,0,0.00,0.00,-0.75,0.00,5.50,-1.43,5.19,1027.00,1025.00,1025.00,1027.00
6035,0,0,0.00,0.00,0.41,0.00,8.69,-0.30,8.88,1029.00,1023.00,1023.00,1029.00
6128,0,0,0.00,0.00,0.95,0.00,1.37,0.38,2.87,1027.00,1025.00,1025.00,1027.00
6378,0,0,0.00,0.00,-1.08,0.00,-2.87,-1.66,-3.37,1024.00,1028.00,1028.00,1024.00
6495,0,0,0.00,0.00,-0.55,0.00,7.50,-1.33,6.69,1027.00,1025.00,1025.00,1027.00
6635,0,0,0.00,0.00,0.93,0.00,5.31,0.27,5.81,1028.00,1024.00,1024.00,1028.00
6721,0,0,0.00,0.00,0.97,0.00,-3.56,0.44,-2.62,1026.00,1026.00,1026.00,1026.00
6837,0,0,0.00,0.00,-0.08,0.00,-8.50,-0.56,-8.44,1023.00,1029.00,1029.00,1023.00
6885,0,0,0.00,0.00,-0.64,0.00,-5.81,-1.15,-6.69,1023.00,1029.00,1029.00,1023.00
7088,0,0,0.00,0.00,0.20,0.00,9.25,-0.61,8.94,1029.00,1023.00,1023.00,1029.00
