micros,flip,phase,spf_roll,roll_abs,roll,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
3828,0,0,0.00,0.00,0.91,0.00,-1.19,0.30,-0.75,1022.00,1022.00,1022.00,1022.00
4013,0,0,0.00,0.00,0.32,0.00,-3.00,-0.26,-2.81,1021.00,1023.00,1023.00,1021.00
4115,0,0,0.00,0.00,0.21,0.00,-0.56,-0.35,-0.81,1022.00,1022.022.00,1022.00,1022.00
4150,0,0,0.00,0.00,0.21,0.00,0.31,-0.35,0.31,1022.00,1022.00,1022.00,1022.00
4401,0,0,0.00,0.00,0.86,0.00,2.37,0.26,2.50,1023.00,1021.00,1021.00,1023.00
4511,0,0,0.00,0.00,0.86,0.00,-0.88,0.32,-0.56,1022.00,1022.00,1022.00,1022.00
4598,0,0,0.00,0.00,0.70,0.00,-2.25,0.12,-1.81,1022.00,1022.00,1022.00,1022.00
4708,0,0,0.00,0.00,0.40,0.00,-1.75,-0.12,-1.87,1022.00,1022.00,1022.00,1022.00
4861,0,0,0.00,0.00,0.31,0.00,1.25,-0.26,0.88,1022.00,1022.00,1022.00,1022.00
4904,0,0,0.00,0.00,0.37,0.00,2.31,-0.22,1.87,1022.00,1022.00,1022.00,1022.00
5047,0,0,0.00,0.00,0.67,0.00,2.50,0.01,2.62,1023.00,1021.00,1021.00,1023.00
5162,0,0,0.00,0.00,0.76,0.00,0.50,0.14,0.56,1022.00,1022.00,1022.00,1022.00
5516,0,0,0.00,0.00,0.37,0.00,0.06,-0.19,0.13,1022.00,1022.00,1022.00,1022.00
5625,0,0,0.00,0.00,0.49,0.00,2.19,-0.09,1.75,1022.00,1022.00,1022.00,1022.00
5734,0,0,0.00,0.00,0.66,0.00,1.81,0.08,1.75,1021022.00,1022.00,1022.00,1022.00
6203,0,0,0.00,0.00,0.60,0.00,0.13,0.04,0.19,1022.00,1022.00,1022.00,1022.00
6322,0,0,0.00,0.00,0.71,0.00,1.44,0.14,1.50,1022.00,1022.00,1022.00,1022.00
6582,0,0,0.00,0.00,0.77,0.00,-0.37,0.21,-0.13,1022.00,1022.00,1022.00,1022.00
6757,0,0,0.00,0.00,0.62,0.00,-0.69,0.09,-0.56,1022.00,1022.00,1022.00,10
6780,0,0,0.00,0.00,0.61,0.00,-0.44,0.06,-0.44,1022.00,1022.00,1022.00,1022.00
6896,0,0,0.00,0.00,0.56,0.00,0.50,0.00,0.44,1022.00,1022.00,1022.00,1022.00
7121,0,0,0.00,0.00,0.67,0.00,0.94,0.11.11,0.94,1022.00,1022.00,1022.00,1022.00
7165,0,0,0.00,0.00,0.67,0.00,0.31,0.11,0.50,1022.00,1022.00,1022.00,1022.00
7288,0,0,0.00,0.00,0.62,0.00,0.00,-0.01,-0.19,1022.00,1022.00,1022.00,1022.00
7447,0,0,0.00,0.00,0.55,0.00,-0.19,-0.07,-0.19,1022.00,10,1022.00,1022.00
7472,0,0,0.00,0.00,0.55,0.00,0.06,-0.08,-0.06,1022.00,1022.00,1022.00,1022.00
7726,0,0,0.00,0.00,0.67,0.00,0.62,0.11,0.81,1022.00,1022.00,1022.00,1022.00
7853,0,0,0.00,0.00,0.68,0.00,0.37,0.12,0.19,1022.00,1022.00,1022.00,1022.00
7895,0,0,0.00,0.00,0.68,0.00,0.06,0.12,0.06,1022.00,1022.00,1022.00,1022.00
8043,0,0,0.00,0.00,0.68,0.00,-0.19,0.12,-0.13,1022.00,1022.00,1022.00,1022.00
8153,0,0,0.00,0.00,0.68,0.00,0.19,0.12,0.31,1022.00,1022.00,1022.00,1022.00
8263,0,0,0.00,0.00,0.69,0.00,0.56,0.06,0.25,1022.00,1022.02.00,1022.00,1022.00
8292,0,0,0.00,0.00,0.69,0.00,0.56,0.06,0.62,1022.00,1022.00,1022.00,1022.00
8390,0,0,0.00,0.00,0.74,0.00,0.44,0.11,0.50,1022.00,1022.00,1022.00,1022.00
8649,0,0,0.00,0.00,0.74,0.00,-0.13,0.18,0.06,1022.00,1022.00,1022.00,1022.00
8827,0,0,0.00,0.00,0.71,0.00,0.31,0.08,0.00,1022.00,1022.00,1022.00,1022.00
8849,0,0,0.00,0.00,0.69,0.00,0.31,0.07,0.50,1022.00,1022.00,1022.00,1022.00
8955,0,0,0.00,0.00,0.64,0.00,0.25,0.01,0.31,1022.00,1022.00,1022.00,1022.00
9080,0,0,0.00,0.00,0.60,0.00,0.31,-0.03,0.13,1022.00,1022.00,1022.00,1022.00
9184,0,0,0.00,0.00,0.57,0.00,-0.25,0.01,0.06,1022.00,1022.1022.00,1022.00,1022.00
9206,0,0,0.00,0.00,0.55,0.00,-0.19,-0.07,-0.06,1022.00,1022.00,1022.00,1022.00
9349,0,0,0.00,0.00,0.50,0.00,-0.06,-0.13,-0.25,1022.00,1022.00,1022.00,1022.00
9418,0,0,0.00,0.00,0.48,0.00,-0.19,-0.08,-0.13,1022.00,1022.00,1022.00,1022.00
9536,0,0,0.00,0.00,0.44,0.00,0.00,-0.11,0.13,1022.00,1022.00,1022.00,1022.00
9693,0,0,0.00,0.00,0.41,0.00,-0.13,-0.15,-0.13,1022.00,1022.00,1022.00,1022.00
9737,0,0,0.00,0.00,0.39,0.00,-0.13,-0.23,-0.25,1022.00,1022.00,1022.00,1022.00
9889,0,0,0.00,0.00,0.38,0.00,-0.13,-0.18,-0.06,1022.00,1022.00,1022.00,1022.00
10032,0,0,0.00,0.00,0.38,0.00,-0.06,-0.18,-0.06,1022.00,1022.00,1022.00,1022.00
10231,0,0,0.00,0.00,0.38,0.00,0.00,-0.18,0.00,1022.00,1022.00,1022.00,1022.00
10349,0,0,0.00,0.00,0.38,0.00,0.00,-0.18,0.00,1022.00,1022.00,1022.00,1022.00
10567,0,0,0.00,0.00,0.38,0.00,0.06,-0.25,-0.13,1022.00,1022.00,1022.00,1022.00
10691,0,0,0.00,0.00,0.38,0.00,0.06,-0.18,0.06,1022.00,1022.00,1022.00,1022.00
10848,0,0,0.00,0.00,0.38,0.00,-0.25,-0.18,0.00,1022.00,1022.00,1022.00,1022.00
11029,0,0,0.00,0.00,0.38,0.00,0.00,-0.25,-0.31,1022.00,1022.00,1022.00,1022.00
11311,0,0,0.00,0.00,0.38,0.00,0.31,-0.18,0.31,1022.00,1022.00,1022.00,1022.00
11354,0,0,0.00,0.00,0.38,0.00,0.13,-0.25,0.19,1022.00,1022.00,1022.00,1022.00
11377,0,0,0.00,0.00,0.38,0.00,0.25,-0.18,0.13,1022.00,1022.00,1022.00,1022.00
11494,0,0,0.00,0.00,0.38,0.00,0.19,-0.25,0.13,1022.00,1022.00,1022.00,1022.00
11588,0,0,0.00,0.00,0.38,0.00,0.06,-0.18,0.06,10,1022.00,1022.00,1022.00
11611,0,0,0.00,0.00,0.38,0.00,0.25,-0.18,-0.13,1022.00,1022.00,1022.00,1022.00
11772,0,0,0.00,0.00,0.38,0.00,0.00,-0.25,0.00,1022.00,1022.00,1022.00,1022.00
11811,0,0,0.00,0.00,0.38,0.00,0.00,-0.18,-0.13,1022.00,1022.00,1022.00,1022.00
11955,0,0,0.00,0.00,0.38,0.00,-0.13,-0.25,0.25,1022.00,1022.00,1022.00,1022.00
12048,0,0,0.00,0.00,0.38,0.00,0.13,-0.18,-0.06,0,1022.00,1022.00,1022.00
12068,0,0,0.00,0.00,0.38,0.00,0.00,-0.25,0.19,1022.00,1022.00,1022.00,1022.00
12226,0,0,0.00,0.00,0.38,0.00,-0.13,-0.18,-0.06,1022.00,1022.00,1022.00,1022.00
12268,0,0,0.00,0.00,0.38,0.00,0.13,-0.25,-0.13,1022.00,1022.00,1022.00,1022.00
12412,0,0,0.00,0.00,0.38,0.00,-0.06,-0.18,-0.31,1022.00,1022.00,1022.00,1022.00
12533,0,0,0.00,0.00,0.38,0.00,-0.19,-0.18,0.00,1022.00,1022.00,1022.00,1
12564,0,0,0.00,0.00,0.38,0.00,0.13,-0.18,-0.31,1019.00,1019.00,1019.00,1019.00
12765,0,0,0.00,0.00,0.38,0.00,-0.25,-0.25,-0.06,1019.00,1019.00,1019.00,1019.00
12879,0,0,0.00,0.00,0.38,0.00,-0.13,-0.18,0.19,1019.00,1019.00,1019.00,1019.00
12915,0,0,0.00,0.00,0.38,0.00,0.00,-0.25,-0.19,1019.00,1019.00,1019.00,1019.00
13028,0,0,0.00,0.00,0.38,0.00,-0.06,-0.25,-0.13,1019.00,1019.00,1019.00,1019.00
13216,0,0,0.00,0.00,0.38,0.00,-0.13,-0.25,-0.13,1019.00,1019.00,1019.00,1019.00
13324,0,0,0.00,0.00,0.38,0.00,0.00,-0.25,0.00,10191019.00,1019.00,1019.00,1019.00
13566,0,0,0.00,0.00,0.38,0.00,0.13,-0.18,0.00,1019.00,1019.00,1019.00,1019.00
13659,0,0,0.00,0.00,0.38,0.00,-0.13,-0.18,-0.06,100,1019.00,1019.00,1019.00
13682,0,0,0.00,0.00,0.38,0.00,0.06,-0.18,-0.19,1019.00,1019.00,1019.00,1019.00
13841,0,0,0.00,0.00,0.38,0.00,0.06,-0.18,0.19,1019.00,1019.00,1019.00,1019.00
13884,0,0,0.00,0.00,0.38,0.00,-0.06,-0.25,0.06,1019.00,1019.00,1019.00,1019.00
14024,0,0,0.00,0.00,0.38,0.00,-0.13,-0.18,-0.19,1019.00,1019.00,1019.00,1019.00
14295,0,0,0.00,0.00,0.34,0.00,-0.19,-0.29,0.62,1019.00,1019.00,1019.00,1019.00
14340,0,0,0.00,0.00,0.33,0.00,0.31,-0.23,0.25,1019.00,1019.00,1019.00,1019.00
14485,0,0,0.00,0.00,0.30,0.00,-0.06,-0.26,0.31,1019.00,1019.00,1019.00,1019.00
14760,0,0,0.00,0.00,0.25,0.00,0.06,-0.37,-0.31,1019.00,1019.00,1019.00,1019.00
14930,0,0,0.00,0.00,0.22,0.00,-0.19,-0.40,-0.06,1031.00,1031.00,1031.1031.00,1031.00
14952,0,0,0.00,0.00,0.22,0.00,0.06,-0.34,0.06,1033.00,1033.00,1033.00,1033.00
15216,0,0,0.00,0.00,0.20,0.00,0.37,-0.36,0.37,1136.00,1136.00,1136.00,1136.00
15259,0,0,0.00,0.00,0.21,0.00,0.75,-0.43,0.31,1139.00,1139.00,1139.00,1139.00
15408,0,0,0.00,0.00,0.30,0.00,1.00,-0.27,1.31,1175.00,1175.00,1175.00,1175.00
15525,0,0,0.00,0.00,0.31,0.00,0.44,-0.32,1.62,1207.00,1207.00,1207.00,1207.00
15676,0,0,0.00,0.00,0.34,0.00,-0.69,-0.28,-2.75,1245.00,1247.00,1247.00,1245.00
15720,0,0,0.00,0.00,0.36,0.00,2.25,-0.22,-1.31,1247.00,1247.00,1247.00,1247.00
15865,0,0,0.00,0.00,0.28,0.00,-0.69,-0.29,0.31,1273.00,1273.00,1273.00,1273.00
15964,0,0,0.00,0.00,0.45,0.00,3.81,-0.18,2.25,1,1288.00,1288.00,1290.00
15985,0,0,0.00,0.00,0.52,0.00,3.69,-0.07,3.94,1290.00,1288.00,1288.00,1290.00
16141,0,0,0.00,0.00,0.67,0.00,-2.12,0.13,-1.12,1292.00,1292.00,1292.00,1292.00
16323,0,0,0.00,0.00,0.63,0.00,-1.50,0.01,-1.37,1293.00,1293.00,1293.00,1293.00
16449,0,0,0.00,0.00,0.52,0.00,-0.06,-0.06,-1.50,1293.00,1293.00,1293.00,1293.00
16598,0,0,0.00,0.00,0.65,0.00,-0.50,0.02,0.69,1293.00,1293.00,1293.00,1293.00
16641,0,0,0.00,0.00,0.58,0.00,-0.50,0.04,-1.69,1293.00,1293.00,1293.00,1293.00
16795,0,0,0.00,0.00,0.48,0.00,-0.44,-0.08,-2.25,1293.00,1293.00,1293.00,1293.00
17058,0,0,0.00,0.00,0.42,0.00,-0.44,-0.13,-1.94,1293.00,1293.00,1293.00,1293.00
17251,0,0,0.00,0.00,0.48,0.00,0.06,-0.15,1.62,1298.00,1298.00,1298.00,1298.00
17393,0,0,0.00,0.00,0.41,0.00,0.44,-0.17,-0.13,1300.00,1300.00,1300.00,1300.00
17578,0,0,0.00,0.00,0.43,0.00,-0.37,-0.20,2.25,1301.00,1301.00,1301.00,100
17603,0,0,0.00,0.00,0.43,0.00,0.31,-0.13,-0.13,1301.00,1301.00,1301.00,1301.00
17705,0,0,0.00,0.00,0.54,0.00,-0.06,-0.10,-0.81,1301.00,1301.00,1301.00,1301.00
17853,0,0,0.00,0.00,0.45,0.00,0.94,-0.10,0.56,1301.00,1301.00,1301.00,1301.00
18032,0,0,0.00,0.00,0.35,0.00,-2.12,-0.24,-2.50,1300.00,130,1300.00,1300.00
18054,0,0,0.00,0.00,0.34,0.00,0.31,-0.22,-1.69,1300.00,1300.00,1300.00,1300.00
18208,0,0,0.00,0.00,0.36,0.00,1.31,-0.22,1.12,1301.00,1301.00,1301.00,1301.00
18250,0,0,0.00,0.00,0.39,0.00,0.44,-0.17,0.56,1300.00,1300.00,1300.00,1300.00
18406,0,0,0.00,0.00,0.52,0.00,0.13,-0.04,1.00,1301.00,1301.00,1301.00,1301.00
18521,0,0,0.00,0.00,0.64,0.00,0.69,-0.01,1.00,1300.00,1300.00,1300.00,1300.00
18628,0,0,0.00,0.00,0.66,0.00,0.62,0.02,0.13,1301.00,1301.00,1301.00,1301.00
18776,0,0,0.00,0.00,0.59,0.00,0.19,-0.04,1.69,1301.00,1301.00,1301.00,1301.00
18845,0,0,0.00,0.00.00,0.61,0.00,-0.44,0.05,1.00,1300.00,1300.00,1300.00,1300.00
18947,0,0,0.00,0.00,0.53,0.00,-2.69,-0.00,-2.25,1301.00,1301.00,1301.00,130
18973,0,0,0.00,0.00,0.48,0.00,-0.81,-0.14,-0.37,1301.00,1301.00,1301.00,1301.00
19239,0,0,0.00,0.00,0.49,0.00,1.69,-0.08,2.25,1301.00,1301.00,1301.00,1301.00
19311,0,0,0.00,0.00,0.60,0.00,0.19,0.04,0.62,1301.00,1301.00,1301.00,1301.00
19435,0,0,0.00,0.00,0.59,0.00,0.00,-0.04,1.00,1301.00,1301.00,1301.00,1301.00
19592,0,0,0.00,0.00,0.53,0.00,0.75,-0.11,-0.13,1301.00,1301.00,1301.00,1301.00
19705,0,0,0.00,0.00,0.67,0.00,0.62,0.10,0.13,1301.00,1301.00,1301.00,1301.00
20018,0,0,0.00,0.00,0.70,0.00,-0.37,0.08,-1.25,1301.00,1301.00,1301.00,1301.00
20160,0,0,0.00,0.00,0.65,0.00,2.94,0.05,2.94,1302.00,1300.00,1300.00,1302.00
20276,0,0,0.00,0.00,0.84,0.00,3.50,0.17,2.94,1302.00,1300.00,1300.00,1302.00
20385,0,0,0.00,0.00,0.98,0.00,1.81,0.38,1.31,1301.00,1301.00,1301.00,1301.00
20580,0,0,0.00,0.00,1.06,0.00,-1.19,0.45,-0.13,1300.00,1300.00,1300.00,1300.00
20696,0,0,0.00,0.00,1.06,0.00,-0.56,0.50,0.19,1300.00,1300.00,1300.00,1300.00
20976,0,0,0.00,0.00,0.92,0.00,-0.19,0.35,0.13,1300.00,1300.00,1300.00,1300.00
21017,0,0,0.00,0.00,0.92,0.00,0.06,0.36,-0.50,1300.00,1300.00,1300.00,1300.00
21156,0,0,0.00,0.00,1.03,0.00,0.37,0.40,-0.75,1301.00,1301.00,1301.00,1301.00
21247,0,0,0.00,0.00,1.04,0.00,-0.44,0.41,-0.06,1301.00,13,1301.00,1301.00
21272,0,0,0.00,0.00,1.00,0.00,-2.19,0.39,-0.50,1301.00,1301.00,1301.00,1301.00
21427,0,0,0.00,0.00,0.93,0.00,-0.94,0.39,0.25,1300.00,1300.00,1300.00,1300.00
21539,0,0,0.00,0.00,0.92,0.00,1.56,0.34,-0.19,1300.00,1300.00,1300.00,1300.00
21725,0,0,0.00,0.00,1.11,0.00,0.62,0.55,2.06,1301.00,1299.00,1299.00,1301.00
21847,1,1,0.00,-0.03,0.97,0.00,-2.87,-0.03,-3.44,1300.00,1302.00,1302.00,1300.00
21932,1,1,21.32,-0.14,0.92,526.00,6.25,-21.46,-526.13,1082.00,1520.00,1520.00,1082.00
21958,1,1,41.31,0.17,1.62,709.51,33.56,-41.14,-685.20,1007.00,1593.00,1593.00,1007.00
22082,1,2,149.49,9.20,20.33,1087.82,283.81,-140.30,-844.25,1000.00,1713.00,1713.00,1000.00
22410,1,0,350.00,76.23,147.35,0.00,301.586.56,146.79,301.56,1501.00,1099.00,1099.00,1501.00
22434,1,0,350.00,76.23,155.18,0.00,253.25,152.18,286.56,14986.00,1114.00,1114.00,1486.00
22549,1,0,350.00,76.23,170.53,0.00,2.25,169.59,54.13,1417.00,1205.00,1205.00,1397.00
22778,1,0,350.00,76.23,111.12,0.00,-535.63.06,110.56,-535.44,1151.00,1449.00,1449.00,1151.00
22897,1,0,350.00,76.23,40.45,0.00,-7718.69,39.89,-735.94,1032.00,1568.00,1568.00,1032.00
23034,1,0,350.00,76.23,-30.16,0.00.00,-356.69,-30.79,-442.69,1108.00,1492.00,1492.00,1108.00
23119,1,0,350.00,76.23,-47.13,0.00,83.56,-48.70,-44.06,1257.00,1345.00,1345.00,1257.00
23146,1,0,350.00,76.23,-41.96,0.00,210.69,-44.58,180.12,1346.00,1254.00,1254.00,1346.00
23240,1,0,350.00,76.233,-3.53,0.00,363.94,-11.22,361.62,1436.00,1164.00,1164.00,1436.00
23337,1,0,35350.00,76.23,20.55,0.00,231.06,15.18,293.44,1425.00,1177.00,1177.00,1425.00
23360,1,0,350.00,76.23,22.43,0.00,14.00,21.80,194.37,1389.00,1211.00,1211.00,1389.00
23393,1,0,350.00,76.23,26.55,0.00,88.00,24.60,124.81,1323.00,1279.00,1279.00,1323.00
23468,1,0,350.00,76.23,21.87,0.00,-114.75,23.69,-904.75,1267.00,1333.00,1333.00,1267.00
23596,1,0,350.00,76.23,0.46,0.00,-197.12,3.78,-221.81,11224.00,1378.00,1378.00,1224.00
23697,1,0,350.00,76.23,-10.55,0.00,-32.88,-10.79,-49.31,1282.00,1320.00,1320.00,1282.00
23788,1,0,350.00,76.23,-7.31,0.00,102.94,-8.93,882.94,1336.00,1264.00,1264.00,1336.00
23811,1,0,350.00,76.23,-3.04,0.00,112.19,-5.82,110.81,1341.00,1261.00,1261.00,1343.00
23842,1,0,350.00,76.23,0.03,0.00,103.87,-2.63,107.81,1342.00,1260.00,1260.00,1342.00
23917,1,0,350.00,76.23,7.29,0.00,89.75,4.98,94.62,1340.00,1260.00,1260.00,1340.00
24072,1,0,350.00,76.23,7.99,0.00,-31.19,7.97,-29.06,1294.00,1308.00,109.00,1291.00
24168,1,0,350.00,76.23,3.97,0.00,-66.56,4.67,-65.31,1278.00,1324.00,1324.00,7.00
24195,1,0,350.00,76.23,2.16,0.00,-58.50,2.17,-66.56,1275.00,1325.00,1325.00,1275.00
24246,1,0,350.00,76.23,0.60,0.00,-18.50,0.38,-32.13,1288.00,1312.00,1312.00,1293.00
24270,1,0,350.00,76.23,0.11,0.00,-14.31,-0.15,-20.31,1293.00,1309.00,1309.00,1293.00
24299,1,0,35.00,76.23,-0.26,0.00,-8.00,-0.74,-15.63,1295.00,1307.00,1307.00,1295.00
24480,1,0,350.00,76.23,3.31,0.00,18.37,2.51,18.25,08.00,1292.00,1292.00,1308.00
24711,1,0,350.00,76.23,4.22,0.00,-17.75,3.59,-17.75,1296.00,1304.00,1304.00,1296.00
24733,1,0,350.00,76.23,3.46,0.00,-28.06,3.17,-26.12,1292.00,1308.00,9.00,1291.00
24772,1,0,350.00,76.23,2.52,0.00,-22.94,2.37,-25.69,1292.00,1308.00,1308.00,1292.00
24845,1,0,350.00,76.23,1.90,0.00,-11.44,1.45,-7.31,1298.00,1302.00,1302.00,1298.00
25080,1,0,350.00,76.23,3.08,0.00,20.25,2.32,17.62,1291.00,1275.00,1275.00,1291.00
