micros,flip,phase,spf_roll,roll_rlv,roll,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
187,0,0,0.00,0.00,0.13,0.00,-0.56,-0.35,-1.87,1017.00,1017.00,00,1017.00
208,0,0,0.00,0.00,0.15,0.00,1.50,-0.36,1.06,1017.00,1017.00,1017.00,1017.00
283,0,0,0.00,0.00,0.55,0.00,9.81,-0.01,8.37,1020.00,1014.00,1014.00,1020.00
370,0,0,0.00,0.00,1.83,0.00,5.75,1.23,6.31,1020.00,1014.00,1014.00,1020.00
408,0,0,0.00,0.00,2.02.02,0.00,3.75,1.51,4.12,1019.00,1015.00,1015.00,1019.00
442,0,0,0.00,0.00,2.01,0.00,-0.81,1.57,0.69,1018.00,1016.00,1016.00,1018.00
465,0,0,0.00,0.00,1.77,0.00,-7.56,1.36,-5.44,1016.00,1018.00,1018.00,1016.00
482,0,0,0.00,0.00,1.51,0.00,-9.13,1.10,-8.37,1015.00,1019.00,1019.00,1015.00
565,0,0,0.00,0.00,0.42,0.00,-10.00,0.05,-8.75,1014.00,1020.00,1020.00,1014.00
693,0,0,0.00,0.00,-0.31,0.00,2.87,-0.83,1.19,1017.00,1017.00,1017.00,1017.00
749,0,0,0.00,0.00,0.04,0.00,6.06,-0.56,5.31,1018.00,1016.00,1016.00,1018.00
871,0,0,0.00,0.00,1.05,0.00,11.00,0.46,11.31,1021.00,1013.00,1013.00,1021.00
980,0,0,0.00,0.00,1.66,0.00,3.25,1.12,4.19,1019.00,1015.00,1015.00,1019.00
1071,0,0,0.00,0.00,0.97,0.00,-9.19,0.68,-9.06,1014.00,1020.00,1020.00,1014.00
1159,0,0,0.00,0.00,-0.37,0.00,-6.62,-0.79,-7.81,1014.00,102,1020.00,1014.00
1182,0,0,0.00,0.00,-0.51,0.00,-3.00,-0.96,-4.44,1015.00,1019.00,1019.00,1015.00
1296,0,0,0.00,0.00,0.03,0.00,7.50,-0.53,7.06,1019.00,1015.00,1015.00,1019.00
1316,0,0,0.00,0.00,0.36,0.00,10.06,-0.22,9.81,1020.00,1014.00,1014.00,1020.00
1404,0,0,0.00,0.00,1.48,0.00,3.56,0.96,4.25,1019.00,1015.00,1015.00,1019.00
1474,0,0,0.00,0.00,1.36,0.00,-5.12,0.97,-3.19,1022.00,1022.00,1022.00,1022.00
1544,0,0,0.00,0.00,0.34,0.00,-8.31,0.02,-9.06,1022.00,1028.00,1028.00,1
1562,0,0,0.00,0.00,0.09,0.00,-8.06,-0.24,-7.94,1023.00,1029.00,1029.00,1023.00
1586,0,0,0.00,0.00,-0.22,0.00,-7.81,-0.63,-7.75,1023.00,1029.00,1029.00,1023.00
1668,0,0,0.00,0.00,-0.42,0.00,5.06,-0.96,4.56,1028.00,1026.00,1026.00,1028.00
1758,0,0,0.00,0.00,0.72,0.00,10.44,0.13,10.13,1031.00,1023.00,1023.00,1031.00
