micros,flip,phase,spf_roll,roll_rlv,roll,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
43,0,0,0.00,0.00,-0.16,0.00,0.88,-0.66,0.69,1014.00,1014.00,1014.00,1014.00
126,0,0,0.00,0.00,0.21,0.00,4.25,-0.33,4.19,1015.00,1013.00,1013.00,1015.00
150,0,0,0.00,0.00,0.34,0.00,3.94,-0.19,4.00,1015.00,1013.00,1013.00,1015.00
256,0,0,0.00,0.00,0.63,0.00,0.44,0.15,0.94,1014.00,1014.00,1014.00,1014.00
346,0,0,0.00,0.00,0.41,0.00,-2.94,-0.09,-2.50,1013.00,1015.00,1015.00,1013.00
423,0,0,0.00,0.00,-0.12,0.00,-2.94,-0.55,-3.25,1013.00,1015.00,1015.00,1013.00
461,0,0,0.00,0.00,-0.25,0.00,-0.31,-0.73,-1.56,1014.00,1016.00,1016.00,1014.00
509,0,0,0.00,0.00,-0.19,0.00,2.56,-0.70,2.12,1015.0015.00,1015.00,1015.00,1015.00
626,0,0,0.00,0.00,0.36,0.00,3.44,-0.23,3.87,1018.00,1016.00,1016.00,1018.00
721,0,0,0.00,0.00,0.50,0.00,-0.94,-0.05,-0.62,1017.00,1017.00,1017.00,101
745,0,0,0.00,0.00,0.42,0.00,-1.56,-0.10,-1.56,1017.00,1017.00,1017.00,1017.00
905,0,0,0.00,0.00,-0.19,0.00,-2.50,-0.69,-2.69,1018.00,1020.00,1020.00,1018.00
985,0,0,0.00,0.00,-0.24,0.00,1.69,-0.82,1.44,1019.00,1019.00,1019.00,1019.00
1069,0,0,0.00,0.00,0.24,0.00,3.37,-0.39,3.75,1020.00,1018.00,1018.00,1020.00
1127,0,0,0.00,0.00,0.53,0.00,1.00,-0.05,1.50,1019.00,1019.00,1019.00,1019.00
1151,0,0,0.00,0.00,0.55,0.00,0.13,0.06,0.37,1019.00,1019.00,1019.00,1019.00
1180,0,0,0.00,0.00,0.54,0.00,-0.75,-0.01,-0.19,1017.00,1017.00,1017.00,1017.00
1255,0,0,0.00,0.00,0.26,0.00,-3.12,-0.27,-3.06,1018.00,1020.00,1020.00,1018.00
1436,0,0,0.00,0.00,-0.14,0.00,1.00,-0.71,0.44,1017.00,1017.00,1017.00,1017.00
1486,0,0,0.00,0.00,0.06,0.00,2.87,-0.55,3.00,1,1017.00,1017.00,1017.00
1511,0,0,0.00,0.00,0.16,0.00,3.19,-0.47,3.12,1017.00,1017.00,1017.00,1017.00
1558,0,0,0.00,0.00,0.45,0.00,3.62,-0.150.11,3.62,1018.00,1016.00,1016.00,1018.00
1592,0,0,0.00,0.00,0.62,0.00,2.56,0.03,2.62,1018.00,1016.00,1016.00,1018.00
1669,0,0,0.00,0.00,0.63,0.00,-0.75,0.16,-0.56,1017.00,1017.00,1017.00,1017.00
1768,0,0,0.00,0.00,0.06,0.00,-2.69,-0.47,-2.94,1014.00,1016.00,1016.00,1014.00
1871,0,0,0.00,0.00,-0.10,0.00,2.06,-0.68,1.56,1015.00,1015.00,1015.00,1
1889,0,0,0.00,0.00,-0.04,0.00,2.62,-0.64,2.50,1015.00,1015.00,1015.00,1015.00
1955,0,0,0.00,0.00,0.32,0.00,3.56,-0.31,3.62,1016.00,1014.00,1014.00,1016.00
2133,0,0,0.00,0.00,0.09,0.00,-2.94,-0.41,-2.75,1014.00,1016.00,1016.00,1014.00
2214,0,0,0.00,0.00,-0.18,0.00,-0.88,-0.73,-1.37,1015.00,1015.00,0,1015.00
2236,0,0,0.00,0.00,-0.18,0.00,0.13,-0.74,-0.50,1015.00,1015.00,1015.00,1015.00
2256,0,0,0.00,0.00,-0.14,0.00,1.12,-0.73,0.88,1015.00,1015.00,1015.00,1015.00
2272,0,0,0.00,0.00,-0.10,0.00,2.12,-0.69,1.75,1015.00,1015.00,1015.00,1015.00
2318,0,0,0.00,0.00,0.14,0.00,3.25,-0.45,3.37,1016.00,1014.00,1014.00,10161016.00
2341,0,0,0.00,0.00,0.24,0.00,3.44,-0.36,3.50,1016.00,1014.00,1014.00,1016.00
2408,0,0,0.00,0.00,0.57,0.00,2.06,-0.01,2.31,1015.00,1015.00,1015.00,1015.00
2503,0,0,0.00,0.00,0.55,0.00,-2.12,0.03,-1.12,1017.00,1017.00,1017.00,1017.00
2629,0,0,0.00,0.00,0.06,0.00,-1.81,-0.48,-1.94,1014.00,1016.00,1016.00,1014.00
2732,0,0,0.00,0.00,-0.01,0.00,1.75,-0.58,1.69,1015.00,1015.00,1015.00,1015.00
2933,0,0,0.00,0.00,0.58,0.00,0.13,0.09,0.19,1017.00,1017.00,1017.00,1017.00
3104,0,0,0.00,0.00,-0.18,0.00,0.75,-0.74,0.00,1174.00,11,1175.00,1175.00
3133,0,0,0.00,0.00,-0.15,0.00,1.44,-0.73,1.00,1185.00,1185.00,1185.00,1185.00
3395,0,0,0.00,0.00,0.73,0.00,-0.06,0.18,0.69,1190.00,1190.00,1190.00,1190.00
3563,0,0,0.00,0.00,0.44,0.00,-3.06,-0.09,-2.69,1192.00,1194.00,.00,1192.00
3589,0,0,0.00,0.00,0.29,0.00,-1.37,-0.22,-4.56,1192.00,1194.00,1194.00,1192.00
3748,0,0,0.00,0.00,-0.11,0.00,0.56,-1.77,-2.69,1191.00,1195.00,1195.00,1191.00
3790,0,0,0.00,0.00,-0.10,0.00,-0.62,-1.07,1.69,1193.00,1193.00,1193.00,1193.00
3812,0,0,0.00,0.00,-0.05,0.00,2.00,-0.90,3.50,1195.00,1195.00,1195.00,1195.00
3927,0,0,0.00,0.00,0.29,0.00,3.69,-0.55,4.31,1220.00,1218.00,1218.00,1220.00
4030,0,0,0.00,0.00,0.59,0.00,6.50,-0.21,6.00,0,1241.00,1241.00,1245.00
4056,0,0,0.00,0.00,0.67,0.00,4.81,-0.07,4.44,1245.00,1243.00,1243.00,1245.00
4395,0,0,0.00,0.00,0.51,0.00,2.12,-9.94,2.50,1251.00,1259.00,1259.00,1251.00
4760,0,0,0.00,0.00,3.36,0.00,5.31,2.75,4.81,1259.00,1253.00,1253.00,1259.00
4858,0,0,0.00,0.00,2.12,0.00,-19.12,1.75,-18.69,1249.00,1261.00,1261.00,1
4893,0,0,0.00,0.00,1.49,0.00,-22.44,1.15,-20.00,1249.00,1263.00,1263.00,1249.00
4936,0,0,0.00,0.00,0.30,0.00,-24.94,0.18,-26.56,1246.00,1266.00,1266.00,1246.00
4960,0,0,0.00,0.00,-0.33,0.00,-21.31,-0.46,-20.37,1247.00,1263.00,1263.00,1247.00
4980,0,0,0.00,0.00,-0.49,0.00,-9,-1.05,-16.37,1248.00,1262.00,1262.00,1248.00
5316,0,0,0.00,0.00,1.76,0.00,5.12,1.15,5.50,1258.00,1254.00,1254.00,1258.00
5436,0,0,0.00,0.00,1.40,0.00,-9.50,0.93,-9.00,1253.00,1259.00,1259.00,1253.00
5632,0,0,0.00,0.00,-0.19,0.00,-2.75,-0.65,-7.69,1253.00,1259.00,1259.00,.00
5658,0,0,0.00,0.00,-0.18,0.00,0.13,-0.74,0.81,1256.00,1256.00,1256.00,1256.00
5923,0,0,0.00,0.00,0.86,0.00,0.75,0.37,1.31,1276.00,1276.00,1276.00,1276.00
6049,0,0,0.00,0.00,0.87,0.00,-1.06,0.33,-1.31,1278.00,1278.00,1278.00,1278.00
6091,0,0,0.00,0.00,0.82,0.00,-1.12,0.28,-2.37,1279.00,1279.00,1279.00,1279.00
6117,0,0,0.00,0.00,0.75,0.00,-4.25,0.23,-2.25,1279.00,1279.00,1279.00,1279.00
6232,0,0,0.00,0.00,0.40,0.00,-3.19,-0.13,-1.69,1279.00,1279.00,1279.00,1279.00
6400,0,0,0.00,0.00,0.36,0.00,-0.31,34.94,1.19,1299.00,1259.00,1259.00,1299.00
6589,0,0,0.00,0.00,-1.52,0.00,-16.75,23.24,-16.69,1285.00,1273.00,1273.00,1285
6612,0,0,0.00,0.00,-1.96,0.00,-14.38,15.75,-16.94,1281.00,1277.00,1277.00,1281.00
6669,0,0,0,0.00,-2.51,0.00,-10.50,-3.10,-11.00,1273.00,1285.00,1285.00,1273.00
6690,0,0,0.00,0.00,-2.67,0.00,-3.31,-2.79,-6.75,1275.00,1283.00,1283.00,1275.00
6794,0,0,0.00,0.00,-1.61,0.00,21.87,-2.44,16,1286.00,1272.00,1272.00,1286.00
7032,0,0,0.00,0.00,2.26,0.00,-5.37,1.82,-3.50,1279.00,1279.00,1279.00,1279.00
7172,0,0,0.00,0.00,0.58,0.00,-16.62,0.25,-16.12,1273.00,1285.00,1285.00,12
7195,0,0,0.00,0.00,0.14,0.00,-16.44,-0.19,-15.56,1273.00,1285.00,1285.00,1273.00
7248,0,0,0.00,0.00,-0.42,0.00,-9.38,-0.73,-11.56,1275.00,1283.00,1283.00,1275.00
7271,0,0,0.00,0.00,-0.60,0.00,-3.44,-1.06,-7.56,1276.00,1282.00,1282.00,1276.00
7404,0,0,0.00,0.00,-0.26,0.00,7.12,-0.89,8.19,1281.00,1277.00,1277.00,1281.00
7430,0,0,0.00,0.00,0.02,0.00,8.94,-0.62,10.44,1284.00,1278.00,1278.00,1284.00
7532,0,0,0.00,0.00,1.13,0.00,8.44,0.47,8.37,1298.00,1292.00,1292.00,1298.00
7841,0,0,0.00,0.00,0.74,0.00,-2.44,0.31,-3.06,1301.00,1303.00,1303.00,1301.00
7992,0,0,0.00,0.00,0.72,0.00,1.44,0.20,1.50,1303.00,1303.00,1303.00,1303.00
8061,0,0,0.00,0.00,0.83,0.00.00,4.12,0.34,3.75,1304.00,1302.00,1302.00,1304.00
8115,0,0,0.00,0.00,1.02,0.00,3.19,0.51,2.94,1304.00,1302.00,1302.00,1304.00
8225,0,0,0.00,0.00,1.29,0.00,1.06,0.77,2.37,1306.00,1304.00,1304.00,1306.00
8414,0,0,0.00,0.00,1.27,0.00,-2.94,0.83,-1.06,1305.00,1305.00,1305.00,1305.00
8512,0,0,0.00,0.00,1.16,0.00,-1.44,0.69,-1.25,1305.0305.00,1305.00,1305.00,1305.00
8698,0,0,0.00,0.00,0.90,0.00,0.06,0.42,-2.12,1305.00,1305.00,1305.00,1305.00
8998,0,0,0.00,0.00,1.39,0.00,1.56,0.89,1.69,1306.00,1304.00,1304.00,1306.00
9112,0,0,0.00,0.00,1.37,0.00,0.88,0.88,0.50,1311.00,1311.00,1311.00,1311.00
9378,0,0,0.00,0.00,1.40,0.00,0.69,0.90,1.31,1320.00,1318.00,1318.00,1320.00
9497,0,0,0.00,0.00,1.51,0.00,1.37,1.00,1.37,1321.00,1319.00,1319.00,1321.00
9538,0,0,0.00,0.00,1.59,0.00,1.50,1.09,1.69,1323.00,1321.00,1321.00,1323.00
9696,0,0,0.00,0.00,1.58,0.00,-0.75,1.10,-0.44,1325.00,1325.00,1325.00,1325.00
9782,0,0,0.00,0.00,1.53,0.00,0.00,1.04,-0.13,1325.00,0,1326.00,1326.00
9802,0,0,0.00,0.00,1.52,0.00,-0.62,1.04,-0.13,1326.00,1326.00,1326.00,1326.00
10061,0,0,0.00,0.00,1.59,0.00,1.06,1.09,0.88,1336.00,1336.00,1336.00,1336.00
10208,0,0,0.00,0.00,1.46,0.00,-0.31,1.00,0.00,1342.00,1342.00,1342.00,1342.00
10241,0,0,0.00,0.00,1.41,0.00,-1.44,0.94,-0.56,1344.00,1344.00,1344.00,1344.00
10378,0,0,0.00,0.00,1.25,0.00,0.06,0.76,-1.06,1348.00,1348.00,1348.00,1348.00
10488,0,0,0.00,0.00,1.23,0.00,-0.44,0.74,-0.69,1350.00,1350.00,1350.00,1350.00
10773,0,0,0.00,0.00,1.11,0.00,-0.50,0.62,-1.19,1351.00,1351.00,1351.00,1351.00
10935,0,0,0.00,0.00,0.95,0.00,-0.56,0.46,-0.31,1351.00,00,1351.00,1351.00
10958,0,0,0.00,0.00,0.93,0.00,-0.31,0.44,-0.56,1351.00,1351.00,1351.00,1351.00
11342,0,0,0.00,0.00,1.44,0.00,-1.62,0.96,-0.44,1350.00,1350.00,1350.00,1350.00
11385,0,0,0.00,0.00,1.40,0.00,0.13,0.91,0.56,1350.00,1350.00,1350.00,1350.00
11519,0,0,0.00,0.00,1.29,0.00,-0.19,0.80,-0.44,1351.00,1351.00,1351.00,1351.00
11648,1,1,3.62,0.05,1.31,158.97,0.56,-3.57,-156.91,1232.00,1470.00,1470.00,1232
11670,1,1,10.24,0.06,1.31,264.76,1.69,-10.19,-264.89,1141.00,1559.00,1559.00,1141.00
11757,1,1,41.69,2.11,7.02,508.84,127.87,-39.59,-410.47,1000.00,1724.00,1724.00,1000.00
11799,1,1,59.64,5.22,13.22,590.60,240.75,-54.42,-407.28,1000.00,1751.00,1751.00,1000.00
11859,1,2,91.52,13.61,29.22,690.28,392.19,-77.91,-360.84,1000.00,1766.00,1766.01756.00,1000.00
11884,1,2,115.59,21.77,42.29,738.76,478.62,-93.82,-315.32,1000.00,1766.00,1766.00,1000.00
11914,1,2,141.02,31.73,62.78,770.45,540.37,-109.29,-253.38,1000.00,1753.00,1753.00,1000.00
11990,1,2,207.32,61.49,110.78,771.89,660.87,-145.83,-131.01,1000.00,17411730.00,1730.00,1000.00
12230,1,3,337.52,187.00,-34.81,291.31,1314.25,-150.52,1043.50,1788.00,1000.00,1000.00,1788.00
12322,1,0,350.00,236.53,67.21,0.00,1017.12,46.35,1139.31,1800.0,1000.00,1000.00,1789.00
12351,1,0,0.00,0.00,91.99,0.00,768.69,84.07,942.50,1770.00,1000.00,1000.00,1770.00
12448,1,0,0.00,0.00,128.67,0.00,-48.56,128.65,14.06,1427.00,1273.00,1273.00,1427.00
12471,1,0,0.00,0.0,125.47,0.00,-161.19,126.55,-101.25,1382.00,1320.00,1320.00,1382.00
12560,1,0,0.00,0.00,87.17,0.00,-530.37,97.51,-487.12,1213.00,1487.00,1487.00,1213.00
12582,1,0,0.00,0.00,80.97,0.,-681.50,80.48,-641.37,1142.00,1558.00,1558.00,1142.00
12610,1,0,0.00,0.00,60.87,0.00,-697.69,67.11,-704.19,1100.00,1602.00,1602.00,1100.00
12695,1,0,0.00,0.00,6.66,0.00,-649.69,12.46,-709,1098.00,1604.00,1604.00,1098.00
12800,1,0,0.00,0.00,-41.33,0.00,-243.06,-39.46,-293.06,1214.00,1470.00,1470.00,1232.00
12949,1,0,0.00,0.00,-20.35,0.00,322.62,-27.12,323.06,1463.00,1239.00,1239.00,1463.00
12993,1,0,0.00,0.00,-5.46,0.00,297.31,-11.52,314.25,1468.00,1234.00,123400,1465.00
13018,1,0,0.00,0.00,1.74,0.00,235.19,-3.43,259.56,1451.00,1251.00,1251.00,1451.00
