millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,m1,m2,m3,m4
894,0,-0.71,-2.15,-0.01,-0.06,0.19,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
938,0,-0.71,-2.15,-0.01,0.13,0.00,-0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00>
1005,0,-0.71,-2.15,-0.01,0.19,-0.06,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
1064,0,-0.71,-2.15,-0.01,0.19,-0.37,-0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,10000.00
1090,0,-0.71,-2.15,-0.01,0.00,-0.06,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
1148,0,-0.71,-2.15,-0.01,0.25,-0.37,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
1172,0,-0.71,-2.15,-0.01,0.13,-0.25,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
1230,0,-0.71,-2.15,-0.01,0.25,-0.06,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
1252,0,-0.71,-2.15,-0.01,-0.13,0.00,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
1299,0,-0.71,-2.15,-0.01,0.00,0.06,-0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
1352,0,-0.71,-2.15,-0.01,-0.19,0.00,0.13,-0.71,-2.15,-0.01,1001001.00,1001.00,1000.00,1000.00
1376,0,-0.71,-2.15,-0.01,0.06,0.13,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.0000,1000.00
1454,0,-0.71,-2.15,-0.01,-0.19,-0.19,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,101000.00,1000.00
1523,0,-0.71,-2.15,-0.01,-0.06,-0.25,0.13,-0.71,-2.15,-0.01,1001.00,100102.00,1000.00,1000.00
1599,0,-0.71,-2.15,-0.01,0.06,-0.06,-0.06,-0.71,-2.15,-0.01,1001..00,1002.00,1000.00,1000.00
1661,0,-0.71,-2.15,-0.01,-0.06,-0.06,-0.0606,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
1686,0,-0.71,-2.15,-0.01,-0.13,0.25,-0.06,-0.71,-2.15,-0.01,11001.00,1001.00,1000.00,1000.00
1754,0,-0.71,-2.15,-0.01,0.00,0.25,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
1810,0,-0.71,-2.15,-0.01,0.25,0.06,0.06,-0.710.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
1832,0,-0.71,-2.15,-0.01,0.13,0.00,0.00,-0.71,-2.15,-0.01,1001.000,1002.00,1000.00,1000.00
1915,0,-0.71,-2.15,-0.01,-0.06,-0.13,0.00,-0.71,-2.15,-0.01,10001.00,1002.00,1000.00,1000.00
1984,0,-0.71,-2.15,-0.01,-0.13,-0.06,0.06-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
2018,0,-0.71,-2.15,-0.01,-0.13,-0.06,0.00,-0.71,-2.15,-0.001,1001.00,1001.00,1000.00,1000.00
2087,0,-0.71,-2.15,-0.01,0.06,0.25,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
2159,0,-0.71,-2.15,-0.01,0.25,0.13,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
2216,0,-0.71,-2.15,-0.01,0.00,0.19,-0.25,-0.71,-2.15,-0.011,1001.00,1001.00,1000.00,1000.00
2294,0,-0.71,-2.15,-0.01,-0.19,0.19,-0.06,-0.71,-2.15,-0.01,10001.00,1001.00,1000.00,1000.00
2365,0,-0.71,-2.15,-0.01,0.06,0.06,0.00,-0.71,-2.15,-0..01,1001.00,1001.00,1000.00,1000.00
2439,0,-0.71,-2.15,-0.01,0.00,0.06,0.06,-0.71,-2.15,-0.011,1001.00,1001.00,1000.00,1000.00
2562,0,-0.71,-2.15,-0.01,0.13,0.00,0.19,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
2629,0,-0.71,-2.15,-0.01,-0.06,-0.13,0.13,-0.71,-2..15,-0.01,1001.00,1002.00,1000.00,1000.00
2697,0,-0.71,-2.15,-0.01,-0.130.06,-0.25,0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
2718,0,-0.71,-2.15,-0.01,0.06,-0.19,-0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
2784,0,-0.71,-2.15,-0.01,-0.25,0.06,0.136,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3066,0,-0.71,-2.15,-0.01,0.0.13,-0.13,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
3141,0,-0.71,-2.15,-0.001,0.00,-0.06,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
3193,0,-0.71,-2.15,-0.01,0.00,-0.06,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
3245,0,-0.71,-2.15,-0.01,0.06,0.19,-0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3269,0,-0.71,-2.15,-0.01,-0.06,0.00,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3291,0,-0.71,-2.1515,-0.01,-0.06,0.06,-0.19,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
3330,0,-0.71,-2.15,-0.01,0.00,0.06,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3352,0,-0.771,-2.15,-0.01,-0.13,0.06,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3408,0,-0.71,-2.15,-0.01,-0.19,0.00,-0.19,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3477,0,-0.71,-2.15,-0.01,-0.06,-0.19,-0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
3494,0,-0.71,-2.15,-0.01,0.00,0.00,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3521,0,-0.71,-2.15,-0.01,0.13,-0.06,-0.06,-0.71,-2.15,-0.01,1001.00,10011002.00,1000.00,1000.00
3541,0,-0.71,-2.15,-0.01,0.00,-0.06,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3568,0,-0.71,-2.15,-0.01,-0.06,0.19,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3635,0,-0.71,-2.15,-0.01,0.00,0.06,-0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.0.00
3664,0,-0.71,-2.15,-0.01,0.06,0.06,0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
3718,0,-0.71,-2.15,-0.01,0.06,0.06,0.00,-0.71,-2.15,-0.01,1001.00,1001.001.00,1000.00,1000.00
3741,0,-0.71,-2.15,-0.01,0.13,0.19,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
3768,0,-0.71,-2.15,-0.01,0.06,0.06,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3867,0,-0.71,-2.15,-0.01,0.13,-0.13,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
3898,0,-0.71,-2.15,-0.01,0.00,0.06,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
3987,0,-0.71,-2.15,-0.01,-0.06,0.00,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
4018,0,-0.71,-2.15,-0.01,-0.06,0.13,0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
4081,0,-0.71,-2.15,-0.01,0.31,0.19,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
4123,0,-0.71,-2.15,-0.01,0.06,0.00,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
4196,0,-0.71,-2.15,-0.01,0.06,0.00,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
4231,0,-0.71,-2.15,-0.01,-0.13,0.13,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
4315,0,-0.71,-2.15,-0.01,-0.06,-0.13,-0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
4353,0,-0.71,-2.15,-0.01,-0.19,0.00,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
4407,0,-0.71,-2.15,-0.01,0.13,0.06,-0.06,-0.71,-2.15,-0.01,1001.00,10021002.00,1000.00,1000.00
4435,0,-0.71,-2.15,-0.01,0.13,0.19,0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00>
4461,0,-0.71,-2.15,-0.01,0.13,-0.06,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
4544,0,-0.71,-2.15,-0.01,-0.06,0.06,0.19,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,10000.00
4584,0,-0.71,-2.15,-0.01,0.00,-0.06,0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
4663,0,-0.71,-2.15,-0.01,0.00,0.06,0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
4694,0,-0.71,-2.15,-0.01,0.00,-0.06,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
4777,0,-0.71,-2.15,-0.01,-0.13,0.06,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.0000
4813,0,-0.71,-2.15,-0.01,0.13,0.00,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
4890,0,-0.71,-2.15,-0.01,-0.06,0.13,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
4923,0,-0.71,-2.15,-0.01,0.19,-0.06,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
5006,0,-0.71,-2.15,-0.01,-0.06,0.00,0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.0.00
5048,0,-0.71,-2.15,-0.01,-0.19,0.00,0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
5136,0,-0.71,-2.15,-0.01,0.00,0.00,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.0000
5160,0,-0.71,-2.15,-0.01,0.13,0.00,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
5232,0,-0.71,-2.15,-0.01,0.00,-0.13,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
5274,0,-0.71,-2.15,-0.01,0.00,0.06,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
5352,0,-0.71,-2.15,-0.01,0.13,0.06,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.000
5381,0,-0.71,-2.15,-0.01,-0.25,0.00,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
5466,0,-0.71,-2.15,-0.01,0.19,0.00,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,11000.00
5513,0,-0.71,-2.15,-0.01,0.06,-0.06,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
5566,0,-0.71,-2.15,-0.01,-0.13,0.13,0.06,-0.71,-2.15,-0.01,1001.001.00,1001.00,1000.00,1000.00
5591,0,-0.71,-2.15,-0.01,-0.13,-0.19,0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00.00,1000.00
5698,0,-0.71,-2.15,-0.01,0.13,0.00,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,10000.00,1000.00
5810,0,-0.71,-2.15,-0.01,-0.06,0.06,0.00,-0.71,-2.15,-0.01,1001.00,1002.000,1000.00,1000.00
5951,0,-0.71,-2.15,-0.01,0.06,-0.06,-0.13,-0.71,-2.15,-0.01,1001.00,1001.000,1000.00,1000.00
6054,0,-0.71,-2.15,-0.01,-0.31,-0.19,0.06,-0.71,-2.15,-0.01,1001.00,1001.000,1000.00,1000.00
6249,0,-0.71,-2.15,-0.01,-0.06,-0.13,0.13,-0.-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
6275,0,-0.71,-2.15,-0.01,0.00,-0.06,0.00,-0.71,-2.15,-0.01,1001..00,1002.00,1000.00,1000.00
6390,0,-0.71,-2.15,-0.01,0.00,0.06,0.19,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
6479,0,-0.71,-2.15,-0.01,0.06,0.06,0.000.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
6510,0,-0.71,-2.15,-0.01,0.19,0.06,-0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
6624,0,-0.71,-2.15,-0.01,0.13,0.13,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
6713,0,-0.71,-2.15,-0.01,-0.13,-0.13,0.10.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
6741,0,-0.71,-2.15,-0.01,0.06,0.00,0.00,-0.71,-2.15,-0.01,11001.00,1002.00,1000.00,1000.00
6858,0,-0.71,-2.15,-0.01,-0.13,0.06,0.19,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
6946,0,-0.71,-2.15,-0.01,0.13,-0.06,0.000.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
6974,0,-0.71,-2.15,-0.01,0.19,-0.06,-0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
7087,0,-0.71,-2.15,-0.01,-0.13,0.00,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
7210,0,-0.71,-2.15,-0.01,0.13,0.00,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
7552,0,-0.71,-2.15,-0.01,0.00,0.19,0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
7679,0,-0.71,-2.15,-0.01,0.00,-0.06,0.13,-0.71,-22.15,-0.01,1001.00,1002.00,1000.00,1000.00
7793,0,-0.71,-2.15,-0.01,-0.19,0.13,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
7897,0,-0.71,-2.15,-0.01,0.06,0.19,0.13,-0.71,--2.15,-0.01,1001.00,1001.00,1000.00,1000.00
8013,0,-0.71,-2.15,-0.01,0.06,-0.06,0.00,-0.711,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
8136,0,-0.71,-2.15,-0.01,0.13,0.06,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
8238,0,-0.71,-2.15,-0.01,0.00,-0.06,-0.060,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
8325,0,-0.71,-2.15,-0.010.01,0.06,-0.06,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
8353,0,-0.71,-2.15,-0.01,0.25,0.00,0.00,-00.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
8472,0,-0.71,-2.15,-0.01,0.00,0.00,0.0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
8586,0,-0.71,-2.15,-0.01,-0.13,0.00,-00.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
8705,0,-0.71,-2.15,-0.01,-0.19,0.13,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
8931,0,-0.71,-2.15,-0..01,0.00,-0.19,-0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
9024,0,-0.71,-2.15,-0.01,0.13,-0.13,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
9045,0,-0.71,-2.15,-0..01,0.13,-0.06,0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
9140,0,-0.71,-2.15,-0.01,-0.19,-0.13,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
9179,0,-0.71,-2-2.15,-0.01,-0.06,-0.06,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
9231,0,-0.71,-2.15,-0.01,0.00,-0.19,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.000.00
9256,0,-0.71,-2.15,-0.01,-0.19,0.00,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
9374,0,-0.71,-2.15,-0.01,-0.13,-0.06,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
9410,0,-0.71,-2.15,-0.01,0.00,0.06,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
9492,0,-0.71,-2.15,-0.01,-0.13,-0.06,-0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
9521,0,-0.71,-2.15,-0.01,-0.06,-0.13,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
9621,0,-0.71,-2.15,-0.01,0.06,0.06,0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.000
9651,0,-0.71,-2.15,-0.01,0.25,0.13,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
9699,0,-0.71,-2.15,-0.01,0.06,-0.13,0.00,-0.71,-2.15,-0.01,1001.00,1001.02.00,1000.00,1000.00
9725,0,-0.71,-2.15,-0.01,0.19,0.13,0.19,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
9759,0,-0.71,-2.15,-0.01,0.00,-0.06,-0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
9813,0,-,0.00,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00>,1001.00,1000.00,1000.00
9840,0,-0.71,-2.15,-0.01,-0.13,0.25,0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.000
9874,0,-0.71,-2.15,-0.01,0.00,0.06,0.19,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
9925,0,-0.71,-2.15,-0.01,0.06,-0.06,0.25,-0.71,-2.15,-0.01,1001.00,1001.02.00,1000.00,1000.00
9948,0,-0.71,-2.15,-0.01,-0.13,0.00,0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00>
9980,0,-0.71,-2.15,-0.01,-0.06,0.06,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
10069,0,-0.71,-2.15,-0.01,0.19,-0.19,-0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.0000
10109,0,-0.71,-2.15,-0.01,0.13,0.06,-0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
10199,0,-0.71,-2.15,-0.01,0.00,-0.13,0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,10000.00
10225,0,-0.71,-2.15,-0.01,0.00,0.06,-0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
10296,0,-0.71,-2.15,-0.01,0.19,-0.13,-0.06,-0.71,-2.15,-0.01,1001.00,1002.00,1000.0000,1000.00
10534,0,-0.71,-2.15,-0.01,0.00,-0.13,-0.13,-0.71,-2.15,-0.01,1001.00,11002.00,1000.00,1000.00
10669,0,-0.71,-2.15,-0.01,-0.13,0.06,0.00,-0.71,-2.15,-0.01,1001.00,10001.00,1000.00,1000.00
10882,0,-0.71,-2.15,-0.01,0.06,0.06,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
10912,0,-0.71,-2.15,-0.01,0.00,-0.06,0.00,-0.71,-2.15,-0.01,1001.00,1002.00,1000.1000.00,1000.00
10996,0,-0.71,-2.15,-0.01,-0.06,0.31,0.06,-0.71,-2.15,-0.01,1001.00,1001001.00,1000.00,1000.00
11114,0,-0.71,-2.15,-0.01,0.19,0.13,-0.06,-0.71,-2.15,-0.01,1001.00,11002.00,1000.00,1000.00
11221,0,-0.71,-2.15,-0.01,0.31,0.00,0.00,-0.71,-2.15,-0.01,1001.000,1002.00,1000.00,1000.00
11318,0,-0.71,-2.15,-0.01,0.00,0.00,0.13,-0.70.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
11348,0,-0.71,-2.15,-0.01,-0.06,-0.25,0.13,-0.71,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
11452,0,-0.71,-2.15,-0.01,0.00,0.06,0.06,-0.71,-2.15,-0.01,1001.000,1001.00,1000.00,1000.00
11576,0,-0.71,-2.15,-0.01,-0.06,-0.06,-0.06,-0.71,-2.15,-0.01,1001.0000,1001.00,1000.00,1000.00
11694,0,-0.71,-2.15,-0.01,0.13,0.06,-0.06,-0.71,-2.15,-0.01,10001.00,1002.00,1000.00,1000.00
11806,0,-0.71,-2.15,-0.01,0.13,-0.13,0.06,-0.71,-2.15,-0.01,100101.00,1002.00,1000.00,1000.00
12030,0,-0.71,-2.15,-0.01,0.00,0.06,-0.06,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
12151,0,-0.71,-2.15,-0.01,0.00,0.00,0.13,-0.71,-2.155,-0.01,1001.00,1001.00,1000.00,1000.00
12269,0,-0.71,-2.15,-0.01,-0.13,0.00,0.06,-0.71,-2.1515,-0.01,1001.00,1001.00,1000.00,1000.00
12391,0,-0.71,-2.15,-0.01,0.06,-0.13,0.00,-0.771,-2.15,-0.01,1001.00,1002.00,1000.00,1000.00
12492,0,-0.71,-2.15,-0.01,0.00,0.00,-0.06,-0..71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
12609,0,-0.71,-2.15,-0.01,-0.06,0.06,0.13,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
12731,0,-0.71,-2.15,-0.01,0.00,0.06,0.00,-0.71,-2.15,-0.01,1001.00,1001.00,1000.00,1000.00
12953,0,-0.61,-3.46,-0.02,1.12,-24-28.44,-2.06,-0.61,-3.46,-0.02,1008.00,1010.00,1000.00,1000.00
13057,0,-0.54,-6.74,-0.08,-1.06,-40.31,-4.69,-0.56,-5.97,-0.06,1015.00,1015.00,1000.00,1000.00
13098,0,-0.57.60,-7.94,-0.12,2.44,-41.75,-4.62,-0.57,-7.54,-0.10,1016.00,1018.00,1000.00,1000.00
13182,0,-0.78,-11.11,-0.26,-1.12,-28.56,3.06,-0.81,-10.53,-0.24,1016.00,1017.00,1000.00,1000.0000.00
13216,0,-0.76,-11.77,-0.31,-0.06,-20.81,2.06,-0.77,-11.35,-0.29,1015.00,1015.00,1000.00,1000.00
13511,0,-0.65,-15.54,-0.53,1.00,-18.12,3.56,-0.65,-15.19,-0.53,1015.00,1016.00,1000.00,1000.00
13552,0,-0.64,-15.-16.12,-0.51,0.06,-20.69,4.44,-0.64,-15.72,-0.52,1016.00,1017.00,1000.00,1000.00
13758,0,1.40,-24.93,0.09,-10.00,-69.50,2.62,1.15,-23.59,0.01,1040..00,1034.00,1000.00,1000.00
13857,0,-0.34,-27.70,0.39,45.75,4.25,-16.87-12.88,-0.34,-27.70,0.39,1005.00,1032.00,1000.00,1000.00
13883,0,-1.51,-26.87,0.43,26.19,42.13,-3.12,-1.25,-27.28,00.43,1000.00,1015.00,1000.00,1000.00
14109,0,-0.36,1.81,0.78,-17.694,145.37,-4.00,-0.36,1.81,0.78,1000.00,1000.00,1038.00,1047.00
14177,0,-0.34,5.88,0.80,8.69,133.44,-4.56-2.44,-0.65,8.21,0.80,1000.00,1000.00,1045.00,1033.00
14246,0,-0.96,13.74,0.81,-8.25,7052.13,-4.06,-0.96,13.74,0.81,1000.00,1000.00,1028.00,1032.00
14351,0,-0.91,14.94,0.77,6.94,-31.1.31,-1.75,-0.91,14.94,0.77,1000.00,1000.00,1004.00,1000.00
14459,0,-0.41,5.88,0.63,66.75,-119.81,-15.13,-0.41,5.88,0.63,1025.00,1029.00,1000.00,1000.00
14566,0,-0.70,-7.32,0.2.17,6.37,-99.50,14.00,-0.70,-7.32,0.21,1032.00,1036.00,1000.00,1000.00
14672,0,-0.79,-14.74,0.16,-1.87,-47.00,12.63,-0.87,-13.76,0.14,1027.00,1028.00,1000.00,1000.00
14796,0,-0.63,-14.84,0.45,0.44,31.31,-6.19,-0.62,-15.15,0.41,1002.00,1004.00,1000.00,1000.00
14825,0,-0.63,-13.20,0.52,-2.81,50.13,-7.12,-0.65,-14.12,0.49,1000.00,1000.00,1000.00,1000.00
14880,0-2.00,69.00,-0.81,-0.55,-11.55,0.56,1000.00,1000.00,1007.00,1,1000.00,1000.00,1012.00,1012.00
14912,0,-0.54,-8.11,0.61,3.69,75.19,1.56,-0.49,-9.56,0.59,1000.00,1000.00,1014.00,014.00
14938,0,-0.69,-5.88,0.65,5.37,77.37,2.81,-0.64,-6.63,0.63,1000.00,1000.00,1019.00,1015.00
14986,0,-0.77,-2.19,0.71,-1.25,74.06,-3.31,-0.78,-2.90,0.69,1000.00,1000.000.00,1019.00,1019.00
