millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,m1,m2,m3,m4
16757,0,-0.20,-2.25,-0.40,-0.13,-1.12,-0.06,-0.20,-2.25,-0.40,1001.00,1002.00,1000.00,1000.00
16837,0,-0.20,-2.27,-0.40,-0.31,0.31,-0.19,-0.20,-2.27,-0.40,1001.00,1001.00,1000.00,1000.00
17137,0,-0.20,-1.92,-0.40,-0.25,-0.06,-0.06,-0.20,-1.92,-0.40,1001.00,1001.00,1000.00,1000.00
17217,0,-0.20,-2.00,-0.40,-0.06,-1.62,0.00,-0.20,-2.00,-0.40,1001.00,1002.00,1000.00,1000.00
17676,0,-0.20,-1.92,-0.40,-0.44,1.25,-0.06,-0.20,-1.92,-0.40,1001.00,1001.00,1000.00,1000.00
18135,0,-0.20,-2.10,-0.40,-0.31,1.31,0.00,-0.20,-2.10,-0.40,1001.00,1001.00,1000.00,1000.00
18595,0,-0.19,-2.15,-0.40,-0.25,-0.31,-0.13,-0.19,-2.15,-0.40,1001.00,1001.00,1000.00,1000.00
19054,0,-0.19,-2.02,-0.39,0.06,-1.19,0.00,-0.19,-2.02,-0.39,1001.00,1001.00,1000.00,1000.00
19513,0,-0.18,-1.90,-0.39,-0.06,0.06,0.00,-0.18,-1.90,-0.39,1001.00,1001.00,1000.00,1000.00
19973,0,-0.18,-1.95,-0.39,-0.06,1.00,-0.13,-0.18,-1.95,-0.39,1001.00,1001.00,1000.00,1000.00
20433,0,-0.18,-2.02,-0.39,-0.37,0.56,-0.06,-0.18,-2.02,-0.39,1001.00,1001.00,1000.00,1000.00
20893,0,-0.18,-1.96,-0.39,-0.31,-0.75,-0.13,-0.18,-1.96,-0.39,1001.00,1001.00,1000.00,1000.00
21353,0,-0.18,-1.84,-0.39,-0.37,-0.50,0.13,-0.18,-1.84,-0.39,1001.00,1001.00,1000.00,1000.00
21813,0,-0.18,-1.82,-0.39,-0.44,0.62,-0.06,-0.18,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
23771,0,-0.16,-1.80,-0.39,-0.19,-0.44,-0.06,-0.16,-1.80,-0.39,1001.00,1001.00,1000.00,1000.00
24151,0,-0.16,-1.79,-0.39,-0.06,0.44,-0.06,-0.16,-1.79,-0.39,1001.00,1001.00,1000.00,1000.00
291,0,-0.16,-1.79,-0.39,-0.44,0.31,-0.13,-0.16,-1.79,-0.39,1001.00,1001.00,1000.00,1000.00
24231,0,-0.16,-1.79,-0.39,-0.13,-0.13,0.00,-0.16,-1.79,-0.39,1001.00,1001.00,1000.00,1000.00
24611,0,-0.16,-1.79,-0.39,-0.31,0.31,-0.19,-0.16,-1.79,-0.39,1001.00,1001.00,1000.00,1000.00
21,0,-0.16,-1.78,-0.39,-0.06,0.44,-0.06,-0.16,-1.78,-0.39,1001.00,1001.00,1000.00,1000.00
24691,0,-0.16,-1.78,-0.39,-0.37,0.62,0.06,-0.16,-1.78,-0.39,1001.00,1001.00,1000.00,1000.00
25070,0,-0.16,-1.78,-0.39,-0.31,0.00,-0.06,-0.16,-1.78,-0.39,1001.00,1001.00,1000.00,1000.00
25090,0,.16,-1.78,-0.39,-0.13,0.00,-0.13,-0.16,-1.78,-0.39,1001.00,1001.00,1000.00,1000.00
25150,0,-0.16,-1.78,-0.39,-0.50,0.25,0.00,-0.16,-1.78,-0.39,1001.00,1001.00,1000.00,1000.00
25609,0,-0.16,-1.81,-0.39,-0.19,-0.31,-0.13,-0.16,-1.81,-0.39,1001.00,1001.00,1000.00,1000.00
26566,0,-0.16,-1.83,-0.39,0.13,-0.31,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
26644,0,-0.16,-1.83,-0.39,0.13,-0.44,-0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
27141,0,-0.16,-1.83,-0.39,0.00,-0.25,-0.13,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
271,0,-0.16,-1.83,-0.39,0.06,-0.31,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
27221,0,-0.16,-1.83,-0.39,0.06,-0.31,-0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
27794,0,-0.16,-1.83,-0.39,-0.13,-0.13,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
27911,0,-0.16,-1.83,-0.39,0.00,0.06,0.00,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
28406,0,-0.16,-1.83,-0.39,-0.06,0.06,0.13,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
28485,0,-0.16,-1.83,-0.39,-0.13,0.19,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
29210,0,-0.16,-1.83,-0.39,0.13,-0.06,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
29289,0,-0.16,-1.83,-0.39,-0.13,0.19,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
29982,0,-0.16,-1.83,-0.39,0.13,-0.06,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
30671,0,-0.16,-1.83,-0.39,-0.06,0.06,0.00,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
31129,0,-0.16,-1.83,-0.39,0.19,-0.19,0.00,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
31703,0,-0.16,-1.83,-0.39,-0.19,0.19,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
31821,0,-0.16,-1.83,-0.39,-0.13,-0.06,0.00,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
32315,0,-0.16,-1.83,-0.39,-0.25,0.13,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
32393,0,-0.16,-1.83,-0.39,0.06,0.19,0.00,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
32510,0,-0.16,-1.83,-0.39,0.06,0.00,-0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
33005,0,-0.16,-1.83,-0.39,0.06,0.00,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
33084,0,-0.16,-1.83,-0.39,-0.06,0.00,-0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
33891,0,-0.16,-1.83,-0.39,-0.06,0.06,0.00,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
34385,0,-0.16,-1.83,-0.39,0.13,-0.13,-0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
34465,0,-0.16,-1.83,-0.39,-0.13,0.00,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
35038,0,-0.16,-1.83,-0.39,0.00,0.06,-0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
35650,0,-0.16,-1.83,-0.39,0.00,0.00,0.19,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
35729,0,-0.16,-1.83,-0.39,-0.19,0.06,0.19,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
36341,0,-0.16,-1.83,-0.39,0.06,0.00,-0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
36420,0,-0.16,-1.83,-0.39,0.13,0.06,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
36537,0,-0.16,-1.83,-0.39,-0.13,0.25,0.13,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
37146,0,-0.16,-1.83,-0.39,-0.13,0.19,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
37225,0,-0.16,-1.83,-0.39,-0.06,-0.06,0.13,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
37950,0,-0.16,-1.83,-0.39,0.06,0.06,0.00,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
38029,0,-0.16,-1.83,-0.39,0.19,0.00,-0.13,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
38604,0,-0.16,-1.83,-0.39,0.06,-0.06,0.13,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
38721,0,-0.16,-1.83,-0.39,-0.13,0.13,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
39332,0,-0.16,-1.83,-0.39,0.13,-0.06,0.00,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
39410,0,-0.16,-1.83,-0.39,0.00,-0.06,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
39526,0,-0.16,-1.83,-0.39,-0.19,0.13,-0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
40021,0,-0.16,-1.83,-0.39,0.06,-0.06,0.00,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
40100,0,-0.16,-1.83,-0.39,-0.13,-0.06,0.13,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
40217,0,-0.16,-1.83,-0.39,0.00,-0.19,0.06,-0.16,-1.83,-0.39,1001.00,1001.00,1000.00,1000.00
