millis,armed,fp,roll,pitch,yaw,mfr,gx,spr,err_roll,u2
1126,0,0,-0.67,5.81,-0.35,0.00,-5.87,0.07,-0.74,-0.000001
1184,0,0,-0.17,5.81,-0.35,0.00,-5.75,0.07,-0.24,-0.001
1199,0,0,-0.07,5.81,-0.35,0.00,-5.50,0.07,-0.14,-0.000001
1233,0,0,0.09,5.81,-0.35,0.00,-4.37,0.07,0.02,-0.000001
1266,0,0,0.12,5.81,-0.5,0.00,-2.50,0.07,0.13,-0.000000
1299,0,0,0.22,5.81,-0.36,0.00,-0.31,0.07,0.15,-0.000000
1336,0,0,0.18,5.81,-0.36,0.00,1.37,0.07,0.11,0.000000
1353,0,0,0.07,5.80,-0.36,0.00,3.44,0.07,-0.00,0.000001
1392,0,0,-0.12,5.81,-0.36,0.00,4.87,0.07,-0.19,0.000001
1408,0,0,-0.28,5.80,-0.36,0.00,5.37,0.07,-0.35,0.000001
1453,0,0,-0.71,5.81,-0.37,0.00,5.44,0.07,-0.78,0.000001
1491,0,0,-0.88,5.80,-0.37,0.00,3.87,0.07,-0.95,0.000001
1511,0,0,-1.00,5.80,-0.37,0.00,2.50,0.07,-1.07,0.000001
1545,0,0,-1.04,5.80,-0.37,0.00,0.44,0.07,-1.11,0.000000
1597,0,0,-1.02,5.80,-0.37,0.00,-1.50,0.07,-12,-0.000000
1612,0,0,-0.92,5.80,-0.37,0.00,-3.31,0.07,-0.99,-0.000000
1634,0,0,-0.80,5.81,-0.36,0.00,-4.00,0.07,-0.87,-0.000000
1670,0,0,-0.59,5.81,-0.37,0.00,-5.56,0.07,-0.66,-0.000001
1694,0,0,-0.36,5.80,-0.37,0.00,-6.12,0.07,-0.43,-0.000001
1735,0,0,-0.13,5.80,-0.36,0.00,-5.81,0.07,-0.20,-0.000000001
1751,0,0,0.02,5.80,-0.37,0.00,-5.31,0.07,-0.05,-0.000001
1777,0,0,0.21,5.80,-0.37,0.00,-3.69,0.07,0.14,-0.000001
1795,0,0,0.28,5.80,-0.37,0.00,-2.44,0.07,0.21,-0.000001
1828,0,0,0.30,5.80,-0.37,0.00,-0.50,0.07,0.23,-0.000000
1864,0,0,0.25,5.80,-0.37,0.00,1.19,0.07,0.18,0.000000
1915,0,0,0.14,5.80,-0.38,0.00,3.12,0.07,0.07,0.000001
1933,0,0,0.02,5.80,-0.38,0.00,4.00,0.07,-0.05,0.000001
1988,0,0,-0.40,5.80,-0.38,0.00,5.56,0.07,-0.47,0.000001
2038,0,0,-0.82,5.80,-0.38,0.00,4.31,0.07,-0.89,0.000001
2162,0,0,-0.92,5.80,-0.39,0.00,-3.69,0.07,-0.99,-0.000000
2231,0,0,-0.51,5.80,-0.39,0.00,-5.56,0.07,-0.58,-0.000001
2250,0,0,-0.35,5.79,-0.39,0.00,-5.87,0.07,-0.42,-0.000001
2304,0,0,0.03,5.79,-0.40,0.00,-4.25,0.07,-0.04,-0.000001
2323,0,0,0.12,5.79,-0.40,0.00,-3.37,0.07,0.05,-0.000001
2365,0,0,0.21,5.79,-0.40,0.00,-1.25,0..07,0.13,-0.000000
2378,0,0,0.20,5.79,-0.40,0.00,0.50,0.07,0.13,0.000000
2410,0,0,0.15,5.79,-0.40,0.00,1.44,0.07,0.08,0.000000
2470,0,0,-0.18,5.79,-0.40,0.00,4.62,0.07,-0.25,0.000001
2517,0,0,-0.61,5.79,-0.41,0.00,5.12,0.07,-0.68,0.000001
2539,0,0,-0.76,5.79,-0.41,0.00,4.56,0.07,-0.83,0.000001
2638,0,0,-1.00,5.79,-0.41,0.00,-1.69,0.07,-1.07,-0.000000
2660,0,0,-0.89,5.79,-0.41,0.00,-3.50,0.07,-0.96,-0.000000
2721,0,0,-0.58,5.79,-0.41,0.00,-5.19,0.07,-0.65,-0.000001
2736,0,0,-0.52,5.79,-0.40,0.00,-5.87,0.07,-0.43,-0.000001
2769,0,0,-0.13,5.79,-0.41,0.00,-5.44,0.07,-0.20,-0.000001
2838,0,0,0.22,5.79,-0.41,0.00,-3.06,0.07,0.15,-0.000001>1
2854,0,0,0.25,5.79,-0.41,0.00,-2.44,0.07,0.18,-0.000000
2887,0,0,0.27,5.79,-0.41,0.00,-0.37,0.07,0.20,-0.000000
2924,0,0,0.12,5.79,-0.41,0.00,3.00,0.07,0.05,0.000001
2952,0,0,-0.05,5.79,-0.42,0.00,4.31,0.07,-0.12,0.000001
2973,0,0,-0.25,5.79,-0.42,0.00,5.19,0.07,-0.32,0.000001
3012,0,0,-0.47,5.78,-0.42,0.00,5.06,0.07,-0.54,0.000001
3035,0,0,-0.62,5.78,-0.42,0.00,4.87,0.07,-0.69,0.000001
3098,0,0,-0.93,5.79,-0.43,0.00,2.37,0.07,-1.00,0.000001
3154,0,0,-1.00,5.79,-0.43,0.00,-1.12,0.07,-1.07,0.000000
3203,0,0,-0.83,5.78,-0.43,0.00,-3.94,0.07,-0.90,-0.000000
3267,0,0,-0.26,5.79,-0.43,0.00,-5.56,0.07,-0.33,-0.000001
3292,0,0,-0.08,5.79,-0.44,0.00,-5.12,0.07,-0.15,-0.000001
3324,0,0,0.08,5.79,-0.44,0.00,-3.75,0.07,0.01,-0.00000101
3339,0,0,0.15,5.79,-0.44,0.00,-2.62,0.07,0.08,-0.000001
3393,0,0,0.17,5.79,-0.44,0.00,0.88,0.07,0.10,0.000000
3424,0,0,0.11,5.79,-0.44,0.00,1.94,0.07,0.04,0.000000
3454,0,0,-0.07,5.79,-0.44,0.00,3.75,0.07,-0.14,0.000001
3473,0,0,-0.21,5.79,-0.44,0.00,4.56,0.07,-0.28,0.000001
3503,1,0,-0.41,5.79,-0.45,0.00,4.94,0.07,-0.48,0.000001
3544,1,0,-0.78,5.78,-0.45,0.00,4.19,0.07,-0.85,0.000001
3562,1,0,-0.88,5.78,-0.45,0.00,3.12,0.07,-0.95,0.000001
3595,1,0,-0.98,5.78,-0.45,0.00,1.31,0.07,-1.05,0.000001
3611,1,0,-0.99,5.78,-0.45,0.00,0.00,0.07,-1.06,0.000000
3648,1,0,-0.95,5.78,-0.45,0.00,-2.00,0.07,-1.02,-0.000000
3663,1,0,-0.93,5.778,-0.43,0.00,-3.56,0.07,-0.90,-0.000000
3700,1,0,-0.68,5.78,-0.43,0.00,-4.94,0.07,-0.75,-0.000001
3718,1,0,-0.54,5.78,-0.43,0.00,-5.06,0.07,-0.61,-0.000001
3772,1,0,-0.25,5.79,-0.45,0.00,-5.07,0.07,-0.27,-0.000001
3785,1,0,-0.12,5.79,-0.44,0.00,-4.75,0.07,-0.19,-0.000001
3867,1,0,0.12,5.79,-0.44,0.00,-1.31,0.07,0.05,-0.000000
3902,1,0,0.10,5.79,-0.44,0.00,0.50,0.07,0.03,0.000000
3949,1,0,-0.11,5.79,-0.45,0.00,3.44,0.07,-0.18,0.000001
3981,1,0,-0.28,5.79,-0.45,0.00,4.50,0.07,-0.35,0.000001
4090,1,0,-0.98,5.79,-0.45,0.00,1.19,0.07,-1.05,0.000001
4164,1,0,-0.84,5.79,-0.46,0.00,-2.62,0.07,-0.91,-0.000000
4183,1,0,-0.76,5.79,-0.46,0.00,-3.50,0.07,-0.83,-0.000000
4252,1,0,-0.46,5.78,-0.46,0.00,-4.12,0.07,-0.53,-0.000001
4310,1,0,-0.10,5.79,-0.46,0.00,-1.94,0.07,-0.17,-0.000000
4364,1,0,-0.07,5.79,-0.46,0.00,0.31,0.07,-0.14,0.0
4379,1,0,-0.09,5.79,-0.46,0.00,1.00,0.07,-0.16,0.000000
4395,1,0,-0.13,5.79,-0.46,0.00,1.62,0.07,-0.20,0.0000.000000
4409,1,0,-0.18,5.79,-0.46,0.00,2.12,0.07,-0.25,0.000000
4454,1,0,-0.45,5.80,-0.46,0.00,3.31,0.07,-0.52,0.000001
4522,1,0,-0.72,5.80,-0.47,0.00,3.50,0.07,-0.79,0.000001
4591,1,0,-0.87,5.80,-0.47,0.00,1.50,0.07,-0.94,0.000001
4634,1,0,-0.89,5.80,-0.47,0.00,-1.00,0.07,-0.96,0.000000
4652,1,0,-0.86,5.80,-0.47,0.00,-1.69,0.07,-0.93,-0.000000
4709,1,0,-0.77,5.80,-0.47,0.00,-2.82.75,0.07,-0.81,-0.000000
4727,1,0,-0.69,5.81,-0.47,0.00,-2.75,0.07,-0.76,-0.000000
4823,1,0,-0.36,5.81,-0.46,0.00,-2.69,0.07,-0.43,-0.000000
4909,1,0,-0.27,5.81,-0.47,0.00,-0.56,0.07,-0.34,-0.000000
4957,1,0,-0.35,5.80,-0.45,0.00,1.87,0.07,-0.42,0.000000
5052,1,0,-0.47,5.81,-0.44,0.00,1.19,0.07,-0.54,0.000000
5136,1,0,-0.60,5.81,-0.45,0.00,1.19,0.07,-0.67,0.000000
5172,1,0,-0.65,5.81,-0.45,0.00,1.12,0.07,-0.72,0.000000
5190,1,0,-0.67,5.81,-0.45,0.00,1.06,0.07,-0.74,0.000000
5226,1,0,-0.69,5.81,-0.44,0.00,1.56,0.,-0.78,0.000000
5257,1,0,-0.72,5.81,-0.44,0.00,-0.06,0.07,-0.79,0.000000
5276,1,0,-0.72,5.81,-0.44,0.00,0.31,0.07,-0.79,0.000000
5327,1,0,-0.72,5.81,-0.44,0.00,-0.69,0.07,-0.79,0.000000
5396,1,0,-0.71,5.81,-0.43,0.00,-0.69,0.07,-0.78,0.000000
5526,1,0,-0.63,5.81,-0.43,0.00,-0.94,0.07,-0.70,0.00000000
5555,1,0,-0.63,5.81,-0.43,0.00,-0.62,0.07,-0.70,0.000000
5630,1,0,-0.57,5.81,-0.44,0.00,-1.25,0.07,-0.64,-0.000000
5733,1,0,-0.46,5.81,-0.43,0.00,-1.50,0.07,-0.53,-0.000000
5785,1,0,-0.42,5.81,-0.43,0.00,-1.94,0.07,-0.49,-0.000000
5862,1,0,-0.39,5.81,-0.41,0.00,0.50,0.07,-0.46,0.000000
5877,1,0,-0.42,5.81,-0.41,0.00,0.69,0.07,-0.49,0.000000
5975,1,0,-0.52,5.81,-0.40,0.00,1.25,0.07,-0.59,0.000000
6023,1,0,-0.59,5.81,-0.41,0.00,2.44,0.07,-0.66,0.000001
6092,1,0,-0.77,5.81,-0.42,0.00,2.00,0.07,-0.84,0.000001
6145,1,0,-0.84,5.80,-0.41,0.00,1.12,0.07,-0.91,0.000000
6211,1,0,-0.89,5.80,-0.40,0.00,0.37,0.07,-0.96,0.000000>0.000000
6249,1,0,-0.88,5.80,-0.40,0.00,-1.31,0.07,-0.95,0.000000
6299,1,0,-0.81,5.81,-0.41,0.00,-1.82.69,0.07,-0.85,-0.000000
6329,1,0,-0.76,5.81,-0.40,0.00,-2.31,0.07,-0.83,-0.000000
6439,1,0,-0.48,5.80,-0.40,0.00,-2.87,0.07,-0.55,-0.000000
6476,1,0,-0.41,5.80,-0.40,0.00,-1.69,0.07,-0.48,-0.000000
6568,1,0,-0.31,5.80,-0.40,0.00,-1.06,0.07,-0.38,-0.000.000000
6586,1,0,-0.31,5.80,-0.40,0.00,-0.25,0.07,-0.38,0.000000
6653,1,0,-0.38,5.80,-0.40,0.00,1.37,0.07,-0.45,0.000000
6706,1,0,-0.47,5.80,-0.41,0.00,1.81,0.07,-0.54,0.000000
6724,1,0,-0.57,5.80,-0.41,0.00,1.94,0.07,-0.64,0.000001
6778,1,0,-0.65,5.80,-0.41,0.00,2.31,0.07,-0.72,0.000001
6899,1,0,-0.83,5.80,-0.41,0.00,0.31,0.07,-0.90,0.000000
6983,1,0,-0.81,5.80,-0.41,0.00,-1.19,0.07,-0.88,0.000000
6997,1,0,-0.78,5.81,-0.41,0.00,-1.62,0.07,-0.85,-0.000000
7054,1,0,-0.70,5.80,-0.41,0.00,-1.94,0.07,-0.77,-0.000000
7130,1,0,-0.50,5.80,-0.41,0.00,-2.44,0.07,-0.57,-0.000-0.000000
7145,1,0,-0.43,5.80,-0.41,0.00,-2.37,0.07,-0.50,-0.000000
7228,1,0,-0.29,5.80,-0.41,0.00,-1.87,0.07,-0.36,-0.000000
7279,1,0,-0.24,5.80,-0.40,0.00,-0.81,0.07,-0.31,-0.000000
7322,1,0,-0.24,5.80,-0.40,0.00,0.31,0.07,-0.31,0.000000
7373,1,0,-0.29,5.80,-0.41,0.00,1.56,0.07,-0.36,0.000000
7462,1,0,-0.43,5.80,-0.41,0.00,1.69,0.07,-0.50,0.000000
7505,1,0,-0.50,5.80,-0.41,0.00,2.06,0.07,-0.57,0.000001
7587,1,0,-0.62,5.80,-0.41,0.00,0.94,0.07,-0.69,0.000000
7600,1,0,-0.63,5.80,-0.41,0.00,0.56,0.07,-0.70,0.000000
7688,1,0,-0.59,5.80,-0.41,0.00,-0.81,0.07,-0.66,0.000000
7738,1,0,-0.55,5.80,-0.41,0.00,-1.50,0.07,-0.62,-0.000000
7854,1,0,-0.31,5.80,-0.41,0.00,-2.06,0.07,-0.38,-0.000000
7895,1,0,-0.22,5.80,-0.41,0.00,-1.94,0.07,-0.29,-0.000000
7960,1,0,-0.09,5.80,-0.41,0.00,-1.69,0.07,-0.16,-0.000000
8048,1,0,-0.07,5.79,-0.41,0.00,-0.13,0.07,-0.14,0.000000
8135,1,0,-0.11,5.78,-0.41,0.00,0.81,0.07,-0.18,0.000000
8149,1,0,-0.16,5.77,-0.41,0.00,0.75,0.07,-0.23,0.000000
8202,1,0,-0.23,5.77,-0.42,0.00,1.31,0.07,-0.30,0.000000
8264,1,0,-0.38,5.76,-0.43,0.00,1.31,0.07,-0.45,0.000000
8362,1,0,-0.48,5.77,-0.42,0.00,0.88,0.07,-0.55,0.000000
8383,1,0,-0.52,5.77,-0.43,0.00,0.37,0.07,-0.59,0.000000
8421,1,0,-0.53,5.77,-0.43,0.00,-0.50,0.07,-0.60,0.000000
8547,1,0,-0.44,5.76,-0.44,0.00,-1.75,0.07,-0.51,-0.000000
8626,1,0,-0.32,5.76,-0.44,0.00,-2.12,0.07,-0.39,-0.000000
8655,1,0,-0.27,5.76,-0.44,0.00,-2.31,0.07,-0.34,-0.000000
8734,1,0,-0.19,5.76,-0.44,0.00,-1.19,0.07,-0.26,-0.000000
8819,1,0,-0.18,5.76,-0.44,0.00,0.13,0.07,-0.25,0.000000
8870,1,0,-0.22,5.77,-0.45,0.00,0.37,0.07,-0.29,0.000000
8967,1,0,-0.34,5.77,-0.45,0.00,1.00,0.07,-0.41,0.000000
9012,1,0,-0.41,5.77,-0.45,0.00,1.25,0.07,-0.48,0.000000
9050,1,0,-0.45,5.77,-0.45,0.00,0.50,0.07,-0.52,0.000000
9088,1,0,-0.46,5.77,-0.46,0.00,-0.25,0.07,-0.53,0.000000
9122,1,0,-0.48,5.78,-0.46,0.00,0.19,0.07,-0.55,0.000000
9186,1,0,-0.46,5.78,-0.46,0.00,-0.88,0.07,-0.53,-0.000000
9238,1,0,-0.42,5.78,-0.46,0.00,-1.69,0.07,-0.49,-0.000000
9277,1,0,-0.34,5.78,-0.46,0.00,-1.94,0.07,-0.41,-0.000000
9297,1,0,-0.29,5.78,-0.46,0.00,-2.19,0.07,-0.36,-0.000000
9348,1,0,-0.23,5.79,-0.46,0.00,-2.06,0.07,-0.30,-0.000000
9395,1,0,-0.16,5.79,-0.46,0.00,-1.69,0.07,-0.23,-0.000000
9424,1,0,-0.14,5.79,-0.47,0.00,-1.12,0.07,-0.21,-0.000000
9515,1,0,-0.11,5.79,-0.47,0.00,-0.25,0.07,-0.18,0.0-0.000000
9531,1,0,-0.12,5.80,-0.47,0.00,0.19,0.07,-0.19,0.000000
9575,1,0,-0.16,5.80,-0.47,0.00,0.56,0.07,-0.23,0.000000
9696,1,0,-0.30,5.81,-0.48,0.00,1.56,0.07,-0.37,0.000000
9807,1,0,-0.50,5.80,-0.48,0.00,0.88,0.07,-0.57,0.000000
9886,1,0,-0.54,5.79,-0.48,0.00,0.06,0.07,-0.61,0.000000
9969,1,0,-0.51,5.78,-0.49,0.00,-1.06,0.07,-0.58,-0.000000
10006,1,0,-0.47,5.78,-0.49,0.00,-1.69,0.07,-0.54,-0.00000000
10021,1,0,-0.44,5.77,-0.49,0.00,-2.00,0.07,-0.51,-0.000000
10121,1,0,-0.31,5.76,-0.49,0.00,-1.31,0.07,-0.38,-0.000000
10153,1,0,-0.30,5.77,-0.49,0.00,-1.25,0.07,-0.37,-0.000000
10209,1,0,-0.25,5.77,-0.50,0.00,-0.88,0.07,-0.31,-0.000000
10227,1,0,-0.24,5.77,-0.50,0.00,-0.88,0.07,-0.31,-0.000000
10271,1,0,-0.24,5.77,-0.50,0.00,0.37,0.07,-0.31,0.000000
10429,1,0,-0.41,5.78,-0.50,0.00,1.37,0.07,-0.48,0.000000
10461,1,0,-0.45,5.78,-0.51,0.00,1.44,0.07,-0.52,0.000000
10490,1,0,-0.51,5.78,-0.50,0.00,0.62,0.07,-0.58,0.000000
10621,1,0,-0.58,5.79,-0.51,0.00,-1.62,0.07,-0.65,-0.000000
10691,1,0,-0.53,5.85,-0.51,0.00,-2.44,0.07,-0.60,-0.000000
10793,1,0,-0.30,5.78,-0.51,0.00,-1.25,0.07,-0.37,-0.000000
10888,1,0,-0.15,5.78,-0.52,0.00,-2.19,0.07,-0.22,-0.000000
10955,1,0,-0.12,5.79,-0.52,0.00,-0.81,0.07,-0.19,-0.000000
11132,1,0,-0.24,5.80,-0.52,0.00,0.69,0.07,-0.31,0.000000
11152,1,0,-0.31,5.79,-0.53,0.00,1.75,0.07,-0.38,0.000000
11186,1,0,-0.39,5.79,-0.53,0.00,1.87,0.07,-0.46,0.000000
11262,1,0,-0.46,5.78,-0.53,0.00,0.56,0.07,-0.53,0.000000
11348,1,0,-0.48,5.79,-0.54,0.00,-0.62,0.07,-0.55,0.000000
11403,1,0,-0.41,5.78,-0.54,0.00,-2.00,0.07,-0.48,-0.000000
11497,1,0,-0.31,5.77,-0.54,0.00,-1.50,0.07,-0.38,-0.000000
11545,1,0,-0.25,5.76,-0.54,0.00,-2.50,0.07,-0.32,-0.00000000000
11579,1,0,-0.17,5.75,-0.55,0.00,-3.06,0.07,-0.24,-0.000000
11616,1,0,-0.14,5.74,-0.55,0.00,-0.31,0.07,-0.21,0.000000
11644,1,0,-0.10,5.75,-0.54,0.00,-2.19,0.07,-0.17,-0.000000
11719,1,0,-0.10,5.76,-0.55,0.00,-0.37,0.07,-0.17,-0.000000
11768,1,0,-0.15,5.80,-0.55,0.00,1.75,0.07,-0.22,0.000000
11783,1,0,-0.20,5.79,-0.56,0.00,2.44,0.07,-0.27,0.000001
11851,1,0,-0.25,5.78,-0.55,0.00,0.44,0.07,-0.32,0.000000
11941,1,0,-0.45,5.76,-0.56,0.00,1.69,0.07,-0.52,0.000000
11993,1,0,-0.49,5.75,-0.56,0.00,0.88,0.07,-0.56,0.000000
12067,1,0,-0.52,5.76,-0.57,0.00,0.19,0.07,-0.59,0.000000
12313,1,1,2.68,5.69,-0.21,59.94,-59.94,80.00,-77.32,0.000010
12427,1,1,10.55,5.38,0.03,76.50,-48.25,80.00,-69.45,0.000010
12517,1,1,13.21,5.20,0.31,76.50,-22.-3.94,80.00,-66.62,0.000018
12548,1,1,13.33,5.23,0.22,76.50,4.69,80.00,-66.67,0.000019
12648,1,1,11.47,5.39,-0.32,76.50,20.00,80.00,-68.53,0.000023
12760,1,1,10.52,5.45,-0.32,76.50,-3.06,80.00,-69.48,0.000019
12878,1,1,11.09,5.43,-0.29,76.50,-10.13,80.00,-68.91,0.000017
12963,1,1,11.37,5.44,-0.29,76.50,-4.81,80.00,-68.63,0.000018
13028,1,1,11.82,5.43,-0.27,76.50,-0.44,80.00,-68.18,0.000019
13077,1,1,11.90,5.43,-0.27,76.50,-4.56,80.00,-68.10,0.000018
13150,1,1,12.25,5.43,-0.27,76.50,2.19,80.00,-67.75,0.000019
13259,1,1,12.57,5.42,-0.28,76.50,-5.25,80.00,-67.43,0.000018
13374,1,1,12.88,5.41,-0.27,76.50,0.19,80.00,-67.12,0.000019
13454,1,1,12.70,5.42,-0.27,76.50,-1.87,80.00,-67.30,0.000018
13480,1,1,12.66,5.42,-0.27,76.50,3.12,80.00,-67.34,0.000019
13607,1,1,12.98,5.41,-0.26,76.50,-5.12,80.00,-67.02,0.000018
13687,1,1,13.11,5.42,-0.26,76.50,-4.37,80.00,-66.89,0000018
13716,1,1,13.17,5.41,-0.24,76.50,0.50,80.00,-66.83,0.000019
13799,1,1,12.81,5.44,-0.26,76.50,0.19,80.00,-67.19,0.000019
13818,1,1,12.87,5.44,-0.26,76.50,-1.56,80.00,-67.13,0.000018
13945,1,1,12.84,5.44,-0.25,76.50,0.31,80.00,-67.16,0.000019
14066,1,1,12.62,5.44,-0.26,76.50,0.31,80.00,-67.38,0.000019
14108,1,1,12.48,5.45,-0.26,76.50,4.00,80.00,-67.52,0.000019
14141,1,1,12.38,5.44,-0.27,76.50,2.44,80.00,-67.62,0.000019
14243,1,1,12.41,5.40,-0.26,76.50,3.06,80.00,-67.59,0.000019
14362,1,1,12.27,5.41,-0.25,76.50,1.50,80.00,-67.73,0.000019
14415,1,1,12.29,5.39,-0.26,76.50,-1.50,80.00.00,-67.69,0.000019
14482,1,1,12.26,5.40,-0.25,76.50,1.00,80.00,-67.74,0.000019
14593,1,1,12.18,5.40,-0.25,76.50,5.00,80.00,-67.82,0.000020
14718,1,1,12.31,5.42,-0.23,76.50,-2.06,80.00,-67.69,0.000018
14837,1,1,12.31,5.43,-0.22,76.50,1.69,80.00,-67.69,0.000019
14867,1,1,12.29,5.42,-0.24,76.50,0.81,80.00,-67.71,0.000019
14963,1,1,12.02,5.42,-0.25,76.50,2.87,80.00,-67.98,0.000019
15058,1,1,11.96,5.44,-0.23,76.50,-0.13,80.00,-68.04,0.000019
15179,1,1,12.23,5.44,-0.22,76.50,-3.19,80.00,-67.77,0.000018
15215,1,1,12.28,5.42,-0.23,76.50,-1.31,80.00,-67.72,0.000019
15331,1,1,12.27,5.43,-0.20,76.50,4.25,80.00,-67.73,0.000020
15446,1,1,12.18,5.46,-0.20,76.50,-1.69,80.00,-67.82,0.000018
15488,1,1,12.18,5.45,-0.19,76.50,1.81,80.00,-67.82,0.000019
15550,1,1,11.98,5.48,-0.20,76.50,5.31,80.00,-68.02,0.000020
15677,1,1,11.88,5.49,-0.19,76.50,1.87,80.00,-68.12,0.000019
15790,1,1,11.92,5.51,-0.19,76.50,-1.50,80.00,-68.08,0.000019
15909,1,1,11.76,5.50,-0.18,76.50,1.69,80.00,-68.24,0.000019
15951,1,1,11.80,5.50,-0.18,76.50,-1.69,80.00,-68.20,0.000019
15966,1,1,11.87,5.53,-0.16,76.50,-3.50,80.00,-68.13,0.000018
16011,1,1,11.88,5.50,-0.16,76.50,2.56,80.00,-68.12,0.000019
16138,1,1,11.83,5.52,-0.16,76.50,-2.94,80.00,-68.17,0.000018
16248,1,1,11.81,5.50,-0.16,76.50,-0.75,80.00,-68.19,0.000019
16291,1,1,11.84,5.52,-0.17,766.50,-2.25,80.00,-68.10,0.000018
16364,1,1,11.94,5.50,-0.16,76.50,2.69,80.00,-68.06,0.000019
16406,1,1,11.87,5.52,-0.19,76.50,1.44,80.00,-68.13,0.000019
16475,1,1,11.93,5.50,-0.16,76.50,-3.44,80.00,-68.07,0.000018
16596,1,1,11.84,5.52,-0.15,76.50,-0.75,80.00,-68.16,0.000019
16636,1,1,11.87,5.50,-0.17,76.50,-0.50,80.00,-68.13,0.000019
16701,1,1,11.86,5.52,-0.14,76.50,1.69,80.00,-68.14,0.000019
16824,1,1,11.96,5.54,-0.14,76.50,-2.81,80.00,-68.04,0.000018
16847,1,1,11.95,5.54,-0.14,76.50,2.50,80.00,-68.05,0.000019
16904,1,1,11.80,5.55,-0.15,76.50,2.87,80.00,-68.20,0.000019
16919,1,1,11.80,5.55,-0.14,76.50,-1.00,80.00,-68.20,0.000019
17054,1,1,11.81,5.57,-0.13,76.50,1.19,80.00,-68.19,0.000019
17073,1,1,11.91,5.58,-0.12,76.50,-1.94,80.00,-68.09,0.000019
17132,1,1,11.91,5.58,-0.12,76.50,0.81,80.00,-68.09,0.000019
17165,1,1,11.90,5.58,-0.11,76.50,0.19,80.00,-68.10,0.000019
17289,1,1,11.87,5.60,-0.12,76.50,-2.00,80.00,-68.13,0.000019
17366,1,1,12.00,5.61,-0.10,76.50,1.12,80.00,-68.00,0.000019
17409,1,1,11.94,5.60,-0.10,76.50,0.69,80.0080.00,-67.98,0.000018
17476,1,1,12.10,5.62,-0.09,76.50,-1.25,80.00,-67.90,0.000019
17564,1,1,12.26,5.60,-0.08,76.50,-1.94,80.00,-67.74,0.000019
17581,1,1,12.22,5.60,-0.09,76.50,2.75,80.00,-67.78,0.000019
17640,1,1,12.17,5.58,-0.09,76.50,-1.25,80.00,-67.8-67.74,0.000018
17705,1,1,12.38,5.58,-0.10,76.50,-1.06,80.00,-67.62,0.000019
17824,1,1,12.39,5.59,-0.08,76.50,0.19,80.00,-67.61,0.000019
17855,1,1,12.39,5.59,-0.08,76.50,-0.37,80.00,-67.61,0.000019
17935,1,1,12.44,5.59,-0.06,76.50,2.37,80.00,-67.56,0.000019
18050,1,1,12.07,5.58,-0.05,76.50,0.88,80.00,-67.93,0.000019
18191,1,1,12.45,5.58,-0.03,76.50,-3.75,80.00,-67.55,0.000018
18221,1,1,12.45,5.58,-0.05,76.50,1.75,80.00,-67.55,0.000019
18280,1,1,12.27,5.59,-0.05,76.50,0.81,80.00,-67.73,0.000019
18397,1,1,12.53,5.60,-0.06,76.50,-2.75,80.00,-67.47,0.000018
18414,1,1,12.61,5.59,-0.04,76.50,-2.94,80.00,-67.39,0.000018
18499,1,1,12.39,5.58,-0.03,76.50,2.94,80.00,-67.61,0.000019
