millis,armed,flip,roll,pitch,yaw,mfr,fp,gx,gy,gz,spr,err_roll,err_pitch,err_yaw,u2,m1,m2,m3,m4
18264,0,0,-0.32,5.42,-0.63,0.00,0,-0.75,-0.19,0.00,0.00,-0.32,5.42,-0.63,-0.00000005,1000.00,1000.00,1000.00,1000.00
19200,0,0,-0.49,5.42,-0.63,0.00,0,0.50,0.06,0.06,0.00,-0.49,5.42,-0.63,0.00000023,1000.00,1000.00,1000.00,1000.00
19866,0,0,-0.71,5.42,-0.64,0.00,0,0.31,0.00,-0.25,0.00,-0.71,5.42,-0.64,0.00000025,1000.00,1000.00,1000.00,1000.00
20800,0,0,-0.88,5.42,-0.63,0.00,0,0.37,0.06,-0.06,0.00,-0.88,5.42,-0.63,0.00000031,1000.00,1000.00,1000.00,1000.00
21420,0,-0.93,5.42,-0.63,0.00,0,0.69,0.06,0.19,0.00,-0.93,5.42,-0.63,0.00000038,1000.00,1000.00,1000.00,1000.000.00,1000.00
21722,0,0,-1.06,5.42,-0.63,0.00,0,0.19,-0.06,0.06,0.00,-1.06,5.42,-0.63,0.00000033,1000.00,1000.00,1000.00,1000.00
22381,0,0,-1.09,5.42,-0.63,<33405,0,0,-1.09,5.42,-0.63,0.00,0,0.19,-0.13,0.00,0.00,-1.09,1000.00
22621,0,0,-1.09,5.42,-0.63,0.00,0,0.06,-0.06,0.00,0.00,-1.09,5.42,-0.63,0.031,1000.00,1000.00,1000.00,1000.00
22850,0,0,-1.13,5.42,-0.63,0.00,0,0.50,0.13,-0.06,0.00,-1.13,5.42,-0.63,0.00000040,1000.00,1000.00,1000.00,1000.00
23795,0,0,-1.20,5.42,-0.63,0.00,0,-0.25,0.13,0.13,0.00,-1.20,5.42,-0.63,0.00000029,1000.00,1000.00,1000.00,1000.00
24471,0,0,-1.18,5.42,-0.63,0.00,0,0.06,0.,0.00,0.00,-1.18,5.42,-0.63,0.00000034,1000.00,1000.00,1000.00,1000.00
25150,0,0,-1.19,5.42,-0.63,0.00,0,0.13,0.13,0.00,0.00,-1.19,5.42,-0.63,000035,1000.00,1000.00,1000.00,1000.00
25181,0,0,-1.19,5.42,-0.63,0.00,0,0.00,0.00,-0.13,0.00,-1.19,5.42,-0.63,0.00000033,1000.00,1000.00,1000.00,1000.00
25392,0,0,-1.19,5.42,-0.63,0.00,0,-0.44,-0.06,-0.13,0.00,-1.19,5.42,-0.63,0.00000025,1000.00,1000.00,1000.00,1000.00
26072,0,0,-1.19,5.42,-0.63,0.00,0,-0.06,0.00,-0.06,0.0,-1.19,5.42,-0.63,0.00000032,1000.00,1000.00,1000.00,1000.00
26789,0,0,-1.19,5.42,-0.63,0.00,0,-0.31,-0.06,0.00,0.00,-1.19,5.42,-0.63,0.00000027,1000.00,1000.00,1000.00,1000.00
27004,0,0,-1.19,5.42,-0.63,0.00,0,0.25,0.06,-0.06,0.00,-1.19,5.42,-0.63,0.00000038,1000.00,1000.00,1000.00,1000.00
27047,0,0,-1.19,5.42,-0.63,0.00,0,0.31,-0.06,-0.06,0.00,-1.19,5.42,-0.63,0.00000039,1000.00,1000.00,1000.00,1000.00
27686,0,0,-1.18,5.42,-0.63,0.00,0,0.00,0.00,0.00,0.00,-1.18,5.42,-0.63,0.00000033,1000.00,1000.00,1000.00,1000.00
27923,0,0,-1.18,5.42,-0.63,0.00,0,0.37,0.00,-0.06,0.00,-1.18,5.42,-0.63,0.00000040,1000.00,1000.00,1000.00,1000.00
28614,0,0,-1.18,5.42,-0.63,0.00,0,0.25,0.06,0.13,0.00,-1.18,5.42,-0.63,0.00000037,1000.00,1000.00,1000.00,1000.00
28643,0,0,-1.18,5.42,-0.63,0.00,0,0.25,0.13,0.06,0.00,-1.18,5.42,-0.63,0.00000037,1000.00,1000.00,1000.00,1000.00
29075,0,0,-1.16,5.42,-0.63,0.00,0,0.06,0.06,-0.06,0.00,-1.16,5.42,-0.63,0.00000033,1000.00,1000.00,1000.00,00.00
29301,0,0,-1.16,5.42,-0.63,0.00,0,0.44,0.06,0.06,0.00,-1.16,5.42,-0.63,0.00000040,1000.00,1000.00,1000.00,1000.00
29397,0,0,-1.16,5.42,-0.63,0.00,0,0.00,-0.06,0.13,0.00,-1.16,5.42,-0.63,0.00000032,1000.00,1000.00,1000.00,1000.00
30911,0,0,-1.16,5.42,-0.63,0.0,0,-0.31,0.00,-0.13,0.00,-1.16,5.42,-0.63,0.00000026,1000.00,1000.00,1000.00,1000.00
31381,0,0,-1.16,5.42,-0.64,0.00,0,0.37,0.00,0.06,0.00,-1.16,5.42,-0.64,0.00000039,1000.00,1000.00,1000.00,1.00
31590,0,0,-1.16,5.42,-0.64,0.00,0,0.06,0.00,0.00,0.00,-1.16,5.42,-0.64,0.00000033,1000.00,1000.00,1000.00,1000.00
31639,0,0,-1.16,5.42,-0.64,0.00,0,0.00,-0.06,0.00,0.00,-1.16,5.42,-0.64,0.00000032,1000.00,1000.00,1000.00,1000.00
32279,0,0,-1.16,5.42,-0.64,0.00,0,-0.44,0.13,0.06,0.00,-1.16,5.42,-0.64,0.0000024,1000.00,1000.00,1000.00,1000.00
32511,0,0,-1.15,5.42,-0.64,0.00,0,-0.19,0.00,-0.06,0.00,-1.15,5.42,-0.64,0.00000028,1000.00,1000.00,1000.00,1000.00
32560,0,0,-1.15,5.42,-0.64,0.0,0,-0.31,0.13,0.00,0.00,-1.15,5.42,-0.64,0.00000026,1000.00,1000.00,1000.00,1000.00
34064,0,0,-1.15,5.42,-0.64,0.00,0,-0.06,-0.06,0.06,0.00,-1.15,5.42,-0.64,0.00000031,1000.00,1000.00,1000.0000.00,1000.00
34122,0,0,-1.15,5.42,-0.64,0.00,0,0.13,0.06,0.00,0.00,-1.15,5.42,-0.64,0.00000034,1000.00,1000.00,1000.00,1000.00
34153,0,0,-1.15,5.42,-0.64,0.00,0,0.00,0.00,0.06,0.00,-1.15,5.42,-0.64,0.00000032,1000.00,1000.00,1000.00,1000.00
34594,0,0,-1.15,5.42,-0.64,0.00,0,-0.31,0.06,0.06,0.00,-1.15,5.42,-0.64,0.00000026,1000.00,1000.00,1000.00,0
34816,0,0,-1.15,5.42,-0.64,0.00,0,0.19,0.00,0.19,0.00,-1.15,5.42,-0.64,0.00000035,1000.00,1000.00,1000.00,1000.00
35740,0,0,-1.15,5.42,-0.64,0.00,0,0.00,0.06,0.00,0.00,-1.15,5.42,-0.64,0.00000032,1000.00,1000.00,1000.00,1000.00
35769,0,0,-1.15,5.42,-0.64,0.00,0,-,0.13,0.06,0.00,-1.15,5.42,-0.64,0.00000028,1000.00,1000.00,1000.00,1000.00
36126,0,0,-1.14,5.42,-0,0.00,0,-0.19,-0.13,0.00,0.00,-1.14,5.42,-0.64,0.00000028,1000.00,1000.00,1000.00,1000.00
36432,0,0,-1.14,5.42,-0.64,0.00,0,0.19,0.06,0.0,0.00,-1.14,5.42,-0.64,0.00000035,1000.00,1000.00,1000.00,1000.00
36661,0,0,-1.14,5.42,-0.64,0.00,0,-0.44,-0.06,0.00,0.00,-1.14,5.42,-0.64,0.00000024,1000.00,1000.00,1000.00,1000.00
36710,0,0,-1.14,5.42,-0.64,0.00,0,0.19,0.13,0.00,0.00,-1.14,5.42,-0.64,0.00000035,1000.00,1000.00,1000.00,1000.00
38048,0,0,-1.14,5.42,-0.63,0.00,0,0.06,0.06,-0.06,0.00,-1.14,5.42,-0.63,0.00000033,1000.00,1000.00,1000.00,1000.00
38716,0,0,-1.1<49733,0,0,-1.14,5.42,-0.63,0.00,0,-0.13,-0.13,-0.13,0.00,-1.10.00000029,1000.00,1000.00,1000.00,1000.00
38965,0,0,-1.14,5.42,-0.63,0.00,0,0.00,0.06,0.06,0.00,-1.14,5.42,-0.63,0.00000031,1000.00,1000.00,1000.00,1000.00
39639,0,0,-1.14,5.42,-0.63,0.00,0,-0.25,0.13,-0.06,0.00,-1.14,5.42,-0.63,0.00000027,1000.00,1000.00,1000.00,1000.00
39664,0,0,-1.14,5.42,-0.63,0.00,0,-0.13,0.00,-0.13,0.00,-1.14,5.42,-0.63,0.00000029,1000.00,1000.00,1000.00,1000.00
41250,0,0,-1.14,5.42,-0.63,0.00,0,0.13,0.06,-0.06,0.00,-1.14,5.42,-0.63,0.00000034,1000.00,1000.00,1000.00,1000.00
41278,0,0,-1.14,5.42,-0.63,0.00,0,-0.13,0.00,0.06,0.00,-1.14,5.42,-0.63,0.00000029,1000.00,1000.00,1000.00,1000.00
41935,0,0,-1.14,5.42,-0.63,0.00,0,0.19,-0.13,0.00,0.00,-1.14,5.42,-0.63,0.00000035,1000.00,1000.00,1000.00,1000.00
42187,0,0,-1.14,5.42,-0.63,0.00,0,0.00,-0.13,0.06,0.00,-1.14,5.42,-0.63,0.00000031,1000.00,1000.00,1000.00,1000.00
42628,0,0,-1.14,5.42,-0.63,0.00,0,0.19,0.13,-0.13,0.00,-1.14,5.42,-0.63,0000035,1000.00,1000.00,1000.00,1000.00
42865,0,0,-1.14,5.42,-0.63,0.00,0,-0.19,-0.06,0.00,0.00,-1.14,5.42,-0.63,0.00000028,1000.00,1000.00,1000.00,1000.00
43302,0,0,-1.14,5.42,-0.63<54328,0,0,-1.14,5.42,-0.63,0.00,0,0.19,-0.13,-0.06,0.00,-1.141000.00,1000.00,1000.00
43556,0,0,-1.14,5.42,-0.63,0.00,0,0.19,-0.13,0.13,0.00,-1.14,5.42,-0.63,0.00000035,1000.00,1000.00,1000.00,1000.00
44484,0,0,-1.14,5.42,0.63,0.00,0,-0.06,0.06,0.06,0.00,-1.14,5.42,-0.63,0.00000030,1000.00,1000.00,1000.00,1000.00
45845,0,0,-1.14,5.42,-0.63,0.00,0,-0.19,0.00,0.06,0.00,-1.14,5.42,-0.63,0.00000028,1000.00,1000.00,1000.00,1000.00
45875,0,0,-1.14,5.42,-0.63,0.00,0,0.06,-0.13,0.06,0.00,-1.14,5.42,-0.63,0.00000033,1000.00,1000.00,1000.00,1000.00
46534,0,0,-1.14,5.42,-0.63,0.00,0,-0.13,-0.13,0.13,0,-1.14,5.42,-0.63,0.00000029,1000.00,1000.00,1000.00,1000.00
46792,0,0,-1.14,5.42,-0.63,0.00,0,0.19,0.00,0.13,0.00,-1.14,5.42,-0.63,0.00000035,1000.00,1000.00,1000.00,1000.00
47153,0,0,-1.14,5,-0.63,0.00,0,-0.06,0.06,0.06,0.00,-1.14,5.42,-0.63,0.00000030,1000.00,1000.00,1000.00,1000.00
47222,0,0,-1.14,5.42,-0.63,0.00,0,-0.13,0.13,0.06,0.00,-1.14,5.42,-0.63,0.0000029,1000.00,1000.00,1000.00,1000.00
47467,0,0,-1.14,5.42,-0.63,0.00,0,0.19,-0.06,0.06,0.00,-1.14,5.42,-0.63,0.00000035,1000.00,1000.00,1000.00,1000.00
47503,0,0,-1.14,5.42,-0.63,0.00,0,0.06,0.13,-0.06,0.00,-1.14,5.42,-0.63,0.00000033,1000.00,1000.00,1000.00,1000.00
48386,0,0,-1.14,5.42,-0.63,0.00,0,0.06,0.13,0.06,0.00,-1.14,5.42,-0.63,0.00000033,1000.00,1000.00,1000.00,1000.00
49066,0,0,-1.14,5.42,-0.63,0.00,0,0.00,0.00,0.13,0.00,-1.14,5.42,-0.63,0.00000031,1000.00,1000.00,1000.00,1000.00
49112,0,0,-1.14,5.42,-0.63,0.00,0,-0.06,0.13,0.06,0.00,-1.14,5.42,-0.63,0.00000030,1000.00,1000.00,1000.00,1000.00
49985,0,0,-1.14,5.42,-0.63,0.00,0,-0.37,0.13,-0.06,0.07,-1.21,4.79,-0.77,0.00000027,1012.00,1012.00,1012.00,1012.00
50016,0,0,-1.14,5.42,-0.63,0.00,0,0,0.00,-0.13,0.07,-1.21,4.79,-0.77,0.00000036,1012.00,1012.00,1012.00,1012.00
51362,0,0,-1.14,5.42,-0.63,0.00,0,-0.19,0.06,0.06,0.07,-1.21,4.79,-0.77,0.00000030,1012.00,1012.00,1012.00,1012.00
52299,0,0,-1.14,5.42,-0.63,0.00,0,-0.25,0.00,-0.06,0.07,-1.21,4.79,-0.77,0.00000029,1012.00,1012.00,1012.00,1012.00
52915,0,0,-2.34,5.48,-0.65,0.00,0,5.25,1.19,-1.69,0.07,-2.41,4.85,-0.58,0.00000163,1011.00,1017.00,1017.00,100
52969,0,0,-2.44,5.49,-0.65,0.00,0,-2.37,-0.25,-1.19,0.07,-2.51,4.86,-0.58,0.00000026,1014.00,1014.00,1014.00,1014.00
53893,0,0,0.98,5.40,-1.12,0.00,0,2.12,0.25,0.25,0.07,0.91,4.77,-1.05,0.00000014,1014.00,1014.00,1014.00,1014.00
54127,0,0,0.06,5.40,-1.09,0.00,0,0.31,0.00,-0.44,0.07,-0.01,4.77,-1.02,0.00000006,1012.00,1012.00,1012.00,1012.00
54157,0,0,0.06,5.40,-1.09,0.00,0,0.13,0.06,-0.37,0.07,-0.01,4.77,-1.02,0.00000003,1012.00,1012.00,1012.00,1012.00
55035,<66059,1,0,-1.87,5.40,-1.09,0.00,0,1.50,0.19,0.06,0.07,-1.94,41.02,0.00000081,1013.00,1015.00,1015.00,1013.00
55951,1,0,-1.83,5.41,-1.05,0.00,0,-1.69,0.06,-0.06,0.07,-1.90,4.78,-0.98,022,1155.00,1155.00,1155.00,1155.00
56187,1,0,-0.72,5.40,-1.07,0.00,0,-1.50,-0.13,0.37,0.07,-.79,4.77,-1.00,-0.00000006,1156.00,1156.00,1156.00,1156.00
56807,1,0,-0.98,5.40,-1.08,0.00,0,-1.87,-0.37,-0.06,0.07,-1.05,4.77,-1.01,-0.00000005,1156.00,1156.00,1156.00,1156.00
56874,1,0,-0.83,5.40,-1.08,0.00,0,-1.50,-0.13,0.25,0.07,-0.90,4.77,-1.01,-0.00000003,1156.00,1156.00,1156.00,1156.00
57133,1,0,-1.15,5.40,-1.07,0.00,0,1.75,0.25,-0.06,0.07,-1.22,4.77,-1.00,0.00000066,1155.00,1157.00,1157.00,1155.00
58499,1,0,-1.14,5.35,-1.07,0.00,0,0.62,-0.69,-0.06,0.07,-1.21,4.72,-1.00,0.00000045,1185.00,1185.00,1185.00,1185.00
58741,1,0,-1.11,5.36,-1.07,0.00,0,-1.37,1.37,0.00,0.07,-1.18,4.73,-1.00,0.00000008,1184.00,1184.00,1184.00,1184.00
59525,1,0,-1.26,5.36,-1.07,0.00,0,1.69,0.50,0.00,0.07,-1.33,4.73,-1.00,0.00000068,1166.00,68.00,1168.00,1166.00
61258,1,0,-1.16,5.37,-1.07,0.00,0,-1.37,-0.13,-0.19,0.00,-1.16,5.37,-1.07,0.00000007,1000.00,1000.00,1000.00,1000.00
61367,1,0,-1.07,5.37,-1.07,0.00,0,0.13,0.13,-0.13,0.00,-1.07,5.37,-1.07,0.00000032,1000.00,1000.00,1000.00,1000.00
61618,1,0,-1.44,5.37,-1.08,0.00,0,0.37,0.06,-0.06,0.00,-1.44,5.37,-1.08,0.00000047,1000.00,1000.00,1000.00,1000.00
61951,1,0,-1.55,5.37,-1.07,0.00,0,0.81,-0.06,0.06,0.00,-1.55,5.37,-1.07,0.00000058,1000.00,1001.00,1001.00,1000.00
62654,1,0,-1.63,5.37,-1.07,0.00,0,0.31,-0.19,0.19,0.00,-1.63,5.37,-1.07,0.00000051,1000.00,1001.00,1001.00,1000.00
65397,0,0,-1.50,5.37,-1.07,0.00,0,-0.50,-0.13,-0.06,0.00,-1.50,5.37,-1.07,0.00000032,1000.00,1000.00,1000.00,1000.00
66077,0,0,-1.58,5.37,-1.08,0.00,0,0.19,0.00,0.00,0.00,-1.58,5.37,-1,0.00000047,1000.00,1000.00,1000.00,1000.00
66336,0,0,-1.39,5.37,-1.07,0.00,0,-0.37,-0.06,-0.13,0.00,-1.39,5.37,-1.07,0.00000032,1000.00,1000.00,1000.00,1000.00
67031,0,0,-1.96,5.38,-1.07,0.00,0,4.12,0.37,0.13,0.00,-1.96,5.38,-1.07,0.00000130,1000.00,1002.00,1002.00,1000.00
67239,0,0,-1.77,5.37,-1.07,0.00,0,-4.31,-0.06,-0.06,0.00,-1.77,5.37,-1.07,-0.00000030,1000.00,1000.00,1000.00,1000.00
68158,0,0,-1.89,5.38,-1.08,0.00,0,-4.19,0.06,-0.13,0.00,-1.89,5.38,-1.08,-0.00000025,1000.00,1000.00,1000.00,1000.00
68197,1,0,-1.74,5.37,-1.07,0.00,0,-4.94,-,0.13,0.00,-1.74,5.37,-1.07,-0.00000043,1000.00,1000.00,1000.00,1000.00
69064,1,0,-1.46,5.37,-1.07,0.00,0,0.75,0.00,0.19,0.00,-1.46,5.37,-1.07,0.000054,1000.00,1001.00,1001.00,1000.00
69295,1,0,-1.81,5.38,-1.07,0.00,0,-0.50,0.00,-0.06,0.00,-1.81,5.38,-1.07,0.00000041,1000.00,1000.00,1000.00,1000.00
69338,1,0,-1.80,5.38,-1.07,0.00,0,-0.75,-0.06,6,0.00,-1.80,5.38,-1.07,0.00000036,1000.00,1000.00,1000.00,1000.00
69402,1,0,-1.70,5.37,-1.07,0.00,0,-1.75,-0.13,0.00,0.00,-1.70,5.37,-1.07,0.00000015,1000.00,10000,1000.00,1000.00
70248,1,0,-1.65,5.37,-1.07,0.00,0,1.44,0.00,0.19,0.00,-1.65,5.37,-1.07,0.00000072,1000.00,1001.00,1001.00,1000.00
70464,1,0,-1.56,5.37,-1.07,0.00,0,-0.13,0.06,0.13,0.00,-1.56,5.37,-1.07,0.00000041,1000.00,1000.00,1000.00,1000.00
70495,1,0,-1.56,5.37,-1.07,0.00,0,0.44,-0.13,0.06,0.00,-1.56,5.37,-1.07,0.00000051,1000.00,1001.00,1001.00,1000.00
71140,0,0,-2.14,5.37,-1.07,0.00,0,0.44,-0.19,0.00,0.00,-2.14,5.37,-1.07,0.00000067,1000.00,1001.00,1001.00,1000.00
71372,0,0,-1.84,5.37,-1.07,0.00,0,-2.31,-0.19,0.06,0.00,-1.84,5.37,-1.07,0.00000008,1000.00,1000.00,1000.00,1000.00
71741,0,0,-2.05,5.37,-1.07,0.00,0,0.62,-0.06,013,0.00,-2.05,5.37,-1.07,0.00000068,1000.00,1001.00,1001.00,1000.00
72972,1,0,-1.58,5.37,-1.08,0.00,0,0.13,0.00,0.06,0.00,-1.58,5.37,-1.08,0.00000046,1000.00,1000.00,1000.00,1000.00
74810,0,0,-1.86,5.37,-1.07,0.00,0,2.75,0.06,0.00,0.00,-1.86,5.37,-1.07,0.00000102,1000.00,1002.00,1002.00,1000.00
74994,0,0,-3.50,5.41,-1.08,0.00,0,14.87,0.88,-0.31,0.00,-3.50,5.41,-1.08,0.00000371,1000.00,1007.00,1007.001001.00,1000.00
75047,0,0,-2.66,5.36,-0.94,0.00,0,-38.44,-1.06,-3.69,0.00,-2.66,5.36,-0.94,-0.00000634,1012.00,1000.00,1000.00,1012.00
75737,0,0,7.79,5.15,-1.52,0.00,0,-47.13,-1.00,-4.19,0.00,7.79,5.15,-1.52,-0.00001083,1022.00,1000.00,1000.00,1022.00
75975,0,0,-1.49,5.29,-1.40,0.00,0,24.75,1.62,-4.87,0.00,-1.49,5.29,-1.40,0.00000497,1000.00,1010.00,1010.00,1000.00
76347,0,0,-0.26,5.27,-1.21,0.00,0,4,0.31,-0.62,0.00,-0.26,5.27,-1.21,0.00000024,1000.00,1000.00,1000.00,1000.00
76657,1,0,-5.64,5.39,-1.42,0.00,0,23.44,0.75,0.50,0.00,-5.64,5.39,-1.42,0.00000587,1000.00,1011.00,1011.00,1000.00
78044,1,0,-5.45,5.43,-1.42,0.00,0,-14.56,-0.50,-0.37,0.00,-5.45,5.43,-1.42,-0.00000117,1002.00,1000.00,1000.00,1002.00
78381,1,0,0.83,5.28,-1.33,0.00,0,5.31,0.19,-0.13,0.00,0.83,5.28,-1.33,0.00000075,1000.00,1001.00,1001.00,1000.00
78719,0,0,0.47,5.28,-1.32,0.00,0,-2.62,-0.13,-0.13,0.00,0.47,5.28,-1.32,-0.00000061,1001.00,1000.00,1000.00,1001.00
79417,0,0,1.70,5.28,-1.32,0.00,0,-5.31,-0.25,-0.06,0.00,1.70,5.28,-1.32,-0.000,1002.00,1000.00,1000.00,1002.00
79670,0,0,0.87,5.28,-1.33,0.00,0,10.06,0.56,0.25,0.00,0.87,5.28,-1.33,0.00000161,1000.00,1003.00,1003.00,1000.00
80117,0,0,0.44,5.27,-1.32,0.00,0,-10.69,-0.25,-0.25,0.00,0.44,5.27,-1.32,-0.00000209,1004.00,1000.00,1000.00,1004.00
80449,0,0,0.00,5.28,-1.32,0.00,0,11.31,0.13,0.31,0.00,0.00,5.28,-1.32,0.00000208,1000.00,1004.00,1004.00,1000.00
81966,0,0,-1.31,5.30,-1.33,0.00,0,-0.13,0.06,0.00,0.00,-1.31,5.30,-1.33,0.00000034,1000.00,1000.00,1000.00,1000.00
82092,0,0,-1.48,5.29,-1.32,0.00,0,2.00,0.00,0.00,0.00,-1.48,5.29,-1.32,0.00000078,1000.00,10,1001.00,1000.00
83791,0,0,-0.42,5.28,-1.31,0.00,0,-16.19,-0.31,-0.81,0.00,-0.42,5.28,-1.31,-0.00000286,1005.00,1000.00,1000.00,1005.00
84224,0,0,2.82,5.20,-1.03,0.00<95250,0,0,2.97,5.25,-1.10,0.00,0,-6.62,1.25,3.06,0.00,2.97,5.0
84707,0,0,3.07,4.86,-2.97,0.00,0,7.56,-1.19,0.69,0.00,3.07,4.86,-2.97,0.00000054,1000.00,1001.00,1001.00,1000.00
85855,0,0,3.40,5.05,-2.90,0.00,0,-33.63,5.62,-4.56,0.00,3.40,5.05,-2.90,-0.00000713,1014.00,1000.00,1000.00,1014.00
95039,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,-105.00,105.00,-105.00,-105.00,-0.00002909,1000.00,1000.00,1000.00,1000.00
95069,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1022.00,1022.00,1022.00,1022.00
95115,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1022.00,1022.00,1022.00,1022.00
95158,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1022.00,1022.00,1022.00,1022.00
95187,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1022.00,1022.00,1022.00,1022.00
95257,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1022.00,1022.00,1022.00,1022.00
95286,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1022.00,1022.00,1022.00,1022.00
95332,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1022.00,1022.00,1022.00,1022.00
95377,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1022.00,1022.00,1022.00,1022.00
