millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,m1,m2,m3,m4
1830,0,1.16,5.17,1178,-0.19,0.25,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
1895,0,1.16,5..17,117.98,0.06,0.06,0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
1925,0,1.16,5.17,117.98,-0.06,-0.06,-0.6,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
2008,0,1.16,5.17,117.98,-0.13,0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
2099,0,1.16,5.17,117.98,-0.25,0.06,0.06,1.30,4.33,117.07,1041.0,1000.00,1046.00,1000.00
2127,0,1.16,5.17,117.98,-0.06,0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.046.00,1000.00
2182,0,1.16,5.17,117.98,0.19,-0.19,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
2250,0,1.16,5.17,117.98,0.00,0.13,-0.06,1.30,4.33,117.07,10411.00,1000.00,1046.00,1000.00
2282,0,1.16,5.17,117.98,-0.25,0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,10000.00
2308,0,1.16,5.17,117.98,0.25,-0.19,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
2366,0,1.16,5.17,117.98,0.00,-0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
2390,0,1.16,5.17,117.98,0.06,0.00,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
2426,0,1.16,5.17,117.98,0.00,-0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,100000.00
2451,0,1.16,5.17,117.98,0.19,-0.19,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
2475,0,1.16,5.7,117.98,0.00,0.00,0.19,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
2548,0,1.16,5.17,117.98,-0.09,-0.13,-0.06,1.30,4.26,117.07,1041.00,1000.00,1046.00,1000.00
2608,0,1.16,5.1717,117.98,-0.06,-0.25,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
2634,0,1.16,5.17,117.98,-0.19,-0.06,006,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
2714,0,1.16,5.17,117.98,-0.13,-0.06,0.00,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
2802,0,1.16,5.17,117.98,0.06,0.00,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
2878,0,1.16,5.17,117.98,0.25,-0.13,-0.13,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
2960,0,1.16,5.17,117.98,0.00,0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.0,1000.00
2983,0,1.16,5.17,117.98,-0.25,0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
3045,0,1.16,5.17,117.98,0.06,0.19,0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
3074,0,1.16,5.17,117.98,-0.19,0.06,0.13,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
3113,0,1.16,5.17,117.98,0.00,0.00,0.00,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
3137,0,1.16,5.17,117.98,-0.06,0.06,0.19,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
3163,0,1.16,5.17,117.98,-0.06,0.06,0.00,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
3214,0,1.16,5.17,117.98,-0.06,0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
3245,0,1.16,5.17,117.98,-0.06,-0.13,0.19,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
3304,0,1.1616,5.17,117.98,0.19,-0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
3406,0,1.16,5.17,117.98,-0.06,-0.06,-0.06,1.30,4.26,117.07,1041.00,1000.00,1046.00,1000.00
3485,0,1.16,5.17,117.98,0.19,0.19,-0.13,1.30,4.33,117.07,11.00,1000.00,1046.00,1000.00
3568,0,1.16,5.17,117.98,0.13,-0.06,-0.06,1.30,4.33,117.07,1041.00,10000,1046.00,1000.00
3624,0,1.16,5.17,117.98,0.06,-0.06,0.06,1.30,4.33,117.07,1041.0.00,1000.00,1046.00,1000.00
3650,0,1.16,5.17,117.98,0.00,0.06,-0.13,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
3677,0,1.16,5.17,117.98,0.19,-0.13,-0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
3732,0,1.16,5.17,117.98,0.25,-0.13,0.00,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
3757,0,1.16,5.17,117.98,0.00,-0.06,0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
3814,0,1.16,5.17,117.98,0.13,-0.19,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
3839,0,1.16,17,117.98,0.00,-0.19,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
3912,0,1.16,5.17,117.98,-0.06,0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
3969,0,1.116,5.17,117.98,0.25,-0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
3996,0,1.16,5.17,117.98,0.06,0.00,0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
4021,0,1.16,5.17,117.98,0.37,-0.25,0.06,1.30,4.33.33,117.14,1041.00,1000.00,1046.00,1000.00
4073,0,1.16,5.17,117.98,0.00,0.00,-0.06,1.30,4.3,117.07,1041.00,1000.00,1046.00,1000.00
4131,0,1.16,5.17,117.98,-0.06,-0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
4155,0,1.16,5.17,117.98,0.37,-0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
4181,0,1.16,5.17,117.98,-0.13,0.19,0.00,1.30,4.33,117.07,1041.00,1000.00,104646.00,1000.00
4232,0,1.16,5.17,117.98,0.00,0.19,0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
4289,0,1.16,5.17,117.98,-0.06,0.13,0.06,1.30,4.33,117.07,1041.00,11000.00,1046.00,1000.00
4314,0,1.16,5.17,117.98,-0.06,0.00,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00>
4338,0,1.16,5.17,117.98,0.06,0.13,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
4385,0,1.16,5.17,117.98,0.19,-0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
4410,0,1.16,5.17,117.98,0.31,-0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
4443,0,1.16,5.17,117.98,0.44,-0.13,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00>
4469,0,1.16,5.17,117.98,0.06,-0.13,0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
4497,0,1.16,5.17,11798,0.06,0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
4582,0,1.16,5.17,117.98,0.13,0.0,-0.06,1.30,4.26,117.07,1041.00,1000.00,1046.00,1000.00
4672,0,1.16,5.17,117.98,0.19,0.00,-0.13,1.30,4.3,117.07,1041.00,1000.00,1046.00,1000.00
4753,0,1.16,5.17,117.98,0.19,0.13,-0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
4815,0,1.16,5.17,117.98,0.00,-0.06,-0.06,1.30,4.3.33,117.07,1041.00,1000.00,1046.00,1000.00
4843,0,1.16,5.17,117.98,-0.19,0.13,-0.06,1.30,4.33,117.07,1041.00,1000.0,1046.00,1000.00
4871,0,1.16,5.17,117.98,-0.06,0.00,0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,10000.00
5029,0,1.16,5.17,117.98,-0.13,0.13,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,100000
5060,0,1.16,5.17,117.98,0.00,0.06,-0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
5103,0,1.16,5.17,117.98,-0.19,0.25,0.06,1.30,4.33,117.07,1041.00,1000.00,10046.00,1000.00
5135,0,1.16,5.17,117.98,0.31,-0.06,-0.19,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
5165,0,1.16,5.17,117.98,0.00,0.06,-0.06,1.30,4.26,117.14,1041.00,1000.00,1046.00,1000.00
5223,0,1.16,5.17,117.98,0.06,-0.06,0.06,1.30,4.26,117.07,1041.00,1000.00,1046.00,1000.00
5253,0,1.16,5.17,117.98,0.00,0.06,0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
5356,0,11.16,5.17,117.98,0.00,0.00,-0.13,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
5399,0,1.16,5.17,117.98,-0.13,0..06,-0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
5443,0,1.16,5.17,117.98,-0.06,0.00,0.06,1.30.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
5546,0,1.16,5.17,117.98,-0.25,0.00,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
5623,0,1.16,5.17,117.98,-0.0.19,0.00,0.19,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
5662,0,1.16,5.17,117.98,-0.13,0.00,0.06,1.30,4.33,7.07,1041.00,1000.00,1046.00,1000.00
5756,0,1.16,5.17,117.98,0.00,0.06,0.06,1.30,4.33,117.07,1041.0,1000.00,1046.00,1000.00
5819,0,1.16,5.17,117.98,0.00,-0.13,-0.06,1.30,4.333,117.07,1041.00,1000.00,1046.00,1000.00
5847,0,1.16,5.17,117.98,0.06,0.00,-0.06,1.30,4.33,117.14,1041.00,1000.00,046.00,1000.00
5876,0,1.16,5.17,117.98,0.06,0.00,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00>00
5930,0,1.16,5.17,117.98,-0.13,0.00,0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,100.00
5958,0,1.16,5.17,117.98,0.00,0.13,0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
5991,0,1.16,5.17,117.98,-0.06,-0.25,0.00,1.30,4.33,117.07,1041.00,1000.00,10046.00,1000.00
6016,0,1.16,5.17,117.98,0.00,0.06,0.00,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
6042,0,1.16,5.17,117.98,0.06,-0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
6097,0,1.16,5.17,117.98,0.13,-0.13,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
6125,0,1.16,5.177,117.98,0.06,0.00,-0.13,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
6207,0,1.16,5.17,117.98,-0.25,.00,-0.19,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
6375,0,1.16,5.17,117.98,-0.19,0.06,-0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
6400,0,1.16,5.17,117.98,0.06,0.06,0.13,1.30,4.33,117.07,1041.00,11000.00,1046.00,1000.00
6453,0,1.16,5.17,117.98,-0.06,0.06,0.13,1.30,4.26,117.07,1041.00,1000.00,1046.00,1000.00
6512,0,1.16,5.17,117.98,-0.06,0.06,-0.13,1.30,4.33,117.0.07,1041.00,1000.00,1046.00,1000.00
6537,0,1.16,5.17,117.98,0.00,0.13,0.06,1.30,4.33,117.14,1041.00,1000.00,1046.0,1000.00
6565,0,1.16,5.17,117.98,0.00,0.00,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
6641,0,1.16,5.17,117.98,0.19,0.00,-0.13,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
6675,0,1.16,5.17,117.98,-0.13,0.06,0.00,1.30,4.33,117.14,1041.00,1000.00,1046..00,1000.00
6701,0,1.16,5.17,117.98,-0.25,0.13,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
6724,0,16,5.17,117.98,-0.13,0.00,0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
6778,0,1.16,5.17,117.98,-0.13,-0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
6804,0,1.16,5.1,117.98,0.13,-0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
6861,0,1.16,5.17,117.98,0.06,0.00,0.06,1.30,4.26,117.07,1041.00,1000.00,1046.00,1000.00
6887,0,1.16,5.17,117.98,0.0,0.00,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
6962,0,1.16,5.17,117.98,-0.13,0.00,-0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
7020,0,1.16,5.17,117.98,0..19,0.06,-0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
7044,0,1.16,5.17,117.98,0.06,0.00,0.06,1.30,4.33,1.07,1041.00,1000.00,1046.00,1000.00
7124,0,1.16,5.17,117.98,0.06,-0.06,0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
7180,0,1.16,5.17,117.98,-0.06,0.00,0.00,1.30,4.33,117..07,1041.00,1000.00,1046.00,1000.00
7205,0,1.16,5.17,117.98,-0.13,-0.13,0.19,1.30,4.33,117.07,1041.00,1000.00,104600,1000.00
7229,0,1.16,5.17,117.98,-0.13,0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
7283,0,1.16,5.17,117.98,-0.13,-0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,10000
7308,0,1.16,5.17,117.98,-0.13,0.19,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
7343,0,1.16,5.17,117.98,0.13,0.00,0.13,1.30,4.33,117.07,1041.00,1000.00,104046.00,1000.00
7368,0,1.16,5.17,117.98,0.06,-0.06,-0.06,1.30,4.26,117.07,1041.00,1000.00,1046.00,1000.00
7418,0,1.16,5.17,117117.98,-0.19,0.19,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
7450,0,1.16,5.17,117.98,-0.06,-0.06,0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
7480,0,1.16,5.1,117.98,-0.25,0.00,-0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
7674,0,1.16,5.17,117.98,-0.13,-0.06,0.00,.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
7758,0,1.16,5.17,117.98,-0.19,00.00,0.00,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
7784,0,1.16,5.17,117.98,-0.13,-0.13,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
7819,0,1.16,5.17,117.98,-0.06,0.00,0.00,1.30,4.33,117.07,1041.00,1001000.00,1046.00,1000.00
7896,0,1.16,5.17,117.98,0.06,0.06,0.00,1.30,4.33,117.14,1041.00,100.00,1046.00,1000.00
8041,0,1.16,5.17,117.98,-0.13,0.00,-0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
8219,0,1.16,5.17,117.98,-0.06,-0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046..00,1000.00
8252,0,1.16,5.17,117.98,0.19,-0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
8290,0,1.6,5.17,117.98,-0.06,0.06,0.19,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
8348,0,1.16,5.17,117.98,0.00,0.00,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
8381,0,1.16,5.17,117.98,0.06,-0.13,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
8480,0,1.16,5.17,117.98,-0.06,0.13,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
8684,0,1.16,5.17,117.98,0.00,-0.16,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
8714,0,1.16,5.17,117.98,0.06,0.00,-0.06,1.30,4.33,117.07,11041.00,1000.00,1046.00,1000.00
8818,0,1.16,5.17,117.98,-0.13,-0.13,0.00,1.30,4.26,117.14,1041.00,1000.00,1046.00,1000.00
8902,0,1.16,5.17,117.98,0.00,0.00,0.13,1.30,4.26,117.14,1041.00,1000.00,1046.00,1000.00
8929,0,1.16,5.17,117.98,0.00,0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,00.00
8956,0,1.16,5.17,117.98,0.19,-0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9045,0,1.16,5.17,117.98,-0.13,-0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9083,0,1.16,5.17,117.98,0.00,-0.06,0.19,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9143,0,1.16,5.17,117.98,0.19,-0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,10446.00,1000.00
9173,0,1.16,5.17,117.98,0.00,0.00,0.06,1.30,4.26,117.07,1041.00,1000.00,1046.00,1000.00
9199,0,116,5.17,117.98,-0.13,-0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9265,0,1.16,5.17,117.98,-0.13,0.00,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9291,0,1.16,5.17,17.98,0.13,0.13,-0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9403,0,1.16,5.17,117.98,0.13,0.13,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9512,0,1.16,5.17,117.98,0.06,0.13,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9600,0,1.16,5.17,117.98,-0.13,0.0600,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9736,0,1.16,5.17,117.98,-0.06,0.00,0.00,1.30,4.33,117.07,1041.00,100000,1046.00,1000.00
9821,0,1.16,5.17,117.98,0.25,0.00,0.06,1.30,4.33,117.07,1041..00,1000.00,1046.00,1000.00
9879,0,1.16,5.17,117.98,0.13,-0.06,0.19,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9958,0,1.16,5.17,117.98,0.00,0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
9995,0,.16,5.17,117.98,0.25,-0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
10044,0,1.16,5.17,117.98,0.06,0.19,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
10069,0,1.16,5.17,117.98,0.25,-0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
10097,0,1.16,5.17,1178,-0.06,-0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
10226,0,1.16,5.17,117.98,-0.03,-0.13,0.13,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
10298,0,1.16,5.17,117.98,-0.19,0.00,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
10323,0,1.16,5.17,117.98,0.06,0.00,0.00,.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
10431,0,1.16,5.17,117.98,-0.13,0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
10573,0,1.16,5.17,117.98,0.06,-0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.06.00,1000.00
10659,0,1.16,5.17,117.98,0.00,0.06,-0.13,1.30,4.33,117.07,1041.00,1000.00,106.00,1000.00
10782,0,1.16,5.17,117.98,-0.06,-0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
10813,0,1.16,5.17,117.98,0.00,-0.13,0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
10882,0,1.16,5.17,117.98,-0.06,-0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
10917,0,1.16,5.17,117.98,0.19,-0.13,0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
10966,0,1.16,5.17,117.98,-0.19,-0.06,0.00,1.30,4.33,117.14,1041.00,1000.00,1046.00,100000.00
10991,0,1.16,5.17,117.98,-0.13,0.00,0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
11017,0,1.16,5.7,117.98,0.00,-0.06,0.00,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
11146,0,1.16,5.17,117.9,-0.19,0.06,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
11222,0,1.1616,5.17,117.98,0.06,0.06,-0.06,1.30,4.33,117.14,1041.00,1000.00,1046.00,1000.00
11352,0,1.16,5.17,117.98,-0.31,0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
11442,0,1.16,5.17,117.98,-0.06,0.25,0.0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
11470,0,1.16,5.17,117.98,-0.19,0.13,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
11497,0,1.16,5.17,117.98,0.25,0.00,0.06,1.30,4.33,117.07,1041.00,1000.00,104046.00,1000.00
11582,0,1.16,5.17,117.98,0.00,0.31,0.13,1.30,4.33,117.07,1041.00,1000.00,146.00,1000.00
11692,0,1.16,5.17,117.98,0.00,-0.06,-0.19,1.30,4.33,117.07,1041.00,1000.00,1046.00,10000
11730,0,1.16,5.17,117.98,-0.13,0.25,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
11798,0,1.16,5.17,117.98,0.06,0.00,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
11885,0,1.16,5.17,117.98,-0.13,0.00,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,10000.00
11912,0,1.16,5.17,117.98,-0.13,-0.13,0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
11946,0,1.16,55.17,117.98,-0.19,-0.06,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
12023,0,1.16,5.17,117.98,0.13,0.00,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
12053,0,1.16,5.17,117.98,-0.06,0.00,-0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
12137,0,1.166,5.17,117.98,0.00,-0.13,0.00,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
12164,0,1.16,5.17,117.98,0.00,-0.06,-0.13,1.30,4.26,117.07,1041.00,1000.00,1046.00,1000.00
12273,0,1.16,5.17,117.98,-0.13,0.00,0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
12358,0,1.16,5.17,117.98,-0.19,0.00,0.06,1.30,4.26,117.07,1041.00,1000.00,1046.00,1000.00
12386,0,1.16,5.17,117.98,-0.19,-0.13,0.13,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
12497,0,1.16,5.17,117.98,-0.06,0.06,-0.06,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
12582,0,1.16,5.17,117.98,-0.25,0.13,0.06,1.30,4.33,117.07,104141.00,1000.00,1046.00,1000.00
12609,0,1.16,5.17,117.98,0.06,-0.06,0.19,1.30,4.33,117.07,1041.00,1000.00,1046.00,1000.00
