micros,flip,phase,spf_roll,roll_rlv,roll,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
64,0,0,0.00,0.00,0.09,0.00,-0.31,-0.39,-0.37,1014.00,1014.00,1014.00,1014.00
260,0,0,0.00,0.00,0.01,0.00,1.00,-0.49,0.75,1014.00,1014.00,1014.00,1014.00
326,0,0,0.00,0.00,0.07,0.00,1.06,-0.43,1.06,1014.00,1014.00,1014.00,1014.00
515,0,0,0.00,0.00,0.05,0.00,-0.19,-0.44,-0.37,1014.00,1014.00,1014.00,1014.00
564,0,0,0.00,0.00,0.05,0.00,0.19,-0.44,0.31,1,1014.00,1014.00,1014.00
583,0,0,0.00,0.00,0.05,0.00,0.50,-0.44,0.25,1014.00,1014.00,1014.00,1014.00
678,0,0,0.00,0.00,0.16,0.00,0.94,-0.35,1.06,1014.00,1014.00,1014.00,1014.00
761,0,0,0.00,0.00,0.24,0.00,0.37,-0.25,0.69,1014.00,1014.00,1014.00,1014.00
875,0,0,0.00,0.00,0.16,0.00,-0.44,-0.33,-0.56,1014.00,1014.00,1014.00,1014.00
952,0,0,0.00,0.00,0.08,0.00,0.13,-0.40,0.00,1014.00,1014.00,1014.00,1014.00
979,0,0,0.00,0.00,0.06,0.00,0.56,-0.42,0.31,1014.00,1014.00,1014.00,1014.00
1094,0,0,0.00,0.00,0.09,0.00,0.88,-0.41,1.00,1014.00,1014.00,1014.00,1014.00
1176,0,0,0.00,0.00,0.13,0.00,0.69,-0.37,0.62,1014.00,1014.00,1014.00,1014.00
1268,0,0,0.00,0.00,0.08,0.00,-0.19,-0.40,0.00,1014.00,1014.00,1014.00,1014.00
1424,0,0,0.00,0.00,-0.01,0.00,-0.25,-0.50,-0.19,1017.00,1017.00,1017.00,1017.00
1589,0,0,0.00,0.00,0.09,0.00,0.88,-0.41,0.75,1022.00,1022.00,1022.00,1022.00
1625,0,0,0.00,0.00,0.13,0.00,0.81,-0.38,0.62,1022.00,1022.00,1022.00,1022.00
1723,0,0,0.00,0.00,0.13,0.00,-0.19,-0.36,0.00,1022.00,1022.00,1022.00,1022.00
1878,0,0,0.00,0.00,0.13,0.00,0.25,-0.36,0.25,1022.00,1022.00,1022.00,1022.00
1908,0,0,0.00,0.00,0.10,0.00,0.56,-0.38,0.50,1022.00,1022.00,1022.00,1022.00
2011,0,0,0.00,0.00,0.13,0.00,0.69,-0.36,0.69,1022.00,1022.00,1022.00,1022.00
2079,0,0,0.00,0.00,0.13,0.00,0.50,-0.35,0.37,1022.00,1022.00,1022.00,1022.00
2163,0,0,0.00,0.00,0.06,0.00,-0.06,-0.42,-0.19,1022.00,1022.00,1022.00,1022.00
2265,0,0,0.00,0.00,-0.01,0.00,0.25,-0.50,0.06,1022.00,1022.00,1022.00,1022.00
2331,0,0,0.00,0.00,-0.04,0.00,0.56,-0.52,0.62,10,1022.00,1022.00,1022.00
2348,0,0,0.00,0.00,-0.03,0.00,0.75,-0.52,0.69,1022.00,1022.00,1022.00,1022.00
2456,0,0,0.00,0.00,0.02,0.00,0.62,-0.48,1.06,1022.00,1022.00,1022.00,1022.00
2481,0,0,0.00,0.00,0.01,0.00,0.37,-0.48,0.31,1022.00,1022.00,1022.00,1022.00
2573,0,0,0.00,0.00,-0.01,0.00,-0.37,-0.50,-0.13,1022.00,1022.00,1022.00,1022.00
2679,0,0,0.00,0.00,-0.01,0.00,-0.13,-0.50,-0.31,1022.00,1022.00,1022.00,1022.00
2725,0,0,0.00,0.00,-0.01,0.00,0.19,-0.50,0.31,1022.00,1022.00,1022.00,1022.00
2801,0,0,0.00,0.00,0.01,0.00,0.75,-0.49,0.56,1022.00,1022.00,1022.00,1022.00
2958,0,0,0.00,0.00,0.01,0.00,-0.19,-0.48,0.06,1022.00,1022.00,1022.00,1022.00
