millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,m1,m2,m3,m4
124663,0,-0.17,-1.82,-0.39,0.00,0.06,0.19,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
124743,0,-0.17,-1.82,-0.39,0.00,0.06,-0.06,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
125123,0,-0.17,-1.82,-0.39,-0.06,0.00,0.00,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
125203,0,-0.17,-1.82,-0.39,0.00,-0.06,-0.06,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
125583,0,-0.17,-1.82,-0.39,0.19,-0.06,-0.13,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
125663,0,-0.17,-1.82,-0.39,0.19,-0.13,0.00,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
126043,0,-0.17,-1.82,-0.39,0.13,0.00,0.06,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
126123,0,-0.17,-1.82,-0.39,-0.06,0.06,-0.06,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
126503,0,-0.17,-1.82,-0.39,0.13,0.00,0.06,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
126582,0,-0.17,-1.82,-0.39,0.19,0.13,0.13,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
128421,0,-0.17,-1.82,-0.39,-0.19,0.13,-0.06,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
128881,0,-0.17,-1.82,-0.39,-0.19,0.00,0.13,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
131677,0,-0.17,-1.82,-0.39,-0.31,0.25,0.13,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
131757,0,-0.17,-1.82,-0.39,0.06,-0.06,0.13,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
132216,0,-0.17,-1.82,-0.39,-0.06,0.06,-0.06,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
132676,0,-0.17,-1.82,-0.39,-0.13,0.06,0.13,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
133136,0,-0.17,-1.82,-0.39,0.00,0.13,-0.06,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
133596,0,-0.17,-1.82,-0.39,-0.06,0.06,0.06,-0.17,-1.82,-0.39,1001.00,1001.00,1000.00,1000.00
134975,0,0.17,-19.61,-0.08,1.81,50.31,6.62,0.17,-19.61,-0.08,1000.00,1000.00,1000.00,1000.00
136932,0,-0.46,-22.63,-1.38,4.44,-303.62,24.44,-0.46,-22.63,-1.38,1102.00,1105.00,1000.00,1000.00
137276,0,0.90,-22.66,0.69,19.69,258.62,4.56,0.90,-22.66,0.69,1000.00,1000.00,1063.00,1052.00
137656,0,-0.15,27.73,-1.41,-4.06,-123.25,13.00,-0.15,27.73,-1.41,1016.00,1014.00,1000.00,1000.00
137736,0,0.55,14.60,-1.19,9.88,-204.50,-5.31,0.55,14.60,-1.19,1045.00,1050.00,1000.00,1000.00
138001,0,0.48,-30.67,0.03,-3.37,-30.75,4.12,0.48,-30.67,0.03,1032.00,1030.00,1000.00,1000.00
1,0,0.33,-30.95,0.39,6.31,10.00,-5.50,0.33,-30.95,0.39,1018.00,1021.00,1000.00,1000.00
138080,0,-0.16,-28.94,0.48,0.56,65.00,-11.06,-0.11,-29.57,0.48,1002.00,1005.00,1000.00,1000.00
138480,0,7,20.98,-0.55,-0.06,-3.69,-4.94,-0.07,20.98,-0.55,1000.00,1000.00,1014.00,1014.00
138540,0,0.09,19.87,-0.74,-2.56,-46.50,-6.75,0.09,19.87,-0.74,1000.00,1000.00,1000.00,1001.00
139001,0,-0.16,-17.65,-0.48,-0.19,47.63,10.00,-0.16,-17.65,-0.48,1000.00,1000.00,1000.00,1000.00
139400,0,-,9.85,-0.24,-0.69,-18.19,0.31,-0.29,9.85,-0.24,1000.00,1000.00,1001.00,1002.00
139460,0,-0.15,8.58,-0.30,-3.62,-41.38,0.62,-0.15,8.58,-0.30,1006.00,1004.00,1000.00,1000.00
139920,0,-0.22,-7.12,-1.47,-2.37,41.06,6.69,-0.22,-7.12,-1.47,1000.00,1000.00,1006.00,1007.00
140496,0,-0.12,-3.41,-0.10,-0.56,-31.19,0.06,-0.12,-3.41,-0.10,1011.00,1011.00,1000.00,1000.00
140955,0,-0.24,2.15,-0.57,2.50,11.38,4.31,-0.24,2.15,-0.57,1000.00,1000.00,1005.00,1004.00
141072,0,-0.28,1.50,-0.36,0.50,-17.06,-0.13,-0.28,1.50,-0.36,1003.00,1004.00,1000.00,1000.00
141452,0,-0.24,-3.62,-0.27,0.69,11.50,-0.44,-0.24,-3.62,-0.27,1000.00,1000.00,1000.00,1000.00
141532,0,-0.28,-2.26,-0.28,0.13,20.62,-0.56,-0.28,-2.26,-0.28,1000.00,1000.00,1004.00,1004.00
142565,0,-0.41,0.92,-0.40,0.19,-7.44,0.19,-0.41,0.92,-0.40,1001.00,1001.00,1000.00,1000.00
143024,0,-0.37,-2.78,-0.43,0.37,14.00,-0.44,-0.37,-2.78,-0.43,1000.00,1000.00,1002.00,1001.00
143600,0,-0.37,-3.32,-0.46,-0.81,-7.94,0.00,-0.37,-3.32,-0.46,1004.00,1004.00,1000.00,1000.00
