millis,armed,fp,roll,pitch,yaw,mfr,gx,spr,err_roll,u2
6971,0,0,-0.54,5.81,-0.50,0.00,-5.56,0.00,-0.54,-0.000001
6991,0,0,-0.43,5.81,-0.51,0.00,-6.00,0.00,-0.43,-0.000001
7046,0,0,-0.16,5.81,-0.51,0.00,-5.37,0.00,-0.16,-0.000001
7085,0,0,0.04,5.81,-0.51,0.00,-4.69,0.00,0.04,-0.000001
7122,0,0,0.18,5.81,-0.51,0.00,-3.12,0.00,0.18,-0.000001>-0.000001
7149,0,0,0.24,5.81,-0.51,0.00,-1.75,0.00,0.24,-0.000000
7225,0,0,0.23,5.81,-0.51,0.00,1.87,0.00,0.23,0.000000
7269,0,0,0.11,5.81,-0.51,0.00,3.37,0.00,0.11,0.000001
7311,0,0,-0.05,5.81,-0.51,0.00,4.56,0.00,-0.05,0.000001
7448,0,0,-0.74,5.81,-0.51,0.00,3.62,0.00,-0.74,0.000001
7500,0,0,-0.82,5.81,-0.50,0.00,2.56,0.00,-0.82,0.000001
7543,0,0,-0.88,5.81,-0.51,0.00,0.50,0.00,-0.88,0.000000
7594,0,0,-0.81,5.81,-0.51,0.00,-2.12,0.00,-0.81,-0.000000
7687,0,0,-0.45,5.81,-0.51,0.00,-5.19,0.00,-0.45,-0.000001
7821,0,0,0.12,5.82,-0.51,0.00,-4.81,0.00,0.12,-0.000001
7917,0,0,0.30,5.81,-0.52,0.00,0.00,0.00,0.30,-0.000000
7963,0,0,0.23,5.81,-0.52,0.00,2.00,0.00,0.23,0.000000
7999,0,0,0.15,5.81,-0.52,0.00,3.00,0.00,0.15,0.000001
8039,0,0,-0.07,5.81,-0.52,0.00,4.31,0.00,-0.07,0.000001
8065,0,0,-0.22,5.81,-0.53,0.00,4.62,0.00,-0.22,0.000001
8152,0,0,-0.58,5.81,-0.53,0.00,4.69,0.00,-0.58,0.000001
8198,0,0,-0.78,5.81,-0.53,0.00,3.25,0.00,-0.78,0.000001
8239,0,0,-0.90,5.81,-0.53,0.00,2.06,0.00,-0.90,0.000001
8272,0,0,-0.94,5.81,-0.53,0.00,0.31,0.00,-0.94,0.000000
8298,0,0,-0.94,5.81,-0.53,0.00,-0.88,0.00,-0.94,0.000000
8369,0,0,-0.73,5.81,-0.53,0.00,-3.69,0.09,-0.82,-0.000000
8470,0,0,-0.36,5.81,-0.54,0.00,-5.50,0.09,-.40,-0.000001
8509,0,0,-0.22,5.81,-0.54,0.00,-5.31,0.09,-0.31,-0.000001
8537,0,0,-0.04,5.81,-0.54,0.00,-4.87,0.09,-0.13,-0.000001
8609,0,0,0.18,5.81,-0.54,0.00,-2.12,-0.18,0.36,-0.000000
8696,0,0,0.15,5.81,-0.55,0.00,1.44,0.09,0.06,0.000000
8728,0,0,0.08,5.81,-0.55,0.00,2.44,-0.18,0.26,0.000000
8745,0,0,-0.02,5.81,-0.55,0.00,3.44,-0.18,0.16,0.000001
8825,0,0,-0.39,5.81,-0.56,0.00,4.62,-0.18,-0.21,0.000001
8982,0,0,-0.95,5.80,-0.56,0.00,1.31,0.09,-1.04,0.000001
9074,0,0,-0.89,5.80,-0.56,0.00,-1.94,-0.18,-0.71,-0.000000>0.000000
9108,0,0,-0.80,5.80,-0.56,0.00,-3.31,0.09,-0.89,-0.000000
9303,0,0,0.12,5.81,-0.56,0.00,-3.87,0.09,0.03,-0.000001
9317,0,0,0.18,5.81,-0.56,0.00,-3.12,0.09,0.09,-0.000001
9411,0,0,0.24,5.81,-0.56,0.00,0.56,-0.18,0.42,-0.000000
9447,0,0,0.16,5.81,-0.57,0.00,1.81,0.09,0.07,0.000000
9498,0,0,0.02,5.81,-0.57,0.00,3.06,-0.18,0.20,0.000001
9537,0,0,-0.15,5.81,-0.57,0.00,4.25,-0.18,0.03,0.000001>.000001
9567,0,0,-0.30,5.81,-0.57,0.00,4.69,-0.18,-0.12,0.000001
9643,0,0,-0.67,5.80,-0.57,0.00,3.87,-0.18,-0.49,0.000001
9676,0,0,-0.77,5.80,-0.57,0.00,2.87,-0.18,-0.59,0.000001
9759,0,0,-0.88,5.80,-0.58,0.00,-0.37,-0.18,-0.70,0.000000
9776,0,0,-0.86,5.80,-0.58,0.00,-1.62,-0.18,-0.68,-0.000000
9872,0,0,-0.59,5.80,-0.58,0.00,-4.56,-0.18,-0.41,-0.000001
9986,0,0,-0.11,5.81,-0.59,0.00,-4.81,-0.18,0.07,-0.000001
10077,0,0,0.14,5.80,-0.59,0.00,-2.56,-0.18,0.32,-0.000001
10151,0,0,0.17,5.80,-0.59,0.00,0.19,-0.18,0.35,-0.000000
10214,0,0,-0.02,5.80,-0.60,0.00,3.12,-0.18,0.16,0.000001
10336,0,0,-0.55,5.80,-0.60,0.00,4.37,-0.18,-0.37,0.000001
10353,0,0,-0.64,5.80,-0.60,0.00,4.19,0.09,-0.73,0.000001
10379,0,0,-0.71,5.80,-0.60,0.00,3.62,0.09,-0.80.60,0.000001
10418,0,0,-0.83,5.80,-0.60,0.00,2.56,-0.18,-0.65,0.000001
10436,0,0,-0.89,5.80,-0.61,0.00,1.69,-0.18,-0.71,0.000001
10571,0,0,-0.80,5.80,-0.60,0.00,-2.75,0.09,-0.89,-0.000000
10609,0,0,-0.67,5.80,-0.60,0.00,-3.94,-0.18,-0.49,-0.000001
10651,0,0,-0.49,5.80,-0.60,0.00,-4.62,-0.18,-0.31,-0.000001
10722,0,0,-0.16,5.80,-0.60,0.00,-4.87,0.09,-0.25,-0.000001
10762,0,0,0.01,5.80,-0.60,0.00,-4.31,-0.18,0.19,-0.000001
10899,0,0,0.17,5.79,-0.61,0.00,0.94,-0.18,0.35,0.000000
10987,0,0,-0.08,5.79,-0.61,0.00,3.62,-0.18,0.10,0.000001
11148,0,0,-0.73,5.80,-0.62,0.00,3.50,-0.18,-0.55,0.000001
11184,0,0,-0.85,5.80,-0.62,0.00,2.19,-0.18,-0.67,0.000001
11225,0,0,-0.91,5.80,-0.62,0.00,0.19,-0.18,-0.73,0.000000
11290,0,0,-0.87,5.80,-0.63,0.00,-2.31,-0.18,-0.69,-0.000000
11404,0,0,-0.45,5.79,-0.63,0.00,-4.69,-0.18,-0.27,-0.000001
11478,0,0,-0.12,5.79,-0.63,0.00,-3.94,-0.18,0.06,-0.000001
11614,0,0,0.07,5.79,-0.64,0.00,-0.06,-0.18,0.25,-0.000000
11644,0,0,0.07,5.79,-0.64,0.00,0.56,-0.18,0.25,0.000000
11709,0,0,-0.14,5.79,-0.64,0.00,3.25,-0.18,0.04,0.000001
11753,0,0,-0.30,5.79,-0.65,0.00,3.81,-0.18,-0.12,0.000001
11828,0,0,-0.67,5.79,-0.64,0.00,4.06,-0.18,-0.49,0.000001
11914,0,0,-0.89,5.79,-0.65,0.00,1.81,-0.18,-0.71,0.00000
11930,0,0,-0.91,5.79,-0.64,0.00,1.00,-0.18,-0.73,0.000000
11979,0,0,-0.91,5.79,-0.64,0.00,-0.50,-0.18,-0.73,0.000000
12062,0,0,-0.73,5.79,-0.65,0.00,-3.25,0.09,-0.82,-0.000000
12080,0,0,-0.64,5.79,-0.64,0.00,-4.25,0.09,-0.73,-0.000001
12176,0,0,-0.24,5.79,-0.64,0.00,-4.75,-0.18,-0.06,-0.0000001
12191,0,0,-0.10,5.79,-0.64,0.00,-4.44,-0.18,0.08,-0.000001
12280,0,0,0.14,5.79,-0.64,0.00,-1.94,-0.18,0.32,-0.000000
12374,0,0,0.18,5.79,-0.64,0.00,0.69,-0.18,0.36,0.000000
12390,0,0,0.15,5.79,-0.64,0.00,1.69,-0.18,0.33,0.000000
12439,0,0,0.05,5.79,-0.64,0.00,2.87,-0.18,0.23,0.000000
12509,0,0,-0.25,5.79,-0.64,0.00,4.19,0.09,-0.34,0.000001
12560,0,0,-0.41,5.79,-0.64,0.00,4.06,0.09,-0.50,0.000001
12600,0,0,-0.55,5.79,-0.64,0.00,3.50,0.09,-0.64,0.000001
12665,0,0,-0.70,5.79,-0.64,0.00,1.44,-0.18,-0.52,0.000000
12722,0,0,-0.70,5.79,-0.64,0.00,-0.50,-0.18,-0.52,0.000000
12744,0,0,-0.68,5.79,-0.64,0.00,-1.56,-0.18,-0.50,-0.000000
12795,0,0,-0.56,5.79,-0.64,0.00,-2.94,-0.18,-0.38,-0.000000
12834,0,0,-0.43,5.79,-0.65,0.00,-4.12,-0.18,-0.25,-0.000001
12872,0,0,-0.28,5.79,-0.64,0.00,-4.44,-0.18,-0.10,-0.0-0.000001
12898,0,0,-0.17,5.79,-0.65,0.00,-4.75,-0.18,0.01,-0.000001
12974,0,0,0.11,5.79,-0.65,0.00,-3.62,-0.18,0.29,-0.000001
13062,0,0,0.21,5.79,-0.65,0.00,-0.62,-0.18,0.39,-0.000000
13100,0,0,0.18,5.79,-0.66,0.00,0.37,-0.18,0.36,-0.000000
13135,0,0,0.11,5.79,-0.66,0.00,1.87,-0.18,0.29,0.000000
13247,0,0,-0.29,5.79,-0.67,0.00,4.00,0.09,-0.38,0.000001
13315,0,0,-0.62,5.79,-0.67,0.00,3.37,-0.18,-0.44,0.000001
13364,0,0,-0.74,5.79,-0.67,0.00,2.37,-0.18,-0.56,0.000001
13435,0,0,-0.83,5.79,-0.67,0.00,-0.44,0.09,-0.92,0.000000
13525,0,0,-0.72,5.79,-0.67,0.00,-3.25,-0.18,-0.54,-0.0000
13540,0,0,-0.63,5.79,-0.68,0.00,-3.69,-0.18,-0.45,-0.000001
13603,0,0,-0.48,5.79,-0.68,0.00,-4.31,-0.18,-0.30,-0.000001
13639,0,0,-0.29,5.79,-0.68,0.00,-4.56,-0.18,-0.11,-0.000001
13664,0,0,-0.22,5.79,-0.68,0.00,-4.12,-0.18,-0.04,-0.000001
13782,0,0,0.06,5.79,-0.69,0.00,-1.06,-0.18,0.24,-0.000000
13889,0,0,-0.07,5.79,-0.69,0.00,2.44,-0.18,0.11,0.000000
13983,0,0,-0.40,5.78,-0.69,0.00,3.81,-0.18,-0.22,0.000001
14003,0,0,-0.53,5.78,-0.70,0.00,4.00,-0.18,-0.35,0.000001
14042,0,0,-0.64,5.79,-0.70,0.00,3.62,-0.18,-0.46,0.000001
14092,0,0,-0.71,5.79,-0.70,0.00,2.62,-0.18,-0.58,0.000001
14131,0,0,-0.86,5.79,-0.69,0.00,1.62,-0.18,-0.68,0.000000
14242,0,0,-0.79,5.79,-0.70,0.00,-2.37,-0.18,-0.61,-0.000000
14396,0,0,-0.22,5.79,-0.70,0.00,-4.06,-0.18,-0.04,-0.000001
14495,0,0,0.11,5.79,-0.70,0.00,-1.69,-0.18,0.29,-0.000000
14588,0,0,0.13,5.79,-0.70,0.00,1.12,0.09,0.04,0.000000
14622,0,0,0.10,5.79,-0.70,0.00,1.87,0.09,0.01,0.000000
14673,0,0,-0.03,5.79,-0.70,0.00,3.12,0.09,-0.12,0.000001
14689,0,0,-0.13,5.79,-0.70,0.00,3.75,0.09,-0.22,0.000001
14807,0,0,-0.53,5.78,-0.70,0.00,2.50,-0.18,-0.35,0.000001
14858,0,0,-0.60,5.78,-0.70,0.00,1.62,-0.18,-0.42,0.000000
14879,0,0,-0.62,5.78,-0.70,0.00,0.06,-0.18,-0.44,0.000000
14937,0,0,-0.60,5.78,-0.70,0.00,-1.19,-0.18,-0.42,-0.000000000
14953,0,0,-0.55,5.78,-0.70,0.00,-2.25,-0.18,-0.37,-0.000000
15049,0,0,-0.33,5.78,-0.70,0.00,-4.00,-0.18,-0.15,-0.000001
15068,0,0,-0.23,5.79,-0.71,0.00,-4.00,-0.18,-0.05,-0.000001
15141,1,0,-0.03,5.79,-0.71,0.00,-4.0-4.00,-0.18,0.19,-0.000001
15159,1,0,0.03,5.79,-0.71,0.00,-3.87,-0.18,0.21,-0.000001
15286,1,0,0.20,5.79,-0.72,0.00,-0.50,-0.18,0.38,-0.000000
15315,1,0,0.19,5.79,-0.72,0.00,0.31,-0.18,0.37,-0.000000
15371,1,0,0.09,5.79,-0.72,0.00,2.06,-0.18,0.27,0.000000>000000
15404,1,0,-0.01,5.79,-0.72,0.00,2.87,-0.18,0.17,0.000000
15446,1,0,-0.16,5.79,-0.72,0.00,3.44,-0.18,0.02,0.000001
15497,1,0,-0.48,5.78,-0.73,0.00,3.94,-0.18,-0.30,0.000001
15549,1,0,-0.63,5.78,-0.73,0.00,3.31,-0.18,-0.45,0.000001
15587,1,0,-0.74,5.78,-0.73,0.00,2.06,-0.18,-0.56,0.000001
15640,1,0,-0.81,5.79,-0.73,0.00,-0.06,-0.18,-0.63,0.000000
15742,1,0,-0.68,5.79,-0.73,0.00,-3.50,-0.18,-0.50,-0.000001
15775,1,0,-0.58,5.79,-0.74,0.00,-4.12,-0.18,-0.40,-0.000001
15856,1,0,-0.25,5.79,-0.74,0.00,-4.87,-0.18,-0.07,-0.000001
15953,1,0,0.12,5.78,-0.75,0.00,-2.69,-0.18,0.30,-0.000001
16009,1,0,0.17,5.79,-0.74,0.00,-1.12,-0.18,0.35,-0.000000
16044,1,0,0.13,5.78,-0.73,0.00,0.62,-0.18,0.31,0.000000
16079,1,0,0.03,5.78,-0.73,0.00,2.56,-0.18,0.21,0.000000
16239,1,0,-0.61,5.79,-0.76,0.00,4.00,-0.18,-0.43,0.000001
16311,1,0,-0.88,5.78,-0.77,0.00,2.50,-0.18,-0.70,0.000001
16354,1,0,-0.91,5.78,-0.77,0.00,-0.31,-0.18,-0.73,0.000000
16414,1,0,-0.88,5.79,-0.77,0.00,-2.37,-0.18,-0.70,-0.000000
16467,1,0,-0.77,5.80,-0.77,0.00,-3.81,-0.18,-0.59,-0.000001
16517,1,0,-0.59,5.80,-0.77,0.00,-4.25,-0.18,-0.41,-0.000001
16576,1,0,-0.35,5.81,-0.77,0.00,-4.19,-0.18,-0.17,-0.000001
16696,1,0,-0.12,5.82,-0.76,0.00,-0.94,-0.18,0.06,-0.000000
16718,1,0,-0.13,5.83,-0.76,0.00,0.13,-0.18,0.05,0.000000
16771,1,0,-0.17,5.83,-0.77,0.00,1.12,-0.18,0.01,0.000000
16827,1,0,-0.26,5.83,-0.77,0.00,2.12,-0.18,-0.08,01
16877,1,0,-0.49,5.83,-0.77,0.00,2.94,-0.18,-0.31,0.000001
16970,1,0,-0.77,5.81,-0.77,0.00,2.62,-0.18,-0.59,0.000001
17038,1,0,-0.88,5.82,-0.78,0.00,0.44,-0.18,-0.70,0.000000
17156,1,0,-0.80,5.82,-0.78,0.00,-2.31,-0.18,-0.62,-0.000000
17179,1,0,-0.71,5.81,-0.78,0.00,-2.87,0.09,-0.80,-0.000000
17235,1,0,-0.61,5.81,-0.78,0.00,-3.19,0.09,-0.70,-0.000000
17250,1,0,-0.52,5.81,-0.78,0.00,-3.00,0.09,-0.61,-0.000000
17348,1,0,-0.31,5.81,-0.79,0.00,-2.31,-0.18,-0.13,-0.000000
17397,1,0,-0.25,5.81,-0.78,0.00,-2.19,-0.18,-0.07,-0.000000
17443,1,0,-0.20,5.81,-0.79,0.00,-0.69,-0.18,-0.02,-0.000000
17460,1,0,-0.22,5.80,-0.79,0.00,-0.19,-0.18,-0.04,-0.000000
17502,1,0,-0.24,5.81,-0.79,0.00,0.62,-0.18,-0.06,0.000000
