millis,armed,flip,phase,sp_r_r,gx,er,sp_r,roll,ch_thr,m1,m2,m3,m4
3824,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
3877,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
3925,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
3963,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
3983,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4037,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4069,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,10.00,1000.00,1000.00,1000.00
4090,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4127,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.0000,1000.00,1000.00,1000.00
4202,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4251,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4287,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,10000.00,1000.00,1000.00,1000.00
4360,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4392,0,0,0,0.00,-0.19,0.00,0.,0.12,1000,1000.00,1000.00,1000.00,1000.00
4449,0,0,0,0.00,-0.13,0.00,0.00,0.112,1000,1000.00,1000.00,1000.00,1000.00
4485,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4555,0,0,0,0.00,-0.1,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4647,0,0,0,0.00,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4747,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4769,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4806,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4876,0,0,0,0.,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4914,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4934,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
4973,0,0,0,0.00,0.31,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5079,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5099,0,0,0,0..00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5136,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5242,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5264,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5304,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5370,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5414,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5438,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5534,0,0,0,0.00,0.31,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,10.00
5555,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5620,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5732,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5768,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5789,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5876,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,10.00,1000.00
5895,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
5931,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.000,1000.00
5951,0,0,0,0.00,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6003,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6053,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6089,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6109,0,0,0,0.00,-0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6162,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6200,0,0,0,0.00,0.25,0.00,0.00,0.12,1000,10000,1000.00,1000.00,1000.00
6220,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6256,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000..00,1000.00,1000.00
6328,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6361,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,10.00,1000.00,1000.00,1000.00
6382,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6419,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6492,0,0,0,0.00,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6540,0,0,0,0.00,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6574,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6656,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6708,0,0,0,0.00,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6743,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6816,0,0,0,0.00,-0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6901,0,0,0,0.00,0.13,0.00,0.00,0.12,10000,1000.00,1000.00,1000.00,1000.00
6937,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
6972,0,0,0,0.00,-0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7061,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7098,0,0,0,0.00,-0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7234,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7289,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7446,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7466,0,0,0,0.00,-0..19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7522,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7678,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7697,0,0,0,0.000,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7753,0,0,0,0.00,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7908,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7928,0,0,00,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
7983,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8073,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8094,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8144,0,0,0,0.00,-0.25,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8182,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8220,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8320,0,0,0,0.00,-0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8371,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8409,0,0,0,0.00,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8559,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8609,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,100000
8645,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8792,0,0,0,0.00,-0.31,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8836,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.0.00,1000.00
8873,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
8932,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9023,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9073,0,0,0,0.00,0.00,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9111,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9174,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9249,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9299,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9396,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9463,0,0,0,0.00,0.00,0.00,0.00,0.12,1,1000.00,1000.00,1000.00,1000.00
9485,0,0,0,0.00,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9536,0,0,0,0.00,-0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9636,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9764,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9816,0,0,0,0.00,0.25,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9863,0,0,0,0.00,0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
9923,0,0,0,0.00,0.00,0.00,0.,0.12,1000,1000.00,1000.00,1000.00,1000.00
9992,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
10047,0,0,0,0.00,0.19,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
10088,0,0,0,0.00,0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
10281,0,0,0,0.00,-0.13,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
10383,0,0,0,0.00,0,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
10512,0,0,0,0.00,-0.06,0.00,0.00,0.12,1000,1000.00,1000.00,1000.00,1000.00
10620,0,0,0,0,-0.06,0.00,0.07,0.12,1113,1113.00,1113.00,1113.00,1113.00
10672,0,0,0,0.00,0.25,0.00,0.07,0.12,1125,1123.00,1123.00,1123.00,1123.00
10709,0,0,0,0.00,0.136,0.00,0.07,0.12,1151,1139.00,1139.00,1139.00,1139.00
10747,0,0,0,0.00,0.13,0.00,0.07,0.12,1152,1152.00,1152.00,1152.00,1152.00
10900,0,0,0,0.00,-0.13,0.00,0.07,0.12,1172,1172.00,1172.00,1172.00,1172.00
10975,0,0,0,0.00,-0.13,0.00,0.07,0.12,1177,1176.00,1176.00,1176.00,1176.00
11065,0,0,0,0.00,0.06,0.00,0.07,0.12,1178,1178.00,1178.00,1178.00,1178.00
11136,0,0,0,0.00,-0.06,0.00,0.07,0.12,1180,1180.00,1180.00,1180.00,1180.00
11173,0,0,0,0.00,-0.19,0.00,0.07,0.12,1180,1180.00,1180.00,1180.00,1180.00
11211,0,0,0,0.00,0.06,0.00,0.07,0.12,1180,1180.00,1180.00,1180.00,1180.00
11362,0,0,0,0.00,-0.13,0.00,0.07,0.12,1180,1180.00,1180.00,1180.00,1180.00
11398,0,0,0,0.00,-0.19,0.00,0.07,0.12,1180,1180.00,1180.00,1180.00,1180.00
11436,0,0,0,0.00,0.00,0.00,0.07,0.12,1182,1182.00,1182.00,1182.00,1182.00
11526,0,0,0,0.00,0.13,0.00,0.07,0.12,1182,1182.00,1182.00,1182.00,1182.00
11547,0,0,0,0.00,-0.06,0.00,0.07,0.12,1182,1182.00,1182.00,1182.00,1182.00
11597,0,0,0,0.00,0.00,0.00,0.07,0.12,1183,1183.00,1183.00,1183.00,1183.00
11634,0,0,0,0.00,-0.13,0.00,0.07,0.12,1184,1183.00,1183.00,1183.00,1183.00
11775,0,0,0,0.00,-0.25,0.00,0.07,0.12,1185,1185.00,1185.00,1185.00,1185.00
11825,0,0,0,0.00,0.00,0.00,0.07,0.12,1185,1185.00,1185.00,1185.00,1185.5.00
11863,0,0,0,0.00,-0.06,0.00,0.07,0.12,1185,1185.00,1185.00,1185.00,1185.00
12007,0,0,0,0.00,-0.19,0.00,0.07,0.12,1188,1188.00,1188.00,1188.00,1188.00
12058,0,0,0,0.00,0.06,0.00,0.07,0.12,1188,1188.00,1188.00,1188.00,1176.00
12094,0,0,0,0.00,0.06,0.00,0.07,0.12,1166,1176.00,1176.00,1176.00,1176.00
12153,0,0,0,0.00,0.13,0.00,0.07,0.12,1014,1088.00,1088.00,1088.00,1088.00
12238,0,0,0,0.00,0.13,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12288,0,0,0,0.00,0.00,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12325,0,0,0,0.00,0.13,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12390,0,0,0,0.00,0.00,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12447,0,0,0,0.00,-0.19,0.00,0.07,0.12,1014,10.00,1014.00,1014.00,1014.00
12470,0,0,0,0.00,0.00,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12519,0,0,0,0.00,-0.19,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12617,0,0,0,0.00,0.00,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12706,0,0,0,0.00,0.25,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12754,0,0,0,0.00,0.13,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12855,0,0,0,0.00,0.06,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12930,0,0,0,0.00,0.06,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
12981,0,0,0,0.00,0.19,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
13079,0,0,0,0.00,-0.13,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
13167,0,0,0,0.00,-0.06,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
13216,0,0,0,0.00,-0.06,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
13317,0,0,0,0.00,0.19,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
13442,0,0,0,0.00,0.13,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
13496,0,0,0,0.00,0.00,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
13539,0,0,0,0.00,0.25,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
13679,0,0,0,0.00,-0.06,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
13734,0,0,0,0.00,-0.06,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
13905,0,0,0,0.00,0.00,0.00,0.07,00.12,1014,1014.00,1014.00,1014.00,1014.00
13961,0,0,0,0.00,0.31,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
14198,0,0,0,0.00,-0.06,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
14350,0,0,0,0.00,0.06,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
14370,0,0,0,0.00,0.06,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
14425,0,0,0,0.00,0.00,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
14581,0,0,0,0.00,-0.06,0.00,0.07,0.12,1111,1090.00,1090.00,1090.00,1090.00
14601,0,0,0,0..00,0.00,0.00,0.07,0.12,1149,1149.00,1149.00,1149.00,1149.00
14658,0,0,0,0.00,0.00,0.00,0.07,0.12,1172,1170.00,1170.00,1170.00,1170.00
14813,0,0,0,0.00,-0.06,0.00,0.07,0.12,1184,1184.00,1184.00,1184.00,1184.00
14851,0,0,0,0.00,-0.13,0.00,0.07,0.12,1184,1184.00,1184.00,1184.00,1184.00
14973,0,0,0,0.00,0.00,0.00,0.07,0.12,1185,1185.00,1185.00,1185.00,1180
14994,0,0,0,0.00,0.06,0.00,0.07,0.12,1185,1185.00,1185.00,1185.00,1185.00
15045,0,0,0,0.00,0.25,0.00,0.07,0.12,1184,1185.00,1185.00,1185.00,1185.00
15082,0,0,0,0.00,-0.13,0.00,0.07,0.12,1185,1185.00,1185.00,1185.00,1185.00
15209,0,0,0,0.00,0.19,0.00,0.07,0.12,1185,1185.00,1185.00,1185.00,5.00
15230,0,0,0,0.00,0.25,0.00,0.07,0.12,1185,1185.00,1185.00,1185.00,1185.00
15281,0,0,0,0.00,-0.06,0.00,0.07,0.12,1185,1185.00,1185.00,1185.00,1185.00
15318,0,0,0,0.00,-0.31,0.00,0.07,0.12,1185,1185.00,1185.00,1185.00,1185.00
15458,0,0,0,0.00,0.00,0.00,0.07,0.12,1017,1019.00,1019.00,1019.00,1019.00
15508,0,0,0,0.00,-0.13,0.00,0.07,0.12,1015,1015.00,1015.00,1015.00,10014.00
15545,0,0,0,0.00,0.06,0.00,0.07,0.12,1014,1014.00,1014.00,1014.00,1014.00
15695,0,0,0,0.00,0.25,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
15745,0,0,0,0.00,0.06,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
15781,0,0,0,0.00,0.06,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
15845,0,0,0,0.00,-0.06,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
15921,0,0,0,0.00,-0.13,0.00,0.07,0.12,1012,1011.00,1011.00,1011.00,1011.00
15971,0,0,0,0.00,-0.13,0.00,0.07,0.12,1011,1012.00,1012.0.00,1011.00,1011.00
16068,0,0,0,0.00,-0.19,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
16138,0,0,0,0.00,-0.19,0.00,0.07,0.12,12,1012.00,1012.00,1012.00,1012.00
16158,0,0,0,0.00,-0.06,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
16208,0,0,0,0.00,0.19,0.00,0.07,0.12,1012,101012.00,1012.00,1012.00,1012.00
16265,0,0,0,0.00,-0.06,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
16311,0,0,0,0.00,0.00,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
16436,0,0,0,0.00,0.13,0.00,0.07,0.122,1012,1012.00,1012.00,1012.00,1012.00
16490,0,0,0,0.00,-0.25,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
16597,0,0,0,0.00,0.13,0.,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
16667,0,0,0,0.00,0.13,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
16721,0,0,0,0.00,0.13,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
16898,0,0,0,0.00,0.06,0.00,0.007,0.12,1012,1012.00,1012.00,1012.00,1012.00
16955,0,0,0,0.00,0.13,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17060,0,0,0,0.00,03,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17109,0,0,0,0.00,0.00,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17130,0,0,0,0.00,0.06,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
