millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,u2
41752,1,12.28,5.01,0.11,-83.69,2.06,-4.50,10.51,4.43,0.08,-0.00002104
41803,1,14.13,4.94,0.17,9.44,4.75,-1.31,14.15,4.06,0.22,-0.00000448
42013,1,5.40,5.17,0.67,29.94,7.19,-0.62,5.61,4.47,0.73,0.00000451
42062,1,4.81,5.12,0.68,16.19,-4.69,0.06,4.90,4.53,0.76,0.00000220
42324,1,10.36,5.05,0.54,-39.50,2.69,7.44,9.60,4.38,0.74,-0.00001133
42361,1,11.06,5.02,0.47,-19.44,0.62,0.19,10.80,4.38,0.54,-0.00000740
42476,1,8.91,5.03,0.62,27.69,-0.19,-4.56,9.29,4.17,0.57,0.00000310
42518,1,9.16,4.95,0.90,-30.12,-7.25,-8.94,8.80,4.19,0.90,-0.00000308
42595,1,15.27,4.25,1.19,-111.00,-11.31,-11.13,14.12,3.76,1.18,-0.00002262
42816,1,75.68,1.75,-0.43,-302.31,-16.06,9.13,69.62,1.10,-0.11,-0.00008087
42852,1,83.41,1.91,-0.89,-115.56,-9.06,8.19,80.51,0.97,-0.61,-0.00006493
42914,1,80.27,2.77,-0.66,177.69,1,18.00,80.20,1.93,-0.59,0.00001048
42936,1,71.57,3.36,-0.31,302.69,15.31,19.12,77.89,2.14,-0.45,0.00002253
43024,1,38.72,4.15,0.56,548.31,21.75,18.31,43.95,3.24,0.62,0.00008585
43058,1,17.75,4.78,0.52,522.44,20.81,7.37,22.74,3.93,0.58,0.00009288
43163,1,-17.14,5.61,-0.19,114.94,-6.44,4.62,-15.40,5.08,-0.08,0.00003320
43216,1,-16.95,5.83,-0.17,-40.88,8.25,-4.44,-17.4.38,5.22,-0.01,-0.00001408
43321,1,1.68,5.29,-0.27,-226.37,4.31,8.56,-0.58,4.62,-0.11,-0.00004162
43368,1,12.47,5.11,0.36,-210.31,-15.75,-28.25,10.34,48,0.43,-0.00004213
43393,1,17.85,4.54,0.72,-170.00,-13.75,-10.06,16.13,4.06,0.73,-0.00003840
43504,1,19.29,4.86,0.37,94.81,-7.87,2.44,21.24,4.36,0.52,0.00000779
43540,1,15.38,4.96,0.34,143.81,7.25,2.12,16.70,4.05,0.42,0.00002035
43610,1,3.77,5.30,0.29,123.87,-2.56,7.50,4.91,4.70,0.44,0.00002399
43660,1,1.00,5.35,0.28,79.62,6.12,-3.19,1.70,4.66,0.33,0.00001729
43855,1,7.55,5.23,0.50,-58.88,0.44,-1.25,6.91,4.60,0.56,-0.00001347
43933,1,10.90,5.17,0.14,-35.38,-2.56,5.69,10.48,4.56,0.26,-0.00000965
43967,1,11.89,5.22,0.11,-17.25,-0.25,-1.62,11.42,4.56,0.16,-0.00000850
44085,1,9.81,5.23,0.13,47.50,1.06,0.56,10.20,4.59,0.20,0.00000501
44128,1,7.64,5.28,0.14,55.19,3.37,0.31,8.65,4.59,0.20,0.00000807
44321,1,7.79,5.25,0.36,-38.75,-0.88,-2.25,7.34,4.63,0.41,-0.00000894
44393,1,9.83,5.15,0.42,-17.12,-1.50,-1.50,9.59,4.54,0.49,-0.00000654
44426,1,10.24,5.14,0.44,-8.37,0.37,-0.06,9.97,4.53,0.50,-0.00000446
44697,1,63.74,2.00,0.05,-338.25,-2.06,-13.25,60.40,1.49,0.07,-0.00008260
44772,1,83.03,1.71,-0.46,-113.75,4.25,-1.06,80.27,1.08,-0.43,-0.00006146
44818,1,82.15,1.98,-0.49,106.25,-0.75,14.56,83.60,1.13,-0.36,-0.009
44854,1,72.67,3.28,-0.44,274.31,10.50,38.31,78.38,1.87,-0.40,0.00001884
45062,1,-12.31,5.37,-0.20,268.25,-0.69,-14.75,-948,4.80,0.03,0.00004406
45157,1,-12.02,5.63,0.57,-164.62,-11.19,4.87,-15.50,5.23,0.72,-0.00001968
45230,1,6.64,5.52,-0.39,-261.19,10.50,3.06,1.63,4.81,-0.33,-0.00004901
45280,1,14.58,5.04,0.21,-192.94,-9.31,-19.94,10.88,4.60,-0.12,-00003486
45316,1,19.03,4.78,0.65,-138.19,-9.56,-12.13,17.61,4.27,0.63,-0.00003296
45468,1,16.07,4.93,-0.05,132.37,0.06,6.06,17.28,4.29,0.08,0.00001579
45579,1,1.83,5.31,0.66,97.50,1.62,6.62,2.71,4.66,0.79,0.00001975
45617,1,-0.38,5.44,0.36,46.56,3.44,8.06,0.36,4.77,0.59,0.00001134
45661,1,-0.64,5.42,0.21,-28.62,-0.50,1.50,-0.59,4.83,0.32,-0.00000237
45680,1,1.11,5.39,0.16,-53.44,-0.75,2.19,0.53,4.76,0.26,-0.00000891
45897,1,14.61,5.11,0.27,10.94,1.62,-1.06,14.65,4.46,0.33,-0.00000449
46008,1,9.87,5.20,0.22,46.69,1.12,1.12,10.25,4.55,0.30,0.00000596
46039,1,8.45,5.23,0.21,30.06,-0.06,1.25,8.67,4.59,0.29,0.00000381
46071,1,7.38,5.27,0.12,27.75,1.12,2.87,7.81,4.61,0.23,0.00000315
46137,1,6.50,5.31,0.05,8.06,1.25,-0.13,6.51,4.67,0.12,0.00000026
46235,1,6.39,5.33,0.05,-4.94,0.94,-2.12,6.27,4.69,0.10,-0.00000193
46268,1,7.08,5.29,0.08,-26.44,-0.88,-0.25,6.75,4.67,0.15,-0.00000464
46383,1,11.63,5.17,0.17,-34.81,-1.62,0.94,11.22,4.55,0.26,-0.00001035
46508,1,13.31,5.16,0.16,-9.50,0.25,-2.87,13.15,4.54,0.20,-0.00000502
46616,1,14.08,5.16,0.24,-4.94,0.50,-1.69,13.96,4.53,0.29,-0.00000501
46664,1,13.94,5.17,0.24,11.88,-0.25,0.81,13.99,4.54,0.31,-0.00000294
46728,1,10.68,5.25,0.32,78.00,2.37,-2.12,11.36,4.61,0.36,0.00000942
46769,1,6.96,5.32,0.54,107.50,2.19,-6.56,7.92,4.67,0.54,0.00001623
46813,1,5.84,5.34,0.78,171.94,6.06,1.94,1.71,4.84,0.86,0.00002787
46832,1,-1-3.99,5.75,0.56,226.56,13.81,14.31,-1.86,4.99,0.77,0.00003649
46881,1,-16.01,6.01,-0.92,341.94,2.50,45.81,-12.72,5.47,-0.41,0.00006330
46901,1,-22.97,5.50,-1.4516,368.31,2.37,-22.19,-26.55,4.79,-1.26,0.00007433
46957,1,-41.83,6.17,-0.55,241.00,-2.75,-14.50,-39.59,5.47,-0.61,0.00006436
47060,1,-41.58,6.14,-1.,-162.81,6.50,-5.12,-41.65,5.51,-0.94,-0.00001726
47116,1,-32.66,5.95,-0.55,-211.94,-15.94,0.19,-34.78,5.45,-0.57,-0.00002619
47192,1,-8.66,5.52,0.20,-312.12,4.50,-3.87,-14.79,4.71,0.21,-0.00005175
47391,1,19.20,4.89,0.50,36.06,5.25,2.06,19.48,4.20,0.58,-0.00000567
47422,1,16.31,4.85,0.41,99.56,1.19,3.19,18.01,4.24,0.53,0.00000714
47538,1,3.35,5.20,1.00,95.87,5.94,-11.94,4.19,4.31,0.95,0.00002070
47581,1,1.28,5.26,1.09,57.75,2.37,0.44,1.77,4.60,1.16,0.00001280
47849,1,10.83,5.02,0.62,-26.81,-1.69,3.50,10.22,4.42,0.76,-0.00000906
47883,1,11.29,5.01,0.57,-9.13,-1.19,-0.25,11.13,4.40,0.64,-0.00000609
47992,1,8.78,5.08,0.61,36.50,1.69,-0.69,9.42,4.19,0.66,0.00000412
48035,1,7.81,5.09,0.59,30.81,0.69,0.62,8.04,4.45,0.67,0.00000404
48263,1,16.42,4.36,-0.41,-104.75,-17.37,0.44,15.34,3.89,-0.30,-0.00002021
48285,1,17.47,4.23,-0.427,-133.81,-2.50,-8.44,19.68,3.45,-0.26,-0.00002625
48338,1,27.63,3.74,0.17,-188.31,-0.25,-18.50,25.73,3.19,0.08,-0.00003720
48601,1,78.80,2.03,-0.45,-166.44,-2.50,0.56,77.12,1.41,-0.36,-0.00005228
48667,1,87.09,1.55,-0.64,-133.44,-3.81,0.06,8,0.92,-0.57,-0.00004866
48689,1,89.64,1.72,-0.83,-130.19,-10.50,11.00,88.31,0.99,-0.66,-0.00004904
48774,1,96.92,1.86,-1.19,-74.44,-4.56,1.12,96.14,1.21,-1.07,-0.00004104
48927,1,105.63,1.97,-1.56,-36.31,-2.44,0.37,105.21,1.34,-1.47,-0.00003624
48962,1,106.83,1.97,-1.53,-25.62,0.81,-0.06,106.51,1.35,-1.47,-0.00003367
48997,1,107.40,2.01,-1.57,-7.00,-0.62,0.37,107.27,1.37,-1.49,-0.00003200
49187,1,62.57,3.09,0.43,536.81,15.69,-5.75,73.02,2.33,0.14,0.00007446
49299,1,4.29,5.15,0.80,415.31,16.94,11.50,8.25,4.35,0.96,0.00008219
49411,1,-14.65,5.77,0.27,16.00,-1.56,-4.00,-14.57,5.15,0.30,0.00001054
49489,1,-7.84,5.55,0.41,-156.81,-10.81,3.94,-9.43,5.04,0.51,-0.00002322
49523,1,-0.54,5.32,0.05,-206.62,6.81,5.19,-2.60,4.63,0.16,-0.00003525
49607,1,15.38,4.50,0.67,-166.19,-16.19,0.06,13.71,4.02,0.79,-0.00003720
49691,1,20.47,4.98,0.05,21.50,-4.81,3.87,20.61,4.38,0.17,-0.00001108
49722,1,17.71,5.03,-0.04,81.44,0.19,1.87,19.35,4.40,0.07,0.00000639
49818,1,6.39,5.10,0.98,136.12,3.69,-20.37,8.87,4.454.47,1.05,0.00002330
49837,1,4.04,5.17,1.16,118.44,4.50,-6.81,5.11,4.50,1.16,0.00002166
49879,1,1.12,5.30,1.35,48.75,1.69,-2.94,2.14,4.62,1.33,0.00001515
50072,1,7.29,5.14,0.77,-48.44,-1.56,2.75,6.75,4.52,0.87,-0.00001137
50186,1,10.22,5.15,0.38,-24.56,-0.69,3.50,9.91,4.52,0.48,-0.00000712
50228,1,11.08,5.13,0.40,-17.37,-0.62,-0.31,10.84,4.50,0.47,-0.000007100302
50292,1,10.65,5.12,0.39,22.19,0.37,1.44,10.79,4.27,0.48,-0.00000095
50336,1,9.69,5.15,0.39,35.75,0.25,-0.06,9.97,4.52,0.46,0.00000354
50525,1,6.27,5.21,0.40,-39.19,-1.12,-1.31,5.82,4.60,0.46,-0.00000802
50638,1,9.19,5.14,0.41,-10.38,0.69,0.56,9.02,4.50,0.48,-0.00000482
50675,1,9.35,5.13,0.45,1.81,-1.50,-1.44,9.29,4.52,0.51,-0.00000308
50746,1,8.64,5.12,0.60,8.00,-1.94,-3.44,8.65,4.51,0.64,-0.00000039
50839,1,5.90,5.33,1.18,70.94,-2.31,-4.56,6.52,4.73,1.21,0.00000704
50871,1,2.26,5.21,1.15,97.44,-3.94,1.62,4.16,4.58,1.26,0.00001556
50985,1,-11.89,5.51,-0.50,113.00,0.94,6.31,-9.67,4.70,-0.28,0.00002756
51032,1,-16.29,5.45,-1.03,111.75,0.50,16.06,-14.13,4.90,-4,0.00002409
51070,1,-20.38,5.55,-1.13,104.62,4.06,-3.25,-18.36,4.85,-1.03,0.00002359
51201,1,-34.24,5.56,-1.31,132.25,4.00,-0.56,-33.02,4.89,-1.22,003384
51224,1,-37.93,5.52,-1.40,124.37,0.31,4.00,-36.79,4.91,-1.30,0.00003355
51262,1,-42.55,5.50,-1.57,114.56,2.31,4.62,-41.50,4.89,-1.44,0.00003309
51336,1,-51.21,5.33,-1.79,110.62,-1.50,6.44,-50.20,4.76,-1.69,0.00003421
51483,1,-68.91,4.97,-2.00,116.50,-1.19,2.87,-66.68,4.42,-1.92,0.00004147
51520,1,-69.99,4.96,-2.00,11,-3.00,2.94,-71.04,4.32,-1.95,0.00003836
51555,1,-72.89,4.67,-1.45,-1.94,-18.12,1.31,-73.32,4.14,-1.76,0.00002497
51663,1,-54.18,6.5,-0.45,-412.00,0.56,-0.81,-54.25,5.88,-0.38,-0.00005450
51719,1,-26.98,5.60,-0.65,-517.50,2.50,7.06,-36.87,5.19,-0.42,-0.00007830
51758,1,-21.92,5.65.47,0.41,-485.81,-25.31,-37.69,-16.94,5.06,-0.31,-0.00009098
51793,1,9.94,4.55,0.82,-407.56,-16.44,5.62,5.93,4.07,0.97,-0.00008496
51994,1,18.63,4.92,1.46,178.37,10.31,20.75,20.29,3.92,1.69,0.00002521
52226,1,-4.73,5.45,0.84,-63.37,-12.69,-2.31,-5.42,4.95,0.88,-0.00000700
52453,1,13.51,5.31,0.53,57.81,4.87,0.06,14.00,4.63,0.59,0.00000459
52603,1,5.50,5.32,0.47,19.44,-1.56,1.50,5.62,4.70,0.56,0.00000258
52633,1,4.92,5.41,0.43,14.19,2.12,0.88,5.07,4.78,0.52,0.00000184
52683,1,4.89,5.44,0.44,-0.62,3.12,-0.75,4.82,4.78,0.50,-0.00000139
52749,1,5.42,5.39,0.47,-8.25,-0.81,-1.00,5.17,4.81,0.53,--0.00000344
52824,1,5.92,5.37,0.47,-4.94,-1.44,-1.00,5.80,4.75,0.54,-0.00000247
52869,1,6.40,5.37,0.61,-19.81,-3.62,-3.69,6.00,4.79,0.61,-0.00000328
52933,1,9.28,5.23,0.99,-47.94,-4.19,-4.87,8.75,4.65,1.01,-0.00001176
52977,1,10.64,5.18,1.00,-28.00,-0.31,1.00,10.30,4.55,1.08,-0.00000879
53029,1,10.95,5.20,0.92,10.31,3.06,0.19,10.99,4.55,0.99,-12
53047,1,10.56,5.21,0.94,23.81,-1.00,-0.88,10.72,4.59,1.01,0.00000025
53079,1,9.03,5.23,0.93,48.06,3.31,1.00,9.42,4.56,1.01,0.00000533
53139,1,6.53,5.34,0.94,51.94,2.12,-0.75,6.97,4.68,1.00,0.00000763
53172,1,4.81,5.36,0.91,43.13,0.13,1.50,5.52,4.72,1.00,0.00000713
53214,1,4.21,5.42,0.99,11.00,1.37,-2.37,4.24,4.77,1.04,0.00000277
53286,1,6.22,5.32,1.10,-38.81,-1.75,-0.69,5.40,4.72,1.17,-0.00000868
53331,1,7.28,5.29,1.16,-36.75,-0.19,-3.62,6.85,4.66,1.19,-0.00000863
53397,1,9.12,5.24,1.13,-11.19,-0.81,-0.19,8.95,4.62,1.20,-0.00000578
53437,1,9.04,5.23,1.09,4.06,-0.44,1.25,9.13,4.57,1.17,-0.00000274
53498,1,7.84,5.28,1.18,246.06,-0.56,-2.00,7.77,4.65,1.25,0.00000228
53520,1,7.58,5.27,1.22,11.44,-0.62,-2.06,7.62,4.65,1.27,0.00000085
53623,1,7.70,5.30,1.14,-1.50,0.69,-1.31,7.61,4.66,1.19,-0.00000222
53787,1,7.65,5.27,1.17,4.56,0.37,0.62,7.64,4.65,1.24,-0.00000211
53832,1,7.24,5.27,1.22,9.00,-1.00,-2.37,7.37,4.66,1.26,-0.00000064
53941,1,5.50,5.35,1.30,9.63,0.69,-3.31,5.52,4.72,1.34,0.00000167
53975,1,5.84,5.33,1.35,-17.87,-1.37,2.94,5.61,4.70,1.46,-0.00000376
54018,1,7.04,5.30,1.25,-34.63,-1.37,3.19,6.63,4.68,1.35,-0.00000743
54070,1,8.73,5.24,1.14,-17.75,-1.87,0.81,8.49,4.63,1.23,-0.00000648
54103,1,8.85,5.26,1.12,3.25,1.56,-0.37,8.81,4.62,1.18,-0.00000240
54177,1,8.16,5.26,1.14,22.31,1.75,0.62,8.49,4.61,1.21,0.00000024
54307,1,7.42,5.28,1.30,-20.12,-1.00,3.37,7.15,4.65,1.41,-0.00000527
54355,1,8.06,5.26,1.26,-12.94,-0.75,-0.81,7.86,4.64,1.33,-0.00000497
54421,1,8.26,5.26,1.24,6.06,-0.44,-1.25,8.33,4.64,1.29,-0.00000192
54464,1,7.93,5.27,1.25,13.75,0.94,0.13,8.00,4.63,1.32,-0.00000013
54549,1,8.98,5.29,1.26,9.44,1.00,-2.50,9.00,4.66,1.30,-0.00000390
54584,1,7.78,5.27,1.46,36.31,-0.44,-6.37,8.52,4.66,1.41,0.00000218
54644,1,4.99,5.38,1.25,82.06,3.19,13.19,5.73,4.71,1.45,0.00001225
54825,1,-16.82,5.89,-0.62,116.81,6.31,10.38,-15.75,5.23,-0.43,0.00002576
54897,1,-28.33,5.80,-1.25,169.56,8.81,3.94,-26.75,5.12,-1.11,0.00003725
54980,1,-41.20,5.65,-1.48,160.56,-4.31,1.44,-39.72,5.06,-1.43,0.00004048
55100,1,-56.78,5.94,-1.46,113.87,2.56,2.75,-55.74,5.32,-1.35,0.670
55136,1,-60.10,5.94,-1.68,111.69,8.19,4.25,-59.09,5.31,-1.52,0.00003748
55169,1,-64.19,5.74,-1.79,105.69,-6.00,7.75,-62.23,5.27,-1.73,0.00003642
55242,1,-70.28,4.77,-1.67,49.75,-16.62,6.06,-69.33,4.46,-1.79,0.00003111
55440,1,-22.30,5.47,0.13,-547.62,7.12,-16.75,-27.68,4.71,0.08,-0.00008518
55625,1,29.32,4.65,0.98,-1.50,3.37,5.81,29.25,3.96,1.08,-0.00001407
55794,1,8.09,5.29,0.86,149.50,14.87,-5.12,9.46,4.52,0.86,0.00002750
55905,1,-2.37,5.57,0.69,22.56,1.62,-2.06,-2.22,4.93,0.74,0.00000711
55938,1,-1.49,5.66,0.68,-50.56,-7.44,2.19,-2.37,5.09,0.78,-0.00000177
56050,1,11.60,5.37,0.36,-118.69,0.56,-10.75,10.38,4.76,0.33,-0.00002583
56133,1,16.84,5.05,1.13,-13.44,4.00,-1.00,16.64,4.39,1.18,-0.00000937
56295,1,10.76,5.21,1.04,36.81,-1.00,1.62,11.05,4.58,1.13,0.00000518
56329,1,9.67,5.30,0.98,36.06,3.25,3.00,9.95,4.63,1.07,0.00000435
56457,1,8.22,5.36,0.69,-1.50,-0.69,1.81,8.11,4.73,0.80,-0.00000296
56511,1,8.71,5.32,0.81,-10.50,-1.44,-0.75,8.53,4.71,0.87,-0.00000420
56628,1,10.66,5.17,1.28,-31.69,-1.69,-4.37,10.28,4.56,1.31,-0.00000842
56740,1,13.22,4.99,1.76,-4.87,-2.19,-2.00,13.10,4.38,1.81,-0.00000510
56824,1,14.49,4.85,1.73,-41.63,-6.62,1.81,14.02,4.28,1.83,-0.00000985
56857,1,17.19,4.64,1.55,-92.81,-12.19,4.06,16.24,4.11,1.69,-0.00001847
57020,1,48.27,3.41,0.35,-237.12,-21.75,14.25,50.52,2.57,0.34,-0.00005828
57119,1,73.09,2.78,-0.27,-254.88,-9.94,6.25,70.56,2.11,-0.09,-0.00006704
57178,1,85.70,2.84,-0.61,-185.87,-8.13,-2.69,863,2.21,-0.54,-0.00005792
57202,1,90.78,2.51,-0.91,-175.87,-11.69,-12.38,87.37,2.12,-0.63,-0.00005740
57286,1,101.18,2.55,-0.94,-109.50,2.00,5.44,99.14,1.87,-0.91,-0.00005022
57356,1,104.87,2.37,-1.24,-50.06,-3.06,-2.00,104.32,1.76,-1.13,-0.00003905
57427,1,108.09,2.65,-1.40,-28.50,0.37,3.62,107.75,1.98,-1.34,-0.00003637
57478,1,108.37,2.60,-1.42,7.00,0.37,-3.50,108.37,2.00,-13,-0.00002404
57516,1,106.78,2.47,-1.34,66.56,3.94,-3.75,107.36,1.89,-1.30,-0.00002110
57696,1,34.25,4.57,0.91,581.31,32.25,11.38,45.35,3.32,0.89,0.00009433
57935,1,-6.63,6.03,0.08,-130.50,-1.12,-1.19,-9.06,5.33,0.11,-0.00001452
58004,1,7.91,5.50,0.47,-208.56,-3.31,-17.12,3.76,5.01,0.26,-0.00003858
58045,1,14.00,5.32,0.44,-204.12,-5.75,4.50,11.96,4.74,0.57,-0.00004233
58118,1,22.97,5.03,0.60,-15.88,-15.19,-14.00,22.74,4.59,0.60,-0.00001397
58231,1,11.17,5.45,0.72,151.56,5.81,8.37,14.06,4.67,0.97,0.00002353
58267,1,6.89,5.56,0.43,139.25,2.12,5.87,8.17,4.90,0.56,0.00002498
58441,1,3.62,5.74,0.38,-51.75,-0.94,-0.50,3.05,5.12,0.45,-0.00000947
58591,1,11.06,5.62,0.22,-36.56,1.06,2.87,10.64,4.97,0.31,-0.00000972
58660,1,13.10,5.55,0.24,-15.75,-1.25,-0.69,12.87,4.93,0.31,-0.00000838
58694,1,13.04,5.57,0.22,5.19,1.56,1.44,13.09,4.90,0.30,-0.00000349
58809,1,9.23,5.65,-0.04,50.50,1.50,4.25,9.65,5.00,0.06,0.00000577
58851,1,7.94,5.73,-0.09,39.69,0.75,1.87,8.25,5.09,-0.01,0.00000588
58961,1,7.90,5.74,-0.28,-19.94,0.00,2.06,7.42,5.12,-0.16,-0.00000508
59027,1,9.019.17,5.73,-0.32,-16.06,0.69,-1.44,8.94,5.09,-0.27,-0.00000555
59358,1,8.68,5.75,-0.42,26.94,0.37,-0.13,8.87,5.12,-0.35,0.00000193
59391,1,7.77,5.77,-0.42,23.31,0.88,0.06,8.12,5.12,-0.35,0.00000231
59499,1,8.67,5.77,-0.55,-14.44,-0.25,2.06,8.46,5.13,-0.46,-0.00000568
59614,1,8.74,5.77,-0.54,6.12,-1.06,1.31,8.73,5.14,-0.46,-0.00000141
59654,1,8.61,5.79,-0.52,-1.56,-0.37,-1.56,8.52,5.16,-0.46,-0.00000134
59726,1,9.28,5.74,-0.37,-11.81,-0.31,-1.37,9.09,5.11,-0.31,-0.00000503
59772,1,9.49,5.76,-0.34,-3.25,-0.19,-1.62,9.39,5.14,-0.29,-0.00000330
59833,1,9.02,5.76,-0.37,11.75,0.44,-0.37,9.18,5.13,-0.29,-0.00000052
59876,1,8.59,5.77,-0.40,16.06,-0.75,1.00,8.67,5.15,-0.31,0.00000045
59928,1,8.36,5.76,-0.42,-1.06,-0.19,1.44,8.24,5.14,-0.33,-0.00000205
59997,1,9.04,5.76,-0.39,-10.63,-0.31,0.56,8.75,5.14,-0.31,-0.00000518
60279,1,9.95,5.74,-0.25,0.44,0.06,0.44,9.88,5.11,-0.18,-0.00000311
60439,1,9.34,5.77,-0.30,-7.63,0.50,0.13,9.20,5.14,-0.24,-0.00000340
60549,1,9.87,5.74,-0.27,3.94,-0.06,-0.19,9.84,5.11,-0.21,-0.00000254
60583,1,9.67,5.74,-0.29,7.63,-0.13,0.81,9.68,5.11,-0.21,-0.00000136
60648,1,9.85,5.73,-0.27,-8.69,-0.62,-1.56,9.70,5.11,-0.21,-0.00000393
60694,1,10.21,5.73,-0.23,-6.56,0.25,0.00,10.07,5.09,-0.17,-0.00000464
60767,1,10.03,5.74,-0.26,6.87,1.00,1.06,10.11,5.09,-0.18,-0.00000179
60800,1,9.76,5.74,-0.25,9.19,-0.19,-0.44,9.78,5.11,-0.19,-0.00000103
60878,1,9.70,5.77,-0.28,-6.44,0.06,0.62,9.56,5.14,-0.20,-0.00000336
60924,1,9.91,5.75,-0.31,-5.31,-1.12,0.69,9.75,5.13,-0.23,-0.00000384
61032,1,9.82,5.77,-0.31,-1.69,0.37,-0.19,9.73,5.14,-0.24,-0.00000248
61148,1,10.11,5.75,-0.26,0.56,0.31,-0.56,10.04,5.12,-0.19,-0.00000280
61427,1,9.87,5.75,-0.25,2.94,-0.06,-1.00,9.83,5.12,-0.20,-0.00000246
61459,1,9.75,5.75,-0.27,4.00,-0.31,0.62,9.75,5.12,-0.19,-0.00000221
61569,1,10.18,5.76,-0.25,-5.12,-0.31,0.31,10.06,5.13,-0.17,-0.00000411
61682,1,9.69,5.78,-0.24,4.62,-0.44,0.56,9.66,5.15,-0.17,-0.00000149
61723,1,9.75,5.78,-0.24,-4.87,0.00,0.88,9.63,5.15,-0.16,-0.00000314
61797,1,10.25,5.77,-0.23,-2.12,-0.31,-1.69,10.11,5.14,-0.18,-0.00000396
61842,1,9.80,5.78,-0.26,4.00,0.06,0.56,10.16,5.14,-0.15,-0.00000249
61901,1,9.47,5.78,-0.25,-0.50,-0.69,0.25,9.40,5.16,-0.18,-0.00000228
61946,1,9.69,5.78,-0.25,-8.00,0.13,0.44,9.54,5.15,-0.18,-0.00000358
62017,1,9.92,5.77,-0.24,1.69,0.00,-0.44,9.86,5.14,-0.17,-0.00000285
62050,1,9.72,5.76,-0.23,6.44,0.37,-0.50,9.71,5.13,-0.17,-0.00000160
62230,1,9.97,5.76,-0.18,0.19,0.69,-0.69,9.90,5.13,-0.12,-0.00000311
62344,1,9.30,5.71,-0.17,-5.06,0.25,-1.31,9.16,5.09,-0.12,-0.00000259
62378,1,9.56,5.71,-0.13,-9.63,-0.19,-1.19,9.39,5.08,-0.07,-0.00000425
62495,1,9.53,5.70,-0.05,6.06,-0.44,0.00,9.57,5.07,0.02,-0.00000150
62539,1,9.42,5.69,-0.02,0.69,-0.06,-0.88,9.36,5.06,0.04,-0.00000182
62604,1,10.08,5.68,0.01,-9.38,0.25,-1.06,9.91,5.05,0.07,-0.00000471
62647,1,10.22,5.67,0.06,0.69,-0.56,0.19,10.14,5.04,0.13,-0.00000374
62693,1,10.18.87,5.67,0.09,9.13,-0.25,-0.44,9.97,5.05,0.15,-0.00000124
62712,1,9.69,5.67,0.09,9.25,-0.50,-0.37,9.70,5.04,0.16,-0.00000086
62805,1,9.91,5.67,0.09,-5.44,-0.06,0.94,9.75,5.04,0.17,-0.00000380
62837,1,9.89,5.68,0.13,3.75,0.75,-1.00,9.85,5.04,0.19,-0.00000252
62949,1,9.35,5.68,0.18,-2.94,0.37,-0.88,9.25,5.05,0.25,-0.00000267
62992,1,9.52,5.67,0.18,-4.25,-0.44,-0.19,9.40,4.83,0.25,-0.00000340
63116,1,9.31,5.67,0.22,2.56,0.06,-0.81,9.26,5.04,0.22,-0.00000255
63160,1,9.37,5.66,0.27,-3.50,0.00,-0.88,9.27.30,5.03,0.34,-0.00000322
63180,1,9.47,5.66,0.29,-5.44,0.13,-1.00,9.34,5.03,0.35,-0.00000344
63224,1,9.63,5.65,0.30,-2.37,-0.62,0.56,9.54,4.82,0.37,-0.00000338
63417,1,9.67,5.65,0.32,-6.37,0.00,-0.44,9.48,5.02,0.39,-0.00000381
63524,1,9.59,5.64,0.35,0.19,0.37,-0.19,9.51,5.01,0.41,-0.00000242
63563,1,9.70,5.64,0.35,-5.37,-0.37,0.31,9.58,5.01,0.42,-0.00000334
63610,1,9.76,5.64,0.35,-6.375,-0.44,0.25,9.90,5.02,0.42,-0.00000397
63727,1,10.66,5.52,0.37,-30.37,-7.00,-3.37,10.30,4.97,0.42,-0.00000589
63785,1,20.64,4.12,0.89,-235.19,-0.56,-7.37,18.29,3.52,0.90,-0.00004274
63847,1,35.85,3.59,0.87,-347.00,-1.75,-2.87,32.43,2.99,0.92,-7376
63870,1,45.40,3.38,1.07,-312.75,-2.56,-14.13,42.31,2.65,1.06,-0.00007476
63916,1,53.98,3.32,1.24,-149.75,5.37,11.50,50.50,2.56,1.33,-0.00005944
63987,1,50.26,4.40,0.30,204.37,-2.56,20.44,52.18,3.63,0.51,0.00001384
64030,1,38.59,4.68,0.15,342.50,4.44,-1.75,41.84,4.03,0.18,0.00004729
64097,1,10.26,5.43,1.15,333.12,4.94,19.19,13.42,4.72,1.39,0.00006180
64143,1,0.10,5.94,0.40,243.94,12.31,20.69,2.19,5.24,0.64,0.00004970
64205,1,-6.34,5.89,0.07,-2.19,1.87,-0.88,-6.43,5.24,0.13,0.00000605
64252,1,-4.63,6.02,0.20,-69.69,10.38,-3.31,-5.37,5.29,0.24,-0.00000807
64325,1,4.58,5.61,0.41,-144.56,-2.62,0.31,3.11,5.01,0.48,-0.00002508
64372,1,10.10,5.85,0.54,-139.75,9.00,-4.00,7.30,5.09,0.47,-0.00002830
64444,1,18.07,5.20,0.30,-82.94,-5.75,-0.13,17.21,4.63,0.39,-0.00002197
64494,1,19.73,5.68,0.62,-11.00,6.62,-5.37,19.54,5.01,0.61,-0.00001151
64559,1,15.34,5.37,0.89,96.44,-2.00,-2.19,16.21,4.56,0.94,0.00000972
64604,1,11.10,5.62,0.92,112.50,10.50,1.56,13.22,4.80,0.98,0.00001631
