millis,armed,fp,roll,pitch,yaw,mfr,gx,spr,err_roll,u2
44403,1,1,11.75,5.61,0.04,79.31,1.06,80.00,-68.25,0.000019
44423,1,1,11.79,5.61,0.00,79.31,-2.94,80.00,-68.21,0.000018
44479,1,1,11.95,5.60,0.01,79.31,-4.12,80.00,-68.05,0.000018
44520,1,1,11.92,5.61,0.00,79.31,2.19,80.00,-68.08,0.000019
44584,1,1,12.08,5.58,0.03,79.31,-4.12,80.00,-67.92,0.000018
44706,1,1,12.30,5.59,0.04,79.31,-2.87,80.00,-67.70,0.000018
44728,1,1,12.34,5.59,0.03,79.31,-0.25,80.00,-67.66,0.000019
44797,1,1,12.34,5.59,0.04,79.31,-1.56,80.00,-67.66,0.000018
44814,1,1,12.46,5.58,0.05,79.31,-3.81,80.00,-67.54,0.000018
44897,1,1,12.30,5.59,0.03,79.31,2.75,80.00,-67.70,0.000019
45010,1,1,12.22,5.59,0.04,79.31,4.50,80.00,-67.78,0.000020
45141,1,1,12.06,5.60,0.04,79.31,3.25,80.00,-67.94,0.000019
45239,1,1,11.83,5.62,0.05,79.31,4.50,80.00,-68.17,0.000020
45353,1,1,12.06,5.63,0.05,79.31,1.12,80.00,-67.94,0.000019
45440,1,1,12.13,5.64,0.06,79.31,0.94,80.00,-67.87,0.000019
45457,1,1,12.02,5.62,0.02,79.31,5.69,80.00,-67.98,0.000020
45504,1,1,11.95,5.63,0.05,79.31,-1.31,80.00,-68.05,0.000019
45631,1,1,11.92,5.63,0.05,79.31,-4.00,80.00,-68.08,0.000018
45670,1,1,12.17,5.60,0.05,79.31,-5.19,80.00,-67.83,0.000018
45741,1,1,12.13,5.62,0.06,79.31,-0.25,80.00,-67.87,0.000019
45855,1,1,12.31,5.63,0.04,79.31,-0.19,80.00,-67.69,0.000019
45891,1,1,12.38,5.63,0.05,79.31,1.00,80.00,-67.62,0.000019
45940,1,1,12.22,5.64,0.03,79.31,4.81,80.00,-67.78,0.000000019
45955,1,1,12.22,5.67,0.04,79.31,-2.50,80.00,-67.78,0.000018
46051,1,1,12.34,5.65,0.05,79.31,5.12,80.00,-67.66,0.000020
46164,1,1,12.47,5.67,0.06,79.31,2.81,80.00,-67.53,0.000019
46267,1,1,12.35,5.67,0.04,79.31,1.94,80.00,-67.65,0.000019
46318,1,1,12.30,5.67,0.06,79.31,1.19,80.00,-67.70,0.000019
46339,1,1,12.50,5.66,0.06,79.31,-5.06,80.00,-67.50,0.000018
46423,1,1,12.41,5.66,0.06,79.31,1.75,80.00,-67.59,0.000019
46548,1,1,12.43,5.67,0.04,79.31,4.31,80.00,-67.57,0.000020
46628,1,1,12.49,5.66,0.06,79.31,3.81,80.00,-67.51,0.000019
46660,1,1,12.41,5.66,0.02,79.31,3.12,80.00,-67.59,0.000019
46735,1,1,12.44,5.67,0.05,79.31,2.25,80.00,-67.56,0.000019
46845,1,1,12.51,5.66,0.06,79.31,-0.62,80.00,-67.49,0.000019
46937,1,1,12.52,5.65,0.06,79.31,-2.06,80.00,-67.48,0.000018
46958,1,1,12.51,5.66,0.04,79.31,1.50,80.00,-67.49,0.000019
47050,1,1,12.45,5.66,0.06,79.31,-3.19,80.00,-67.55,0.000018
47103,1,1,12.43,5.66,0.04,79.31,0.81,80.00,-67.57,0.000019
47203,1,1,12.67,5.65,0.06,79.31,-1.62,80.00,-67.33,0.0019
47219,1,1,12.60,5.68,0.05,79.31,3.25,80.00,-67.40,0.000019
47311,1,1,12.49,5.66,0.06,79.31,0.37,80.00,-67.51,0.000019
47427,1,1,12.58,5.68,0.08,79.31,-0.94,80.00,-67.42,0.000019
47442,1,1,12.53,5.68,0.07,79.31,2.12,80.00,-67.47,0.000019
47530,1,1,12.63,5.67,0.09,79.31,-2.25,80.00,-67.37,0.000018
47631,1,1,12.49,5.68,0.09,79.31,0.62,80.00,-67.51,0.000019
47657,1,1,12.57,5.69,0.08,79.31,-3.75,80.00,-67.43,0.000018
47776,1,1,12.61,5.70,0.09,79.31,-3.69,80.00,-67.39,0.000018
47892,1,1,12.63,5.70,0.12,79.31,-4.19,80.00,-67.37,0.000018
47972,1,1,12.68,5.69,0.13,79.31,0.37,80.00,-67.32,0.000019
47989,1,1,12.79,5.69,0.14,79.31,-6.25,80.00,-67.21,0.000017
48052,1,1,13.00,5.69,0.15,79.31,1.12,80.00,-67.00,0.000019
48090,1,1,12.87,5.69,0.13,79.31,1.94,80.00,-67.13,0.000019
48162,1,1,13.03,5.69,0.15,79.31,-0.50,80.00,-66.97,0.000018
48207,1,1,12.93,5.68,0.13,79.31,2.87,80.00,-67.07,0.000019
48271,1,1,13.04,5.69,0.16,79.31,-1.69,80.00,-66.96,0.000018
48387,1,1,13.24,5.67,0.16,79.31,-3.44,80.00,-66.76,0.000018
48407,1,1,13.14,5.70,0.16,79.31,3.94,80.00,-66.86,0.000019
48484,1,1,13.22,5.68,0.16,79.31,-4.25,80.00,-66.78,0.000018
48584,1,1,13.16,5.67,0.18,79.31,-0.69,80.00,-66.84,0.000018
48616,1,1,13.29,5.69,0.17,79.31,-4.81,80.00,-66.71,0.000018
48698,1,1,13.17,5.69,0.16,79.31,-4.25,80.00,-66.83,0.000018
48810,1,1,13.18,5.69,0.17,79.31,2.50,80.00,-66.82,0.000019
48897,1,1,13.06,5.69,0.18,79.31,3.31,80.00,-66.96,0.000019
48911,1,1,13.04,5.69,0.16,79.31,0.37,80.00,-66.96,0.000019
48965,1,1,13.18,5.69,0.18,79.31,-4.94,80.00,-66.82,0000018
49007,1,1,13.19,5.71,0.18,79.31,3.87,80.00,-66.81,0.000019
49046,1,1,13.14,5.71,0.18,79.31,-0.69,80.00,-66.86,0.000018
49143,1,1,13.15,5.71,0.16,79.31,-0.37,80.00,-66.85,0.000018
49255,1,1,13.29,5.71,0.16,79.31,0.56,80.00,-66.71,0.000019
49352,1,1,13.16,5.70,0.16,79.31,5.56,80.00,-66.84,0.000020
49369,1,1,13.07,5.69,0.16,79.31,1.31,80.00,-66.93,0.000019
49418,1,1,13.23,5.70,0.17,79.31,-5.75,80.00,-66.77,0.000017
49500,1,1,13.28,5.68,0.19,79.31,-1.06,80.00,-66.72,0.0018
49512,1,1,13.32,5.68,0.19,79.31,-0.62,80.00,-66.68,0.000018
49641,1,1,13.29,5.69,0.21,79.31,-4.37,80.00,-66.71,0.000018
49732,1,1,13.17,5.70,0.18,79.31,3.94,80.00,-66.83,0.000019
49842,1,1,13.20,5.69,0.19,79.31,-0.56,80.00,-66.80,0.000018
49973,1,1,13.25,5.70,0.18,79.31,1.87,80.00,-66.75,0.000019
50073,1,1,13.35,5.70,0.19,79.31,1.25,80.00,-66.65,0.000019
50187,1,1,13.56,5.70,0.20,79.31,-0.31,80.00,-66.44,0.000018
50305,1,1,13.51,5.70,0.21,79.31,2.94,80.00,-66.49,0.000019
50346,1,1,13.50,5.70,0.22,79.31,-1.69,80.00,-66.50,0.000018
50408,1,1,13.66,5.68,0.21,79.31,-1.25,80.00,-66.34,0.000018
50520,1,1,13.85,5.70,0.20,79.31,0.69,80.00,-66.15,0.000018
50569,1,1,13.72,5.70,0.22,79.31,2.06,80.00,-66.,0.000018
50620,1,1,13.74,5.69,0.24,79.31,-1.25,80.00,-66.26,0.000018
50651,1,1,13.79,5.70,0.20,79.31,-1.31,80.00,-66.21,0.000018
50692,1,1,13.80,5.70,0.22,79.31,-1.44,80.00,-66.20,0.000018
50732,1,1,13.83,5.69,0.24,79.31,-0.06,80.00,-66.17,0.000018
50802,1,1,13.77,5.70,0.21,79.31,1.00,80.00,-66.23,0.000019
50916,1,1,13.87,5.69,0.22,79.31,1.25,80.00,-66.13,0.000019
50934,0,0,13.85,5.69,0.21,0.00,0.31,0.07,13.78,-0.000004
50992,0,0,13.77,5.68,0.28,0.00,8.19,0.07,13.70,-0.000002
51008,0,0,12.86,5.72,0.13,0.00,34.75,0.07,12.79,0.000003
51105,0,0,8.88,5.82,0.09,0.00,64.25,0.07,8.81,0.000009
51195,0,0,2.89,5.97,-0.00,0.00,73.06,0.07,2.82,0.000013
51251,0,0,0.31,6.05,-0.05,0.00,64.87,0.07,0.24,0.000012
51271,0,0,-1.45,6.09,-0.02,0.00,58.44,0.07,-1.52,0.000011
51333,0,0,-4.16,6.20,-0.12,0.00,11.81,0.07,-4.23,0.000003
51423,0,0,-3.51,6.18,-0.10,0.00,-19.56,0.07,-3.58,-0.000003
51437,0,0,-2.64,6.18,-0.09,0.00,-35.44,0.07,-2.71,-0.000006
51489,0,0,-0.81,6.15,-0.02,0.00,-51.88,0.07,-0.88,-0.000009
51568,0,0,2.97,6.05,0.05,0.00,-54.56,0.07,2.90,-0.000011
51596,0,0,4.54,5.99,0.08,0.00,-51.81,0.07,4.47,-0.000011
51657,0,0,6.62,5.93,-0.01,0.00,-28.00,0.07,6.76,-0.000006
51671,0,0,7.01,5.97,-0.01,0.00,-19.25,0.07,6.94,-0.000005
51725,0,0,7.56,5.91,-0.07,0.00,-8.44,0.07,7.49,-0.000004
51785,0,0,6.18,6.00,-0.08,0.00,28.31,0.07,6.11,0.000004
51836,0,0,5.28,5.97,-0.09,0.00,33.38,0.07,5.21,0.000005
51908,0,0,1.70,6.09,-0.16,0.00,50.31,0.07,1.63,0.000009
51947,0,0,0.01,6.12,-0.17,0.00,40.69,0.07,-0.06,0.000008
52026,0,0,-2.75,6.21,-0.11,0.00,24.19,0.07,-2.82,0.000005
52127,0,0,-2.53,6.20,-0.08,0.00,-20.00,0.07,-2.60,-0.000003
52229,0,0,0.58,6.12,-0.02,0.00,-41.44,0.07,0.51,-0.000008
52254,0,0,1.81,6.10,0.01,0.00,-41.75,0.07,1.74,-0.000008
52309,0,0,3.55,6.05,0.05,0.00,-45.06,0.07,3.48,-0.000009
52342,0,0,5.14,6.01,0.08,0.00,-37.38,0.07,5.07,-0.000008
52377,0,0,6.25,5.98,0.10,0.00,-24.62,0.07,6.18,-0.000006
52404,0,0,6.62,5.96,0.07,0.00,-16.50,0.07,6.55,-0.000005
52474,0,0,6.46,5.98,0.06,0.00,16.94,0.07,6.39,0.000001
52526,0,0,5.52,5.99,0.04,0.00,27.75,0.07,5.45,0.000004
52582,0,0,2.63,6.05,0.01,0.00,43.13,0.07,2.56,0.000007
52622,0,0,2.21,6.06,-0.00,0.00,44.00,0.07,2.14,0.000008
52637,0,0,0.96,6.10,-0.03,0.00,42.63,0.07,0.89,0.000008
52723,0,0,-1.84,6.15,-0.08,0.00,30.87,0.07,-1.91,0.000006
52757,0,0,-2.53,6.16,-0.09,0.00,19.25,0.07,-2.60,0.000004
52836,0,0,-2.64,6.17,-0.05,0.00,-10.31,0.07,-2.71,-0.000001
52867,0,0,-2.19,6.15,-0.05,0.00,-20.37,0.07,-2.26,-0.000003
52947,0,0,0.71,6.09,0.00,0.00,-38.81,0.07,0.64,-0.000007
52976,0,0,1.78,6.09,0.01,0.00,-36.50,0.07,1.71,-0.000007
53061,0,0,3.77,6.02,0.08,0.00,-18.56,0.07,3.70,-0.000004
53176,0,0,4.31,5.96,0.10,0.00,8.13,0.07,4.24,0.000000
53221,0,0,3.82,5.95,0.09,0.00,12.50,0.07,3.75,0.000001
53290,0,0,2.76,5.95,0.09,0.00,13.81,0.07,2.69,0.000002
53397,0,0,1.29,5.97,0.08,0.00,11.31,0.07,1.22,0.000002
53448,0,0,0.80,5.99,0.08,0.00,11.63,0.07,0.73,0.000002
53519,0,0,0.33,5.98,0.07,0.00,2.00,0.07,0.26,0.000000
53562,0,0,0.28,5.98,0.07,0.00,0.88,0.07,0.21,0.0000
53603,0,0,0.18,5.98,0.07,0.00,1.37,0.07,0.11,0.000000
53638,0,0,0.08,5.97,0.06,0.00,2.19,0.07,0.01,0.000000
53669,0,0,0.04,5.97,0.06,0.00,0.81,0.07,-0.03,0.000000
53721,0,0,0.08,5.97,0.06,0.00,-3.12,0.07,0.01,-0.000001
53737,0,0,0.18,5.96,0.05,0.00,-4.69,0.07,0.11,-0.000001
53755,0,0,0.22,5.96,0.05,0.00,-4.25,0.07,0.15,-0.000001
53773,0,0,0.28,5.96,0.05,0.00,-2.44,0.07,0.21,-0.000001
53793,0,0,0.30,5.96,0.05,0.00,-25,0.07,0.25,-0.000000
53869,0,0,0.35,5.95,0.04,0.00,-1.06,0.07,0.28,-0.000000
53889,0,0,0.35,5.95,0.04,0.00,-0.44,0.07,0.28,-0.000000
53972,0,0,0.34,5.95,0.03,0.00,-0.88,0.07,0.27,-0.000000
54025,0,0,0.33,5.94,0.03,0.00,-0.19,0.07,0.26,-0.000000
54063,0,0,0.32,5.94,0.02,0.00,-1.00,0.07,0.25,-0.000000
54084,0,0,0.30,5.94,0.02,0.00,-0.19,0.07,0.23,-0.000000
54134,0,0,0.28,5.93,0.02,0.00,0.69,0.07,0.21,0.000000
54184,0,0,0.17,5.93,0.02,0.00,1.69,0.07,0.10,0.00000000
54229,0,0,0.08,5.93,0.02,0.00,2.62,0.07,0.01,0.000000
54261,0,0,-0.06,5.93,0.02,0.00,3.25,0.07,-0.13,0.000001
54333,0,0,-0.24,5.93,0.01,0.00,0.69,0.07,-0.31,0.000000
54350,0,0,-0.25,5.93,0.01,0.00,-0.13,0.07,-0.32,0.000000
54441,1,0,-0.18,5.92,0.00,0.00,-1.94,0.07,-0.25,-0.000000
54555,1,0,0.03,5.92,0.00,0.00,-2.56,0.07,-0.04,-0.000000
54641,1,0,0.16,5.91,-0.01,0.00,-2.25,0.07,0.09,-0.000000
54655,1,0,0.20,5.91,-0.01,0.00,-1.94,0.07,0.13,-0.000000
54704,1,0,0.22,5.91,-0.01,0.00,-0.44,0.07,0.15,-0.000000
54788,1,0,0.20,5.91,-0.01,0.00,-0.56,0.07,0.13,-0.000000
54875,1,0,0.24,5.91,-0.02,0.00,-1.81,0.07,0.17,-0.000000
54912,1,0,0.29,5.91,-0.02,0.00,-1.75,0.07,0.22,-0.000000>.000000
54944,1,0,0.32,5.91,-0.02,0.00,-1.19,0.07,0.25,-0.000000
55017,1,0,0.30,5.90,-0.03,0.00,-0.31,0.07,0.23,-0.000000
55031,1,0,0.30,5.90,-0.03,0.00,-0.75,0.07,0.23,-0.000000
55115,1,0,0.38,5.90,-0.03,0.00,-1.75,0.07,0.31,-0.000000
55165,1,0,0.40,5.90,-0.04,0.00,-0.81,0.07,0.33,-0.000000
55225,1,0,0.40,5.89,-0.04,0.00,-1.00,0.07,0.33,-0.000000.000000
55240,1,0,0.42,5.89,-0.03,0.00,-1.00,0.07,0.35,-0.000000
55291,1,0,0.43,5.89,-0.03,0.00,-0.81,0.07,0.36,-0.000000
55328,1,0,0.43,5.89,-0.03,0.00,-0.13,0.07,0.36,-0.000000
55363,1,0,0.39,5.93,-0.04,0.00,1.94,0.07,0.32,0.000000
55465,1,0,0.70,5.91,-0.03,0.00,-2.75,0.07,0.63,-0.000001
55516,1,0,0.80,5.90,-0.03,0.00,-2.44,0.07,0.73,-0.000001
55533,1,0,0.84,5.89,-0.03,0.00,-1.87,0.07,0.77,-0.000001
55594,1,0,0.85,5.87,-0.04,0.00,-0.50,0.07,0.78,-0.000000
55626,1,0,0.83,5.87,-0.04,0.00,-0.19,0.07,0.76,-0.000000
55676,1,0,0.89,5.86,-0.04,0.00,-3.69,0.07,0.82,-0.000001
55748,1,0,1.17,5.84,-0.05,0.00,-5.00,0.07,1.10,-0.000001
55823,1,0,1.51,5.84,-0.04,0.00,-5.19,0.07,1.44,-0.000001
55923,1,0,1.74,5.82,-0.05,0.00,-0.75,0.07,1.67,-0.000001
55976,1,0,1.73,5.82,-0.05,0.00,-0.44,0.07,1.66,-0.000001
55991,1,0,1.75,5.82,-0.05,0.00,-1.44,0.07,1.68,-0.000001
56067,1,0,1.75,5.82,-0.06,0.00,-1.00,0.07,1.68,-0.000001
56152,1,0,1.90,5.80,-0.06,0.00,-1.25,0.07,1.83,-0.000001
56205,1,0,1.93,5.80,-0.06,0.00,-0.88,0.07,1.86,-0.000001
56224,1,0,1.96,5.80,-0.07,0.00,-1.87,0.07,1.89,-0.000001
56281,1,0,2.01,5.73,-0.07,0.00,-5.12,0.07,1.94,-0.000001
56400,1,0,2.23,5.68,-0.08,0.00,-5.62,0.07,2.16,-0.000002>.000002
56413,1,0,2.32,5.68,-0.08,0.00,-3.12,0.07,2.25,-0.000001
56509,1,0,2.88,5.66,-0.07,0.00,-11.81,0.07,2.81,-0.000003
56551,1,0,3.25,5.68,-0.06,0.00,-14.81,0.07,3.18,-0.000004
56593,1,0,4.19,5.69,-0.02,0.00,-19.19,0.07,4.12,-0.000005
56646,1,0,5.98,5.65,-0.03,0.00,-28.25,0.07,5.91,-0.000007
56684,1,0,7.17,5.61,-0.05,0.00,-31.37,0.07,7.10,-0.000008
56741,1,0,8.47,5.59,-0.00,0.00,-33.50,0.07,8.40,-0.000008
56760,1,0,9.42,5.50,0.10,0.00,-33.94,0.07,9.35,-0.000009
56860,1,0,12.12,5.30,0.49,0.00,-35.63,0.07,12.05,-0.000010
56972,1,0,17.20,4.96,0.98,0.00,-52.38,0.07,17.13,-0.000014
57126,1,0,24.79,4.52,1.00,0.00,-48.38,0.07,24.72,-0.000016
57168,1,0,27.17,4.39,0.98,0.00,-49.44,0.07,27.10,-0.000017
57233,1,0,30.35,4.16,0.96,0.00,-46.00,0.07,30.28,-0.000017
57320,1,0,33.79,3.98,0.94,0.00,-40.19,0.07,33.72,-0.000017
57410,1,0,36.44,3.82,0.91,0.00,-25.25,0.07,36.37,-0.000015
57447,1,0,37.08,3.80,0.91,0.00,-20.19,0.07,37.01,-0.000014
57479,1,0,37.60,3.78,0.90,0.00,-9.63,0.07,37.53,-0.000012
57551,1,0,37.80,3.80,0.91,0.00,4.19,0.07,37.73,-0.000010.000009
57565,1,0,37.60,3.83,0.87,0.00,7.69,0.07,37.53,-0.000009
57655,1,0,36.14,4.01,0.73,0.00,28.75,0.07,36.07,-0.000005
57750,1,0,32.07,4.46,0.37,0.00,69.25,0.07,32.00,0.000004
57785,1,0,28.99,4.70,0.09,0.00,84.62,0.07,28.92,0.000008>0008
57816,1,0,26.43,4.75,0.14,0.00,89.69,0.07,26.36,0.000009
57892,1,0,19.68,5.04,0.08,0.00,84.87,0.07,19.61,0.000010
58047,1,0,10.26,5.38,-0.04,0.00,52.69,0.07,10.19,0.000007
58123,1,0,6.68,5.48,-0.09,0.00,42.63,0.07,6.61,0.000006
58250,1,0,3.52,5.50,-0.14,0.00,11.19,0.07,3.45,0.000001
58269,1,0,3.24,5.51,-0.14,0.00,5.75,0.07,3.17,0.000000
58324,1,0,2.96,5.36,-0.13,0.00,2.25,0.07,2.89,0000
58343,1,0,2.89,5.34,-0.14,0.00,2.00,0.07,2.82,-0.000000
58383,1,0,2.79,5.32,-0.13,0.00,2.19,0.07,2.72,-0.000000
58468,1,0,2.63,5.22,-0.14,0.00,5.25,0.07,2.56,0.000000
58483,1,0,2.61,5.26,-0.13,0.00,-0.50,0.07,2.54,-0.000001
58552,1,0,2.60,5.22,-0.13,0.00,3.00,0.07,2.53,-0.000000
58567,1,0,2.50,5.20,-0.14,0.00,5.12,0.07,2.43,0.000000
58584,1,0,2.45,5.21,-0.14,0.00,3.69,0.07,2.38,0.000000
58618,1,0,2.47,5.25,-0.14,0.00,-2.94,0.07,2.40,-0.000001
58687,1,0,2.68,5.27,-0.14,0.00,2.87,0.07,2.61,-0.000000
58740,1,0,2.63,5.29,-0.14,0.00,0.94,0.07,2.56,-0.000001
58810,1,0,2.68,5.32,-0.14,0.00,0.81,0.07,2.61,-0.000001
58847,1,0,2.64,5.41,-0.15,0.00,-0.13,0.07,2.57,-0.000001
58932,1,0,2.61,5.49,-0.15,0.00,0.56,0.07,2.54,-0.000001
58967,1,0,2.61,5.49,-0.15,0.00,-0.44,0.07,2.54,-0.000001
59047,1,0,2.61,5.48,-0.14,0.00,-0.06,0.07,2.54,-0.000001
59075,1,0,2.62,5.49,-0.14,0.00,-0.94,0.07,2.55,-0.000001
59161,1,0,2.54,5.53,-0.14,0.00,1.06,0.07,2.47,-0.000000
59241,1,0,2.43,5.53,-0.15,0.00,1.87,0.07,2.36,-0.000000
59274,1,0,2.34,5.57,-0.15,0.00,0.37,0.07,2.27,-0.000001
59290,1,0,2.33,5.57,-0.15,0.00,-0.94,0.07,2.26,-0.000001
59387,1,0,2.33,5.60,-0.15,0.00,0.75,0.07,2.26,-0.000000
59440,1,0,2.31,5.60,-0.15,0.00,0.13,0.07,2.24,-0.000001
59476,1,0,2.35,5.61,-0.14,0.00,-0.81,0.07,2.28,-0.000001
59541,1,0,2.36,5.62,-0.14,0.00,0.56,0.07,2.29,-0.000001
59615,1,0,2.37,5.65,-0.15,0.00,-1.56,0.07,2.30,-0.000001
59708,1,0,2.47,5.64,-0.15,0.00,-0.88,0.0.07,2.42,-0.000001
59722,1,0,2.51,5.64,-0.15,0.00,-1.94,0.07,2.44,-0.000001
59764,1,0,2.58,5.64,-0.15,0.00,-1.87,0.07,2.51,-0.000001
59818,1,0,2.60,5.67,-0.15,0.00,1.00,0.07,2.53,-0.000001
59838,1,0,2.60,5.67,-0.15,0.00,-0.44,0.07,2.53,-0.000001
59892,1,0,2.68,5.67,-0.13,0.00,-1.69,0.07,2.61,-0.000001
59932,1,0,2.78,5.67,-0.11,0.00,-1.94,0.07,2.71,-0.000001
59999,1,0,2.82,5.67,-0.10,0.00,-1.87,0.07,2.75,-0.000001
60074,1,0,2.94,5.67,-0.10,0.00,-1.19,0.07,2.87,-0.000001
60161,1,0,3.12,5.66,-0.11,0.00,-1.94,0.07,3.05,-0.000001
60200,1,0,3.13,5.66,-0.10,0.00,0.13,0.07,3.06,-0.000001
60230,1,0,3.10,5.66,-0.08,0.00,0.94,0.07,3.03,-0.000001
60310,1,0,3.30,5.66,-0.06,0.00,-3.25,0.07,3.23,-0.000001
60421,1,0,3.44,5.65,-0.05,0.00,-0.13,0.07,3.37,-0.000001
60466,1,0,3.43,5.66,-0.05,0.00,0.62,0.07,3.36,-0.000001
60548,1,0,3.68,5.66,-0.03,0.00,-3.25,0.07,3.61,-0.000002>000001
60564,1,0,3.70,5.66,-0.02,0.00,0.75,0.07,3.63,-0.000001
60641,1,0,3.63,5.66,-0.02,0.00,-0.25,0.07,3.56,-0.000001
60738,1,0,3.73,5.67,-0.00,0.00,-2.31,0.07,3.66,-0.000001
60758,1,0,3.80,5.67,0.01,0.00,-3.69,0.07,3.73,-0.000002
60809,1,0,3.86,5.67,0.01,0.00,-0.50,0.07,3.79,-0.000001
60828,1,0,3.93,5.70,0.03,0.00,-5.56,0.07,3.86,-0.000002
60881,1,0,4.34,5.68,0.08,0.00,-12.44,0.07,4.27,-0.000003
60918,1,0,4.77,5.66,0.12,0.00,-8.56,0.07,4.70,-0.000003
60998,1,0,5.88,5.64,0.33,0.00,-21.50,0.07,5.81,-0.000006
61013,1,0,6.30,5.61,0.38,0.00,-20.75,0.07,6.23,-0.000006
61086,1,0,7.63,5.53,0.60,0.00,-28.37,0.07,7.56,-0.00000700008
61101,1,0,8.18,5.50,0.70,0.00,-31.94,0.07,8.11,-0.000008
61156,1,0,9.71,5.35,0.86,0.00,-31.62,0.07,9.64,-0.000008
61270,1,0,14.45,4.92,0.99,0.00,-47.88,0.07,14.38,-0.000013
61312,1,0,16.82,4.63,1.02,0.00,-56.25,0.07,16.75,-0.000015
61333,1,0,17.94,4.54,0.99,0.00,-58.25,0.07,17.87,-0.000016
61379,1,0,20.66,4.41,1.00,0.00,-53.19,0.07,20.59,-0.00016
61429,1,0,22.76,4.25,0.99,0.00,-56.06,0.07,22.69,-0.000017
61447,1,0,24.35,4.08,0.92,0.00,-53.50,0.07,24.28,-0.000017
61502,1,0,26.27,3.87,0.78,0.00,-48.19,0.07,26.20,-0.000016
61542,1,0,28.16,3.81,0.63,0.00,-50.00,0.07,28.09,-0.000017
61581,1,0,29.92,3.73,0.60,0.00,-42.06,0.07,29.85,-0.000016015
61619,1,0,30.92,3.68,0.63,0.00,-31.56,0.07,30.85,-0.000014
61682,1,0,32.92,3.59,0.75,0.00,-18.94,0.07,32.85,-0.000013
61729,1,0,33.58,3.58,0.69,0.00,-15.81,0.07,33.51,-0.000012
61769,1,0,34.04,3.55,0.68,0.00,-9.44,0.07,33.97,-0.000011
61789,1,0,34.25,3.54,0.69,0.00,-5.69,0.07,34.18,-0.000011
61833,1,0,34.45,3.54,0.69,0.00,-5.44,0.07,34.38,-0.000011
61920,1,0,34.51,3.51,0.72,0.00,0.62,0.07,34.44,-0.000009
62008,1,0,34.53,3.52,0.73,0.00,-2.19,0.07,34.46,-0.000010
62029,1,0,34.59,3.53,0.72,0.00,-2.81,0.07,34.52,-0.000010
62078,1,0,34.72,3.52,0.73,0.00,-3.81,0.07,34.65,-0.000010
62190,1,0,34.97,3.53,0.70,0.00,-1.81,0.07,34.90,-0.000010
62205,1,0,35.11,3.52,0.64,0.00,-7.44,0.07,35.04,-0.000011
62294,1,0,35.58,3.50,0.62,0.00,-9.31,0.07,35.51,-0.000012
62381,1,0,36.19,3.48,0.56,0.00,-7.00,0.07,36.12,-0.000011
62416,1,0,36.40,3.46,0.55,0.00,-8.31,0.07,36.33,-0.000012
62472,1,0,36.86,3.45,0.48,0.00,-7.19,0.07,36.85,-0.000011
62491,1,0,36.98,3.45,0.45,0.00,-6.69,0.07,36.91,-0.000011
62534,1,0,37.21,3.45,0.44,0.00,-6.19,0.07,37.14,-0.000011
62628,1,0,37.67,3.47,0.39,0.00,-5.50,0.07,37.60,-0.000011
62721,1,0,38.00,3.45,0.36,0.00,-4.87,0.07,37.93,-0.000011
62805,1,0,38.54,3.46,0.30,0.00,-6.56,0.07,38.47,-0.000012
62846,1,0,38.80,3.47,0.28,0.00,-10.19,0.07,38.73,-0.000013
62884,1,0,39.26,3.46,0.27,0.00,-8.56,0.07,39.19,-0.000012
62917,1,0,39.53,3.46,0.25,0.00,-6.44,0.07,39.46,-0.000012
62985,1,0,39.92,3.49,0.21,0.00,-3.50,0.07,39.85,-0.000012
63068,1,0,40.16,3.48,0.19,0.00,-3.31,0.07,40.09,-0.000012
63087,1,0,40.25,3.47,0.18,0.00,-3.00,0.07,40.18,-0.000012
63156,1,0,40.39,3.46,0.19,0.00,-4.37,0.07,40.32,-0.000012
63169,1,0,40.53,3.48,0.17,0.00,-4.56,0.07,40.46,-0.000012
63220,1,0,40.68,3.46,0.17,0.00,-5.56,0.07,40.61,-0.000012
63304,1,0,40.93,3.48,0.19,0.00,-2.75,0.07,40.86,-0.000010.000012
63318,1,0,40.97,3.49,0.18,0.00,-3.31,0.07,40.90,-0.000012
63410,1,0,41.13,3.50,0.18,0.00,-1.62,0.07,41.06,-0.000012
63450,1,0,41.20,3.48,0.17,0.00,-1.44,0.07,41.6,-0.000012
63501,1,0,41.21,3.50,0.17,0.00,-0.94,0.07,41.14,-0.000012
63516,1,0,41.27,3.49,0.17,0.00,-3.87,0.07,41.20,-0.000012
63614,1,0,41.63,3.48,0.18,0.00,-2.69,0.07,41.56,-0.000012
63680,1,0,41.74,3.47,0.18,0.00,-1.06,0.07,41.67,-0.000012
63757,1,0,41.67,3.46,0.19,0.00,2.25,0.07,41.60,-0.000011
63840,1,0,41.16,3.49,0.21,0.00,7.12,0.07,41.09,-0.000010
63902,1,0,40.15,3.51,0.25,0.00,21.19,0.07,40.08,-0.000007
63989,1,0,38.05,3.58,0.27,0.00,28.12,0.07,37.98,-0.000005
64077,1,0,36.48,3.61,0.28,0.00,14.06,0.07,36.41,-0.000007
64114,1,0,36.20,3.60,0.30,0.00,7.63,0.07,36.13,-0.000009
64147,1,0,36.15,3.62,0.28,0.00,-0.44,0.07,36.08,-0.000010
64222,1,0,36.25,3.62,0.28,0.00,1.44,0.07,36.18,-0.000010.000009
