millis,switch_on,fp,P,D,I,IMAX,max_rate,flip_pulse,climb_ms,rate_climb,rate_rec,u2_max,gyro_x,error,roll
167883,0,0,2.00,0.01010,0.50,544
167903,0,0,2.00,0.01010,0.50,500.00,500.00,,450,110,400.00,300.00,0.00050,0.31,0.00,-0.4,0.06,0.00,-0.44
167944,0,0,2.00,0.01010,0.50,500.00,500.00,,450,110,400.00,300.00,167984,0,0,2.00,0.01010,0.50,500.00,500.00,,450,110,400.00,300.00,0.00050,0.00,e0.00,0.00050,-0.06,0.00,-0.44
168024,0,0,2.00,0.01010,0.50,500.00,500.00,,450,110,400.00,300,110,400.00,300.00,0.00050,0.06,0.00,-0.44
168065,0,0,2.00,0.01010,0.50,500.00,500.1010,0.50,500.00,500.00,,450,110,400.00,300.00,u2.00,500.00,,450,110,400.00,300.00,0.00050,0.00,0.00,-0.44
168145,0,0,2.00,0.01010,0.50,500.,2.00,0.01010,0.50,500.00,500.00,,450,110,400.00,300.00,0.00050,-0.06,0.00,-0.44
168226,0,0,2.00,0.0144
168246,0,0,2.00,0.01010,0.50,500.00,500.00,,450,110,400.00,300.00,0.00050,0.06,0.00,-0.4,0.06,0.00,-0.44
168287,0,0,2.00,0.01010,0.50,500.00,500.00,,450,110,400.00,300.00,0,500.00,500.00,,450,110,400.00,300.00,0.00050,0.06,0.00,300.00,0.00050,-0.25,0.00,-0.44
168368,0,0,2.00,0.01010,0.50,500.00,500.00,,450,110,400.00,dr450,110,400.00,300.00,0.00050,-0.13,0.00,-0.44
168409,0,0,2.00,0.01010,0.50,500.00,5.00,0.00050,0.00,0.00,-0.44
168450,0,0,2.00,0.01010,0.50,500.00,500.00,,450,1100.00,500.00,,450,110,400.00,300.00,0.00050,0.31,0.00,-0.44
168492,0,0,2.00,0.01010,0.50,50,0,2.00,0.01010,0.50,500.00,500.00,,450,110,400.00,300.00,0.00050,0.06,0.00,"-0.44>",0.00,-0.44
168571,0,0,2.00,0.01010,0.50,500.00,0,-0.44
